freq : 850.00 MHz
SWR : 6.50
 Theta     Phi     Gain(dB)     Gain     Phase(deg) 
125  210  0.03        1.01           62.94 
130  210  0.91        1.23           71.29 
135  210  0.83        1.21           77.33 
140  210  2.80        1.91           95.30 
145  210  2.96        1.98           96.97 
150  210  2.33        1.71           100.57 
155  210  1.62        1.45           105.45 
160  210  -0.04        0.99           107.87 
165  210  -1.94        0.64           111.19 
170  210  -5.02        0.31           113.67 
175  210  -10.88        0.08           115.29 
180  210  -44.87        0.00           175.34 
0  215  -44.87        0.00           4.66 
5  215  -10.99        0.08           113.13 
10  215  -5.08        0.31           112.58 
15  215  -1.97        0.64           110.43 
20  215  -0.07        0.98           107.27 
25  215  1.60        1.45           104.97 
30  215  2.32        1.71           100.14 
35  215  2.95        1.97           96.60 
40  215  2.79        1.90           94.94 
45  215  0.83        1.21           76.91 
50  215  0.92        1.24           70.90 
55  215  0.06        1.01           62.57 
60  215  -1.03        0.79           55.58 
65  215  -2.13        0.61           55.09 
70  215  -2.96        0.51           64.06 
75  215  -2.82        0.52           80.10 
80  215  -1.68        0.68           94.51 
85  215  -0.55        0.88           102.62 
90  215  -0.11        0.97           105.11 
95  215  -0.55        0.88           102.71 
100  215  -1.69        0.68           94.69 
105  215  -2.83        0.52           80.37 
110  215  -2.99        0.50           64.38 
115  215  -2.16        0.61           55.42 
120  215  -1.06        0.78           55.93 
125  215  0.03        1.01           62.94 
130  215  0.91        1.23           71.29 
135  215  0.83        1.21           77.33 
140  215  2.80        1.91           95.30 
145  215  2.96        1.98           96.97 
150  215  2.33        1.71           100.57 
155  215  1.62        1.45           105.45 
160  215  -0.04        0.99           107.87 
165  215  -1.94        0.64           111.19 
170  215  -5.02        0.31           113.67 
175  215  -10.88        0.08           115.29 
180  215  -44.87        0.00           175.34 
0  220  -44.87        0.00           4.66 
5  220  -10.99        0.08           113.13 
10  220  -5.08        0.31           112.58 
15  220  -1.97        0.64           110.43 
20  220  -0.07        0.98           107.27 
25  220  1.60        1.45           104.97 
30  220  2.32        1.71           100.14 
35  220  2.95        1.97           96.60 
40  220  2.79        1.90           94.94 
45  220  0.83        1.21           76.91 
50  220  0.92        1.24           70.90 
55  220  0.06        1.01           62.57 
60  220  -1.03        0.79           55.58 
65  220  -2.13        0.61           55.09 
70  220  -2.96        0.51           64.06 
75  220  -2.82        0.52           80.10 
80  220  -1.68        0.68           94.51 
85  220  -0.55        0.88           102.62 
90  220  -0.11        0.97           105.11 
95  220  -0.55        0.88           102.71 
100  220  -1.69        0.68           94.69 
105  220  -2.83        0.52           80.37 
110  220  -2.99        0.50           64.38 
115  220  -2.16        0.61           55.42 
120  220  -1.06        0.78           55.93 
125  220  0.03        1.01           62.94 
130  220  0.91        1.23           71.29 
135  220  0.83        1.21           77.33 
140  220  2.80        1.91           95.30 
145  220  2.96        1.98           96.97 
150  220  2.33        1.71           100.57 
155  220  1.62        1.45           105.45 
160  220  -0.04        0.99           107.87 
165  220  -1.94        0.64           111.19 
170  220  -5.02        0.31           113.67 
175  220  -10.88        0.08           115.29 
180  220  -44.87        0.00           175.34 
0  225  -44.87        0.00           4.66 
5  225  -10.99        0.08           113.13 
10  225  -5.08        0.31           112.58 
15  225  -1.97        0.64           110.43 
20  225  -0.07        0.98           107.27 
25  225  1.60        1.45           104.97 
30  225  2.32        1.71           100.14 
35  225  2.95        1.97           96.60 
40  225  2.79        1.90           94.94 
45  225  0.83        1.21           76.91 
50  225  0.92        1.24           70.90 
55  225  0.06        1.01           62.57 
60  225  -1.03        0.79           55.58 
65  225  -2.13        0.61           55.09 
70  225  -2.96        0.51           64.06 
75  225  -2.82        0.52           80.10 
80  225  -1.68        0.68           94.51 
85  225  -0.55        0.88           102.62 
90  225  -0.11        0.97           105.11 
95  225  -0.55        0.88           102.71 
100  225  -1.69        0.68           94.69 
105  225  -2.83        0.52           80.37 
110  225  -2.99        0.50           64.38 
115  225  -2.16        0.61           55.42 
120  225  -1.06        0.78           55.93 
125  225  0.03        1.01           62.94 
130  225  0.91        1.23           71.29 
135  225  0.83        1.21           77.33 
140  225  2.80        1.91           95.30 
145  225  2.96        1.98           96.97 
150  225  2.33        1.71           100.57 
155  225  1.62        1.45           105.45 
160  225  -0.04        0.99           107.87 
165  225  -1.94        0.64           111.19 
170  225  -5.02        0.31           113.67 
175  225  -10.88        0.08           115.29 
180  225  -44.87        0.00           175.34 
0  230  -44.87        0.00           4.66 
5  230  -10.99        0.08           113.13 
10  230  -5.08        0.31           112.58 
15  230  -1.97        0.64           110.43 
20  230  -0.07        0.98           107.27 
25  230  1.60        1.45           104.97 
30  230  2.32        1.71           100.14 
35  230  2.95        1.97           96.60 
40  230  2.79        1.90           94.94 
45  230  0.83        1.21           76.91 
50  230  0.92        1.24           70.90 
55  230  0.06        1.01           62.57 
60  230  -1.03        0.79           55.58 
65  230  -2.13        0.61           55.09 
70  230  -2.96        0.51           64.06 
75  230  -2.82        0.52           80.10 
80  230  -1.68        0.68           94.51 
85  230  -0.55        0.88           102.62 
90  230  -0.11        0.97           105.11 
95  230  -0.55        0.88           102.71 
100  230  -1.69        0.68           94.69 
105  230  -2.83        0.52           80.37 
110  230  -2.99        0.50           64.38 
115  230  -2.16        0.61           55.42 
120  230  -1.06        0.78           55.93 
125  230  0.03        1.01           62.94 
130  230  0.91        1.23           71.29 
135  230  0.83        1.21           77.33 
140  230  2.80        1.91           95.30 
145  230  2.96        1.98           96.97 
150  230  2.33        1.71           100.57 
155  230  1.62        1.45           105.45 
160  230  -0.04        0.99           107.87 
165  230  -1.94        0.64           111.19 
170  230  -5.02        0.31           113.67 
175  230  -10.88        0.08           115.29 
180  230  -44.87        0.00           175.34 
0  235  -44.87        0.00           4.66 
5  235  -10.99        0.08           113.13 
10  235  -5.08        0.31           112.58 
15  235  -1.97        0.64           110.43 
20  235  -0.07        0.98           107.27 
25  235  1.60        1.45           104.97 
30  235  2.32        1.71           100.14 
35  235  2.95        1.97           96.60 
40  235  2.79        1.90           94.94 
45  235  0.83        1.21           76.91 
50  235  0.92        1.24           70.90 
55  235  0.06        1.01           62.57 
60  235  -1.03        0.79           55.58 
65  235  -2.13        0.61           55.09 
70  235  -2.96        0.51           64.06 
75  235  -2.82        0.52           80.10 
80  235  -1.68        0.68           94.51 
85  235  -0.55        0.88           102.62 
90  235  -0.11        0.97           105.11 
95  235  -0.55        0.88           102.71 
100  235  -1.69        0.68           94.69 
105  235  -2.83        0.52           80.37 
110  235  -2.99        0.50           64.38 
115  235  -2.16        0.61           55.42 
120  235  -1.06        0.78           55.93 
125  235  0.03        1.01           62.94 
130  235  0.91        1.23           71.29 
135  235  0.83        1.21           77.33 
140  235  2.80        1.91           95.30 
145  235  2.96        1.98           96.97 
150  235  2.33        1.71           100.57 
155  235  1.62        1.45           105.45 
160  235  -0.04        0.99           107.87 
165  235  -1.94        0.64           111.19 
170  235  -5.02        0.31           113.67 
175  235  -10.88        0.08           115.29 
180  235  -44.87        0.00           175.34 
0  240  -44.87        0.00           4.66 
5  240  -10.99        0.08           113.13 
10  240  -5.08        0.31           112.58 
15  240  -1.97        0.64           110.43 
20  240  -0.07        0.98           107.27 
25  240  1.60        1.45           104.97 
30  240  2.32        1.71           100.14 
35  240  2.95        1.97           96.60 
40  240  2.79        1.90           94.94 
45  240  0.83        1.21           76.91 
50  240  0.92        1.24           70.90 
55  240  0.06        1.01           62.57 
60  240  -1.03        0.79           55.58 
65  240  -2.13        0.61           55.09 
70  240  -2.96        0.51           64.06 
75  240  -2.82        0.52           80.10 
80  240  -1.68        0.68           94.51 
85  240  -0.55        0.88           102.62 
90  240  -0.11        0.97           105.11 
95  240  -0.55        0.88           102.71 
100  240  -1.69        0.68           94.69 
105  240  -2.83        0.52           80.37 
110  240  -2.99        0.50           64.38 
115  240  -2.16        0.61           55.42 
120  240  -1.06        0.78           55.93 
125  240  0.03        1.01           62.94 
130  240  0.91        1.23           71.29 
135  240  0.83        1.21           77.33 
140  240  2.80        1.91           95.30 
145  240  2.96        1.98           96.97 
150  240  2.33        1.71           100.57 
155  240  1.62        1.45           105.45 
160  240  -0.04        0.99           107.87 
165  240  -1.94        0.64           111.19 
170  240  -5.02        0.31           113.67 
175  240  -10.88        0.08           115.29 
180  240  -44.87        0.00           175.34 
0  245  -44.87        0.00           4.66 
5  245  -10.99        0.08           113.13 
10  245  -5.08        0.31           112.58 
15  245  -1.97        0.64           110.43 
20  245  -0.07        0.98           107.27 
25  245  1.60        1.45           104.97 
30  245  2.32        1.71           100.14 
35  245  2.95        1.97           96.60 
40  245  2.79        1.90           94.94 
45  245  0.83        1.21           76.91 
50  245  0.92        1.24           70.90 
55  245  0.06        1.01           62.57 
60  245  -1.03        0.79           55.58 
65  245  -2.13        0.61           55.09 
70  245  -2.96        0.51           64.06 
75  245  -2.82        0.52           80.10 
80  245  -1.68        0.68           94.51 
85  245  -0.55        0.88           102.62 
90  245  -0.11        0.97           105.11 
95  245  -0.55        0.88           102.71 
100  245  -1.69        0.68           94.69 
105  245  -2.83        0.52           80.37 
110  245  -2.99        0.50           64.38 
115  245  -2.16        0.61           55.42 
120  245  -1.06        0.78           55.93 
125  245  0.03        1.01           62.94 
130  245  0.91        1.23           71.29 
135  245  0.83        1.21           77.33 
140  245  2.80        1.91           95.30 
145  245  2.96        1.98           96.97 
150  245  2.33        1.71           100.57 
155  245  1.62        1.45           105.45 
160  245  -0.04        0.99           107.87 
165  245  -1.94        0.64           111.19 
170  245  -5.02        0.31           113.67 
175  245  -10.88        0.08           115.29 
180  245  -44.87        0.00           175.34 
0  250  -44.87        0.00           4.66 
5  250  -10.99        0.08           113.13 
10  250  -5.08        0.31           112.58 
15  250  -1.97        0.64           110.43 
20  250  -0.07        0.98           107.27 
25  250  1.60        1.45           104.97 
30  250  2.32        1.71           100.14 
35  250  2.95        1.97           96.60 
40  250  2.79        1.90           94.94 
45  250  0.83        1.21           76.91 
50  250  0.92        1.24           70.90 
55  250  0.06        1.01           62.57 
60  250  -1.03        0.79           55.58 
65  250  -2.13        0.61           55.09 
70  250  -2.96        0.51           64.06 
75  250  -2.82        0.52           80.10 
80  250  -1.68        0.68           94.51 
85  250  -0.55        0.88           102.62 
90  250  -0.11        0.97           105.11 
95  250  -0.55        0.88           102.71 
100  250  -1.69        0.68           94.69 
105  250  -2.83        0.52           80.37 
110  250  -2.99        0.50           64.38 
115  250  -2.16        0.61           55.42 
120  250  -1.06        0.78           55.93 
125  250  0.03        1.01           62.94 
130  250  0.91        1.23           71.29 
135  250  0.83        1.21           77.33 
140  250  2.80        1.91           95.30 
145  250  2.96        1.98           96.97 
150  250  2.33        1.71           100.57 
155  250  1.62        1.45           105.45 
160  250  -0.04        0.99           107.87 
165  250  -1.94        0.64           111.19 
170  250  -5.02        0.31           113.67 
175  250  -10.88        0.08           115.29 
180  250  -44.87        0.00           175.34 
0  255  -44.87        0.00           4.66 
5  255  -10.99        0.08           113.13 
10  255  -5.08        0.31           112.58 
15  255  -1.97        0.64           110.43 
20  255  -0.07        0.98           107.27 
25  255  1.60        1.45           104.97 
30  255  2.32        1.71           100.14 
35  255  2.95        1.97           96.60 
40  255  2.79        1.90           94.94 
45  255  0.83        1.21           76.91 
50  255  0.92        1.24           70.90 
55  255  0.06        1.01           62.57 
60  255  -1.03        0.79           55.58 
65  255  -2.13        0.61           55.09 
70  255  -2.96        0.51           64.06 
75  255  -2.82        0.52           80.10 
80  255  -1.68        0.68           94.51 
85  255  -0.55        0.88           102.62 
90  255  -0.11        0.97           105.11 
95  255  -0.55        0.88           102.71 
100  255  -1.69        0.68           94.69 
105  255  -2.83        0.52           80.37 
110  255  -2.99        0.50           64.38 
115  255  -2.16        0.61           55.42 
120  255  -1.06        0.78           55.93 
125  255  0.03        1.01           62.94 
130  255  0.91        1.23           71.29 
135  255  0.83        1.21           77.33 
140  255  2.80        1.91           95.30 
145  255  2.96        1.98           96.97 
150  255  2.33        1.71           100.57 
155  255  1.62        1.45           105.45 
160  255  -0.04        0.99           107.87 
165  255  -1.94        0.64           111.19 
170  255  -5.02        0.31           113.67 
175  255  -10.88        0.08           115.29 
180  255  -44.87        0.00           175.34 
0  260  -44.87        0.00           4.66 
5  260  -10.99        0.08           113.13 
10  260  -5.08        0.31           112.58 
15  260  -1.97        0.64           110.43 
20  260  -0.07        0.98           107.27 
25  260  1.60        1.45           104.97 
30  260  2.32        1.71           100.14 
35  260  2.95        1.97           96.60 
40  260  2.79        1.90           94.94 
45  260  0.83        1.21           76.91 
50  260  0.92        1.24           70.90 
55  260  0.06        1.01           62.57 
60  260  -1.03        0.79           55.58 
65  260  -2.13        0.61           55.09 
70  260  -2.96        0.51           64.06 
75  260  -2.82        0.52           80.10 
80  260  -1.68        0.68           94.51 
85  260  -0.55        0.88           102.62 
90  260  -0.11        0.97           105.11 
95  260  -0.55        0.88           102.71 
100  260  -1.69        0.68           94.69 
105  260  -2.83        0.52           80.37 
110  260  -2.99        0.50           64.38 
115  260  -2.16        0.61           55.42 
120  260  -1.06        0.78           55.93 
125  260  0.03        1.01           62.94 
130  260  0.91        1.23           71.29 
135  260  0.83        1.21           77.33 
140  260  2.80        1.91           95.30 
145  260  2.96        1.98           96.97 
150  260  2.33        1.71           100.57 
155  260  1.62        1.45           105.45 
160  260  -0.04        0.99           107.87 
165  260  -1.94        0.64           111.19 
170  260  -5.02        0.31           113.67 
175  260  -10.88        0.08           115.29 
180  260  -44.87        0.00           175.34 
0  265  -44.87        0.00           4.66 
5  265  -10.99        0.08           113.13 
10  265  -5.08        0.31           112.58 
15  265  -1.97        0.64           110.43 
20  265  -0.07        0.98           107.27 
25  265  1.60        1.45           104.97 
30  265  2.32        1.71           100.14 
35  265  2.95        1.97           96.60 
40  265  2.79        1.90           94.94 
45  265  0.83        1.21           76.91 
50  265  0.92        1.24           70.90 
55  265  0.06        1.01           62.57 
60  265  -1.03        0.79           55.58 
65  265  -2.13        0.61           55.09 
70  265  -2.96        0.51           64.06 
75  265  -2.82        0.52           80.10 
80  265  -1.68        0.68           94.51 
85  265  -0.55        0.88           102.62 
90  265  -0.11        0.97           105.11 
95  265  -0.55        0.88           102.71 
100  265  -1.69        0.68           94.69 
105  265  -2.83        0.52           80.37 
110  265  -2.99        0.50           64.38 
115  265  -2.16        0.61           55.42 
120  265  -1.06        0.78           55.93 
125  265  0.03        1.01           62.94 
130  265  0.91        1.23           71.29 
135  265  0.83        1.21           77.33 
140  265  2.80        1.91           95.30 
145  265  2.96        1.98           96.97 
150  265  2.33        1.71           100.57 
155  265  1.62        1.45           105.45 
160  265  -0.04        0.99           107.87 
165  265  -1.94        0.64           111.19 
170  265  -5.02        0.31           113.67 
175  265  -10.88        0.08           115.29 
180  265  -44.87        0.00           175.34 
0  270  -44.87        0.00           4.66 
5  270  -10.99        0.08           113.13 
10  270  -5.08        0.31           112.58 
15  270  -1.97        0.64           110.43 
20  270  -0.07        0.98           107.27 
25  270  1.60        1.45           104.97 
30  270  2.32        1.71           100.14 
35  270  2.95        1.97           96.60 
40  270  2.79        1.90           94.94 
45  270  0.83        1.21           76.91 
50  270  0.92        1.24           70.90 
55  270  0.06        1.01           62.57 
60  270  -1.03        0.79           55.58 
65  270  -2.13        0.61           55.09 
70  270  -2.96        0.51           64.06 
75  270  -2.82        0.52           80.10 
80  270  -1.68        0.68           94.51 
85  270  -0.55        0.88           102.62 
90  270  -0.11        0.97           105.11 
95  270  -0.55        0.88           102.71 
100  270  -1.69        0.68           94.69 
105  270  -2.83        0.52           80.37 
110  270  -2.99        0.50           64.38 
115  270  -2.16        0.61           55.42 
120  270  -1.06        0.78           55.93 
125  270  0.03        1.01           62.94 
130  270  0.91        1.23           71.29 
135  270  0.83        1.21           77.33 
140  270  2.80        1.91           95.30 
145  270  2.96        1.98           96.97 
150  270  2.33        1.71           100.57 
155  270  1.62        1.45           105.45 
160  270  -0.04        0.99           107.87 
165  270  -1.94        0.64           111.19 
170  270  -5.02        0.31           113.67 
175  270  -10.88        0.08           115.29 
180  270  -44.87        0.00           175.34 
0  275  -44.87        0.00           4.66 
5  275  -10.99        0.08           113.13 
10  275  -5.08        0.31           112.58 
15  275  -1.97        0.64           110.43 
20  275  -0.07        0.98           107.27 
25  275  1.60        1.45           104.97 
30  275  2.32        1.71           100.14 
35  275  2.95        1.97           96.60 
40  275  2.79        1.90           94.94 
45  275  0.83        1.21           76.91 
50  275  0.92        1.24           70.90 
55  275  0.06        1.01           62.57 
60  275  -1.03        0.79           55.58 
65  275  -2.13        0.61           55.09 
70  275  -2.96        0.51           64.06 
75  275  -2.82        0.52           80.10 
80  275  -1.68        0.68           94.51 
85  275  -0.55        0.88           102.62 
90  275  -0.11        0.97           105.11 
95  275  -0.55        0.88           102.71 
100  275  -1.69        0.68           94.69 
105  275  -2.83        0.52           80.37 
110  275  -2.99        0.50           64.38 
115  275  -2.16        0.61           55.42 
120  275  -1.06        0.78           55.93 
125  275  0.03        1.01           62.94 
130  275  0.91        1.23           71.29 
135  275  0.83        1.21           77.33 
140  275  2.80        1.91           95.30 
145  275  2.96        1.98           96.97 
150  275  2.33        1.71           100.57 
155  275  1.62        1.45           105.45 
160  275  -0.04        0.99           107.87 
165  275  -1.94        0.64           111.19 
170  275  -5.02        0.31           113.67 
175  275  -10.88        0.08           115.29 
180  275  -44.87        0.00           175.34 
0  280  -44.87        0.00           4.66 
5  280  -10.99        0.08           113.13 
10  280  -5.08        0.31           112.58 
15  280  -1.97        0.64           110.43 
20  280  -0.07        0.98           107.27 
25  280  1.60        1.45           104.97 
30  280  2.32        1.71           100.14 
35  280  2.95        1.97           96.60 
40  280  2.79        1.90           94.94 
45  280  0.83        1.21           76.91 
50  280  0.92        1.24           70.90 
55  280  0.06        1.01           62.57 
60  280  -1.03        0.79           55.58 
65  280  -2.13        0.61           55.09 
70  280  -2.96        0.51           64.06 
75  280  -2.82        0.52           80.10 
80  280  -1.68        0.68           94.51 
85  280  -0.55        0.88           102.62 
90  280  -0.11        0.97           105.11 
95  280  -0.55        0.88           102.71 
100  280  -1.69        0.68           94.69 
105  280  -2.83        0.52           80.37 
110  280  -2.99        0.50           64.38 
115  280  -2.16        0.61           55.42 
120  280  -1.06        0.78           55.93 
125  280  0.03        1.01           62.94 
130  280  0.91        1.23           71.29 
135  280  0.83        1.21           77.33 
140  280  2.80        1.91           95.30 
145  280  2.96        1.98           96.97 
150  280  2.33        1.71           100.57 
155  280  1.62        1.45           105.45 
160  280  -0.04        0.99           107.87 
165  280  -1.94        0.64           111.19 
170  280  -5.02        0.31           113.67 
175  280  -10.88        0.08           115.29 
180  280  -44.87        0.00           175.34 
0  285  -44.87        0.00           4.66 
5  285  -10.99        0.08           113.13 
10  285  -5.08        0.31           112.58 
15  285  -1.97        0.64           110.43 
20  285  -0.07        0.98           107.27 
25  285  1.60        1.45           104.97 
30  285  2.32        1.71           100.14 
35  285  2.95        1.97           96.60 
40  285  2.79        1.90           94.94 
45  285  0.83        1.21           76.91 
50  285  0.92        1.24           70.90 
55  285  0.06        1.01           62.57 
60  285  -1.03        0.79           55.58 
65  285  -2.13        0.61           55.09 
70  285  -2.96        0.51           64.06 
75  285  -2.82        0.52           80.10 
80  285  -1.68        0.68           94.51 
85  285  -0.55        0.88           102.62 
90  285  -0.11        0.97           105.11 
95  285  -0.55        0.88           102.71 
100  285  -1.69        0.68           94.69 
105  285  -2.83        0.52           80.37 
110  285  -2.99        0.50           64.38 
115  285  -2.16        0.61           55.42 
120  285  -1.06        0.78           55.93 
125  285  0.03        1.01           62.94 
130  285  0.91        1.23           71.29 
135  285  0.83        1.21           77.33 
140  285  2.80        1.91           95.30 
145  285  2.96        1.98           96.97 
150  285  2.33        1.71           100.57 
155  285  1.62        1.45           105.45 
160  285  -0.04        0.99           107.87 
165  285  -1.94        0.64           111.19 
170  285  -5.02        0.31           113.67 
175  285  -10.88        0.08           115.29 
180  285  -44.87        0.00           175.34 
0  290  -44.87        0.00           4.66 
5  290  -10.99        0.08           113.13 
10  290  -5.08        0.31           112.58 
15  290  -1.97        0.64           110.43 
20  290  -0.07        0.98           107.27 
25  290  1.60        1.45           104.97 
30  290  2.32        1.71           100.14 
35  290  2.95        1.97           96.60 
40  290  2.79        1.90           94.94 
45  290  0.83        1.21           76.91 
50  290  0.92        1.24           70.90 
55  290  0.06        1.01           62.57 
60  290  -1.03        0.79           55.58 
65  290  -2.13        0.61           55.09 
70  290  -2.96        0.51           64.06 
75  290  -2.82        0.52           80.10 
80  290  -1.68        0.68           94.51 
85  290  -0.55        0.88           102.62 
90  290  -0.11        0.97           105.11 
95  290  -0.55        0.88           102.71 
100  290  -1.69        0.68           94.69 
105  290  -2.83        0.52           80.37 
110  290  -2.99        0.50           64.38 
115  290  -2.16        0.61           55.42 
120  290  -1.06        0.78           55.93 
125  290  0.03        1.01           62.94 
130  290  0.91        1.23           71.29 
135  290  0.83        1.21           77.33 
140  290  2.80        1.91           95.30 
145  290  2.96        1.98           96.97 
150  290  2.33        1.71           100.57 
155  290  1.62        1.45           105.45 
160  290  -0.04        0.99           107.87 
165  290  -1.94        0.64           111.19 
170  290  -5.02        0.31           113.67 
175  290  -10.88        0.08           115.29 
180  290  -44.87        0.00           175.34 
0  295  -44.87        0.00           4.66 
5  295  -10.99        0.08           113.13 
10  295  -5.08        0.31           112.58 
15  295  -1.97        0.64           110.43 
20  295  -0.07        0.98           107.27 
25  295  1.60        1.45           104.97 
30  295  2.32        1.71           100.14 
35  295  2.95        1.97           96.60 
40  295  2.79        1.90           94.94 
45  295  0.83        1.21           76.91 
50  295  0.92        1.24           70.90 
55  295  0.06        1.01           62.57 
60  295  -1.03        0.79           55.58 
65  295  -2.13        0.61           55.09 
70  295  -2.96        0.51           64.06 
75  295  -2.82        0.52           80.10 
80  295  -1.68        0.68           94.51 
85  295  -0.55        0.88           102.62 
90  295  -0.11        0.97           105.11 
95  295  -0.55        0.88           102.71 
100  295  -1.69        0.68           94.69 
105  295  -2.83        0.52           80.37 
110  295  -2.99        0.50           64.38 
115  295  -2.16        0.61           55.42 
120  295  -1.06        0.78           55.93 
125  295  0.03        1.01           62.94 
130  295  0.91        1.23           71.29 
135  295  0.83        1.21           77.33 
140  295  2.80        1.91           95.30 
145  295  2.96        1.98           96.97 
150  295  2.33        1.71           100.57 
155  295  1.62        1.45           105.45 
160  295  -0.04        0.99           107.87 
165  295  -1.94        0.64           111.19 
170  295  -5.02        0.31           113.67 
175  295  -10.88        0.08           115.29 
180  295  -44.87        0.00           175.34 
0  300  -44.87        0.00           4.66 
5  300  -10.99        0.08           113.13 
10  300  -5.08        0.31           112.58 
15  300  -1.97        0.64           110.43 
20  300  -0.07        0.98           107.27 
25  300  1.60        1.45           104.97 
30  300  2.32        1.71           100.14 
35  300  2.95        1.97           96.60 
40  300  2.79        1.90           94.94 
45  300  0.83        1.21           76.91 
50  300  0.92        1.24           70.90 
55  300  0.06        1.01           62.57 
60  300  -1.03        0.79           55.58 
65  300  -2.13        0.61           55.09 
70  300  -2.96        0.51           64.06 
75  300  -2.82        0.52           80.10 
80  300  -1.68        0.68           94.51 
85  300  -0.55        0.88           102.62 
90  300  -0.11        0.97           105.11 
95  300  -0.55        0.88           102.71 
100  300  -1.69        0.68           94.69 
105  300  -2.83        0.52           80.37 
110  300  -2.99        0.50           64.38 
115  300  -2.16        0.61           55.42 
120  300  -1.06        0.78           55.93 
125  300  0.03        1.01           62.94 
130  300  0.91        1.23           71.29 
135  300  0.83        1.21           77.33 
140  300  2.80        1.91           95.30 
145  300  2.96        1.98           96.97 
150  300  2.33        1.71           100.57 
155  300  1.62        1.45           105.45 
160  300  -0.04        0.99           107.87 
165  300  -1.94        0.64           111.19 
170  300  -5.02        0.31           113.67 
175  300  -10.88        0.08           115.29 
180  300  -44.87        0.00           175.34 
0  305  -44.87        0.00           4.66 
5  305  -10.99        0.08           113.13 
10  305  -5.08        0.31           112.58 
15  305  -1.97        0.64           110.43 
20  305  -0.07        0.98           107.27 
25  305  1.60        1.45           104.97 
30  305  2.32        1.71           100.14 
35  305  2.95        1.97           96.60 
40  305  2.79        1.90           94.94 
45  305  0.83        1.21           76.91 
50  305  0.92        1.24           70.90 
55  305  0.06        1.01           62.57 
60  305  -1.03        0.79           55.58 
65  305  -2.13        0.61           55.09 
70  305  -2.96        0.51           64.06 
75  305  -2.82        0.52           80.10 
80  305  -1.68        0.68           94.51 
85  305  -0.55        0.88           102.62 
90  305  -0.11        0.97           105.11 
95  305  -0.55        0.88           102.71 
100  305  -1.69        0.68           94.69 
105  305  -2.83        0.52           80.37 
110  305  -2.99        0.50           64.38 
115  305  -2.16        0.61           55.42 
120  305  -1.06        0.78           55.93 
125  305  0.03        1.01           62.94 
130  305  0.91        1.23           71.29 
135  305  0.83        1.21           77.33 
140  305  2.80        1.91           95.30 
145  305  2.96        1.98           96.97 
150  305  2.33        1.71           100.57 
155  305  1.62        1.45           105.45 
160  305  -0.04        0.99           107.87 
165  305  -1.94        0.64           111.19 
170  305  -5.02        0.31           113.67 
175  305  -10.88        0.08           115.29 
180  305  -44.87        0.00           175.34 
0  310  -44.87        0.00           4.66 
5  310  -10.99        0.08           113.13 
10  310  -5.08        0.31           112.58 
15  310  -1.97        0.64           110.43 
20  310  -0.07        0.98           107.27 
25  310  1.60        1.45           104.97 
30  310  2.32        1.71           100.14 
35  310  2.95        1.97           96.60 
40  310  2.79        1.90           94.94 
45  310  0.83        1.21           76.91 
50  310  0.92        1.24           70.90 
55  310  0.06        1.01           62.57 
60  310  -1.03        0.79           55.58 
65  310  -2.13        0.61           55.09 
70  310  -2.96        0.51           64.06 
75  310  -2.82        0.52           80.10 
80  310  -1.68        0.68           94.51 
85  310  -0.55        0.88           102.62 
90  310  -0.11        0.97           105.11 
95  310  -0.55        0.88           102.71 
100  310  -1.69        0.68           94.69 
105  310  -2.83        0.52           80.37 
110  310  -2.99        0.50           64.38 
115  310  -2.16        0.61           55.42 
120  310  -1.06        0.78           55.93 
125  310  0.03        1.01           62.94 
130  310  0.91        1.23           71.29 
135  310  0.83        1.21           77.33 
140  310  2.80        1.91           95.30 
145  310  2.96        1.98           96.97 
150  310  2.33        1.71           100.57 
155  310  1.62        1.45           105.45 
160  310  -0.04        0.99           107.87 
165  310  -1.94        0.64           111.19 
170  310  -5.02        0.31           113.67 
175  310  -10.88        0.08           115.29 
180  310  -44.87        0.00           175.34 
0  315  -44.87        0.00           4.66 
5  315  -10.99        0.08           113.13 
10  315  -5.08        0.31           112.58 
15  315  -1.97        0.64           110.43 
20  315  -0.07        0.98           107.27 
25  315  1.60        1.45           104.97 
30  315  2.32        1.71           100.14 
35  315  2.95        1.97           96.60 
40  315  2.79        1.90           94.94 
45  315  0.83        1.21           76.91 
50  315  0.92        1.24           70.90 
55  315  0.06        1.01           62.57 
60  315  -1.03        0.79           55.58 
65  315  -2.13        0.61           55.09 
70  315  -2.96        0.51           64.06 
75  315  -2.82        0.52           80.10 
80  315  -1.68        0.68           94.51 
85  315  -0.55        0.88           102.62 
90  315  -0.11        0.97           105.11 
95  315  -0.55        0.88           102.71 
100  315  -1.69        0.68           94.69 
105  315  -2.83        0.52           80.37 
110  315  -2.99        0.50           64.38 
115  315  -2.16        0.61           55.42 
120  315  -1.06        0.78           55.93 
125  315  0.03        1.01           62.94 
130  315  0.91        1.23           71.29 
135  315  0.83        1.21           77.33 
140  315  2.80        1.91           95.30 
145  315  2.96        1.98           96.97 
150  315  2.33        1.71           100.57 
155  315  1.62        1.45           105.45 
160  315  -0.04        0.99           107.87 
165  315  -1.94        0.64           111.19 
170  315  -5.02        0.31           113.67 
175  315  -10.88        0.08           115.29 
180  315  -44.87        0.00           175.34 
0  320  -44.87        0.00           4.66 
5  320  -10.99        0.08           113.13 
