freq : 833.33 MHz
SWR : 6.24
 Theta     Phi     Gain(dB)     Gain     Phase(deg) 
150  210  2.96        1.98           110.27 
155  210  1.17        1.31           112.77 
160  210  0.18        1.04           116.44 
165  210  -1.71        0.67           119.17 
170  210  -5.21        0.30           121.28 
175  210  -11.21        0.08           123.03 
180  210  -45.01        0.00           175.29 
0  215  -45.01        0.00           4.71 
5  215  -11.37        0.07           120.94 
10  215  -5.29        0.30           120.24 
15  215  -1.76        0.67           118.48 
20  215  0.15        1.04           115.89 
25  215  1.14        1.30           112.29 
30  215  2.94        1.97           109.89 
35  215  1.83        1.52           105.62 
40  215  0.72        1.18           92.09 
45  215  1.75        1.50           85.05 
50  215  1.11        1.29           75.86 
55  215  0.25        1.06           66.33 
60  215  -0.51        0.89           60.46 
65  215  -1.45        0.72           60.38 
70  215  -2.42        0.57           68.42 
75  215  -2.72        0.53           84.10 
80  215  -1.96        0.64           99.91 
85  215  -0.97        0.80           109.45 
90  215  -0.56        0.88           112.43 
95  215  -0.97        0.80           109.53 
100  215  -1.96        0.64           100.09 
105  215  -2.73        0.53           84.37 
110  215  -2.45        0.57           68.72 
115  215  -1.48        0.71           60.70 
120  215  -0.54        0.88           60.79 
125  215  0.23        1.05           66.69 
130  215  1.10        1.29           76.24 
135  215  1.75        1.50           85.43 
140  215  0.72        1.18           92.55 
145  215  1.85        1.53           106.03 
150  215  2.96        1.98           110.27 
155  215  1.17        1.31           112.77 
160  215  0.18        1.04           116.44 
165  215  -1.71        0.67           119.17 
170  215  -5.21        0.30           121.28 
175  215  -11.21        0.08           123.03 
180  215  -45.01        0.00           175.29 
0  220  -45.01        0.00           4.71 
5  220  -11.37        0.07           120.94 
10  220  -5.29        0.30           120.24 
15  220  -1.76        0.67           118.48 
20  220  0.15        1.04           115.89 
25  220  1.14        1.30           112.29 
30  220  2.94        1.97           109.89 
35  220  1.83        1.52           105.62 
40  220  0.72        1.18           92.09 
45  220  1.75        1.50           85.05 
50  220  1.11        1.29           75.86 
55  220  0.25        1.06           66.33 
60  220  -0.51        0.89           60.46 
65  220  -1.45        0.72           60.38 
70  220  -2.42        0.57           68.42 
75  220  -2.72        0.53           84.10 
80  220  -1.96        0.64           99.91 
85  220  -0.97        0.80           109.45 
90  220  -0.56        0.88           112.43 
95  220  -0.97        0.80           109.53 
100  220  -1.96        0.64           100.09 
105  220  -2.73        0.53           84.37 
110  220  -2.45        0.57           68.72 
115  220  -1.48        0.71           60.70 
120  220  -0.54        0.88           60.79 
125  220  0.23        1.05           66.69 
130  220  1.10        1.29           76.24 
135  220  1.75        1.50           85.43 
140  220  0.72        1.18           92.55 
145  220  1.85        1.53           106.03 
150  220  2.96        1.98           110.27 
155  220  1.17        1.31           112.77 
160  220  0.18        1.04           116.44 
165  220  -1.71        0.67           119.17 
170  220  -5.21        0.30           121.28 
175  220  -11.21        0.08           123.03 
180  220  -45.01        0.00           175.29 
0  225  -45.01        0.00           4.71 
5  225  -11.37        0.07           120.94 
10  225  -5.29        0.30           120.24 
15  225  -1.76        0.67           118.48 
20  225  0.15        1.04           115.89 
25  225  1.14        1.30           112.29 
30  225  2.94        1.97           109.89 
35  225  1.83        1.52           105.62 
40  225  0.72        1.18           92.09 
45  225  1.75        1.50           85.05 
50  225  1.11        1.29           75.86 
55  225  0.25        1.06           66.33 
60  225  -0.51        0.89           60.46 
65  225  -1.45        0.72           60.38 
70  225  -2.42        0.57           68.42 
75  225  -2.72        0.53           84.10 
80  225  -1.96        0.64           99.91 
85  225  -0.97        0.80           109.45 
90  225  -0.56        0.88           112.43 
95  225  -0.97        0.80           109.53 
100  225  -1.96        0.64           100.09 
105  225  -2.73        0.53           84.37 
110  225  -2.45        0.57           68.72 
115  225  -1.48        0.71           60.70 
120  225  -0.54        0.88           60.79 
125  225  0.23        1.05           66.69 
130  225  1.10        1.29           76.24 
135  225  1.75        1.50           85.43 
140  225  0.72        1.18           92.55 
145  225  1.85        1.53           106.03 
150  225  2.96        1.98           110.27 
155  225  1.17        1.31           112.77 
160  225  0.18        1.04           116.44 
165  225  -1.71        0.67           119.17 
170  225  -5.21        0.30           121.28 
175  225  -11.21        0.08           123.03 
180  225  -45.01        0.00           175.29 
0  230  -45.01        0.00           4.71 
5  230  -11.37        0.07           120.94 
10  230  -5.29        0.30           120.24 
15  230  -1.76        0.67           118.48 
20  230  0.15        1.04           115.89 
25  230  1.14        1.30           112.29 
30  230  2.94        1.97           109.89 
35  230  1.83        1.52           105.62 
40  230  0.72        1.18           92.09 
45  230  1.75        1.50           85.05 
50  230  1.11        1.29           75.86 
55  230  0.25        1.06           66.33 
60  230  -0.51        0.89           60.46 
65  230  -1.45        0.72           60.38 
70  230  -2.42        0.57           68.42 
75  230  -2.72        0.53           84.10 
80  230  -1.96        0.64           99.91 
85  230  -0.97        0.80           109.45 
90  230  -0.56        0.88           112.43 
95  230  -0.97        0.80           109.53 
100  230  -1.96        0.64           100.09 
105  230  -2.73        0.53           84.37 
110  230  -2.45        0.57           68.72 
115  230  -1.48        0.71           60.70 
120  230  -0.54        0.88           60.79 
125  230  0.23        1.05           66.69 
130  230  1.10        1.29           76.24 
135  230  1.75        1.50           85.43 
140  230  0.72        1.18           92.55 
145  230  1.85        1.53           106.03 
150  230  2.96        1.98           110.27 
155  230  1.17        1.31           112.77 
160  230  0.18        1.04           116.44 
165  230  -1.71        0.67           119.17 
170  230  -5.21        0.30           121.28 
175  230  -11.21        0.08           123.03 
180  230  -45.01        0.00           175.29 
0  235  -45.01        0.00           4.71 
5  235  -11.37        0.07           120.94 
10  235  -5.29        0.30           120.24 
15  235  -1.76        0.67           118.48 
20  235  0.15        1.04           115.89 
25  235  1.14        1.30           112.29 
30  235  2.94        1.97           109.89 
35  235  1.83        1.52           105.62 
40  235  0.72        1.18           92.09 
45  235  1.75        1.50           85.05 
50  235  1.11        1.29           75.86 
55  235  0.25        1.06           66.33 
60  235  -0.51        0.89           60.46 
65  235  -1.45        0.72           60.38 
70  235  -2.42        0.57           68.42 
75  235  -2.72        0.53           84.10 
80  235  -1.96        0.64           99.91 
85  235  -0.97        0.80           109.45 
90  235  -0.56        0.88           112.43 
95  235  -0.97        0.80           109.53 
100  235  -1.96        0.64           100.09 
105  235  -2.73        0.53           84.37 
110  235  -2.45        0.57           68.72 
115  235  -1.48        0.71           60.70 
120  235  -0.54        0.88           60.79 
125  235  0.23        1.05           66.69 
130  235  1.10        1.29           76.24 
135  235  1.75        1.50           85.43 
140  235  0.72        1.18           92.55 
145  235  1.85        1.53           106.03 
150  235  2.96        1.98           110.27 
155  235  1.17        1.31           112.77 
160  235  0.18        1.04           116.44 
165  235  -1.71        0.67           119.17 
170  235  -5.21        0.30           121.28 
175  235  -11.21        0.08           123.03 
180  235  -45.01        0.00           175.29 
0  240  -45.01        0.00           4.71 
5  240  -11.37        0.07           120.94 
10  240  -5.29        0.30           120.24 
15  240  -1.76        0.67           118.48 
20  240  0.15        1.04           115.89 
25  240  1.14        1.30           112.29 
30  240  2.94        1.97           109.89 
35  240  1.83        1.52           105.62 
40  240  0.72        1.18           92.09 
45  240  1.75        1.50           85.05 
50  240  1.11        1.29           75.86 
55  240  0.25        1.06           66.33 
60  240  -0.51        0.89           60.46 
65  240  -1.45        0.72           60.38 
70  240  -2.42        0.57           68.42 
75  240  -2.72        0.53           84.10 
80  240  -1.96        0.64           99.91 
85  240  -0.97        0.80           109.45 
90  240  -0.56        0.88           112.43 
95  240  -0.97        0.80           109.53 
100  240  -1.96        0.64           100.09 
105  240  -2.73        0.53           84.37 
110  240  -2.45        0.57           68.72 
115  240  -1.48        0.71           60.70 
120  240  -0.54        0.88           60.79 
125  240  0.23        1.05           66.69 
130  240  1.10        1.29           76.24 
135  240  1.75        1.50           85.43 
140  240  0.72        1.18           92.55 
145  240  1.85        1.53           106.03 
150  240  2.96        1.98           110.27 
155  240  1.17        1.31           112.77 
160  240  0.18        1.04           116.44 
165  240  -1.71        0.67           119.17 
170  240  -5.21        0.30           121.28 
175  240  -11.21        0.08           123.03 
180  240  -45.01        0.00           175.29 
0  245  -45.01        0.00           4.71 
5  245  -11.37        0.07           120.94 
10  245  -5.29        0.30           120.24 
15  245  -1.76        0.67           118.48 
20  245  0.15        1.04           115.89 
25  245  1.14        1.30           112.29 
30  245  2.94        1.97           109.89 
35  245  1.83        1.52           105.62 
40  245  0.72        1.18           92.09 
45  245  1.75        1.50           85.05 
50  245  1.11        1.29           75.86 
55  245  0.25        1.06           66.33 
60  245  -0.51        0.89           60.46 
65  245  -1.45        0.72           60.38 
70  245  -2.42        0.57           68.42 
75  245  -2.72        0.53           84.10 
80  245  -1.96        0.64           99.91 
85  245  -0.97        0.80           109.45 
90  245  -0.56        0.88           112.43 
95  245  -0.97        0.80           109.53 
100  245  -1.96        0.64           100.09 
105  245  -2.73        0.53           84.37 
110  245  -2.45        0.57           68.72 
115  245  -1.48        0.71           60.70 
120  245  -0.54        0.88           60.79 
125  245  0.23        1.05           66.69 
130  245  1.10        1.29           76.24 
135  245  1.75        1.50           85.43 
140  245  0.72        1.18           92.55 
145  245  1.85        1.53           106.03 
150  245  2.96        1.98           110.27 
155  245  1.17        1.31           112.77 
160  245  0.18        1.04           116.44 
165  245  -1.71        0.67           119.17 
170  245  -5.21        0.30           121.28 
175  245  -11.21        0.08           123.03 
180  245  -45.01        0.00           175.29 
0  250  -45.01        0.00           4.71 
5  250  -11.37        0.07           120.94 
10  250  -5.29        0.30           120.24 
15  250  -1.76        0.67           118.48 
20  250  0.15        1.04           115.89 
25  250  1.14        1.30           112.29 
30  250  2.94        1.97           109.89 
35  250  1.83        1.52           105.62 
40  250  0.72        1.18           92.09 
45  250  1.75        1.50           85.05 
50  250  1.11        1.29           75.86 
55  250  0.25        1.06           66.33 
60  250  -0.51        0.89           60.46 
65  250  -1.45        0.72           60.38 
70  250  -2.42        0.57           68.42 
75  250  -2.72        0.53           84.10 
80  250  -1.96        0.64           99.91 
85  250  -0.97        0.80           109.45 
90  250  -0.56        0.88           112.43 
95  250  -0.97        0.80           109.53 
100  250  -1.96        0.64           100.09 
105  250  -2.73        0.53           84.37 
110  250  -2.45        0.57           68.72 
115  250  -1.48        0.71           60.70 
120  250  -0.54        0.88           60.79 
125  250  0.23        1.05           66.69 
130  250  1.10        1.29           76.24 
135  250  1.75        1.50           85.43 
140  250  0.72        1.18           92.55 
145  250  1.85        1.53           106.03 
150  250  2.96        1.98           110.27 
155  250  1.17        1.31           112.77 
160  250  0.18        1.04           116.44 
165  250  -1.71        0.67           119.17 
170  250  -5.21        0.30           121.28 
175  250  -11.21        0.08           123.03 
180  250  -45.01        0.00           175.29 
0  255  -45.01        0.00           4.71 
5  255  -11.37        0.07           120.94 
10  255  -5.29        0.30           120.24 
15  255  -1.76        0.67           118.48 
20  255  0.15        1.04           115.89 
25  255  1.14        1.30           112.29 
30  255  2.94        1.97           109.89 
35  255  1.83        1.52           105.62 
40  255  0.72        1.18           92.09 
45  255  1.75        1.50           85.05 
50  255  1.11        1.29           75.86 
55  255  0.25        1.06           66.33 
60  255  -0.51        0.89           60.46 
65  255  -1.45        0.72           60.38 
70  255  -2.42        0.57           68.42 
75  255  -2.72        0.53           84.10 
80  255  -1.96        0.64           99.91 
85  255  -0.97        0.80           109.45 
90  255  -0.56        0.88           112.43 
95  255  -0.97        0.80           109.53 
100  255  -1.96        0.64           100.09 
105  255  -2.73        0.53           84.37 
110  255  -2.45        0.57           68.72 
115  255  -1.48        0.71           60.70 
120  255  -0.54        0.88           60.79 
125  255  0.23        1.05           66.69 
130  255  1.10        1.29           76.24 
135  255  1.75        1.50           85.43 
140  255  0.72        1.18           92.55 
145  255  1.85        1.53           106.03 
150  255  2.96        1.98           110.27 
155  255  1.17        1.31           112.77 
160  255  0.18        1.04           116.44 
165  255  -1.71        0.67           119.17 
170  255  -5.21        0.30           121.28 
175  255  -11.21        0.08           123.03 
180  255  -45.01        0.00           175.29 
0  260  -45.01        0.00           4.71 
5  260  -11.37        0.07           120.94 
10  260  -5.29        0.30           120.24 
15  260  -1.76        0.67           118.48 
20  260  0.15        1.04           115.89 
25  260  1.14        1.30           112.29 
30  260  2.94        1.97           109.89 
35  260  1.83        1.52           105.62 
40  260  0.72        1.18           92.09 
45  260  1.75        1.50           85.05 
50  260  1.11        1.29           75.86 
55  260  0.25        1.06           66.33 
60  260  -0.51        0.89           60.46 
65  260  -1.45        0.72           60.38 
70  260  -2.42        0.57           68.42 
75  260  -2.72        0.53           84.10 
80  260  -1.96        0.64           99.91 
85  260  -0.97        0.80           109.45 
90  260  -0.56        0.88           112.43 
95  260  -0.97        0.80           109.53 
100  260  -1.96        0.64           100.09 
105  260  -2.73        0.53           84.37 
110  260  -2.45        0.57           68.72 
115  260  -1.48        0.71           60.70 
120  260  -0.54        0.88           60.79 
125  260  0.23        1.05           66.69 
130  260  1.10        1.29           76.24 
135  260  1.75        1.50           85.43 
140  260  0.72        1.18           92.55 
145  260  1.85        1.53           106.03 
150  260  2.96        1.98           110.27 
155  260  1.17        1.31           112.77 
160  260  0.18        1.04           116.44 
165  260  -1.71        0.67           119.17 
170  260  -5.21        0.30           121.28 
175  260  -11.21        0.08           123.03 
180  260  -45.01        0.00           175.29 
0  265  -45.01        0.00           4.71 
5  265  -11.37        0.07           120.94 
10  265  -5.29        0.30           120.24 
15  265  -1.76        0.67           118.48 
20  265  0.15        1.04           115.89 
25  265  1.14        1.30           112.29 
30  265  2.94        1.97           109.89 
35  265  1.83        1.52           105.62 
40  265  0.72        1.18           92.09 
45  265  1.75        1.50           85.05 
50  265  1.11        1.29           75.86 
55  265  0.25        1.06           66.33 
60  265  -0.51        0.89           60.46 
65  265  -1.45        0.72           60.38 
70  265  -2.42        0.57           68.42 
75  265  -2.72        0.53           84.10 
80  265  -1.96        0.64           99.91 
85  265  -0.97        0.80           109.45 
90  265  -0.56        0.88           112.43 
95  265  -0.97        0.80           109.53 
100  265  -1.96        0.64           100.09 
105  265  -2.73        0.53           84.37 
110  265  -2.45        0.57           68.72 
115  265  -1.48        0.71           60.70 
120  265  -0.54        0.88           60.79 
125  265  0.23        1.05           66.69 
130  265  1.10        1.29           76.24 
135  265  1.75        1.50           85.43 
140  265  0.72        1.18           92.55 
145  265  1.85        1.53           106.03 
150  265  2.96        1.98           110.27 
155  265  1.17        1.31           112.77 
160  265  0.18        1.04           116.44 
165  265  -1.71        0.67           119.17 
170  265  -5.21        0.30           121.28 
175  265  -11.21        0.08           123.03 
180  265  -45.01        0.00           175.29 
0  270  -45.01        0.00           4.71 
5  270  -11.37        0.07           120.94 
10  270  -5.29        0.30           120.24 
15  270  -1.76        0.67           118.48 
20  270  0.15        1.04           115.89 
25  270  1.14        1.30           112.29 
30  270  2.94        1.97           109.89 
35  270  1.83        1.52           105.62 
40  270  0.72        1.18           92.09 
45  270  1.75        1.50           85.05 
50  270  1.11        1.29           75.86 
55  270  0.25        1.06           66.33 
60  270  -0.51        0.89           60.46 
65  270  -1.45        0.72           60.38 
70  270  -2.42        0.57           68.42 
75  270  -2.72        0.53           84.10 
80  270  -1.96        0.64           99.91 
85  270  -0.97        0.80           109.45 
90  270  -0.56        0.88           112.43 
95  270  -0.97        0.80           109.53 
100  270  -1.96        0.64           100.09 
105  270  -2.73        0.53           84.37 
110  270  -2.45        0.57           68.72 
115  270  -1.48        0.71           60.70 
120  270  -0.54        0.88           60.79 
125  270  0.23        1.05           66.69 
130  270  1.10        1.29           76.24 
135  270  1.75        1.50           85.43 
140  270  0.72        1.18           92.55 
145  270  1.85        1.53           106.03 
150  270  2.96        1.98           110.27 
155  270  1.17        1.31           112.77 
160  270  0.18        1.04           116.44 
165  270  -1.71        0.67           119.17 
170  270  -5.21        0.30           121.28 
175  270  -11.21        0.08           123.03 
180  270  -45.01        0.00           175.29 
0  275  -45.01        0.00           4.71 
5  275  -11.37        0.07           120.94 
10  275  -5.29        0.30           120.24 
15  275  -1.76        0.67           118.48 
20  275  0.15        1.04           115.89 
25  275  1.14        1.30           112.29 
30  275  2.94        1.97           109.89 
35  275  1.83        1.52           105.62 
40  275  0.72        1.18           92.09 
45  275  1.75        1.50           85.05 
50  275  1.11        1.29           75.86 
55  275  0.25        1.06           66.33 
60  275  -0.51        0.89           60.46 
65  275  -1.45        0.72           60.38 
70  275  -2.42        0.57           68.42 
75  275  -2.72        0.53           84.10 
80  275  -1.96        0.64           99.91 
85  275  -0.97        0.80           109.45 
90  275  -0.56        0.88           112.43 
95  275  -0.97        0.80           109.53 
100  275  -1.96        0.64           100.09 
105  275  -2.73        0.53           84.37 
110  275  -2.45        0.57           68.72 
115  275  -1.48        0.71           60.70 
120  275  -0.54        0.88           60.79 
125  275  0.23        1.05           66.69 
130  275  1.10        1.29           76.24 
135  275  1.75        1.50           85.43 
140  275  0.72        1.18           92.55 
145  275  1.85        1.53           106.03 
150  275  2.96        1.98           110.27 
155  275  1.17        1.31           112.77 
160  275  0.18        1.04           116.44 
165  275  -1.71        0.67           119.17 
170  275  -5.21        0.30           121.28 
175  275  -11.21        0.08           123.03 
180  275  -45.01        0.00           175.29 
0  280  -45.01        0.00           4.71 
5  280  -11.37        0.07           120.94 
10  280  -5.29        0.30           120.24 
15  280  -1.76        0.67           118.48 
20  280  0.15        1.04           115.89 
25  280  1.14        1.30           112.29 
30  280  2.94        1.97           109.89 
35  280  1.83        1.52           105.62 
40  280  0.72        1.18           92.09 
45  280  1.75        1.50           85.05 
50  280  1.11        1.29           75.86 
55  280  0.25        1.06           66.33 
60  280  -0.51        0.89           60.46 
65  280  -1.45        0.72           60.38 
70  280  -2.42        0.57           68.42 
75  280  -2.72        0.53           84.10 
80  280  -1.96        0.64           99.91 
85  280  -0.97        0.80           109.45 
90  280  -0.56        0.88           112.43 
95  280  -0.97        0.80           109.53 
100  280  -1.96        0.64           100.09 
105  280  -2.73        0.53           84.37 
110  280  -2.45        0.57           68.72 
115  280  -1.48        0.71           60.70 
120  280  -0.54        0.88           60.79 
125  280  0.23        1.05           66.69 
130  280  1.10        1.29           76.24 
135  280  1.75        1.50           85.43 
140  280  0.72        1.18           92.55 
145  280  1.85        1.53           106.03 
150  280  2.96        1.98           110.27 
155  280  1.17        1.31           112.77 
160  280  0.18        1.04           116.44 
165  280  -1.71        0.67           119.17 
170  280  -5.21        0.30           121.28 
175  280  -11.21        0.08           123.03 
180  280  -45.01        0.00           175.29 
0  285  -45.01        0.00           4.71 
5  285  -11.37        0.07           120.94 
10  285  -5.29        0.30           120.24 
15  285  -1.76        0.67           118.48 
20  285  0.15        1.04           115.89 
25  285  1.14        1.30           112.29 
30  285  2.94        1.97           109.89 
35  285  1.83        1.52           105.62 
40  285  0.72        1.18           92.09 
45  285  1.75        1.50           85.05 
50  285  1.11        1.29           75.86 
55  285  0.25        1.06           66.33 
60  285  -0.51        0.89           60.46 
65  285  -1.45        0.72           60.38 
70  285  -2.42        0.57           68.42 
75  285  -2.72        0.53           84.10 
80  285  -1.96        0.64           99.91 
85  285  -0.97        0.80           109.45 
90  285  -0.56        0.88           112.43 
95  285  -0.97        0.80           109.53 
100  285  -1.96        0.64           100.09 
105  285  -2.73        0.53           84.37 
110  285  -2.45        0.57           68.72 
115  285  -1.48        0.71           60.70 
120  285  -0.54        0.88           60.79 
125  285  0.23        1.05           66.69 
130  285  1.10        1.29           76.24 
135  285  1.75        1.50           85.43 
140  285  0.72        1.18           92.55 
145  285  1.85        1.53           106.03 
150  285  2.96        1.98           110.27 
155  285  1.17        1.31           112.77 
160  285  0.18        1.04           116.44 
165  285  -1.71        0.67           119.17 
170  285  -5.21        0.30           121.28 
175  285  -11.21        0.08           123.03 
180  285  -45.01        0.00           175.29 
0  290  -45.01        0.00           4.71 
5  290  -11.37        0.07           120.94 
10  290  -5.29        0.30           120.24 
15  290  -1.76        0.67           118.48 
20  290  0.15        1.04           115.89 
25  290  1.14        1.30           112.29 
30  290  2.94        1.97           109.89 
35  290  1.83        1.52           105.62 
40  290  0.72        1.18           92.09 
45  290  1.75        1.50           85.05 
50  290  1.11        1.29           75.86 
55  290  0.25        1.06           66.33 
60  290  -0.51        0.89           60.46 
65  290  -1.45        0.72           60.38 
70  290  -2.42        0.57           68.42 
75  290  -2.72        0.53           84.10 
80  290  -1.96        0.64           99.91 
85  290  -0.97        0.80           109.45 
90  290  -0.56        0.88           112.43 
95  290  -0.97        0.80           109.53 
100  290  -1.96        0.64           100.09 
105  290  -2.73        0.53           84.37 
110  290  -2.45        0.57           68.72 
115  290  -1.48        0.71           60.70 
120  290  -0.54        0.88           60.79 
125  290  0.23        1.05           66.69 
130  290  1.10        1.29           76.24 
135  290  1.75        1.50           85.43 
140  290  0.72        1.18           92.55 
145  290  1.85        1.53           106.03 
150  290  2.96        1.98           110.27 
155  290  1.17        1.31           112.77 
160  290  0.18        1.04           116.44 
165  290  -1.71        0.67           119.17 
170  290  -5.21        0.30           121.28 
175  290  -11.21        0.08           123.03 
180  290  -45.01        0.00           175.29 
0  295  -45.01        0.00           4.71 
5  295  -11.37        0.07           120.94 
10  295  -5.29        0.30           120.24 
15  295  -1.76        0.67           118.48 
20  295  0.15        1.04           115.89 
25  295  1.14        1.30           112.29 
30  295  2.94        1.97           109.89 
35  295  1.83        1.52           105.62 
40  295  0.72        1.18           92.09 
45  295  1.75        1.50           85.05 
50  295  1.11        1.29           75.86 
55  295  0.25        1.06           66.33 
60  295  -0.51        0.89           60.46 
65  295  -1.45        0.72           60.38 
70  295  -2.42        0.57           68.42 
75  295  -2.72        0.53           84.10 
80  295  -1.96        0.64           99.91 
85  295  -0.97        0.80           109.45 
90  295  -0.56        0.88           112.43 
95  295  -0.97        0.80           109.53 
100  295  -1.96        0.64           100.09 
105  295  -2.73        0.53           84.37 
110  295  -2.45        0.57           68.72 
115  295  -1.48        0.71           60.70 
120  295  -0.54        0.88           60.79 
125  295  0.23        1.05           66.69 
130  295  1.10        1.29           76.24 
135  295  1.75        1.50           85.43 
140  295  0.72        1.18           92.55 
145  295  1.85        1.53           106.03 
150  295  2.96        1.98           110.27 
155  295  1.17        1.31           112.77 
160  295  0.18        1.04           116.44 
165  295  -1.71        0.67           119.17 
170  295  -5.21        0.30           121.28 
175  295  -11.21        0.08           123.03 
180  295  -45.01        0.00           175.29 
0  300  -45.01        0.00           4.71 
5  300  -11.37        0.07           120.94 
10  300  -5.29        0.30           120.24 
15  300  -1.76        0.67           118.48 
20  300  0.15        1.04           115.89 
25  300  1.14        1.30           112.29 
30  300  2.94        1.97           109.89 
35  300  1.83        1.52           105.62 
40  300  0.72        1.18           92.09 
45  300  1.75        1.50           85.05 
50  300  1.11        1.29           75.86 
55  300  0.25        1.06           66.33 
60  300  -0.51        0.89           60.46 
65  300  -1.45        0.72           60.38 
70  300  -2.42        0.57           68.42 
75  300  -2.72        0.53           84.10 
80  300  -1.96        0.64           99.91 
85  300  -0.97        0.80           109.45 
90  300  -0.56        0.88           112.43 
95  300  -0.97        0.80           109.53 
100  300  -1.96        0.64           100.09 
105  300  -2.73        0.53           84.37 
110  300  -2.45        0.57           68.72 
115  300  -1.48        0.71           60.70 
120  300  -0.54        0.88           60.79 
125  300  0.23        1.05           66.69 
130  300  1.10        1.29           76.24 
135  300  1.75        1.50           85.43 
140  300  0.72        1.18           92.55 
145  300  1.85        1.53           106.03 
150  300  2.96        1.98           110.27 
155  300  1.17        1.31           112.77 
160  300  0.18        1.04           116.44 
165  300  -1.71        0.67           119.17 
170  300  -5.21        0.30           121.28 
175  300  -11.21        0.08           123.03 
180  300  -45.01        0.00           175.29 
0  305  -45.01        0.00           4.71 
5  305  -11.37        0.07           120.94 
10  305  -5.29        0.30           120.24 
15  305  -1.76        0.67           118.48 
20  305  0.15        1.04           115.89 
25  305  1.14        1.30           112.29 
30  305  2.94        1.97           109.89 
35  305  1.83        1.52           105.62 
40  305  0.72        1.18           92.09 
45  305  1.75        1.50           85.05 
50  305  1.11        1.29           75.86 
55  305  0.25        1.06           66.33 
60  305  -0.51        0.89           60.46 
65  305  -1.45        0.72           60.38 
70  305  -2.42        0.57           68.42 
75  305  -2.72        0.53           84.10 
80  305  -1.96        0.64           99.91 
85  305  -0.97        0.80           109.45 
90  305  -0.56        0.88           112.43 
95  305  -0.97        0.80           109.53 
100  305  -1.96        0.64           100.09 
105  305  -2.73        0.53           84.37 
110  305  -2.45        0.57           68.72 
115  305  -1.48        0.71           60.70 
120  305  -0.54        0.88           60.79 
125  305  0.23        1.05           66.69 
130  305  1.10        1.29           76.24 
135  305  1.75        1.50           85.43 
140  305  0.72        1.18           92.55 
145  305  1.85        1.53           106.03 
150  305  2.96        1.98           110.27 
155  305  1.17        1.31           112.77 
160  305  0.18        1.04           116.44 
165  305  -1.71        0.67           119.17 
170  305  -5.21        0.30           121.28 
175  305  -11.21        0.08           123.03 
180  305  -45.01        0.00           175.29 
0  310  -45.01        0.00           4.71 
5  310  -11.37        0.07           120.94 
10  310  -5.29        0.30           120.24 
15  310  -1.76        0.67           118.48 
20  310  0.15        1.04           115.89 
25  310  1.14        1.30           112.29 
30  310  2.94        1.97           109.89 
35  310  1.83        1.52           105.62 
40  310  0.72        1.18           92.09 
45  310  1.75        1.50           85.05 
50  310  1.11        1.29           75.86 
55  310  0.25        1.06           66.33 
60  310  -0.51        0.89           60.46 
65  310  -1.45        0.72           60.38 
70  310  -2.42        0.57           68.42 
75  310  -2.72        0.53           84.10 
80  310  -1.96        0.64           99.91 
85  310  -0.97        0.80           109.45 
90  310  -0.56        0.88           112.43 
95  310  -0.97        0.80           109.53 
100  310  -1.96        0.64           100.09 
105  310  -2.73        0.53           84.37 
110  310  -2.45        0.57           68.72 
115  310  -1.48        0.71           60.70 
120  310  -0.54        0.88           60.79 
125  310  0.23        1.05           66.69 
130  310  1.10        1.29           76.24 
135  310  1.75        1.50           85.43 
140  310  0.72        1.18           92.55 
145  310  1.85        1.53           106.03 
150  310  2.96        1.98           110.27 
155  310  1.17        1.31           112.77 
160  310  0.18        1.04           116.44 
165  310  -1.71        0.67           119.17 
170  310  -5.21        0.30           121.28 
175  310  -11.21        0.08           123.03 
180  310  -45.01        0.00           175.29 
0  315  -45.01        0.00           4.71 
5  315  -11.37        0.07           120.94 
10  315  -5.29        0.30           120.24 
15  315  -1.76        0.67           118.48 
20  315  0.15        1.04           115.89 
25  315  1.14        1.30           112.29 
30  315  2.94        1.97           109.89 
35  315  1.83        1.52           105.62 
40  315  0.72        1.18           92.09 
45  315  1.75        1.50           85.05 
50  315  1.11        1.29           75.86 
55  315  0.25        1.06           66.33 
60  315  -0.51        0.89           60.46 
65  315  -1.45        0.72           60.38 
70  315  -2.42        0.57           68.42 
75  315  -2.72        0.53           84.10 
80  315  -1.96        0.64           99.91 
85  315  -0.97        0.80           109.45 
90  315  -0.56        0.88           112.43 
95  315  -0.97        0.80           109.53 
100  315  -1.96        0.64           100.09 
105  315  -2.73        0.53           84.37 
110  315  -2.45        0.57           68.72 
115  315  -1.48        0.71           60.70 
120  315  -0.54        0.88           60.79 
125  315  0.23        1.05           66.69 
130  315  1.10        1.29           76.24 
135  315  1.75        1.50           85.43 
140  315  0.72        1.18           92.55 
145  315  1.85        1.53           106.03 
150  315  2.96        1.98           110.27 
155  315  1.17        1.31           112.77 
160  315  0.18        1.04           116.44 
165  315  -1.71        0.67           119.17 
170  315  -5.21        0.30           121.28 
175  315  -11.21        0.08           123.03 
180  315  -45.01        0.00           175.29 
0  320  -45.01        0.00           4.71 
5  320  -11.37        0.07           120.94 
10  320  -5.29        0.30           120.24 
15  320  -1.76        0.67           118.48 
20  320  0.15        1.04           115.89 
25  320  1.14        1.30           112.29 
30  320  2.94        1.97           109.89 
35  320  1.83        1.52           105.62 
40  320  0.72        1.18           92.09 
45  320  1.75        1.50           85.05 
