freq : 916.66 MHz
SWR : 7.33
 Theta     Phi     Gain(dB)     Gain     Phase(deg) 
20  105  0.09        1.02           81.92 
25  105  1.63        1.46           78.75 
30  105  2.50        1.78           75.06 
35  105  2.97        1.98           70.82 
40  105  2.83        1.92           65.80 
45  105  2.21        1.66           60.19 
50  105  1.41        1.38           55.93 
55  105  -1.22        0.76           47.54 
60  105  -2.50        0.56           42.51 
65  105  -3.95        0.40           43.62 
70  105  -4.40        0.36           53.07 
75  105  -3.28        0.47           65.78 
80  105  -1.46        0.71           74.44 
85  105  -0.07        0.98           78.55 
90  105  0.42        1.10           79.72 
95  105  -0.08        0.98           78.63 
100  105  -1.47        0.71           74.63 
105  105  -3.30        0.47           66.07 
110  105  -4.44        0.36           53.42 
115  105  -3.99        0.40           43.95 
120  105  -2.54        0.56           42.82 
125  105  -1.25        0.75           47.85 
130  105  1.39        1.38           56.21 
135  105  2.20        1.66           60.47 
140  105  2.81        1.91           66.10 
145  105  2.96        1.98           71.15 
150  105  2.49        1.77           75.45 
155  105  1.61        1.45           79.21 
160  105  0.07        1.02           82.50 
165  105  -2.17        0.61           85.33 
170  105  -5.48        0.28           87.60 
175  105  -11.39        0.07           89.51 
180  105  -45.11        0.00           177.64 
0  110  -45.11        0.00           2.36 
5  110  -11.36        0.07           87.17 
10  110  -5.46        0.28           86.42 
15  110  -2.15        0.61           84.55 
20  110  0.09        1.02           81.92 
25  110  1.63        1.46           78.75 
30  110  2.50        1.78           75.06 
35  110  2.97        1.98           70.82 
40  110  2.83        1.92           65.80 
45  110  2.21        1.66           60.19 
50  110  1.41        1.38           55.93 
55  110  -1.22        0.76           47.54 
60  110  -2.50        0.56           42.51 
65  110  -3.95        0.40           43.62 
70  110  -4.40        0.36           53.07 
75  110  -3.28        0.47           65.78 
80  110  -1.46        0.71           74.44 
85  110  -0.07        0.98           78.55 
90  110  0.42        1.10           79.72 
95  110  -0.08        0.98           78.63 
100  110  -1.47        0.71           74.63 
105  110  -3.30        0.47           66.07 
110  110  -4.44        0.36           53.42 
115  110  -3.99        0.40           43.95 
120  110  -2.54        0.56           42.82 
125  110  -1.25        0.75           47.85 
130  110  1.39        1.38           56.21 
135  110  2.20        1.66           60.47 
140  110  2.81        1.91           66.10 
145  110  2.96        1.98           71.15 
150  110  2.49        1.77           75.45 
155  110  1.61        1.45           79.21 
160  110  0.07        1.02           82.50 
165  110  -2.17        0.61           85.33 
170  110  -5.48        0.28           87.60 
175  110  -11.39        0.07           89.51 
180  110  -45.11        0.00           177.64 
0  115  -45.11        0.00           2.36 
5  115  -11.36        0.07           87.17 
10  115  -5.46        0.28           86.42 
15  115  -2.15        0.61           84.55 
20  115  0.09        1.02           81.92 
25  115  1.63        1.46           78.75 
30  115  2.50        1.78           75.06 
35  115  2.97        1.98           70.82 
40  115  2.83        1.92           65.80 
45  115  2.21        1.66           60.19 
50  115  1.41        1.38           55.93 
55  115  -1.22        0.76           47.54 
60  115  -2.50        0.56           42.51 
65  115  -3.95        0.40           43.62 
70  115  -4.40        0.36           53.07 
75  115  -3.28        0.47           65.78 
80  115  -1.46        0.71           74.44 
85  115  -0.07        0.98           78.55 
90  115  0.42        1.10           79.72 
95  115  -0.08        0.98           78.63 
100  115  -1.47        0.71           74.63 
105  115  -3.30        0.47           66.07 
110  115  -4.44        0.36           53.42 
115  115  -3.99        0.40           43.95 
120  115  -2.54        0.56           42.82 
125  115  -1.25        0.75           47.85 
130  115  1.39        1.38           56.21 
135  115  2.20        1.66           60.47 
140  115  2.81        1.91           66.10 
145  115  2.96        1.98           71.15 
150  115  2.49        1.77           75.45 
155  115  1.61        1.45           79.21 
160  115  0.07        1.02           82.50 
165  115  -2.17        0.61           85.33 
170  115  -5.48        0.28           87.60 
175  115  -11.39        0.07           89.51 
180  115  -45.11        0.00           177.64 
0  120  -45.11        0.00           2.36 
5  120  -11.36        0.07           87.17 
10  120  -5.46        0.28           86.42 
15  120  -2.15        0.61           84.55 
20  120  0.09        1.02           81.92 
25  120  1.63        1.46           78.75 
30  120  2.50        1.78           75.06 
35  120  2.97        1.98           70.82 
40  120  2.83        1.92           65.80 
45  120  2.21        1.66           60.19 
50  120  1.41        1.38           55.93 
55  120  -1.22        0.76           47.54 
60  120  -2.50        0.56           42.51 
65  120  -3.95        0.40           43.62 
70  120  -4.40        0.36           53.07 
75  120  -3.28        0.47           65.78 
80  120  -1.46        0.71           74.44 
85  120  -0.07        0.98           78.55 
90  120  0.42        1.10           79.72 
95  120  -0.08        0.98           78.63 
100  120  -1.47        0.71           74.63 
105  120  -3.30        0.47           66.07 
110  120  -4.44        0.36           53.42 
115  120  -3.99        0.40           43.95 
120  120  -2.54        0.56           42.82 
125  120  -1.25        0.75           47.85 
130  120  1.39        1.38           56.21 
135  120  2.20        1.66           60.47 
140  120  2.81        1.91           66.10 
145  120  2.96        1.98           71.15 
150  120  2.49        1.77           75.45 
155  120  1.61        1.45           79.21 
160  120  0.07        1.02           82.50 
165  120  -2.17        0.61           85.33 
170  120  -5.48        0.28           87.60 
175  120  -11.39        0.07           89.51 
180  120  -45.11        0.00           177.64 
0  125  -45.11        0.00           2.36 
5  125  -11.36        0.07           87.17 
10  125  -5.46        0.28           86.42 
15  125  -2.15        0.61           84.55 
20  125  0.09        1.02           81.92 
25  125  1.63        1.46           78.75 
30  125  2.50        1.78           75.06 
35  125  2.97        1.98           70.82 
40  125  2.83        1.92           65.80 
45  125  2.21        1.66           60.19 
50  125  1.41        1.38           55.93 
55  125  -1.22        0.76           47.54 
60  125  -2.50        0.56           42.51 
65  125  -3.95        0.40           43.62 
70  125  -4.40        0.36           53.07 
75  125  -3.28        0.47           65.78 
80  125  -1.46        0.71           74.44 
85  125  -0.07        0.98           78.55 
90  125  0.42        1.10           79.72 
95  125  -0.08        0.98           78.63 
100  125  -1.47        0.71           74.63 
105  125  -3.30        0.47           66.07 
110  125  -4.44        0.36           53.42 
115  125  -3.99        0.40           43.95 
120  125  -2.54        0.56           42.82 
125  125  -1.25        0.75           47.85 
130  125  1.39        1.38           56.21 
135  125  2.20        1.66           60.47 
140  125  2.81        1.91           66.10 
145  125  2.96        1.98           71.15 
150  125  2.49        1.77           75.45 
155  125  1.61        1.45           79.21 
160  125  0.07        1.02           82.50 
165  125  -2.17        0.61           85.33 
170  125  -5.48        0.28           87.60 
175  125  -11.39        0.07           89.51 
180  125  -45.11        0.00           177.64 
0  130  -45.11        0.00           2.36 
5  130  -11.36        0.07           87.17 
10  130  -5.46        0.28           86.42 
15  130  -2.15        0.61           84.55 
20  130  0.09        1.02           81.92 
25  130  1.63        1.46           78.75 
30  130  2.50        1.78           75.06 
35  130  2.97        1.98           70.82 
40  130  2.83        1.92           65.80 
45  130  2.21        1.66           60.19 
50  130  1.41        1.38           55.93 
55  130  -1.22        0.76           47.54 
60  130  -2.50        0.56           42.51 
65  130  -3.95        0.40           43.62 
70  130  -4.40        0.36           53.07 
75  130  -3.28        0.47           65.78 
80  130  -1.46        0.71           74.44 
85  130  -0.07        0.98           78.55 
90  130  0.42        1.10           79.72 
95  130  -0.08        0.98           78.63 
100  130  -1.47        0.71           74.63 
105  130  -3.30        0.47           66.07 
110  130  -4.44        0.36           53.42 
115  130  -3.99        0.40           43.95 
120  130  -2.54        0.56           42.82 
125  130  -1.25        0.75           47.85 
130  130  1.39        1.38           56.21 
135  130  2.20        1.66           60.47 
140  130  2.81        1.91           66.10 
145  130  2.96        1.98           71.15 
150  130  2.49        1.77           75.45 
155  130  1.61        1.45           79.21 
160  130  0.07        1.02           82.50 
165  130  -2.17        0.61           85.33 
170  130  -5.48        0.28           87.60 
175  130  -11.39        0.07           89.51 
180  130  -45.11        0.00           177.64 
0  135  -45.11        0.00           2.36 
5  135  -11.36        0.07           87.17 
10  135  -5.46        0.28           86.42 
15  135  -2.15        0.61           84.55 
20  135  0.09        1.02           81.92 
25  135  1.63        1.46           78.75 
30  135  2.50        1.78           75.06 
35  135  2.97        1.98           70.82 
40  135  2.83        1.92           65.80 
45  135  2.21        1.66           60.19 
50  135  1.41        1.38           55.93 
55  135  -1.22        0.76           47.54 
60  135  -2.50        0.56           42.51 
65  135  -3.95        0.40           43.62 
70  135  -4.40        0.36           53.07 
75  135  -3.28        0.47           65.78 
80  135  -1.46        0.71           74.44 
85  135  -0.07        0.98           78.55 
90  135  0.42        1.10           79.72 
95  135  -0.08        0.98           78.63 
100  135  -1.47        0.71           74.63 
105  135  -3.30        0.47           66.07 
110  135  -4.44        0.36           53.42 
115  135  -3.99        0.40           43.95 
120  135  -2.54        0.56           42.82 
125  135  -1.25        0.75           47.85 
130  135  1.39        1.38           56.21 
135  135  2.20        1.66           60.47 
140  135  2.81        1.91           66.10 
145  135  2.96        1.98           71.15 
150  135  2.49        1.77           75.45 
155  135  1.61        1.45           79.21 
160  135  0.07        1.02           82.50 
165  135  -2.17        0.61           85.33 
170  135  -5.48        0.28           87.60 
175  135  -11.39        0.07           89.51 
180  135  -45.11        0.00           177.64 
0  140  -45.11        0.00           2.36 
5  140  -11.36        0.07           87.17 
10  140  -5.46        0.28           86.42 
15  140  -2.15        0.61           84.55 
20  140  0.09        1.02           81.92 
25  140  1.63        1.46           78.75 
30  140  2.50        1.78           75.06 
35  140  2.97        1.98           70.82 
40  140  2.83        1.92           65.80 
45  140  2.21        1.66           60.19 
50  140  1.41        1.38           55.93 
55  140  -1.22        0.76           47.54 
60  140  -2.50        0.56           42.51 
65  140  -3.95        0.40           43.62 
70  140  -4.40        0.36           53.07 
75  140  -3.28        0.47           65.78 
80  140  -1.46        0.71           74.44 
85  140  -0.07        0.98           78.55 
90  140  0.42        1.10           79.72 
95  140  -0.08        0.98           78.63 
100  140  -1.47        0.71           74.63 
105  140  -3.30        0.47           66.07 
110  140  -4.44        0.36           53.42 
115  140  -3.99        0.40           43.95 
120  140  -2.54        0.56           42.82 
125  140  -1.25        0.75           47.85 
130  140  1.39        1.38           56.21 
135  140  2.20        1.66           60.47 
140  140  2.81        1.91           66.10 
145  140  2.96        1.98           71.15 
150  140  2.49        1.77           75.45 
155  140  1.61        1.45           79.21 
160  140  0.07        1.02           82.50 
165  140  -2.17        0.61           85.33 
170  140  -5.48        0.28           87.60 
175  140  -11.39        0.07           89.51 
180  140  -45.11        0.00           177.64 
0  145  -45.11        0.00           2.36 
5  145  -11.36        0.07           87.17 
10  145  -5.46        0.28           86.42 
15  145  -2.15        0.61           84.55 
20  145  0.09        1.02           81.92 
25  145  1.63        1.46           78.75 
30  145  2.50        1.78           75.06 
35  145  2.97        1.98           70.82 
40  145  2.83        1.92           65.80 
45  145  2.21        1.66           60.19 
50  145  1.41        1.38           55.93 
55  145  -1.22        0.76           47.54 
60  145  -2.50        0.56           42.51 
65  145  -3.95        0.40           43.62 
70  145  -4.40        0.36           53.07 
75  145  -3.28        0.47           65.78 
80  145  -1.46        0.71           74.44 
85  145  -0.07        0.98           78.55 
90  145  0.42        1.10           79.72 
95  145  -0.08        0.98           78.63 
100  145  -1.47        0.71           74.63 
105  145  -3.30        0.47           66.07 
110  145  -4.44        0.36           53.42 
115  145  -3.99        0.40           43.95 
120  145  -2.54        0.56           42.82 
125  145  -1.25        0.75           47.85 
130  145  1.39        1.38           56.21 
135  145  2.20        1.66           60.47 
140  145  2.81        1.91           66.10 
145  145  2.96        1.98           71.15 
150  145  2.49        1.77           75.45 
155  145  1.61        1.45           79.21 
160  145  0.07        1.02           82.50 
165  145  -2.17        0.61           85.33 
170  145  -5.48        0.28           87.60 
175  145  -11.39        0.07           89.51 
180  145  -45.11        0.00           177.64 
0  150  -45.11        0.00           2.36 
5  150  -11.36        0.07           87.17 
10  150  -5.46        0.28           86.42 
15  150  -2.15        0.61           84.55 
20  150  0.09        1.02           81.92 
25  150  1.63        1.46           78.75 
30  150  2.50        1.78           75.06 
35  150  2.97        1.98           70.82 
40  150  2.83        1.92           65.80 
45  150  2.21        1.66           60.19 
50  150  1.41        1.38           55.93 
55  150  -1.22        0.76           47.54 
60  150  -2.50        0.56           42.51 
65  150  -3.95        0.40           43.62 
70  150  -4.40        0.36           53.07 
75  150  -3.28        0.47           65.78 
80  150  -1.46        0.71           74.44 
85  150  -0.07        0.98           78.55 
90  150  0.42        1.10           79.72 
95  150  -0.08        0.98           78.63 
100  150  -1.47        0.71           74.63 
105  150  -3.30        0.47           66.07 
110  150  -4.44        0.36           53.42 
115  150  -3.99        0.40           43.95 
120  150  -2.54        0.56           42.82 
125  150  -1.25        0.75           47.85 
130  150  1.39        1.38           56.21 
135  150  2.20        1.66           60.47 
140  150  2.81        1.91           66.10 
145  150  2.96        1.98           71.15 
150  150  2.49        1.77           75.45 
155  150  1.61        1.45           79.21 
160  150  0.07        1.02           82.50 
165  150  -2.17        0.61           85.33 
170  150  -5.48        0.28           87.60 
175  150  -11.39        0.07           89.51 
180  150  -45.11        0.00           177.64 
0  155  -45.11        0.00           2.36 
5  155  -11.36        0.07           87.17 
10  155  -5.46        0.28           86.42 
15  155  -2.15        0.61           84.55 
20  155  0.09        1.02           81.92 
25  155  1.63        1.46           78.75 
30  155  2.50        1.78           75.06 
35  155  2.97        1.98           70.82 
40  155  2.83        1.92           65.80 
45  155  2.21        1.66           60.19 
50  155  1.41        1.38           55.93 
55  155  -1.22        0.76           47.54 
60  155  -2.50        0.56           42.51 
65  155  -3.95        0.40           43.62 
70  155  -4.40        0.36           53.07 
75  155  -3.28        0.47           65.78 
80  155  -1.46        0.71           74.44 
85  155  -0.07        0.98           78.55 
90  155  0.42        1.10           79.72 
95  155  -0.08        0.98           78.63 
100  155  -1.47        0.71           74.63 
105  155  -3.30        0.47           66.07 
110  155  -4.44        0.36           53.42 
115  155  -3.99        0.40           43.95 
120  155  -2.54        0.56           42.82 
125  155  -1.25        0.75           47.85 
130  155  1.39        1.38           56.21 
135  155  2.20        1.66           60.47 
140  155  2.81        1.91           66.10 
145  155  2.96        1.98           71.15 
150  155  2.49        1.77           75.45 
155  155  1.61        1.45           79.21 
160  155  0.07        1.02           82.50 
165  155  -2.17        0.61           85.33 
170  155  -5.48        0.28           87.60 
175  155  -11.39        0.07           89.51 
180  155  -45.11        0.00           177.64 
0  160  -45.11        0.00           2.36 
5  160  -11.36        0.07           87.17 
10  160  -5.46        0.28           86.42 
15  160  -2.15        0.61           84.55 
20  160  0.09        1.02           81.92 
25  160  1.63        1.46           78.75 
30  160  2.50        1.78           75.06 
35  160  2.97        1.98           70.82 
40  160  2.83        1.92           65.80 
45  160  2.21        1.66           60.19 
50  160  1.41        1.38           55.93 
55  160  -1.22        0.76           47.54 
60  160  -2.50        0.56           42.51 
65  160  -3.95        0.40           43.62 
70  160  -4.40        0.36           53.07 
75  160  -3.28        0.47           65.78 
80  160  -1.46        0.71           74.44 
85  160  -0.07        0.98           78.55 
90  160  0.42        1.10           79.72 
95  160  -0.08        0.98           78.63 
100  160  -1.47        0.71           74.63 
105  160  -3.30        0.47           66.07 
110  160  -4.44        0.36           53.42 
115  160  -3.99        0.40           43.95 
120  160  -2.54        0.56           42.82 
125  160  -1.25        0.75           47.85 
130  160  1.39        1.38           56.21 
135  160  2.20        1.66           60.47 
140  160  2.81        1.91           66.10 
145  160  2.96        1.98           71.15 
150  160  2.49        1.77           75.45 
155  160  1.61        1.45           79.21 
160  160  0.07        1.02           82.50 
165  160  -2.17        0.61           85.33 
170  160  -5.48        0.28           87.60 
175  160  -11.39        0.07           89.51 
180  160  -45.11        0.00           177.64 
0  165  -45.11        0.00           2.36 
5  165  -11.36        0.07           87.17 
10  165  -5.46        0.28           86.42 
15  165  -2.15        0.61           84.55 
20  165  0.09        1.02           81.92 
25  165  1.63        1.46           78.75 
30  165  2.50        1.78           75.06 
35  165  2.97        1.98           70.82 
40  165  2.83        1.92           65.80 
45  165  2.21        1.66           60.19 
50  165  1.41        1.38           55.93 
55  165  -1.22        0.76           47.54 
60  165  -2.50        0.56           42.51 
65  165  -3.95        0.40           43.62 
70  165  -4.40        0.36           53.07 
75  165  -3.28        0.47           65.78 
80  165  -1.46        0.71           74.44 
85  165  -0.07        0.98           78.55 
90  165  0.42        1.10           79.72 
95  165  -0.08        0.98           78.63 
100  165  -1.47        0.71           74.63 
105  165  -3.30        0.47           66.07 
110  165  -4.44        0.36           53.42 
115  165  -3.99        0.40           43.95 
120  165  -2.54        0.56           42.82 
125  165  -1.25        0.75           47.85 
130  165  1.39        1.38           56.21 
135  165  2.20        1.66           60.47 
140  165  2.81        1.91           66.10 
145  165  2.96        1.98           71.15 
150  165  2.49        1.77           75.45 
155  165  1.61        1.45           79.21 
160  165  0.07        1.02           82.50 
165  165  -2.17        0.61           85.33 
170  165  -5.48        0.28           87.60 
175  165  -11.39        0.07           89.51 
180  165  -45.11        0.00           177.64 
0  170  -45.11        0.00           2.36 
5  170  -11.36        0.07           87.17 
10  170  -5.46        0.28           86.42 
15  170  -2.15        0.61           84.55 
20  170  0.09        1.02           81.92 
25  170  1.63        1.46           78.75 
30  170  2.50        1.78           75.06 
35  170  2.97        1.98           70.82 
40  170  2.83        1.92           65.80 
45  170  2.21        1.66           60.19 
50  170  1.41        1.38           55.93 
55  170  -1.22        0.76           47.54 
60  170  -2.50        0.56           42.51 
65  170  -3.95        0.40           43.62 
70  170  -4.40        0.36           53.07 
75  170  -3.28        0.47           65.78 
80  170  -1.46        0.71           74.44 
85  170  -0.07        0.98           78.55 
90  170  0.42        1.10           79.72 
95  170  -0.08        0.98           78.63 
100  170  -1.47        0.71           74.63 
105  170  -3.30        0.47           66.07 
110  170  -4.44        0.36           53.42 
115  170  -3.99        0.40           43.95 
120  170  -2.54        0.56           42.82 
125  170  -1.25        0.75           47.85 
130  170  1.39        1.38           56.21 
135  170  2.20        1.66           60.47 
140  170  2.81        1.91           66.10 
145  170  2.96        1.98           71.15 
150  170  2.49        1.77           75.45 
155  170  1.61        1.45           79.21 
160  170  0.07        1.02           82.50 
165  170  -2.17        0.61           85.33 
170  170  -5.48        0.28           87.60 
175  170  -11.39        0.07           89.51 
180  170  -45.11        0.00           177.64 
0  175  -45.11        0.00           2.36 
5  175  -11.36        0.07           87.17 
10  175  -5.46        0.28           86.42 
15  175  -2.15        0.61           84.55 
20  175  0.09        1.02           81.92 
25  175  1.63        1.46           78.75 
30  175  2.50        1.78           75.06 
35  175  2.97        1.98           70.82 
40  175  2.83        1.92           65.80 
45  175  2.21        1.66           60.19 
50  175  1.41        1.38           55.93 
55  175  -1.22        0.76           47.54 
60  175  -2.50        0.56           42.51 
65  175  -3.95        0.40           43.62 
70  175  -4.40        0.36           53.07 
75  175  -3.28        0.47           65.78 
80  175  -1.46        0.71           74.44 
85  175  -0.07        0.98           78.55 
90  175  0.42        1.10           79.72 
95  175  -0.08        0.98           78.63 
100  175  -1.47        0.71           74.63 
105  175  -3.30        0.47           66.07 
110  175  -4.44        0.36           53.42 
115  175  -3.99        0.40           43.95 
120  175  -2.54        0.56           42.82 
125  175  -1.25        0.75           47.85 
130  175  1.39        1.38           56.21 
135  175  2.20        1.66           60.47 
140  175  2.81        1.91           66.10 
145  175  2.96        1.98           71.15 
150  175  2.49        1.77           75.45 
155  175  1.61        1.45           79.21 
160  175  0.07        1.02           82.50 
165  175  -2.17        0.61           85.33 
170  175  -5.48        0.28           87.60 
175  175  -11.39        0.07           89.51 
180  175  -45.11        0.00           177.64 
0  180  -45.11        0.00           2.36 
5  180  -11.36        0.07           87.17 
10  180  -5.46        0.28           86.42 
15  180  -2.15        0.61           84.55 
20  180  0.09        1.02           81.92 
25  180  1.63        1.46           78.75 
30  180  2.50        1.78           75.06 
35  180  2.97        1.98           70.82 
40  180  2.83        1.92           65.80 
45  180  2.21        1.66           60.19 
50  180  1.41        1.38           55.93 
55  180  -1.22        0.76           47.54 
60  180  -2.50        0.56           42.51 
65  180  -3.95        0.40           43.62 
70  180  -4.40        0.36           53.07 
75  180  -3.28        0.47           65.78 
80  180  -1.46        0.71           74.44 
85  180  -0.07        0.98           78.55 
90  180  0.42        1.10           79.72 
95  180  -0.08        0.98           78.63 
100  180  -1.47        0.71           74.63 
105  180  -3.30        0.47           66.07 
110  180  -4.44        0.36           53.42 
115  180  -3.99        0.40           43.95 
120  180  -2.54        0.56           42.82 
125  180  -1.25        0.75           47.85 
130  180  1.39        1.38           56.21 
135  180  2.20        1.66           60.47 
140  180  2.81        1.91           66.10 
145  180  2.96        1.98           71.15 
150  180  2.49        1.77           75.45 
155  180  1.61        1.45           79.21 
160  180  0.07        1.02           82.50 
165  180  -2.17        0.61           85.33 
170  180  -5.48        0.28           87.60 
175  180  -11.39        0.07           89.51 
180  180  -45.11        0.00           177.64 
0  185  -45.11        0.00           2.36 
5  185  -11.36        0.07           87.17 
10  185  -5.46        0.28           86.42 
15  185  -2.15        0.61           84.55 
20  185  0.09        1.02           81.92 
25  185  1.63        1.46           78.75 
30  185  2.50        1.78           75.06 
35  185  2.97        1.98           70.82 
40  185  2.83        1.92           65.80 
45  185  2.21        1.66           60.19 
50  185  1.41        1.38           55.93 
55  185  -1.22        0.76           47.54 
60  185  -2.50        0.56           42.51 
65  185  -3.95        0.40           43.62 
70  185  -4.40        0.36           53.07 
75  185  -3.28        0.47           65.78 
80  185  -1.46        0.71           74.44 
85  185  -0.07        0.98           78.55 
90  185  0.42        1.10           79.72 
95  185  -0.08        0.98           78.63 
100  185  -1.47        0.71           74.63 
105  185  -3.30        0.47           66.07 
110  185  -4.44        0.36           53.42 
115  185  -3.99        0.40           43.95 
120  185  -2.54        0.56           42.82 
125  185  -1.25        0.75           47.85 
130  185  1.39        1.38           56.21 
135  185  2.20        1.66           60.47 
140  185  2.81        1.91           66.10 
145  185  2.96        1.98           71.15 
150  185  2.49        1.77           75.45 
155  185  1.61        1.45           79.21 
160  185  0.07        1.02           82.50 
165  185  -2.17        0.61           85.33 
170  185  -5.48        0.28           87.60 
175  185  -11.39        0.07           89.51 
180  185  -45.11        0.00           177.64 
0  190  -45.11        0.00           2.36 
5  190  -11.36        0.07           87.17 
10  190  -5.46        0.28           86.42 
15  190  -2.15        0.61           84.55 
20  190  0.09        1.02           81.92 
25  190  1.63        1.46           78.75 
30  190  2.50        1.78           75.06 
35  190  2.97        1.98           70.82 
40  190  2.83        1.92           65.80 
45  190  2.21        1.66           60.19 
50  190  1.41        1.38           55.93 
55  190  -1.22        0.76           47.54 
60  190  -2.50        0.56           42.51 
65  190  -3.95        0.40           43.62 
70  190  -4.40        0.36           53.07 
75  190  -3.28        0.47           65.78 
80  190  -1.46        0.71           74.44 
85  190  -0.07        0.98           78.55 
90  190  0.42        1.10           79.72 
95  190  -0.08        0.98           78.63 
100  190  -1.47        0.71           74.63 
105  190  -3.30        0.47           66.07 
110  190  -4.44        0.36           53.42 
115  190  -3.99        0.40           43.95 
120  190  -2.54        0.56           42.82 
125  190  -1.25        0.75           47.85 
130  190  1.39        1.38           56.21 
135  190  2.20        1.66           60.47 
140  190  2.81        1.91           66.10 
145  190  2.96        1.98           71.15 
150  190  2.49        1.77           75.45 
155  190  1.61        1.45           79.21 
160  190  0.07        1.02           82.50 
165  190  -2.17        0.61           85.33 
170  190  -5.48        0.28           87.60 
175  190  -11.39        0.07           89.51 
180  190  -45.11        0.00           177.64 
0  195  -45.11        0.00           2.36 
5  195  -11.36        0.07           87.17 
10  195  -5.46        0.28           86.42 
15  195  -2.15        0.61           84.55 
20  195  0.09        1.02           81.92 
25  195  1.63        1.46           78.75 
30  195  2.50        1.78           75.06 
35  195  2.97        1.98           70.82 
40  195  2.83        1.92           65.80 
45  195  2.21        1.66           60.19 
50  195  1.41        1.38           55.93 
55  195  -1.22        0.76           47.54 
60  195  -2.50        0.56           42.51 
65  195  -3.95        0.40           43.62 
70  195  -4.40        0.36           53.07 
75  195  -3.28        0.47           65.78 
80  195  -1.46        0.71           74.44 
85  195  -0.07        0.98           78.55 
90  195  0.42        1.10           79.72 
95  195  -0.08        0.98           78.63 
100  195  -1.47        0.71           74.63 
105  195  -3.30        0.47           66.07 
110  195  -4.44        0.36           53.42 
115  195  -3.99        0.40           43.95 
120  195  -2.54        0.56           42.82 
125  195  -1.25        0.75           47.85 
130  195  1.39        1.38           56.21 
135  195  2.20        1.66           60.47 
140  195  2.81        1.91           66.10 
145  195  2.96        1.98           71.15 
150  195  2.49        1.77           75.45 
155  195  1.61        1.45           79.21 
160  195  0.07        1.02           82.50 
165  195  -2.17        0.61           85.33 
170  195  -5.48        0.28           87.60 
175  195  -11.39        0.07           89.51 
180  195  -45.11        0.00           177.64 
0  200  -45.11        0.00           2.36 
5  200  -11.36        0.07           87.17 
10  200  -5.46        0.28           86.42 
15  200  -2.15        0.61           84.55 
20  200  0.09        1.02           81.92 
25  200  1.63        1.46           78.75 
30  200  2.50        1.78           75.06 
35  200  2.97        1.98           70.82 
40  200  2.83        1.92           65.80 
45  200  2.21        1.66           60.19 
50  200  1.41        1.38           55.93 
55  200  -1.22        0.76           47.54 
60  200  -2.50        0.56           42.51 
65  200  -3.95        0.40           43.62 
70  200  -4.40        0.36           53.07 
75  200  -3.28        0.47           65.78 
80  200  -1.46        0.71           74.44 
85  200  -0.07        0.98           78.55 
90  200  0.42        1.10           79.72 
95  200  -0.08        0.98           78.63 
100  200  -1.47        0.71           74.63 
105  200  -3.30        0.47           66.07 
110  200  -4.44        0.36           53.42 
115  200  -3.99        0.40           43.95 
120  200  -2.54        0.56           42.82 
125  200  -1.25        0.75           47.85 
130  200  1.39        1.38           56.21 
135  200  2.20        1.66           60.47 
140  200  2.81        1.91           66.10 
145  200  2.96        1.98           71.15 
150  200  2.49        1.77           75.45 
155  200  1.61        1.45           79.21 
160  200  0.07        1.02           82.50 
165  200  -2.17        0.61           85.33 
170  200  -5.48        0.28           87.60 
175  200  -11.39        0.07           89.51 
180  200  -45.11        0.00           177.64 
0  205  -45.11        0.00           2.36 
5  205  -11.36        0.07           87.17 
10  205  -5.46        0.28           86.42 
15  205  -2.15        0.61           84.55 
20  205  0.09        1.02           81.92 
25  205  1.63        1.46           78.75 
30  205  2.50        1.78           75.06 
35  205  2.97        1.98           70.82 
40  205  2.83        1.92           65.80 
45  205  2.21        1.66           60.19 
50  205  1.41        1.38           55.93 
55  205  -1.22        0.76           47.54 
60  205  -2.50        0.56           42.51 
65  205  -3.95        0.40           43.62 
70  205  -4.40        0.36           53.07 
75  205  -3.28        0.47           65.78 
80  205  -1.46        0.71           74.44 
85  205  -0.07        0.98           78.55 
90  205  0.42        1.10           79.72 
95  205  -0.08        0.98           78.63 
100  205  -1.47        0.71           74.63 
105  205  -3.30        0.47           66.07 
110  205  -4.44        0.36           53.42 
115  205  -3.99        0.40           43.95 
120  205  -2.54        0.56           42.82 
125  205  -1.25        0.75           47.85 
130  205  1.39        1.38           56.21 
135  205  2.20        1.66           60.47 
140  205  2.81        1.91           66.10 
145  205  2.96        1.98           71.15 
150  205  2.49        1.77           75.45 
155  205  1.61        1.45           79.21 
160  205  0.07        1.02           82.50 
165  205  -2.17        0.61           85.33 
170  205  -5.48        0.28           87.60 
175  205  -11.39        0.07           89.51 
180  205  -45.11        0.00           177.64 
0  210  -45.11        0.00           2.36 
5  210  -11.36        0.07           87.17 
10  210  -5.46        0.28           86.42 
15  210  -2.15        0.61           84.55 
20  210  0.09        1.02           81.92 
25  210  1.63        1.46           78.75 
30  210  2.50        1.78           75.06 
35  210  2.97        1.98           70.82 
40  210  2.83        1.92           65.80 
45  210  2.21        1.66           60.19 
50  210  1.41        1.38           55.93 
55  210  -1.22        0.76           47.54 
60  210  -2.50        0.56           42.51 
65  210  -3.95        0.40           43.62 
70  210  -4.40        0.36           53.07 
75  210  -3.28        0.47           65.78 
80  210  -1.46        0.71           74.44 
85  210  -0.07        0.98           78.55 
90  210  0.42        1.10           79.72 
