freq : 916.66 MHz
SWR : 7.33
 Theta     Phi     Gain(dB)     Gain     Phase(deg) 
95  210  -0.08        0.98           78.63 
100  210  -1.47        0.71           74.63 
105  210  -3.30        0.47           66.07 
110  210  -4.44        0.36           53.42 
115  210  -3.99        0.40           43.95 
120  210  -2.54        0.56           42.82 
125  210  -1.25        0.75           47.85 
130  210  1.39        1.38           56.21 
135  210  2.20        1.66           60.47 
140  210  2.81        1.91           66.10 
145  210  2.96        1.98           71.15 
150  210  2.49        1.77           75.45 
155  210  1.61        1.45           79.21 
160  210  0.07        1.02           82.50 
165  210  -2.17        0.61           85.33 
170  210  -5.48        0.28           87.60 
175  210  -11.39        0.07           89.51 
180  210  -45.11        0.00           177.64 
0  215  -45.11        0.00           2.36 
5  215  -11.36        0.07           87.17 
10  215  -5.46        0.28           86.42 
15  215  -2.15        0.61           84.55 
20  215  0.09        1.02           81.92 
25  215  1.63        1.46           78.75 
30  215  2.50        1.78           75.06 
35  215  2.97        1.98           70.82 
40  215  2.83        1.92           65.80 
45  215  2.21        1.66           60.19 
50  215  1.41        1.38           55.93 
55  215  -1.22        0.76           47.54 
60  215  -2.50        0.56           42.51 
65  215  -3.95        0.40           43.62 
70  215  -4.40        0.36           53.07 
75  215  -3.28        0.47           65.78 
80  215  -1.46        0.71           74.44 
85  215  -0.07        0.98           78.55 
90  215  0.42        1.10           79.72 
95  215  -0.08        0.98           78.63 
100  215  -1.47        0.71           74.63 
105  215  -3.30        0.47           66.07 
110  215  -4.44        0.36           53.42 
115  215  -3.99        0.40           43.95 
120  215  -2.54        0.56           42.82 
125  215  -1.25        0.75           47.85 
130  215  1.39        1.38           56.21 
135  215  2.20        1.66           60.47 
140  215  2.81        1.91           66.10 
145  215  2.96        1.98           71.15 
150  215  2.49        1.77           75.45 
155  215  1.61        1.45           79.21 
160  215  0.07        1.02           82.50 
165  215  -2.17        0.61           85.33 
170  215  -5.48        0.28           87.60 
175  215  -11.39        0.07           89.51 
180  215  -45.11        0.00           177.64 
0  220  -45.11        0.00           2.36 
5  220  -11.36        0.07           87.17 
10  220  -5.46        0.28           86.42 
15  220  -2.15        0.61           84.55 
20  220  0.09        1.02           81.92 
25  220  1.63        1.46           78.75 
30  220  2.50        1.78           75.06 
35  220  2.97        1.98           70.82 
40  220  2.83        1.92           65.80 
45  220  2.21        1.66           60.19 
50  220  1.41        1.38           55.93 
55  220  -1.22        0.76           47.54 
60  220  -2.50        0.56           42.51 
65  220  -3.95        0.40           43.62 
70  220  -4.40        0.36           53.07 
75  220  -3.28        0.47           65.78 
80  220  -1.46        0.71           74.44 
85  220  -0.07        0.98           78.55 
90  220  0.42        1.10           79.72 
95  220  -0.08        0.98           78.63 
100  220  -1.47        0.71           74.63 
105  220  -3.30        0.47           66.07 
110  220  -4.44        0.36           53.42 
115  220  -3.99        0.40           43.95 
120  220  -2.54        0.56           42.82 
125  220  -1.25        0.75           47.85 
130  220  1.39        1.38           56.21 
135  220  2.20        1.66           60.47 
140  220  2.81        1.91           66.10 
145  220  2.96        1.98           71.15 
150  220  2.49        1.77           75.45 
155  220  1.61        1.45           79.21 
160  220  0.07        1.02           82.50 
165  220  -2.17        0.61           85.33 
170  220  -5.48        0.28           87.60 
175  220  -11.39        0.07           89.51 
180  220  -45.11        0.00           177.64 
0  225  -45.11        0.00           2.36 
5  225  -11.36        0.07           87.17 
10  225  -5.46        0.28           86.42 
15  225  -2.15        0.61           84.55 
20  225  0.09        1.02           81.92 
25  225  1.63        1.46           78.75 
30  225  2.50        1.78           75.06 
35  225  2.97        1.98           70.82 
40  225  2.83        1.92           65.80 
45  225  2.21        1.66           60.19 
50  225  1.41        1.38           55.93 
55  225  -1.22        0.76           47.54 
60  225  -2.50        0.56           42.51 
65  225  -3.95        0.40           43.62 
70  225  -4.40        0.36           53.07 
75  225  -3.28        0.47           65.78 
80  225  -1.46        0.71           74.44 
85  225  -0.07        0.98           78.55 
90  225  0.42        1.10           79.72 
95  225  -0.08        0.98           78.63 
100  225  -1.47        0.71           74.63 
105  225  -3.30        0.47           66.07 
110  225  -4.44        0.36           53.42 
115  225  -3.99        0.40           43.95 
120  225  -2.54        0.56           42.82 
125  225  -1.25        0.75           47.85 
130  225  1.39        1.38           56.21 
135  225  2.20        1.66           60.47 
140  225  2.81        1.91           66.10 
145  225  2.96        1.98           71.15 
150  225  2.49        1.77           75.45 
155  225  1.61        1.45           79.21 
160  225  0.07        1.02           82.50 
165  225  -2.17        0.61           85.33 
170  225  -5.48        0.28           87.60 
175  225  -11.39        0.07           89.51 
180  225  -45.11        0.00           177.64 
0  230  -45.11        0.00           2.36 
5  230  -11.36        0.07           87.17 
10  230  -5.46        0.28           86.42 
15  230  -2.15        0.61           84.55 
20  230  0.09        1.02           81.92 
25  230  1.63        1.46           78.75 
30  230  2.50        1.78           75.06 
35  230  2.97        1.98           70.82 
40  230  2.83        1.92           65.80 
45  230  2.21        1.66           60.19 
50  230  1.41        1.38           55.93 
55  230  -1.22        0.76           47.54 
60  230  -2.50        0.56           42.51 
65  230  -3.95        0.40           43.62 
70  230  -4.40        0.36           53.07 
75  230  -3.28        0.47           65.78 
80  230  -1.46        0.71           74.44 
85  230  -0.07        0.98           78.55 
90  230  0.42        1.10           79.72 
95  230  -0.08        0.98           78.63 
100  230  -1.47        0.71           74.63 
105  230  -3.30        0.47           66.07 
110  230  -4.44        0.36           53.42 
115  230  -3.99        0.40           43.95 
120  230  -2.54        0.56           42.82 
125  230  -1.25        0.75           47.85 
130  230  1.39        1.38           56.21 
135  230  2.20        1.66           60.47 
140  230  2.81        1.91           66.10 
145  230  2.96        1.98           71.15 
150  230  2.49        1.77           75.45 
155  230  1.61        1.45           79.21 
160  230  0.07        1.02           82.50 
165  230  -2.17        0.61           85.33 
170  230  -5.48        0.28           87.60 
175  230  -11.39        0.07           89.51 
180  230  -45.11        0.00           177.64 
0  235  -45.11        0.00           2.36 
5  235  -11.36        0.07           87.17 
10  235  -5.46        0.28           86.42 
15  235  -2.15        0.61           84.55 
20  235  0.09        1.02           81.92 
25  235  1.63        1.46           78.75 
30  235  2.50        1.78           75.06 
35  235  2.97        1.98           70.82 
40  235  2.83        1.92           65.80 
45  235  2.21        1.66           60.19 
50  235  1.41        1.38           55.93 
55  235  -1.22        0.76           47.54 
60  235  -2.50        0.56           42.51 
65  235  -3.95        0.40           43.62 
70  235  -4.40        0.36           53.07 
75  235  -3.28        0.47           65.78 
80  235  -1.46        0.71           74.44 
85  235  -0.07        0.98           78.55 
90  235  0.42        1.10           79.72 
95  235  -0.08        0.98           78.63 
100  235  -1.47        0.71           74.63 
105  235  -3.30        0.47           66.07 
110  235  -4.44        0.36           53.42 
115  235  -3.99        0.40           43.95 
120  235  -2.54        0.56           42.82 
125  235  -1.25        0.75           47.85 
130  235  1.39        1.38           56.21 
135  235  2.20        1.66           60.47 
140  235  2.81        1.91           66.10 
145  235  2.96        1.98           71.15 
150  235  2.49        1.77           75.45 
155  235  1.61        1.45           79.21 
160  235  0.07        1.02           82.50 
165  235  -2.17        0.61           85.33 
170  235  -5.48        0.28           87.60 
175  235  -11.39        0.07           89.51 
180  235  -45.11        0.00           177.64 
0  240  -45.11        0.00           2.36 
5  240  -11.36        0.07           87.17 
10  240  -5.46        0.28           86.42 
15  240  -2.15        0.61           84.55 
20  240  0.09        1.02           81.92 
25  240  1.63        1.46           78.75 
30  240  2.50        1.78           75.06 
35  240  2.97        1.98           70.82 
40  240  2.83        1.92           65.80 
45  240  2.21        1.66           60.19 
50  240  1.41        1.38           55.93 
55  240  -1.22        0.76           47.54 
60  240  -2.50        0.56           42.51 
65  240  -3.95        0.40           43.62 
70  240  -4.40        0.36           53.07 
75  240  -3.28        0.47           65.78 
80  240  -1.46        0.71           74.44 
85  240  -0.07        0.98           78.55 
90  240  0.42        1.10           79.72 
95  240  -0.08        0.98           78.63 
100  240  -1.47        0.71           74.63 
105  240  -3.30        0.47           66.07 
110  240  -4.44        0.36           53.42 
115  240  -3.99        0.40           43.95 
120  240  -2.54        0.56           42.82 
125  240  -1.25        0.75           47.85 
130  240  1.39        1.38           56.21 
135  240  2.20        1.66           60.47 
140  240  2.81        1.91           66.10 
145  240  2.96        1.98           71.15 
150  240  2.49        1.77           75.45 
155  240  1.61        1.45           79.21 
160  240  0.07        1.02           82.50 
165  240  -2.17        0.61           85.33 
170  240  -5.48        0.28           87.60 
175  240  -11.39        0.07           89.51 
180  240  -45.11        0.00           177.64 
0  245  -45.11        0.00           2.36 
5  245  -11.36        0.07           87.17 
10  245  -5.46        0.28           86.42 
15  245  -2.15        0.61           84.55 
20  245  0.09        1.02           81.92 
25  245  1.63        1.46           78.75 
30  245  2.50        1.78           75.06 
35  245  2.97        1.98           70.82 
40  245  2.83        1.92           65.80 
45  245  2.21        1.66           60.19 
50  245  1.41        1.38           55.93 
55  245  -1.22        0.76           47.54 
60  245  -2.50        0.56           42.51 
65  245  -3.95        0.40           43.62 
70  245  -4.40        0.36           53.07 
75  245  -3.28        0.47           65.78 
80  245  -1.46        0.71           74.44 
85  245  -0.07        0.98           78.55 
90  245  0.42        1.10           79.72 
95  245  -0.08        0.98           78.63 
100  245  -1.47        0.71           74.63 
105  245  -3.30        0.47           66.07 
110  245  -4.44        0.36           53.42 
115  245  -3.99        0.40           43.95 
120  245  -2.54        0.56           42.82 
125  245  -1.25        0.75           47.85 
130  245  1.39        1.38           56.21 
135  245  2.20        1.66           60.47 
140  245  2.81        1.91           66.10 
145  245  2.96        1.98           71.15 
150  245  2.49        1.77           75.45 
155  245  1.61        1.45           79.21 
160  245  0.07        1.02           82.50 
165  245  -2.17        0.61           85.33 
170  245  -5.48        0.28           87.60 
175  245  -11.39        0.07           89.51 
180  245  -45.11        0.00           177.64 
0  250  -45.11        0.00           2.36 
5  250  -11.36        0.07           87.17 
10  250  -5.46        0.28           86.42 
15  250  -2.15        0.61           84.55 
20  250  0.09        1.02           81.92 
25  250  1.63        1.46           78.75 
30  250  2.50        1.78           75.06 
35  250  2.97        1.98           70.82 
40  250  2.83        1.92           65.80 
45  250  2.21        1.66           60.19 
50  250  1.41        1.38           55.93 
55  250  -1.22        0.76           47.54 
60  250  -2.50        0.56           42.51 
65  250  -3.95        0.40           43.62 
70  250  -4.40        0.36           53.07 
75  250  -3.28        0.47           65.78 
80  250  -1.46        0.71           74.44 
85  250  -0.07        0.98           78.55 
90  250  0.42        1.10           79.72 
95  250  -0.08        0.98           78.63 
100  250  -1.47        0.71           74.63 
105  250  -3.30        0.47           66.07 
110  250  -4.44        0.36           53.42 
115  250  -3.99        0.40           43.95 
120  250  -2.54        0.56           42.82 
125  250  -1.25        0.75           47.85 
130  250  1.39        1.38           56.21 
135  250  2.20        1.66           60.47 
140  250  2.81        1.91           66.10 
145  250  2.96        1.98           71.15 
150  250  2.49        1.77           75.45 
155  250  1.61        1.45           79.21 
160  250  0.07        1.02           82.50 
165  250  -2.17        0.61           85.33 
170  250  -5.48        0.28           87.60 
175  250  -11.39        0.07           89.51 
180  250  -45.11        0.00           177.64 
0  255  -45.11        0.00           2.36 
5  255  -11.36        0.07           87.17 
10  255  -5.46        0.28           86.42 
15  255  -2.15        0.61           84.55 
20  255  0.09        1.02           81.92 
25  255  1.63        1.46           78.75 
30  255  2.50        1.78           75.06 
35  255  2.97        1.98           70.82 
40  255  2.83        1.92           65.80 
45  255  2.21        1.66           60.19 
50  255  1.41        1.38           55.93 
55  255  -1.22        0.76           47.54 
60  255  -2.50        0.56           42.51 
65  255  -3.95        0.40           43.62 
70  255  -4.40        0.36           53.07 
75  255  -3.28        0.47           65.78 
80  255  -1.46        0.71           74.44 
85  255  -0.07        0.98           78.55 
90  255  0.42        1.10           79.72 
95  255  -0.08        0.98           78.63 
100  255  -1.47        0.71           74.63 
105  255  -3.30        0.47           66.07 
110  255  -4.44        0.36           53.42 
115  255  -3.99        0.40           43.95 
120  255  -2.54        0.56           42.82 
125  255  -1.25        0.75           47.85 
130  255  1.39        1.38           56.21 
135  255  2.20        1.66           60.47 
140  255  2.81        1.91           66.10 
145  255  2.96        1.98           71.15 
150  255  2.49        1.77           75.45 
155  255  1.61        1.45           79.21 
160  255  0.07        1.02           82.50 
165  255  -2.17        0.61           85.33 
170  255  -5.48        0.28           87.60 
175  255  -11.39        0.07           89.51 
180  255  -45.11        0.00           177.64 
0  260  -45.11        0.00           2.36 
5  260  -11.36        0.07           87.17 
10  260  -5.46        0.28           86.42 
15  260  -2.15        0.61           84.55 
20  260  0.09        1.02           81.92 
25  260  1.63        1.46           78.75 
30  260  2.50        1.78           75.06 
35  260  2.97        1.98           70.82 
40  260  2.83        1.92           65.80 
45  260  2.21        1.66           60.19 
50  260  1.41        1.38           55.93 
55  260  -1.22        0.76           47.54 
60  260  -2.50        0.56           42.51 
65  260  -3.95        0.40           43.62 
70  260  -4.40        0.36           53.07 
75  260  -3.28        0.47           65.78 
80  260  -1.46        0.71           74.44 
85  260  -0.07        0.98           78.55 
90  260  0.42        1.10           79.72 
95  260  -0.08        0.98           78.63 
100  260  -1.47        0.71           74.63 
105  260  -3.30        0.47           66.07 
110  260  -4.44        0.36           53.42 
115  260  -3.99        0.40           43.95 
120  260  -2.54        0.56           42.82 
125  260  -1.25        0.75           47.85 
130  260  1.39        1.38           56.21 
135  260  2.20        1.66           60.47 
140  260  2.81        1.91           66.10 
145  260  2.96        1.98           71.15 
150  260  2.49        1.77           75.45 
155  260  1.61        1.45           79.21 
160  260  0.07        1.02           82.50 
165  260  -2.17        0.61           85.33 
170  260  -5.48        0.28           87.60 
175  260  -11.39        0.07           89.51 
180  260  -45.11        0.00           177.64 
0  265  -45.11        0.00           2.36 
5  265  -11.36        0.07           87.17 
10  265  -5.46        0.28           86.42 
15  265  -2.15        0.61           84.55 
20  265  0.09        1.02           81.92 
25  265  1.63        1.46           78.75 
30  265  2.50        1.78           75.06 
35  265  2.97        1.98           70.82 
40  265  2.83        1.92           65.80 
45  265  2.21        1.66           60.19 
50  265  1.41        1.38           55.93 
55  265  -1.22        0.76           47.54 
60  265  -2.50        0.56           42.51 
65  265  -3.95        0.40           43.62 
70  265  -4.40        0.36           53.07 
75  265  -3.28        0.47           65.78 
80  265  -1.46        0.71           74.44 
85  265  -0.07        0.98           78.55 
90  265  0.42        1.10           79.72 
95  265  -0.08        0.98           78.63 
100  265  -1.47        0.71           74.63 
105  265  -3.30        0.47           66.07 
110  265  -4.44        0.36           53.42 
115  265  -3.99        0.40           43.95 
120  265  -2.54        0.56           42.82 
125  265  -1.25        0.75           47.85 
130  265  1.39        1.38           56.21 
135  265  2.20        1.66           60.47 
140  265  2.81        1.91           66.10 
145  265  2.96        1.98           71.15 
150  265  2.49        1.77           75.45 
155  265  1.61        1.45           79.21 
160  265  0.07        1.02           82.50 
165  265  -2.17        0.61           85.33 
170  265  -5.48        0.28           87.60 
175  265  -11.39        0.07           89.51 
180  265  -45.11        0.00           177.64 
0  270  -45.11        0.00           2.36 
5  270  -11.36        0.07           87.17 
10  270  -5.46        0.28           86.42 
15  270  -2.15        0.61           84.55 
20  270  0.09        1.02           81.92 
25  270  1.63        1.46           78.75 
30  270  2.50        1.78           75.06 
35  270  2.97        1.98           70.82 
40  270  2.83        1.92           65.80 
45  270  2.21        1.66           60.19 
50  270  1.41        1.38           55.93 
55  270  -1.22        0.76           47.54 
60  270  -2.50        0.56           42.51 
65  270  -3.95        0.40           43.62 
70  270  -4.40        0.36           53.07 
75  270  -3.28        0.47           65.78 
80  270  -1.46        0.71           74.44 
85  270  -0.07        0.98           78.55 
90  270  0.42        1.10           79.72 
95  270  -0.08        0.98           78.63 
100  270  -1.47        0.71           74.63 
105  270  -3.30        0.47           66.07 
110  270  -4.44        0.36           53.42 
115  270  -3.99        0.40           43.95 
120  270  -2.54        0.56           42.82 
125  270  -1.25        0.75           47.85 
130  270  1.39        1.38           56.21 
135  270  2.20        1.66           60.47 
140  270  2.81        1.91           66.10 
145  270  2.96        1.98           71.15 
150  270  2.49        1.77           75.45 
155  270  1.61        1.45           79.21 
160  270  0.07        1.02           82.50 
165  270  -2.17        0.61           85.33 
170  270  -5.48        0.28           87.60 
175  270  -11.39        0.07           89.51 
180  270  -45.11        0.00           177.64 
0  275  -45.11        0.00           2.36 
5  275  -11.36        0.07           87.17 
10  275  -5.46        0.28           86.42 
15  275  -2.15        0.61           84.55 
20  275  0.09        1.02           81.92 
25  275  1.63        1.46           78.75 
30  275  2.50        1.78           75.06 
35  275  2.97        1.98           70.82 
40  275  2.83        1.92           65.80 
45  275  2.21        1.66           60.19 
50  275  1.41        1.38           55.93 
55  275  -1.22        0.76           47.54 
60  275  -2.50        0.56           42.51 
65  275  -3.95        0.40           43.62 
70  275  -4.40        0.36           53.07 
75  275  -3.28        0.47           65.78 
80  275  -1.46        0.71           74.44 
85  275  -0.07        0.98           78.55 
90  275  0.42        1.10           79.72 
95  275  -0.08        0.98           78.63 
100  275  -1.47        0.71           74.63 
105  275  -3.30        0.47           66.07 
110  275  -4.44        0.36           53.42 
115  275  -3.99        0.40           43.95 
120  275  -2.54        0.56           42.82 
125  275  -1.25        0.75           47.85 
130  275  1.39        1.38           56.21 
135  275  2.20        1.66           60.47 
140  275  2.81        1.91           66.10 
145  275  2.96        1.98           71.15 
150  275  2.49        1.77           75.45 
155  275  1.61        1.45           79.21 
160  275  0.07        1.02           82.50 
165  275  -2.17        0.61           85.33 
170  275  -5.48        0.28           87.60 
175  275  -11.39        0.07           89.51 
180  275  -45.11        0.00           177.64 
0  280  -45.11        0.00           2.36 
5  280  -11.36        0.07           87.17 
10  280  -5.46        0.28           86.42 
15  280  -2.15        0.61           84.55 
20  280  0.09        1.02           81.92 
25  280  1.63        1.46           78.75 
30  280  2.50        1.78           75.06 
35  280  2.97        1.98           70.82 
40  280  2.83        1.92           65.80 
45  280  2.21        1.66           60.19 
50  280  1.41        1.38           55.93 
55  280  -1.22        0.76           47.54 
60  280  -2.50        0.56           42.51 
65  280  -3.95        0.40           43.62 
70  280  -4.40        0.36           53.07 
75  280  -3.28        0.47           65.78 
80  280  -1.46        0.71           74.44 
85  280  -0.07        0.98           78.55 
90  280  0.42        1.10           79.72 
95  280  -0.08        0.98           78.63 
100  280  -1.47        0.71           74.63 
105  280  -3.30        0.47           66.07 
110  280  -4.44        0.36           53.42 
115  280  -3.99        0.40           43.95 
120  280  -2.54        0.56           42.82 
125  280  -1.25        0.75           47.85 
130  280  1.39        1.38           56.21 
135  280  2.20        1.66           60.47 
140  280  2.81        1.91           66.10 
145  280  2.96        1.98           71.15 
150  280  2.49        1.77           75.45 
155  280  1.61        1.45           79.21 
160  280  0.07        1.02           82.50 
165  280  -2.17        0.61           85.33 
170  280  -5.48        0.28           87.60 
175  280  -11.39        0.07           89.51 
180  280  -45.11        0.00           177.64 
0  285  -45.11        0.00           2.36 
5  285  -11.36        0.07           87.17 
10  285  -5.46        0.28           86.42 
15  285  -2.15        0.61           84.55 
20  285  0.09        1.02           81.92 
25  285  1.63        1.46           78.75 
30  285  2.50        1.78           75.06 
35  285  2.97        1.98           70.82 
40  285  2.83        1.92           65.80 
45  285  2.21        1.66           60.19 
50  285  1.41        1.38           55.93 
55  285  -1.22        0.76           47.54 
60  285  -2.50        0.56           42.51 
65  285  -3.95        0.40           43.62 
70  285  -4.40        0.36           53.07 
75  285  -3.28        0.47           65.78 
80  285  -1.46        0.71           74.44 
85  285  -0.07        0.98           78.55 
90  285  0.42        1.10           79.72 
95  285  -0.08        0.98           78.63 
100  285  -1.47        0.71           74.63 
105  285  -3.30        0.47           66.07 
110  285  -4.44        0.36           53.42 
115  285  -3.99        0.40           43.95 
120  285  -2.54        0.56           42.82 
125  285  -1.25        0.75           47.85 
130  285  1.39        1.38           56.21 
135  285  2.20        1.66           60.47 
140  285  2.81        1.91           66.10 
145  285  2.96        1.98           71.15 
150  285  2.49        1.77           75.45 
155  285  1.61        1.45           79.21 
160  285  0.07        1.02           82.50 
165  285  -2.17        0.61           85.33 
170  285  -5.48        0.28           87.60 
175  285  -11.39        0.07           89.51 
180  285  -45.11        0.00           177.64 
0  290  -45.11        0.00           2.36 
5  290  -11.36        0.07           87.17 
10  290  -5.46        0.28           86.42 
15  290  -2.15        0.61           84.55 
20  290  0.09        1.02           81.92 
25  290  1.63        1.46           78.75 
30  290  2.50        1.78           75.06 
35  290  2.97        1.98           70.82 
40  290  2.83        1.92           65.80 
45  290  2.21        1.66           60.19 
50  290  1.41        1.38           55.93 
55  290  -1.22        0.76           47.54 
60  290  -2.50        0.56           42.51 
65  290  -3.95        0.40           43.62 
70  290  -4.40        0.36           53.07 
75  290  -3.28        0.47           65.78 
80  290  -1.46        0.71           74.44 
85  290  -0.07        0.98           78.55 
90  290  0.42        1.10           79.72 
95  290  -0.08        0.98           78.63 
100  290  -1.47        0.71           74.63 
105  290  -3.30        0.47           66.07 
110  290  -4.44        0.36           53.42 
115  290  -3.99        0.40           43.95 
120  290  -2.54        0.56           42.82 
125  290  -1.25        0.75           47.85 
130  290  1.39        1.38           56.21 
135  290  2.20        1.66           60.47 
140  290  2.81        1.91           66.10 
145  290  2.96        1.98           71.15 
150  290  2.49        1.77           75.45 
155  290  1.61        1.45           79.21 
160  290  0.07        1.02           82.50 
165  290  -2.17        0.61           85.33 
170  290  -5.48        0.28           87.60 
175  290  -11.39        0.07           89.51 
180  290  -45.11        0.00           177.64 
0  295  -45.11        0.00           2.36 
5  295  -11.36        0.07           87.17 
10  295  -5.46        0.28           86.42 
15  295  -2.15        0.61           84.55 
20  295  0.09        1.02           81.92 
25  295  1.63        1.46           78.75 
30  295  2.50        1.78           75.06 
35  295  2.97        1.98           70.82 
40  295  2.83        1.92           65.80 
45  295  2.21        1.66           60.19 
50  295  1.41        1.38           55.93 
55  295  -1.22        0.76           47.54 
60  295  -2.50        0.56           42.51 
65  295  -3.95        0.40           43.62 
70  295  -4.40        0.36           53.07 
75  295  -3.28        0.47           65.78 
80  295  -1.46        0.71           74.44 
85  295  -0.07        0.98           78.55 
90  295  0.42        1.10           79.72 
95  295  -0.08        0.98           78.63 
100  295  -1.47        0.71           74.63 
105  295  -3.30        0.47           66.07 
110  295  -4.44        0.36           53.42 
115  295  -3.99        0.40           43.95 
120  295  -2.54        0.56           42.82 
125  295  -1.25        0.75           47.85 
130  295  1.39        1.38           56.21 
135  295  2.20        1.66           60.47 
140  295  2.81        1.91           66.10 
145  295  2.96        1.98           71.15 
150  295  2.49        1.77           75.45 
155  295  1.61        1.45           79.21 
160  295  0.07        1.02           82.50 
165  295  -2.17        0.61           85.33 
170  295  -5.48        0.28           87.60 
175  295  -11.39        0.07           89.51 
180  295  -45.11        0.00           177.64 
0  300  -45.11        0.00           2.36 
5  300  -11.36        0.07           87.17 
10  300  -5.46        0.28           86.42 
15  300  -2.15        0.61           84.55 
20  300  0.09        1.02           81.92 
25  300  1.63        1.46           78.75 
30  300  2.50        1.78           75.06 
35  300  2.97        1.98           70.82 
40  300  2.83        1.92           65.80 
45  300  2.21        1.66           60.19 
50  300  1.41        1.38           55.93 
55  300  -1.22        0.76           47.54 
60  300  -2.50        0.56           42.51 
65  300  -3.95        0.40           43.62 
70  300  -4.40        0.36           53.07 
75  300  -3.28        0.47           65.78 
80  300  -1.46        0.71           74.44 
85  300  -0.07        0.98           78.55 
90  300  0.42        1.10           79.72 
95  300  -0.08        0.98           78.63 
100  300  -1.47        0.71           74.63 
105  300  -3.30        0.47           66.07 
110  300  -4.44        0.36           53.42 
115  300  -3.99        0.40           43.95 
120  300  -2.54        0.56           42.82 
125  300  -1.25        0.75           47.85 
130  300  1.39        1.38           56.21 
135  300  2.20        1.66           60.47 
140  300  2.81        1.91           66.10 
145  300  2.96        1.98           71.15 
150  300  2.49        1.77           75.45 
155  300  1.61        1.45           79.21 
160  300  0.07        1.02           82.50 
165  300  -2.17        0.61           85.33 
170  300  -5.48        0.28           87.60 
175  300  -11.39        0.07           89.51 
180  300  -45.11        0.00           177.64 
0  305  -45.11        0.00           2.36 
5  305  -11.36        0.07           87.17 
10  305  -5.46        0.28           86.42 
15  305  -2.15        0.61           84.55 
20  305  0.09        1.02           81.92 
25  305  1.63        1.46           78.75 
30  305  2.50        1.78           75.06 
35  305  2.97        1.98           70.82 
40  305  2.83        1.92           65.80 
45  305  2.21        1.66           60.19 
50  305  1.41        1.38           55.93 
55  305  -1.22        0.76           47.54 
60  305  -2.50        0.56           42.51 
65  305  -3.95        0.40           43.62 
70  305  -4.40        0.36           53.07 
75  305  -3.28        0.47           65.78 
80  305  -1.46        0.71           74.44 
85  305  -0.07        0.98           78.55 
90  305  0.42        1.10           79.72 
95  305  -0.08        0.98           78.63 
100  305  -1.47        0.71           74.63 
105  305  -3.30        0.47           66.07 
110  305  -4.44        0.36           53.42 
115  305  -3.99        0.40           43.95 
120  305  -2.54        0.56           42.82 
125  305  -1.25        0.75           47.85 
130  305  1.39        1.38           56.21 
135  305  2.20        1.66           60.47 
140  305  2.81        1.91           66.10 
145  305  2.96        1.98           71.15 
150  305  2.49        1.77           75.45 
155  305  1.61        1.45           79.21 
160  305  0.07        1.02           82.50 
165  305  -2.17        0.61           85.33 
170  305  -5.48        0.28           87.60 
175  305  -11.39        0.07           89.51 
180  305  -45.11        0.00           177.64 
0  310  -45.11        0.00           2.36 
5  310  -11.36        0.07           87.17 
10  310  -5.46        0.28           86.42 
15  310  -2.15        0.61           84.55 
20  310  0.09        1.02           81.92 
25  310  1.63        1.46           78.75 
30  310  2.50        1.78           75.06 
35  310  2.97        1.98           70.82 
40  310  2.83        1.92           65.80 
45  310  2.21        1.66           60.19 
50  310  1.41        1.38           55.93 
55  310  -1.22        0.76           47.54 
60  310  -2.50        0.56           42.51 
65  310  -3.95        0.40           43.62 
70  310  -4.40        0.36           53.07 
75  310  -3.28        0.47           65.78 
80  310  -1.46        0.71           74.44 
85  310  -0.07        0.98           78.55 
90  310  0.42        1.10           79.72 
95  310  -0.08        0.98           78.63 
100  310  -1.47        0.71           74.63 
105  310  -3.30        0.47           66.07 
110  310  -4.44        0.36           53.42 
115  310  -3.99        0.40           43.95 
120  310  -2.54        0.56           42.82 
125  310  -1.25        0.75           47.85 
130  310  1.39        1.38           56.21 
135  310  2.20        1.66           60.47 
140  310  2.81        1.91           66.10 
145  310  2.96        1.98           71.15 
150  310  2.49        1.77           75.45 
155  310  1.61        1.45           79.21 
160  310  0.07        1.02           82.50 
165  310  -2.17        0.61           85.33 
170  310  -5.48        0.28           87.60 
175  310  -11.39        0.07           89.51 
180  310  -45.11        0.00           177.64 
0  315  -45.11        0.00           2.36 
5  315  -11.36        0.07           87.17 
10  315  -5.46        0.28           86.42 
15  315  -2.15        0.61           84.55 
20  315  0.09        1.02           81.92 
25  315  1.63        1.46           78.75 
30  315  2.50        1.78           75.06 
35  315  2.97        1.98           70.82 
40  315  2.83        1.92           65.80 
45  315  2.21        1.66           60.19 
50  315  1.41        1.38           55.93 
55  315  -1.22        0.76           47.54 
60  315  -2.50        0.56           42.51 
65  315  -3.95        0.40           43.62 
70  315  -4.40        0.36           53.07 
75  315  -3.28        0.47           65.78 
80  315  -1.46        0.71           74.44 
85  315  -0.07        0.98           78.55 
90  315  0.42        1.10           79.72 
95  315  -0.08        0.98           78.63 
100  315  -1.47        0.71           74.63 
105  315  -3.30        0.47           66.07 
110  315  -4.44        0.36           53.42 
115  315  -3.99        0.40           43.95 
120  315  -2.54        0.56           42.82 
125  315  -1.25        0.75           47.85 
130  315  1.39        1.38           56.21 
135  315  2.20        1.66           60.47 
140  315  2.81        1.91           66.10 
145  315  2.96        1.98           71.15 
150  315  2.49        1.77           75.45 
155  315  1.61        1.45           79.21 
160  315  0.07        1.02           82.50 
165  315  -2.17        0.61           85.33 
