freq : 900.00 MHz
SWR : 7.04
 Theta     Phi     Gain(dB)     Gain     Phase(deg) 
135  210  2.33        1.71           64.95 
140  210  2.81        1.91           72.40 
145  210  2.88        1.94           77.14 
150  210  2.51        1.78           81.80 
155  210  1.61        1.45           85.54 
160  210  0.17        1.04           89.26 
165  210  -2.04        0.63           91.29 
170  210  -5.37        0.29           93.42 
175  210  -11.26        0.07           95.58 
180  210  -44.83        0.00           176.60 
0  215  -44.83        0.00           3.40 
5  215  -11.27        0.07           93.18 
10  215  -5.37        0.29           92.22 
15  215  -2.04        0.63           90.48 
20  215  0.18        1.04           88.66 
25  215  1.62        1.45           85.05 
30  215  2.52        1.79           81.39 
35  215  2.89        1.95           76.78 
40  215  2.83        1.92           72.07 
45  215  2.35        1.72           64.64 
50  215  0.98        1.25           66.71 
55  215  -0.77        0.84           49.10 
60  215  -2.20        0.60           44.85 
65  215  -3.59        0.44           46.12 
70  215  -4.13        0.39           56.02 
75  215  -3.17        0.48           70.03 
80  215  -1.44        0.72           80.14 
85  215  -0.09        0.98           85.11 
90  215  0.40        1.10           86.56 
95  215  -0.09        0.98           85.20 
100  215  -1.45        0.72           80.32 
105  215  -3.19        0.48           70.32 
110  215  -4.16        0.38           56.38 
115  215  -3.64        0.43           46.47 
120  215  -2.24        0.60           45.18 
125  215  -0.80        0.83           49.43 
130  215  0.97        1.25           67.04 
135  215  2.33        1.71           64.95 
140  215  2.81        1.91           72.40 
145  215  2.88        1.94           77.14 
150  215  2.51        1.78           81.80 
155  215  1.61        1.45           85.54 
160  215  0.17        1.04           89.26 
165  215  -2.04        0.63           91.29 
170  215  -5.37        0.29           93.42 
175  215  -11.26        0.07           95.58 
180  215  -44.83        0.00           176.60 
0  220  -44.83        0.00           3.40 
5  220  -11.27        0.07           93.18 
10  220  -5.37        0.29           92.22 
15  220  -2.04        0.63           90.48 
20  220  0.18        1.04           88.66 
25  220  1.62        1.45           85.05 
30  220  2.52        1.79           81.39 
35  220  2.89        1.95           76.78 
40  220  2.83        1.92           72.07 
45  220  2.35        1.72           64.64 
50  220  0.98        1.25           66.71 
55  220  -0.77        0.84           49.10 
60  220  -2.20        0.60           44.85 
65  220  -3.59        0.44           46.12 
70  220  -4.13        0.39           56.02 
75  220  -3.17        0.48           70.03 
80  220  -1.44        0.72           80.14 
85  220  -0.09        0.98           85.11 
90  220  0.40        1.10           86.56 
95  220  -0.09        0.98           85.20 
100  220  -1.45        0.72           80.32 
105  220  -3.19        0.48           70.32 
110  220  -4.16        0.38           56.38 
115  220  -3.64        0.43           46.47 
120  220  -2.24        0.60           45.18 
125  220  -0.80        0.83           49.43 
130  220  0.97        1.25           67.04 
135  220  2.33        1.71           64.95 
140  220  2.81        1.91           72.40 
145  220  2.88        1.94           77.14 
150  220  2.51        1.78           81.80 
155  220  1.61        1.45           85.54 
160  220  0.17        1.04           89.26 
165  220  -2.04        0.63           91.29 
170  220  -5.37        0.29           93.42 
175  220  -11.26        0.07           95.58 
180  220  -44.83        0.00           176.60 
0  225  -44.83        0.00           3.40 
5  225  -11.27        0.07           93.18 
10  225  -5.37        0.29           92.22 
15  225  -2.04        0.63           90.48 
20  225  0.18        1.04           88.66 
25  225  1.62        1.45           85.05 
30  225  2.52        1.79           81.39 
35  225  2.89        1.95           76.78 
40  225  2.83        1.92           72.07 
45  225  2.35        1.72           64.64 
50  225  0.98        1.25           66.71 
55  225  -0.77        0.84           49.10 
60  225  -2.20        0.60           44.85 
65  225  -3.59        0.44           46.12 
70  225  -4.13        0.39           56.02 
75  225  -3.17        0.48           70.03 
80  225  -1.44        0.72           80.14 
85  225  -0.09        0.98           85.11 
90  225  0.40        1.10           86.56 
95  225  -0.09        0.98           85.20 
100  225  -1.45        0.72           80.32 
105  225  -3.19        0.48           70.32 
110  225  -4.16        0.38           56.38 
115  225  -3.64        0.43           46.47 
120  225  -2.24        0.60           45.18 
125  225  -0.80        0.83           49.43 
130  225  0.97        1.25           67.04 
135  225  2.33        1.71           64.95 
140  225  2.81        1.91           72.40 
145  225  2.88        1.94           77.14 
150  225  2.51        1.78           81.80 
155  225  1.61        1.45           85.54 
160  225  0.17        1.04           89.26 
165  225  -2.04        0.63           91.29 
170  225  -5.37        0.29           93.42 
175  225  -11.26        0.07           95.58 
180  225  -44.83        0.00           176.60 
0  230  -44.83        0.00           3.40 
5  230  -11.27        0.07           93.18 
10  230  -5.37        0.29           92.22 
15  230  -2.04        0.63           90.48 
20  230  0.18        1.04           88.66 
25  230  1.62        1.45           85.05 
30  230  2.52        1.79           81.39 
35  230  2.89        1.95           76.78 
40  230  2.83        1.92           72.07 
45  230  2.35        1.72           64.64 
50  230  0.98        1.25           66.71 
55  230  -0.77        0.84           49.10 
60  230  -2.20        0.60           44.85 
65  230  -3.59        0.44           46.12 
70  230  -4.13        0.39           56.02 
75  230  -3.17        0.48           70.03 
80  230  -1.44        0.72           80.14 
85  230  -0.09        0.98           85.11 
90  230  0.40        1.10           86.56 
95  230  -0.09        0.98           85.20 
100  230  -1.45        0.72           80.32 
105  230  -3.19        0.48           70.32 
110  230  -4.16        0.38           56.38 
115  230  -3.64        0.43           46.47 
120  230  -2.24        0.60           45.18 
125  230  -0.80        0.83           49.43 
130  230  0.97        1.25           67.04 
135  230  2.33        1.71           64.95 
140  230  2.81        1.91           72.40 
145  230  2.88        1.94           77.14 
150  230  2.51        1.78           81.80 
155  230  1.61        1.45           85.54 
160  230  0.17        1.04           89.26 
165  230  -2.04        0.63           91.29 
170  230  -5.37        0.29           93.42 
175  230  -11.26        0.07           95.58 
180  230  -44.83        0.00           176.60 
0  235  -44.83        0.00           3.40 
5  235  -11.27        0.07           93.18 
10  235  -5.37        0.29           92.22 
15  235  -2.04        0.63           90.48 
20  235  0.18        1.04           88.66 
25  235  1.62        1.45           85.05 
30  235  2.52        1.79           81.39 
35  235  2.89        1.95           76.78 
40  235  2.83        1.92           72.07 
45  235  2.35        1.72           64.64 
50  235  0.98        1.25           66.71 
55  235  -0.77        0.84           49.10 
60  235  -2.20        0.60           44.85 
65  235  -3.59        0.44           46.12 
70  235  -4.13        0.39           56.02 
75  235  -3.17        0.48           70.03 
80  235  -1.44        0.72           80.14 
85  235  -0.09        0.98           85.11 
90  235  0.40        1.10           86.56 
95  235  -0.09        0.98           85.20 
100  235  -1.45        0.72           80.32 
105  235  -3.19        0.48           70.32 
110  235  -4.16        0.38           56.38 
115  235  -3.64        0.43           46.47 
120  235  -2.24        0.60           45.18 
125  235  -0.80        0.83           49.43 
130  235  0.97        1.25           67.04 
135  235  2.33        1.71           64.95 
140  235  2.81        1.91           72.40 
145  235  2.88        1.94           77.14 
150  235  2.51        1.78           81.80 
155  235  1.61        1.45           85.54 
160  235  0.17        1.04           89.26 
165  235  -2.04        0.63           91.29 
170  235  -5.37        0.29           93.42 
175  235  -11.26        0.07           95.58 
180  235  -44.83        0.00           176.60 
0  240  -44.83        0.00           3.40 
5  240  -11.27        0.07           93.18 
10  240  -5.37        0.29           92.22 
15  240  -2.04        0.63           90.48 
20  240  0.18        1.04           88.66 
25  240  1.62        1.45           85.05 
30  240  2.52        1.79           81.39 
35  240  2.89        1.95           76.78 
40  240  2.83        1.92           72.07 
45  240  2.35        1.72           64.64 
50  240  0.98        1.25           66.71 
55  240  -0.77        0.84           49.10 
60  240  -2.20        0.60           44.85 
65  240  -3.59        0.44           46.12 
70  240  -4.13        0.39           56.02 
75  240  -3.17        0.48           70.03 
80  240  -1.44        0.72           80.14 
85  240  -0.09        0.98           85.11 
90  240  0.40        1.10           86.56 
95  240  -0.09        0.98           85.20 
100  240  -1.45        0.72           80.32 
105  240  -3.19        0.48           70.32 
110  240  -4.16        0.38           56.38 
115  240  -3.64        0.43           46.47 
120  240  -2.24        0.60           45.18 
125  240  -0.80        0.83           49.43 
130  240  0.97        1.25           67.04 
135  240  2.33        1.71           64.95 
140  240  2.81        1.91           72.40 
145  240  2.88        1.94           77.14 
150  240  2.51        1.78           81.80 
155  240  1.61        1.45           85.54 
160  240  0.17        1.04           89.26 
165  240  -2.04        0.63           91.29 
170  240  -5.37        0.29           93.42 
175  240  -11.26        0.07           95.58 
180  240  -44.83        0.00           176.60 
0  245  -44.83        0.00           3.40 
5  245  -11.27        0.07           93.18 
10  245  -5.37        0.29           92.22 
15  245  -2.04        0.63           90.48 
20  245  0.18        1.04           88.66 
25  245  1.62        1.45           85.05 
30  245  2.52        1.79           81.39 
35  245  2.89        1.95           76.78 
40  245  2.83        1.92           72.07 
45  245  2.35        1.72           64.64 
50  245  0.98        1.25           66.71 
55  245  -0.77        0.84           49.10 
60  245  -2.20        0.60           44.85 
65  245  -3.59        0.44           46.12 
70  245  -4.13        0.39           56.02 
75  245  -3.17        0.48           70.03 
80  245  -1.44        0.72           80.14 
85  245  -0.09        0.98           85.11 
90  245  0.40        1.10           86.56 
95  245  -0.09        0.98           85.20 
100  245  -1.45        0.72           80.32 
105  245  -3.19        0.48           70.32 
110  245  -4.16        0.38           56.38 
115  245  -3.64        0.43           46.47 
120  245  -2.24        0.60           45.18 
125  245  -0.80        0.83           49.43 
130  245  0.97        1.25           67.04 
135  245  2.33        1.71           64.95 
140  245  2.81        1.91           72.40 
145  245  2.88        1.94           77.14 
150  245  2.51        1.78           81.80 
155  245  1.61        1.45           85.54 
160  245  0.17        1.04           89.26 
165  245  -2.04        0.63           91.29 
170  245  -5.37        0.29           93.42 
175  245  -11.26        0.07           95.58 
180  245  -44.83        0.00           176.60 
0  250  -44.83        0.00           3.40 
5  250  -11.27        0.07           93.18 
10  250  -5.37        0.29           92.22 
15  250  -2.04        0.63           90.48 
20  250  0.18        1.04           88.66 
25  250  1.62        1.45           85.05 
30  250  2.52        1.79           81.39 
35  250  2.89        1.95           76.78 
40  250  2.83        1.92           72.07 
45  250  2.35        1.72           64.64 
50  250  0.98        1.25           66.71 
55  250  -0.77        0.84           49.10 
60  250  -2.20        0.60           44.85 
65  250  -3.59        0.44           46.12 
70  250  -4.13        0.39           56.02 
75  250  -3.17        0.48           70.03 
80  250  -1.44        0.72           80.14 
85  250  -0.09        0.98           85.11 
90  250  0.40        1.10           86.56 
95  250  -0.09        0.98           85.20 
100  250  -1.45        0.72           80.32 
105  250  -3.19        0.48           70.32 
110  250  -4.16        0.38           56.38 
115  250  -3.64        0.43           46.47 
120  250  -2.24        0.60           45.18 
125  250  -0.80        0.83           49.43 
130  250  0.97        1.25           67.04 
135  250  2.33        1.71           64.95 
140  250  2.81        1.91           72.40 
145  250  2.88        1.94           77.14 
150  250  2.51        1.78           81.80 
155  250  1.61        1.45           85.54 
160  250  0.17        1.04           89.26 
165  250  -2.04        0.63           91.29 
170  250  -5.37        0.29           93.42 
175  250  -11.26        0.07           95.58 
180  250  -44.83        0.00           176.60 
0  255  -44.83        0.00           3.40 
5  255  -11.27        0.07           93.18 
10  255  -5.37        0.29           92.22 
15  255  -2.04        0.63           90.48 
20  255  0.18        1.04           88.66 
25  255  1.62        1.45           85.05 
30  255  2.52        1.79           81.39 
35  255  2.89        1.95           76.78 
40  255  2.83        1.92           72.07 
45  255  2.35        1.72           64.64 
50  255  0.98        1.25           66.71 
55  255  -0.77        0.84           49.10 
60  255  -2.20        0.60           44.85 
65  255  -3.59        0.44           46.12 
70  255  -4.13        0.39           56.02 
75  255  -3.17        0.48           70.03 
80  255  -1.44        0.72           80.14 
85  255  -0.09        0.98           85.11 
90  255  0.40        1.10           86.56 
95  255  -0.09        0.98           85.20 
100  255  -1.45        0.72           80.32 
105  255  -3.19        0.48           70.32 
110  255  -4.16        0.38           56.38 
115  255  -3.64        0.43           46.47 
120  255  -2.24        0.60           45.18 
125  255  -0.80        0.83           49.43 
130  255  0.97        1.25           67.04 
135  255  2.33        1.71           64.95 
140  255  2.81        1.91           72.40 
145  255  2.88        1.94           77.14 
150  255  2.51        1.78           81.80 
155  255  1.61        1.45           85.54 
160  255  0.17        1.04           89.26 
165  255  -2.04        0.63           91.29 
170  255  -5.37        0.29           93.42 
175  255  -11.26        0.07           95.58 
180  255  -44.83        0.00           176.60 
0  260  -44.83        0.00           3.40 
5  260  -11.27        0.07           93.18 
10  260  -5.37        0.29           92.22 
15  260  -2.04        0.63           90.48 
20  260  0.18        1.04           88.66 
25  260  1.62        1.45           85.05 
30  260  2.52        1.79           81.39 
35  260  2.89        1.95           76.78 
40  260  2.83        1.92           72.07 
45  260  2.35        1.72           64.64 
50  260  0.98        1.25           66.71 
55  260  -0.77        0.84           49.10 
60  260  -2.20        0.60           44.85 
65  260  -3.59        0.44           46.12 
70  260  -4.13        0.39           56.02 
75  260  -3.17        0.48           70.03 
80  260  -1.44        0.72           80.14 
85  260  -0.09        0.98           85.11 
90  260  0.40        1.10           86.56 
95  260  -0.09        0.98           85.20 
100  260  -1.45        0.72           80.32 
105  260  -3.19        0.48           70.32 
110  260  -4.16        0.38           56.38 
115  260  -3.64        0.43           46.47 
120  260  -2.24        0.60           45.18 
125  260  -0.80        0.83           49.43 
130  260  0.97        1.25           67.04 
135  260  2.33        1.71           64.95 
140  260  2.81        1.91           72.40 
145  260  2.88        1.94           77.14 
150  260  2.51        1.78           81.80 
155  260  1.61        1.45           85.54 
160  260  0.17        1.04           89.26 
165  260  -2.04        0.63           91.29 
170  260  -5.37        0.29           93.42 
175  260  -11.26        0.07           95.58 
180  260  -44.83        0.00           176.60 
0  265  -44.83        0.00           3.40 
5  265  -11.27        0.07           93.18 
10  265  -5.37        0.29           92.22 
15  265  -2.04        0.63           90.48 
20  265  0.18        1.04           88.66 
25  265  1.62        1.45           85.05 
30  265  2.52        1.79           81.39 
35  265  2.89        1.95           76.78 
40  265  2.83        1.92           72.07 
45  265  2.35        1.72           64.64 
50  265  0.98        1.25           66.71 
55  265  -0.77        0.84           49.10 
60  265  -2.20        0.60           44.85 
65  265  -3.59        0.44           46.12 
70  265  -4.13        0.39           56.02 
75  265  -3.17        0.48           70.03 
80  265  -1.44        0.72           80.14 
85  265  -0.09        0.98           85.11 
90  265  0.40        1.10           86.56 
95  265  -0.09        0.98           85.20 
100  265  -1.45        0.72           80.32 
105  265  -3.19        0.48           70.32 
110  265  -4.16        0.38           56.38 
115  265  -3.64        0.43           46.47 
120  265  -2.24        0.60           45.18 
125  265  -0.80        0.83           49.43 
130  265  0.97        1.25           67.04 
135  265  2.33        1.71           64.95 
140  265  2.81        1.91           72.40 
145  265  2.88        1.94           77.14 
150  265  2.51        1.78           81.80 
155  265  1.61        1.45           85.54 
160  265  0.17        1.04           89.26 
165  265  -2.04        0.63           91.29 
170  265  -5.37        0.29           93.42 
175  265  -11.26        0.07           95.58 
180  265  -44.83        0.00           176.60 
0  270  -44.83        0.00           3.40 
5  270  -11.27        0.07           93.18 
10  270  -5.37        0.29           92.22 
15  270  -2.04        0.63           90.48 
20  270  0.18        1.04           88.66 
25  270  1.62        1.45           85.05 
30  270  2.52        1.79           81.39 
35  270  2.89        1.95           76.78 
40  270  2.83        1.92           72.07 
45  270  2.35        1.72           64.64 
50  270  0.98        1.25           66.71 
55  270  -0.77        0.84           49.10 
60  270  -2.20        0.60           44.85 
65  270  -3.59        0.44           46.12 
70  270  -4.13        0.39           56.02 
75  270  -3.17        0.48           70.03 
80  270  -1.44        0.72           80.14 
85  270  -0.09        0.98           85.11 
90  270  0.40        1.10           86.56 
95  270  -0.09        0.98           85.20 
100  270  -1.45        0.72           80.32 
105  270  -3.19        0.48           70.32 
110  270  -4.16        0.38           56.38 
115  270  -3.64        0.43           46.47 
120  270  -2.24        0.60           45.18 
125  270  -0.80        0.83           49.43 
130  270  0.97        1.25           67.04 
135  270  2.33        1.71           64.95 
140  270  2.81        1.91           72.40 
145  270  2.88        1.94           77.14 
150  270  2.51        1.78           81.80 
155  270  1.61        1.45           85.54 
160  270  0.17        1.04           89.26 
165  270  -2.04        0.63           91.29 
170  270  -5.37        0.29           93.42 
175  270  -11.26        0.07           95.58 
180  270  -44.83        0.00           176.60 
0  275  -44.83        0.00           3.40 
5  275  -11.27        0.07           93.18 
10  275  -5.37        0.29           92.22 
15  275  -2.04        0.63           90.48 
20  275  0.18        1.04           88.66 
25  275  1.62        1.45           85.05 
30  275  2.52        1.79           81.39 
35  275  2.89        1.95           76.78 
40  275  2.83        1.92           72.07 
45  275  2.35        1.72           64.64 
50  275  0.98        1.25           66.71 
55  275  -0.77        0.84           49.10 
60  275  -2.20        0.60           44.85 
65  275  -3.59        0.44           46.12 
70  275  -4.13        0.39           56.02 
75  275  -3.17        0.48           70.03 
80  275  -1.44        0.72           80.14 
85  275  -0.09        0.98           85.11 
90  275  0.40        1.10           86.56 
95  275  -0.09        0.98           85.20 
100  275  -1.45        0.72           80.32 
105  275  -3.19        0.48           70.32 
110  275  -4.16        0.38           56.38 
115  275  -3.64        0.43           46.47 
120  275  -2.24        0.60           45.18 
125  275  -0.80        0.83           49.43 
130  275  0.97        1.25           67.04 
135  275  2.33        1.71           64.95 
140  275  2.81        1.91           72.40 
145  275  2.88        1.94           77.14 
150  275  2.51        1.78           81.80 
155  275  1.61        1.45           85.54 
160  275  0.17        1.04           89.26 
165  275  -2.04        0.63           91.29 
170  275  -5.37        0.29           93.42 
175  275  -11.26        0.07           95.58 
180  275  -44.83        0.00           176.60 
0  280  -44.83        0.00           3.40 
5  280  -11.27        0.07           93.18 
10  280  -5.37        0.29           92.22 
15  280  -2.04        0.63           90.48 
20  280  0.18        1.04           88.66 
25  280  1.62        1.45           85.05 
30  280  2.52        1.79           81.39 
35  280  2.89        1.95           76.78 
40  280  2.83        1.92           72.07 
45  280  2.35        1.72           64.64 
50  280  0.98        1.25           66.71 
55  280  -0.77        0.84           49.10 
60  280  -2.20        0.60           44.85 
65  280  -3.59        0.44           46.12 
70  280  -4.13        0.39           56.02 
75  280  -3.17        0.48           70.03 
80  280  -1.44        0.72           80.14 
85  280  -0.09        0.98           85.11 
90  280  0.40        1.10           86.56 
95  280  -0.09        0.98           85.20 
100  280  -1.45        0.72           80.32 
105  280  -3.19        0.48           70.32 
110  280  -4.16        0.38           56.38 
115  280  -3.64        0.43           46.47 
120  280  -2.24        0.60           45.18 
125  280  -0.80        0.83           49.43 
130  280  0.97        1.25           67.04 
135  280  2.33        1.71           64.95 
140  280  2.81        1.91           72.40 
145  280  2.88        1.94           77.14 
150  280  2.51        1.78           81.80 
155  280  1.61        1.45           85.54 
160  280  0.17        1.04           89.26 
165  280  -2.04        0.63           91.29 
170  280  -5.37        0.29           93.42 
175  280  -11.26        0.07           95.58 
180  280  -44.83        0.00           176.60 
0  285  -44.83        0.00           3.40 
5  285  -11.27        0.07           93.18 
10  285  -5.37        0.29           92.22 
15  285  -2.04        0.63           90.48 
20  285  0.18        1.04           88.66 
25  285  1.62        1.45           85.05 
30  285  2.52        1.79           81.39 
35  285  2.89        1.95           76.78 
40  285  2.83        1.92           72.07 
45  285  2.35        1.72           64.64 
50  285  0.98        1.25           66.71 
55  285  -0.77        0.84           49.10 
60  285  -2.20        0.60           44.85 
65  285  -3.59        0.44           46.12 
70  285  -4.13        0.39           56.02 
75  285  -3.17        0.48           70.03 
80  285  -1.44        0.72           80.14 
85  285  -0.09        0.98           85.11 
90  285  0.40        1.10           86.56 
95  285  -0.09        0.98           85.20 
100  285  -1.45        0.72           80.32 
105  285  -3.19        0.48           70.32 
110  285  -4.16        0.38           56.38 
115  285  -3.64        0.43           46.47 
120  285  -2.24        0.60           45.18 
125  285  -0.80        0.83           49.43 
130  285  0.97        1.25           67.04 
135  285  2.33        1.71           64.95 
140  285  2.81        1.91           72.40 
145  285  2.88        1.94           77.14 
150  285  2.51        1.78           81.80 
155  285  1.61        1.45           85.54 
160  285  0.17        1.04           89.26 
165  285  -2.04        0.63           91.29 
170  285  -5.37        0.29           93.42 
175  285  -11.26        0.07           95.58 
180  285  -44.83        0.00           176.60 
0  290  -44.83        0.00           3.40 
5  290  -11.27        0.07           93.18 
10  290  -5.37        0.29           92.22 
15  290  -2.04        0.63           90.48 
20  290  0.18        1.04           88.66 
25  290  1.62        1.45           85.05 
30  290  2.52        1.79           81.39 
35  290  2.89        1.95           76.78 
40  290  2.83        1.92           72.07 
45  290  2.35        1.72           64.64 
50  290  0.98        1.25           66.71 
55  290  -0.77        0.84           49.10 
60  290  -2.20        0.60           44.85 
65  290  -3.59        0.44           46.12 
70  290  -4.13        0.39           56.02 
75  290  -3.17        0.48           70.03 
80  290  -1.44        0.72           80.14 
85  290  -0.09        0.98           85.11 
90  290  0.40        1.10           86.56 
95  290  -0.09        0.98           85.20 
100  290  -1.45        0.72           80.32 
105  290  -3.19        0.48           70.32 
110  290  -4.16        0.38           56.38 
115  290  -3.64        0.43           46.47 
120  290  -2.24        0.60           45.18 
125  290  -0.80        0.83           49.43 
130  290  0.97        1.25           67.04 
135  290  2.33        1.71           64.95 
140  290  2.81        1.91           72.40 
145  290  2.88        1.94           77.14 
150  290  2.51        1.78           81.80 
155  290  1.61        1.45           85.54 
160  290  0.17        1.04           89.26 
165  290  -2.04        0.63           91.29 
170  290  -5.37        0.29           93.42 
175  290  -11.26        0.07           95.58 
180  290  -44.83        0.00           176.60 
0  295  -44.83        0.00           3.40 
5  295  -11.27        0.07           93.18 
10  295  -5.37        0.29           92.22 
15  295  -2.04        0.63           90.48 
20  295  0.18        1.04           88.66 
25  295  1.62        1.45           85.05 
30  295  2.52        1.79           81.39 
35  295  2.89        1.95           76.78 
40  295  2.83        1.92           72.07 
45  295  2.35        1.72           64.64 
50  295  0.98        1.25           66.71 
55  295  -0.77        0.84           49.10 
60  295  -2.20        0.60           44.85 
65  295  -3.59        0.44           46.12 
70  295  -4.13        0.39           56.02 
75  295  -3.17        0.48           70.03 
80  295  -1.44        0.72           80.14 
85  295  -0.09        0.98           85.11 
90  295  0.40        1.10           86.56 
95  295  -0.09        0.98           85.20 
100  295  -1.45        0.72           80.32 
105  295  -3.19        0.48           70.32 
110  295  -4.16        0.38           56.38 
115  295  -3.64        0.43           46.47 
120  295  -2.24        0.60           45.18 
125  295  -0.80        0.83           49.43 
130  295  0.97        1.25           67.04 
135  295  2.33        1.71           64.95 
140  295  2.81        1.91           72.40 
145  295  2.88        1.94           77.14 
150  295  2.51        1.78           81.80 
155  295  1.61        1.45           85.54 
160  295  0.17        1.04           89.26 
165  295  -2.04        0.63           91.29 
170  295  -5.37        0.29           93.42 
175  295  -11.26        0.07           95.58 
180  295  -44.83        0.00           176.60 
0  300  -44.83        0.00           3.40 
5  300  -11.27        0.07           93.18 
10  300  -5.37        0.29           92.22 
15  300  -2.04        0.63           90.48 
20  300  0.18        1.04           88.66 
25  300  1.62        1.45           85.05 
30  300  2.52        1.79           81.39 
35  300  2.89        1.95           76.78 
40  300  2.83        1.92           72.07 
45  300  2.35        1.72           64.64 
50  300  0.98        1.25           66.71 
55  300  -0.77        0.84           49.10 
60  300  -2.20        0.60           44.85 
65  300  -3.59        0.44           46.12 
70  300  -4.13        0.39           56.02 
75  300  -3.17        0.48           70.03 
80  300  -1.44        0.72           80.14 
85  300  -0.09        0.98           85.11 
90  300  0.40        1.10           86.56 
95  300  -0.09        0.98           85.20 
100  300  -1.45        0.72           80.32 
105  300  -3.19        0.48           70.32 
110  300  -4.16        0.38           56.38 
115  300  -3.64        0.43           46.47 
120  300  -2.24        0.60           45.18 
125  300  -0.80        0.83           49.43 
130  300  0.97        1.25           67.04 
135  300  2.33        1.71           64.95 
140  300  2.81        1.91           72.40 
145  300  2.88        1.94           77.14 
150  300  2.51        1.78           81.80 
155  300  1.61        1.45           85.54 
160  300  0.17        1.04           89.26 
165  300  -2.04        0.63           91.29 
170  300  -5.37        0.29           93.42 
175  300  -11.26        0.07           95.58 
180  300  -44.83        0.00           176.60 
0  305  -44.83        0.00           3.40 
5  305  -11.27        0.07           93.18 
10  305  -5.37        0.29           92.22 
15  305  -2.04        0.63           90.48 
20  305  0.18        1.04           88.66 
25  305  1.62        1.45           85.05 
30  305  2.52        1.79           81.39 
35  305  2.89        1.95           76.78 
40  305  2.83        1.92           72.07 
45  305  2.35        1.72           64.64 
50  305  0.98        1.25           66.71 
55  305  -0.77        0.84           49.10 
60  305  -2.20        0.60           44.85 
65  305  -3.59        0.44           46.12 
70  305  -4.13        0.39           56.02 
75  305  -3.17        0.48           70.03 
80  305  -1.44        0.72           80.14 
85  305  -0.09        0.98           85.11 
90  305  0.40        1.10           86.56 
95  305  -0.09        0.98           85.20 
100  305  -1.45        0.72           80.32 
105  305  -3.19        0.48           70.32 
110  305  -4.16        0.38           56.38 
115  305  -3.64        0.43           46.47 
120  305  -2.24        0.60           45.18 
125  305  -0.80        0.83           49.43 
130  305  0.97        1.25           67.04 
135  305  2.33        1.71           64.95 
140  305  2.81        1.91           72.40 
145  305  2.88        1.94           77.14 
150  305  2.51        1.78           81.80 
155  305  1.61        1.45           85.54 
160  305  0.17        1.04           89.26 
165  305  -2.04        0.63           91.29 
170  305  -5.37        0.29           93.42 
175  305  -11.26        0.07           95.58 
180  305  -44.83        0.00           176.60 
0  310  -44.83        0.00           3.40 
5  310  -11.27        0.07           93.18 
10  310  -5.37        0.29           92.22 
15  310  -2.04        0.63           90.48 
20  310  0.18        1.04           88.66 
25  310  1.62        1.45           85.05 
30  310  2.52        1.79           81.39 
35  310  2.89        1.95           76.78 
40  310  2.83        1.92           72.07 
45  310  2.35        1.72           64.64 
50  310  0.98        1.25           66.71 
55  310  -0.77        0.84           49.10 
60  310  -2.20        0.60           44.85 
65  310  -3.59        0.44           46.12 
70  310  -4.13        0.39           56.02 
75  310  -3.17        0.48           70.03 
80  310  -1.44        0.72           80.14 
85  310  -0.09        0.98           85.11 
90  310  0.40        1.10           86.56 
95  310  -0.09        0.98           85.20 
100  310  -1.45        0.72           80.32 
105  310  -3.19        0.48           70.32 
110  310  -4.16        0.38           56.38 
115  310  -3.64        0.43           46.47 
120  310  -2.24        0.60           45.18 
125  310  -0.80        0.83           49.43 
130  310  0.97        1.25           67.04 
135  310  2.33        1.71           64.95 
140  310  2.81        1.91           72.40 
145  310  2.88        1.94           77.14 
150  310  2.51        1.78           81.80 
155  310  1.61        1.45           85.54 
160  310  0.17        1.04           89.26 
165  310  -2.04        0.63           91.29 
170  310  -5.37        0.29           93.42 
175  310  -11.26        0.07           95.58 
180  310  -44.83        0.00           176.60 
0  315  -44.83        0.00           3.40 
5  315  -11.27        0.07           93.18 
10  315  -5.37        0.29           92.22 
15  315  -2.04        0.63           90.48 
20  315  0.18        1.04           88.66 
25  315  1.62        1.45           85.05 
30  315  2.52        1.79           81.39 
35  315  2.89        1.95           76.78 
40  315  2.83        1.92           72.07 
45  315  2.35        1.72           64.64 
50  315  0.98        1.25           66.71 
55  315  -0.77        0.84           49.10 
60  315  -2.20        0.60           44.85 
65  315  -3.59        0.44           46.12 
70  315  -4.13        0.39           56.02 
75  315  -3.17        0.48           70.03 
80  315  -1.44        0.72           80.14 
85  315  -0.09        0.98           85.11 
90  315  0.40        1.10           86.56 
95  315  -0.09        0.98           85.20 
100  315  -1.45        0.72           80.32 
105  315  -3.19        0.48           70.32 
110  315  -4.16        0.38           56.38 
115  315  -3.64        0.43           46.47 
120  315  -2.24        0.60           45.18 
125  315  -0.80        0.83           49.43 
130  315  0.97        1.25           67.04 
135  315  2.33        1.71           64.95 
140  315  2.81        1.91           72.40 
145  315  2.88        1.94           77.14 
150  315  2.51        1.78           81.80 
155  315  1.61        1.45           85.54 
160  315  0.17        1.04           89.26 
165  315  -2.04        0.63           91.29 
170  315  -5.37        0.29           93.42 
175  315  -11.26        0.07           95.58 
180  315  -44.83        0.00           176.60 
0  320  -44.83        0.00           3.40 
5  320  -11.27        0.07           93.18 
10  320  -5.37        0.29           92.22 
15  320  -2.04        0.63           90.48 
20  320  0.18        1.04           88.66 
