freq : 750.00 MHz
SWR : 5.76
 Theta     Phi     Gain(dB)     Gain     Phase(deg) 
70  105  -0.70        0.85           88.38 
75  105  -1.97        0.64           100.80 
80  105  -2.61        0.55           116.78 
85  105  -2.54        0.56           129.32 
90  105  -2.40        0.58           133.80 
95  105  -2.54        0.56           129.39 
100  105  -2.61        0.55           116.91 
105  105  -1.97        0.64           100.97 
110  105  -0.71        0.85           88.57 
115  105  0.52        1.13           82.38 
120  105  1.35        1.36           81.47 
125  105  1.73        1.49           84.47 
130  105  1.75        1.50           90.36 
135  105  1.54        1.43           98.19 
140  105  1.20        1.32           106.94 
145  105  0.73        1.18           115.62 
150  105  0.09        1.02           123.54 
155  105  -0.84        0.82           130.28 
160  105  -2.20        0.60           135.75 
165  105  -4.24        0.38           140.01 
170  105  -7.42        0.18           143.10 
175  105  -13.19        0.05           145.23 
180  105  -46.49        0.00           177.27 
0  110  -46.49        0.00           2.73 
5  110  -13.49        0.04           143.67 
10  110  -7.57        0.17           142.30 
15  110  -4.34        0.37           139.43 
20  110  -2.28        0.59           135.28 
25  110  -0.90        0.81           129.85 
30  110  0.05        1.01           123.13 
35  110  0.70        1.17           115.23 
40  110  1.17        1.31           106.57 
45  110  1.53        1.42           97.84 
50  110  1.75        1.50           90.04 
55  110  1.74        1.49           84.19 
60  110  1.36        1.37           81.22 
65  110  0.53        1.13           82.17 
70  110  -0.70        0.85           88.38 
75  110  -1.97        0.64           100.80 
80  110  -2.61        0.55           116.78 
85  110  -2.54        0.56           129.32 
90  110  -2.40        0.58           133.80 
95  110  -2.54        0.56           129.39 
100  110  -2.61        0.55           116.91 
105  110  -1.97        0.64           100.97 
110  110  -0.71        0.85           88.57 
115  110  0.52        1.13           82.38 
120  110  1.35        1.36           81.47 
125  110  1.73        1.49           84.47 
130  110  1.75        1.50           90.36 
135  110  1.54        1.43           98.19 
140  110  1.20        1.32           106.94 
145  110  0.73        1.18           115.62 
150  110  0.09        1.02           123.54 
155  110  -0.84        0.82           130.28 
160  110  -2.20        0.60           135.75 
165  110  -4.24        0.38           140.01 
170  110  -7.42        0.18           143.10 
175  110  -13.19        0.05           145.23 
180  110  -46.49        0.00           177.27 
0  115  -46.49        0.00           2.73 
5  115  -13.49        0.04           143.67 
10  115  -7.57        0.17           142.30 
15  115  -4.34        0.37           139.43 
20  115  -2.28        0.59           135.28 
25  115  -0.90        0.81           129.85 
30  115  0.05        1.01           123.13 
35  115  0.70        1.17           115.23 
40  115  1.17        1.31           106.57 
45  115  1.53        1.42           97.84 
50  115  1.75        1.50           90.04 
55  115  1.74        1.49           84.19 
60  115  1.36        1.37           81.22 
65  115  0.53        1.13           82.17 
70  115  -0.70        0.85           88.38 
75  115  -1.97        0.64           100.80 
80  115  -2.61        0.55           116.78 
85  115  -2.54        0.56           129.32 
90  115  -2.40        0.58           133.80 
95  115  -2.54        0.56           129.39 
100  115  -2.61        0.55           116.91 
105  115  -1.97        0.64           100.97 
110  115  -0.71        0.85           88.57 
115  115  0.52        1.13           82.38 
120  115  1.35        1.36           81.47 
125  115  1.73        1.49           84.47 
130  115  1.75        1.50           90.36 
135  115  1.54        1.43           98.19 
140  115  1.20        1.32           106.94 
145  115  0.73        1.18           115.62 
150  115  0.09        1.02           123.54 
155  115  -0.84        0.82           130.28 
160  115  -2.20        0.60           135.75 
165  115  -4.24        0.38           140.01 
170  115  -7.42        0.18           143.10 
175  115  -13.19        0.05           145.23 
180  115  -46.49        0.00           177.27 
0  120  -46.49        0.00           2.73 
5  120  -13.49        0.04           143.67 
10  120  -7.57        0.17           142.30 
15  120  -4.34        0.37           139.43 
20  120  -2.28        0.59           135.28 
25  120  -0.90        0.81           129.85 
30  120  0.05        1.01           123.13 
35  120  0.70        1.17           115.23 
40  120  1.17        1.31           106.57 
45  120  1.53        1.42           97.84 
50  120  1.75        1.50           90.04 
55  120  1.74        1.49           84.19 
60  120  1.36        1.37           81.22 
65  120  0.53        1.13           82.17 
70  120  -0.70        0.85           88.38 
75  120  -1.97        0.64           100.80 
80  120  -2.61        0.55           116.78 
85  120  -2.54        0.56           129.32 
90  120  -2.40        0.58           133.80 
95  120  -2.54        0.56           129.39 
100  120  -2.61        0.55           116.91 
105  120  -1.97        0.64           100.97 
110  120  -0.71        0.85           88.57 
115  120  0.52        1.13           82.38 
120  120  1.35        1.36           81.47 
125  120  1.73        1.49           84.47 
130  120  1.75        1.50           90.36 
135  120  1.54        1.43           98.19 
140  120  1.20        1.32           106.94 
145  120  0.73        1.18           115.62 
150  120  0.09        1.02           123.54 
155  120  -0.84        0.82           130.28 
160  120  -2.20        0.60           135.75 
165  120  -4.24        0.38           140.01 
170  120  -7.42        0.18           143.10 
175  120  -13.19        0.05           145.23 
180  120  -46.49        0.00           177.27 
0  125  -46.49        0.00           2.73 
5  125  -13.49        0.04           143.67 
10  125  -7.57        0.17           142.30 
15  125  -4.34        0.37           139.43 
20  125  -2.28        0.59           135.28 
25  125  -0.90        0.81           129.85 
30  125  0.05        1.01           123.13 
35  125  0.70        1.17           115.23 
40  125  1.17        1.31           106.57 
45  125  1.53        1.42           97.84 
50  125  1.75        1.50           90.04 
55  125  1.74        1.49           84.19 
60  125  1.36        1.37           81.22 
65  125  0.53        1.13           82.17 
70  125  -0.70        0.85           88.38 
75  125  -1.97        0.64           100.80 
80  125  -2.61        0.55           116.78 
85  125  -2.54        0.56           129.32 
90  125  -2.40        0.58           133.80 
95  125  -2.54        0.56           129.39 
100  125  -2.61        0.55           116.91 
105  125  -1.97        0.64           100.97 
110  125  -0.71        0.85           88.57 
115  125  0.52        1.13           82.38 
120  125  1.35        1.36           81.47 
125  125  1.73        1.49           84.47 
130  125  1.75        1.50           90.36 
135  125  1.54        1.43           98.19 
140  125  1.20        1.32           106.94 
145  125  0.73        1.18           115.62 
150  125  0.09        1.02           123.54 
155  125  -0.84        0.82           130.28 
160  125  -2.20        0.60           135.75 
165  125  -4.24        0.38           140.01 
170  125  -7.42        0.18           143.10 
175  125  -13.19        0.05           145.23 
180  125  -46.49        0.00           177.27 
0  130  -46.49        0.00           2.73 
5  130  -13.49        0.04           143.67 
10  130  -7.57        0.17           142.30 
15  130  -4.34        0.37           139.43 
20  130  -2.28        0.59           135.28 
25  130  -0.90        0.81           129.85 
30  130  0.05        1.01           123.13 
35  130  0.70        1.17           115.23 
40  130  1.17        1.31           106.57 
45  130  1.53        1.42           97.84 
50  130  1.75        1.50           90.04 
55  130  1.74        1.49           84.19 
60  130  1.36        1.37           81.22 
65  130  0.53        1.13           82.17 
70  130  -0.70        0.85           88.38 
75  130  -1.97        0.64           100.80 
80  130  -2.61        0.55           116.78 
85  130  -2.54        0.56           129.32 
90  130  -2.40        0.58           133.80 
95  130  -2.54        0.56           129.39 
100  130  -2.61        0.55           116.91 
105  130  -1.97        0.64           100.97 
110  130  -0.71        0.85           88.57 
115  130  0.52        1.13           82.38 
120  130  1.35        1.36           81.47 
125  130  1.73        1.49           84.47 
130  130  1.75        1.50           90.36 
135  130  1.54        1.43           98.19 
140  130  1.20        1.32           106.94 
145  130  0.73        1.18           115.62 
150  130  0.09        1.02           123.54 
155  130  -0.84        0.82           130.28 
160  130  -2.20        0.60           135.75 
165  130  -4.24        0.38           140.01 
170  130  -7.42        0.18           143.10 
175  130  -13.19        0.05           145.23 
180  130  -46.49        0.00           177.27 
0  135  -46.49        0.00           2.73 
5  135  -13.49        0.04           143.67 
10  135  -7.57        0.17           142.30 
15  135  -4.34        0.37           139.43 
20  135  -2.28        0.59           135.28 
25  135  -0.90        0.81           129.85 
30  135  0.05        1.01           123.13 
35  135  0.70        1.17           115.23 
40  135  1.17        1.31           106.57 
45  135  1.53        1.42           97.84 
50  135  1.75        1.50           90.04 
55  135  1.74        1.49           84.19 
60  135  1.36        1.37           81.22 
65  135  0.53        1.13           82.17 
70  135  -0.70        0.85           88.38 
75  135  -1.97        0.64           100.80 
80  135  -2.61        0.55           116.78 
85  135  -2.54        0.56           129.32 
90  135  -2.40        0.58           133.80 
95  135  -2.54        0.56           129.39 
100  135  -2.61        0.55           116.91 
105  135  -1.97        0.64           100.97 
110  135  -0.71        0.85           88.57 
115  135  0.52        1.13           82.38 
120  135  1.35        1.36           81.47 
125  135  1.73        1.49           84.47 
130  135  1.75        1.50           90.36 
135  135  1.54        1.43           98.19 
140  135  1.20        1.32           106.94 
145  135  0.73        1.18           115.62 
150  135  0.09        1.02           123.54 
155  135  -0.84        0.82           130.28 
160  135  -2.20        0.60           135.75 
165  135  -4.24        0.38           140.01 
170  135  -7.42        0.18           143.10 
175  135  -13.19        0.05           145.23 
180  135  -46.49        0.00           177.27 
0  140  -46.49        0.00           2.73 
5  140  -13.49        0.04           143.67 
10  140  -7.57        0.17           142.30 
15  140  -4.34        0.37           139.43 
20  140  -2.28        0.59           135.28 
25  140  -0.90        0.81           129.85 
30  140  0.05        1.01           123.13 
35  140  0.70        1.17           115.23 
40  140  1.17        1.31           106.57 
45  140  1.53        1.42           97.84 
50  140  1.75        1.50           90.04 
55  140  1.74        1.49           84.19 
60  140  1.36        1.37           81.22 
65  140  0.53        1.13           82.17 
70  140  -0.70        0.85           88.38 
75  140  -1.97        0.64           100.80 
80  140  -2.61        0.55           116.78 
85  140  -2.54        0.56           129.32 
90  140  -2.40        0.58           133.80 
95  140  -2.54        0.56           129.39 
100  140  -2.61        0.55           116.91 
105  140  -1.97        0.64           100.97 
110  140  -0.71        0.85           88.57 
115  140  0.52        1.13           82.38 
120  140  1.35        1.36           81.47 
125  140  1.73        1.49           84.47 
130  140  1.75        1.50           90.36 
135  140  1.54        1.43           98.19 
140  140  1.20        1.32           106.94 
145  140  0.73        1.18           115.62 
150  140  0.09        1.02           123.54 
155  140  -0.84        0.82           130.28 
160  140  -2.20        0.60           135.75 
165  140  -4.24        0.38           140.01 
170  140  -7.42        0.18           143.10 
175  140  -13.19        0.05           145.23 
180  140  -46.49        0.00           177.27 
0  145  -46.49        0.00           2.73 
5  145  -13.49        0.04           143.67 
10  145  -7.57        0.17           142.30 
15  145  -4.34        0.37           139.43 
20  145  -2.28        0.59           135.28 
25  145  -0.90        0.81           129.85 
30  145  0.05        1.01           123.13 
35  145  0.70        1.17           115.23 
40  145  1.17        1.31           106.57 
45  145  1.53        1.42           97.84 
50  145  1.75        1.50           90.04 
55  145  1.74        1.49           84.19 
60  145  1.36        1.37           81.22 
65  145  0.53        1.13           82.17 
70  145  -0.70        0.85           88.38 
75  145  -1.97        0.64           100.80 
80  145  -2.61        0.55           116.78 
85  145  -2.54        0.56           129.32 
90  145  -2.40        0.58           133.80 
95  145  -2.54        0.56           129.39 
100  145  -2.61        0.55           116.91 
105  145  -1.97        0.64           100.97 
110  145  -0.71        0.85           88.57 
115  145  0.52        1.13           82.38 
120  145  1.35        1.36           81.47 
125  145  1.73        1.49           84.47 
130  145  1.75        1.50           90.36 
135  145  1.54        1.43           98.19 
140  145  1.20        1.32           106.94 
145  145  0.73        1.18           115.62 
150  145  0.09        1.02           123.54 
155  145  -0.84        0.82           130.28 
160  145  -2.20        0.60           135.75 
165  145  -4.24        0.38           140.01 
170  145  -7.42        0.18           143.10 
175  145  -13.19        0.05           145.23 
180  145  -46.49        0.00           177.27 
0  150  -46.49        0.00           2.73 
5  150  -13.49        0.04           143.67 
10  150  -7.57        0.17           142.30 
15  150  -4.34        0.37           139.43 
20  150  -2.28        0.59           135.28 
25  150  -0.90        0.81           129.85 
30  150  0.05        1.01           123.13 
35  150  0.70        1.17           115.23 
40  150  1.17        1.31           106.57 
45  150  1.53        1.42           97.84 
50  150  1.75        1.50           90.04 
55  150  1.74        1.49           84.19 
60  150  1.36        1.37           81.22 
65  150  0.53        1.13           82.17 
70  150  -0.70        0.85           88.38 
75  150  -1.97        0.64           100.80 
80  150  -2.61        0.55           116.78 
85  150  -2.54        0.56           129.32 
90  150  -2.40        0.58           133.80 
95  150  -2.54        0.56           129.39 
100  150  -2.61        0.55           116.91 
105  150  -1.97        0.64           100.97 
110  150  -0.71        0.85           88.57 
115  150  0.52        1.13           82.38 
120  150  1.35        1.36           81.47 
125  150  1.73        1.49           84.47 
130  150  1.75        1.50           90.36 
135  150  1.54        1.43           98.19 
140  150  1.20        1.32           106.94 
145  150  0.73        1.18           115.62 
150  150  0.09        1.02           123.54 
155  150  -0.84        0.82           130.28 
160  150  -2.20        0.60           135.75 
165  150  -4.24        0.38           140.01 
170  150  -7.42        0.18           143.10 
175  150  -13.19        0.05           145.23 
180  150  -46.49        0.00           177.27 
0  155  -46.49        0.00           2.73 
5  155  -13.49        0.04           143.67 
10  155  -7.57        0.17           142.30 
15  155  -4.34        0.37           139.43 
20  155  -2.28        0.59           135.28 
25  155  -0.90        0.81           129.85 
30  155  0.05        1.01           123.13 
35  155  0.70        1.17           115.23 
40  155  1.17        1.31           106.57 
45  155  1.53        1.42           97.84 
50  155  1.75        1.50           90.04 
55  155  1.74        1.49           84.19 
60  155  1.36        1.37           81.22 
65  155  0.53        1.13           82.17 
70  155  -0.70        0.85           88.38 
75  155  -1.97        0.64           100.80 
80  155  -2.61        0.55           116.78 
85  155  -2.54        0.56           129.32 
90  155  -2.40        0.58           133.80 
95  155  -2.54        0.56           129.39 
100  155  -2.61        0.55           116.91 
105  155  -1.97        0.64           100.97 
110  155  -0.71        0.85           88.57 
115  155  0.52        1.13           82.38 
120  155  1.35        1.36           81.47 
125  155  1.73        1.49           84.47 
130  155  1.75        1.50           90.36 
135  155  1.54        1.43           98.19 
140  155  1.20        1.32           106.94 
145  155  0.73        1.18           115.62 
150  155  0.09        1.02           123.54 
155  155  -0.84        0.82           130.28 
160  155  -2.20        0.60           135.75 
165  155  -4.24        0.38           140.01 
170  155  -7.42        0.18           143.10 
175  155  -13.19        0.05           145.23 
180  155  -46.49        0.00           177.27 
0  160  -46.49        0.00           2.73 
5  160  -13.49        0.04           143.67 
10  160  -7.57        0.17           142.30 
15  160  -4.34        0.37           139.43 
20  160  -2.28        0.59           135.28 
25  160  -0.90        0.81           129.85 
30  160  0.05        1.01           123.13 
35  160  0.70        1.17           115.23 
40  160  1.17        1.31           106.57 
45  160  1.53        1.42           97.84 
50  160  1.75        1.50           90.04 
55  160  1.74        1.49           84.19 
60  160  1.36        1.37           81.22 
65  160  0.53        1.13           82.17 
70  160  -0.70        0.85           88.38 
75  160  -1.97        0.64           100.80 
80  160  -2.61        0.55           116.78 
85  160  -2.54        0.56           129.32 
90  160  -2.40        0.58           133.80 
95  160  -2.54        0.56           129.39 
100  160  -2.61        0.55           116.91 
105  160  -1.97        0.64           100.97 
110  160  -0.71        0.85           88.57 
115  160  0.52        1.13           82.38 
120  160  1.35        1.36           81.47 
125  160  1.73        1.49           84.47 
130  160  1.75        1.50           90.36 
135  160  1.54        1.43           98.19 
140  160  1.20        1.32           106.94 
145  160  0.73        1.18           115.62 
150  160  0.09        1.02           123.54 
155  160  -0.84        0.82           130.28 
160  160  -2.20        0.60           135.75 
165  160  -4.24        0.38           140.01 
170  160  -7.42        0.18           143.10 
175  160  -13.19        0.05           145.23 
180  160  -46.49        0.00           177.27 
0  165  -46.49        0.00           2.73 
5  165  -13.49        0.04           143.67 
10  165  -7.57        0.17           142.30 
15  165  -4.34        0.37           139.43 
20  165  -2.28        0.59           135.28 
25  165  -0.90        0.81           129.85 
30  165  0.05        1.01           123.13 
35  165  0.70        1.17           115.23 
40  165  1.17        1.31           106.57 
45  165  1.53        1.42           97.84 
50  165  1.75        1.50           90.04 
55  165  1.74        1.49           84.19 
60  165  1.36        1.37           81.22 
65  165  0.53        1.13           82.17 
70  165  -0.70        0.85           88.38 
75  165  -1.97        0.64           100.80 
80  165  -2.61        0.55           116.78 
85  165  -2.54        0.56           129.32 
90  165  -2.40        0.58           133.80 
95  165  -2.54        0.56           129.39 
100  165  -2.61        0.55           116.91 
105  165  -1.97        0.64           100.97 
110  165  -0.71        0.85           88.57 
115  165  0.52        1.13           82.38 
120  165  1.35        1.36           81.47 
125  165  1.73        1.49           84.47 
130  165  1.75        1.50           90.36 
135  165  1.54        1.43           98.19 
140  165  1.20        1.32           106.94 
145  165  0.73        1.18           115.62 
150  165  0.09        1.02           123.54 
155  165  -0.84        0.82           130.28 
160  165  -2.20        0.60           135.75 
165  165  -4.24        0.38           140.01 
170  165  -7.42        0.18           143.10 
175  165  -13.19        0.05           145.23 
180  165  -46.49        0.00           177.27 
0  170  -46.49        0.00           2.73 
5  170  -13.49        0.04           143.67 
10  170  -7.57        0.17           142.30 
15  170  -4.34        0.37           139.43 
20  170  -2.28        0.59           135.28 
25  170  -0.90        0.81           129.85 
30  170  0.05        1.01           123.13 
35  170  0.70        1.17           115.23 
40  170  1.17        1.31           106.57 
45  170  1.53        1.42           97.84 
50  170  1.75        1.50           90.04 
55  170  1.74        1.49           84.19 
60  170  1.36        1.37           81.22 
65  170  0.53        1.13           82.17 
70  170  -0.70        0.85           88.38 
75  170  -1.97        0.64           100.80 
80  170  -2.61        0.55           116.78 
85  170  -2.54        0.56           129.32 
90  170  -2.40        0.58           133.80 
95  170  -2.54        0.56           129.39 
100  170  -2.61        0.55           116.91 
105  170  -1.97        0.64           100.97 
110  170  -0.71        0.85           88.57 
115  170  0.52        1.13           82.38 
120  170  1.35        1.36           81.47 
125  170  1.73        1.49           84.47 
130  170  1.75        1.50           90.36 
135  170  1.54        1.43           98.19 
140  170  1.20        1.32           106.94 
145  170  0.73        1.18           115.62 
150  170  0.09        1.02           123.54 
155  170  -0.84        0.82           130.28 
160  170  -2.20        0.60           135.75 
165  170  -4.24        0.38           140.01 
170  170  -7.42        0.18           143.10 
175  170  -13.19        0.05           145.23 
180  170  -46.49        0.00           177.27 
0  175  -46.49        0.00           2.73 
5  175  -13.49        0.04           143.67 
10  175  -7.57        0.17           142.30 
15  175  -4.34        0.37           139.43 
20  175  -2.28        0.59           135.28 
25  175  -0.90        0.81           129.85 
30  175  0.05        1.01           123.13 
35  175  0.70        1.17           115.23 
40  175  1.17        1.31           106.57 
45  175  1.53        1.42           97.84 
50  175  1.75        1.50           90.04 
55  175  1.74        1.49           84.19 
60  175  1.36        1.37           81.22 
65  175  0.53        1.13           82.17 
70  175  -0.70        0.85           88.38 
75  175  -1.97        0.64           100.80 
80  175  -2.61        0.55           116.78 
85  175  -2.54        0.56           129.32 
90  175  -2.40        0.58           133.80 
95  175  -2.54        0.56           129.39 
100  175  -2.61        0.55           116.91 
105  175  -1.97        0.64           100.97 
110  175  -0.71        0.85           88.57 
115  175  0.52        1.13           82.38 
120  175  1.35        1.36           81.47 
125  175  1.73        1.49           84.47 
130  175  1.75        1.50           90.36 
135  175  1.54        1.43           98.19 
140  175  1.20        1.32           106.94 
145  175  0.73        1.18           115.62 
150  175  0.09        1.02           123.54 
155  175  -0.84        0.82           130.28 
160  175  -2.20        0.60           135.75 
165  175  -4.24        0.38           140.01 
170  175  -7.42        0.18           143.10 
175  175  -13.19        0.05           145.23 
180  175  -46.49        0.00           177.27 
0  180  -46.49        0.00           2.73 
5  180  -13.49        0.04           143.67 
10  180  -7.57        0.17           142.30 
15  180  -4.34        0.37           139.43 
20  180  -2.28        0.59           135.28 
25  180  -0.90        0.81           129.85 
30  180  0.05        1.01           123.13 
35  180  0.70        1.17           115.23 
40  180  1.17        1.31           106.57 
45  180  1.53        1.42           97.84 
50  180  1.75        1.50           90.04 
55  180  1.74        1.49           84.19 
60  180  1.36        1.37           81.22 
65  180  0.53        1.13           82.17 
70  180  -0.70        0.85           88.38 
75  180  -1.97        0.64           100.80 
80  180  -2.61        0.55           116.78 
85  180  -2.54        0.56           129.32 
90  180  -2.40        0.58           133.80 
95  180  -2.54        0.56           129.39 
100  180  -2.61        0.55           116.91 
105  180  -1.97        0.64           100.97 
110  180  -0.71        0.85           88.57 
115  180  0.52        1.13           82.38 
120  180  1.35        1.36           81.47 
125  180  1.73        1.49           84.47 
130  180  1.75        1.50           90.36 
135  180  1.54        1.43           98.19 
140  180  1.20        1.32           106.94 
145  180  0.73        1.18           115.62 
150  180  0.09        1.02           123.54 
155  180  -0.84        0.82           130.28 
160  180  -2.20        0.60           135.75 
165  180  -4.24        0.38           140.01 
170  180  -7.42        0.18           143.10 
175  180  -13.19        0.05           145.23 
180  180  -46.49        0.00           177.27 
0  185  -46.49        0.00           2.73 
5  185  -13.49        0.04           143.67 
10  185  -7.57        0.17           142.30 
15  185  -4.34        0.37           139.43 
20  185  -2.28        0.59           135.28 
25  185  -0.90        0.81           129.85 
30  185  0.05        1.01           123.13 
35  185  0.70        1.17           115.23 
40  185  1.17        1.31           106.57 
45  185  1.53        1.42           97.84 
50  185  1.75        1.50           90.04 
55  185  1.74        1.49           84.19 
60  185  1.36        1.37           81.22 
65  185  0.53        1.13           82.17 
70  185  -0.70        0.85           88.38 
75  185  -1.97        0.64           100.80 
80  185  -2.61        0.55           116.78 
85  185  -2.54        0.56           129.32 
90  185  -2.40        0.58           133.80 
95  185  -2.54        0.56           129.39 
100  185  -2.61        0.55           116.91 
105  185  -1.97        0.64           100.97 
110  185  -0.71        0.85           88.57 
115  185  0.52        1.13           82.38 
120  185  1.35        1.36           81.47 
125  185  1.73        1.49           84.47 
130  185  1.75        1.50           90.36 
135  185  1.54        1.43           98.19 
140  185  1.20        1.32           106.94 
145  185  0.73        1.18           115.62 
150  185  0.09        1.02           123.54 
155  185  -0.84        0.82           130.28 
160  185  -2.20        0.60           135.75 
165  185  -4.24        0.38           140.01 
170  185  -7.42        0.18           143.10 
175  185  -13.19        0.05           145.23 
180  185  -46.49        0.00           177.27 
0  190  -46.49        0.00           2.73 
5  190  -13.49        0.04           143.67 
10  190  -7.57        0.17           142.30 
15  190  -4.34        0.37           139.43 
20  190  -2.28        0.59           135.28 
25  190  -0.90        0.81           129.85 
30  190  0.05        1.01           123.13 
35  190  0.70        1.17           115.23 
40  190  1.17        1.31           106.57 
45  190  1.53        1.42           97.84 
50  190  1.75        1.50           90.04 
55  190  1.74        1.49           84.19 
60  190  1.36        1.37           81.22 
65  190  0.53        1.13           82.17 
70  190  -0.70        0.85           88.38 
75  190  -1.97        0.64           100.80 
80  190  -2.61        0.55           116.78 
85  190  -2.54        0.56           129.32 
90  190  -2.40        0.58           133.80 
95  190  -2.54        0.56           129.39 
100  190  -2.61        0.55           116.91 
105  190  -1.97        0.64           100.97 
110  190  -0.71        0.85           88.57 
115  190  0.52        1.13           82.38 
120  190  1.35        1.36           81.47 
125  190  1.73        1.49           84.47 
130  190  1.75        1.50           90.36 
135  190  1.54        1.43           98.19 
140  190  1.20        1.32           106.94 
145  190  0.73        1.18           115.62 
150  190  0.09        1.02           123.54 
155  190  -0.84        0.82           130.28 
160  190  -2.20        0.60           135.75 
165  190  -4.24        0.38           140.01 
170  190  -7.42        0.18           143.10 
175  190  -13.19        0.05           145.23 
180  190  -46.49        0.00           177.27 
0  195  -46.49        0.00           2.73 
5  195  -13.49        0.04           143.67 
10  195  -7.57        0.17           142.30 
15  195  -4.34        0.37           139.43 
20  195  -2.28        0.59           135.28 
25  195  -0.90        0.81           129.85 
30  195  0.05        1.01           123.13 
35  195  0.70        1.17           115.23 
40  195  1.17        1.31           106.57 
45  195  1.53        1.42           97.84 
50  195  1.75        1.50           90.04 
55  195  1.74        1.49           84.19 
60  195  1.36        1.37           81.22 
65  195  0.53        1.13           82.17 
70  195  -0.70        0.85           88.38 
75  195  -1.97        0.64           100.80 
80  195  -2.61        0.55           116.78 
85  195  -2.54        0.56           129.32 
90  195  -2.40        0.58           133.80 
95  195  -2.54        0.56           129.39 
100  195  -2.61        0.55           116.91 
105  195  -1.97        0.64           100.97 
110  195  -0.71        0.85           88.57 
115  195  0.52        1.13           82.38 
120  195  1.35        1.36           81.47 
125  195  1.73        1.49           84.47 
130  195  1.75        1.50           90.36 
135  195  1.54        1.43           98.19 
140  195  1.20        1.32           106.94 
145  195  0.73        1.18           115.62 
150  195  0.09        1.02           123.54 
155  195  -0.84        0.82           130.28 
160  195  -2.20        0.60           135.75 
165  195  -4.24        0.38           140.01 
170  195  -7.42        0.18           143.10 
175  195  -13.19        0.05           145.23 
180  195  -46.49        0.00           177.27 
0  200  -46.49        0.00           2.73 
5  200  -13.49        0.04           143.67 
10  200  -7.57        0.17           142.30 
15  200  -4.34        0.37           139.43 
20  200  -2.28        0.59           135.28 
25  200  -0.90        0.81           129.85 
30  200  0.05        1.01           123.13 
35  200  0.70        1.17           115.23 
40  200  1.17        1.31           106.57 
45  200  1.53        1.42           97.84 
50  200  1.75        1.50           90.04 
55  200  1.74        1.49           84.19 
60  200  1.36        1.37           81.22 
65  200  0.53        1.13           82.17 
70  200  -0.70        0.85           88.38 
75  200  -1.97        0.64           100.80 
80  200  -2.61        0.55           116.78 
85  200  -2.54        0.56           129.32 
90  200  -2.40        0.58           133.80 
95  200  -2.54        0.56           129.39 
100  200  -2.61        0.55           116.91 
105  200  -1.97        0.64           100.97 
110  200  -0.71        0.85           88.57 
115  200  0.52        1.13           82.38 
120  200  1.35        1.36           81.47 
125  200  1.73        1.49           84.47 
130  200  1.75        1.50           90.36 
135  200  1.54        1.43           98.19 
140  200  1.20        1.32           106.94 
145  200  0.73        1.18           115.62 
150  200  0.09        1.02           123.54 
155  200  -0.84        0.82           130.28 
160  200  -2.20        0.60           135.75 
165  200  -4.24        0.38           140.01 
170  200  -7.42        0.18           143.10 
175  200  -13.19        0.05           145.23 
180  200  -46.49        0.00           177.27 
0  205  -46.49        0.00           2.73 
5  205  -13.49        0.04           143.67 
10  205  -7.57        0.17           142.30 
15  205  -4.34        0.37           139.43 
20  205  -2.28        0.59           135.28 
25  205  -0.90        0.81           129.85 
30  205  0.05        1.01           123.13 
35  205  0.70        1.17           115.23 
40  205  1.17        1.31           106.57 
45  205  1.53        1.42           97.84 
50  205  1.75        1.50           90.04 
55  205  1.74        1.49           84.19 
60  205  1.36        1.37           81.22 
65  205  0.53        1.13           82.17 
70  205  -0.70        0.85           88.38 
75  205  -1.97        0.64           100.80 
80  205  -2.61        0.55           116.78 
85  205  -2.54        0.56           129.32 
90  205  -2.40        0.58           133.80 
95  205  -2.54        0.56           129.39 
100  205  -2.61        0.55           116.91 
105  205  -1.97        0.64           100.97 
110  205  -0.71        0.85           88.57 
115  205  0.52        1.13           82.38 
120  205  1.35        1.36           81.47 
125  205  1.73        1.49           84.47 
130  205  1.75        1.50           90.36 
135  205  1.54        1.43           98.19 
140  205  1.20        1.32           106.94 
145  205  0.73        1.18           115.62 
150  205  0.09        1.02           123.54 
155  205  -0.84        0.82           130.28 
160  205  -2.20        0.60           135.75 
165  205  -4.24        0.38           140.01 
170  205  -7.42        0.18           143.10 
175  205  -13.19        0.05           145.23 
180  205  -46.49        0.00           177.27 
0  210  -46.49        0.00           2.73 
5  210  -13.49        0.04           143.67 
10  210  -7.57        0.17           142.30 
15  210  -4.34        0.37           139.43 
20  210  -2.28        0.59           135.28 
25  210  -0.90        0.81           129.85 
30  210  0.05        1.01           123.13 
35  210  0.70        1.17           115.23 
40  210  1.17        1.31           106.57 
45  210  1.53        1.42           97.84 
50  210  1.75        1.50           90.04 
55  210  1.74        1.49           84.19 
60  210  1.36        1.37           81.22 
65  210  0.53        1.13           82.17 
70  210  -0.70        0.85           88.38 
75  210  -1.97        0.64           100.80 
80  210  -2.61        0.55           116.78 
85  210  -2.54        0.56           129.32 
90  210  -2.40        0.58           133.80 
95  210  -2.54        0.56           129.39 
100  210  -2.61        0.55           116.91 
105  210  -1.97        0.64           100.97 
110  210  -0.71        0.85           88.57 
115  210  0.52        1.13           82.38 
120  210  1.35        1.36           81.47 
125  210  1.73        1.49           84.47 
130  210  1.75        1.50           90.36 
135  210  1.54        1.43           98.19 
140  210  1.20        1.32           106.94 
145  210  0.73        1.18           115.62 
150  210  0.09        1.02           123.54 
