freq : 750.00 MHz
SWR : 5.76
 Theta     Phi     Gain(dB)     Gain     Phase(deg) 
65  35  0.53        1.13           82.17 
70  35  -0.70        0.85           88.38 
75  35  -1.97        0.64           100.80 
80  35  -2.61        0.55           116.78 
85  35  -2.54        0.56           129.32 
90  35  -2.40        0.58           133.80 
95  35  -2.54        0.56           129.39 
100  35  -2.61        0.55           116.91 
105  35  -1.97        0.64           100.97 
110  35  -0.71        0.85           88.57 
115  35  0.52        1.13           82.38 
120  35  1.35        1.36           81.47 
125  35  1.73        1.49           84.47 
130  35  1.75        1.50           90.36 
135  35  1.54        1.43           98.19 
140  35  1.20        1.32           106.94 
145  35  0.73        1.18           115.62 
150  35  0.09        1.02           123.54 
155  35  -0.84        0.82           130.28 
160  35  -2.20        0.60           135.75 
165  35  -4.24        0.38           140.01 
170  35  -7.42        0.18           143.10 
175  35  -13.19        0.05           145.23 
180  35  -46.49        0.00           177.27 
0  40  -46.49        0.00           2.73 
5  40  -13.49        0.04           143.67 
10  40  -7.57        0.17           142.30 
15  40  -4.34        0.37           139.43 
20  40  -2.28        0.59           135.28 
25  40  -0.90        0.81           129.85 
30  40  0.05        1.01           123.13 
35  40  0.70        1.17           115.23 
40  40  1.17        1.31           106.57 
45  40  1.53        1.42           97.84 
50  40  1.75        1.50           90.04 
55  40  1.74        1.49           84.19 
60  40  1.36        1.37           81.22 
65  40  0.53        1.13           82.17 
70  40  -0.70        0.85           88.38 
75  40  -1.97        0.64           100.80 
80  40  -2.61        0.55           116.78 
85  40  -2.54        0.56           129.32 
90  40  -2.40        0.58           133.80 
95  40  -2.54        0.56           129.39 
100  40  -2.61        0.55           116.91 
105  40  -1.97        0.64           100.97 
110  40  -0.71        0.85           88.57 
115  40  0.52        1.13           82.38 
120  40  1.35        1.36           81.47 
125  40  1.73        1.49           84.47 
130  40  1.75        1.50           90.36 
135  40  1.54        1.43           98.19 
140  40  1.20        1.32           106.94 
145  40  0.73        1.18           115.62 
150  40  0.09        1.02           123.54 
155  40  -0.84        0.82           130.28 
160  40  -2.20        0.60           135.75 
165  40  -4.24        0.38           140.01 
170  40  -7.42        0.18           143.10 
175  40  -13.19        0.05           145.23 
180  40  -46.49        0.00           177.27 
0  45  -46.49        0.00           2.73 
5  45  -13.49        0.04           143.67 
10  45  -7.57        0.17           142.30 
15  45  -4.34        0.37           139.43 
20  45  -2.28        0.59           135.28 
25  45  -0.90        0.81           129.85 
30  45  0.05        1.01           123.13 
35  45  0.70        1.17           115.23 
40  45  1.17        1.31           106.57 
45  45  1.53        1.42           97.84 
50  45  1.75        1.50           90.04 
55  45  1.74        1.49           84.19 
60  45  1.36        1.37           81.22 
65  45  0.53        1.13           82.17 
70  45  -0.70        0.85           88.38 
75  45  -1.97        0.64           100.80 
80  45  -2.61        0.55           116.78 
85  45  -2.54        0.56           129.32 
90  45  -2.40        0.58           133.80 
95  45  -2.54        0.56           129.39 
100  45  -2.61        0.55           116.91 
105  45  -1.97        0.64           100.97 
110  45  -0.71        0.85           88.57 
115  45  0.52        1.13           82.38 
120  45  1.35        1.36           81.47 
125  45  1.73        1.49           84.47 
130  45  1.75        1.50           90.36 
135  45  1.54        1.43           98.19 
140  45  1.20        1.32           106.94 
145  45  0.73        1.18           115.62 
150  45  0.09        1.02           123.54 
155  45  -0.84        0.82           130.28 
160  45  -2.20        0.60           135.75 
165  45  -4.24        0.38           140.01 
170  45  -7.42        0.18           143.10 
175  45  -13.19        0.05           145.23 
180  45  -46.49        0.00           177.27 
0  50  -46.49        0.00           2.73 
5  50  -13.49        0.04           143.67 
10  50  -7.57        0.17           142.30 
15  50  -4.34        0.37           139.43 
20  50  -2.28        0.59           135.28 
25  50  -0.90        0.81           129.85 
30  50  0.05        1.01           123.13 
35  50  0.70        1.17           115.23 
40  50  1.17        1.31           106.57 
45  50  1.53        1.42           97.84 
50  50  1.75        1.50           90.04 
55  50  1.74        1.49           84.19 
60  50  1.36        1.37           81.22 
65  50  0.53        1.13           82.17 
70  50  -0.70        0.85           88.38 
75  50  -1.97        0.64           100.80 
80  50  -2.61        0.55           116.78 
85  50  -2.54        0.56           129.32 
90  50  -2.40        0.58           133.80 
95  50  -2.54        0.56           129.39 
100  50  -2.61        0.55           116.91 
105  50  -1.97        0.64           100.97 
110  50  -0.71        0.85           88.57 
115  50  0.52        1.13           82.38 
120  50  1.35        1.36           81.47 
125  50  1.73        1.49           84.47 
130  50  1.75        1.50           90.36 
135  50  1.54        1.43           98.19 
140  50  1.20        1.32           106.94 
145  50  0.73        1.18           115.62 
150  50  0.09        1.02           123.54 
155  50  -0.84        0.82           130.28 
160  50  -2.20        0.60           135.75 
165  50  -4.24        0.38           140.01 
170  50  -7.42        0.18           143.10 
175  50  -13.19        0.05           145.23 
180  50  -46.49        0.00           177.27 
0  55  -46.49        0.00           2.73 
5  55  -13.49        0.04           143.67 
10  55  -7.57        0.17           142.30 
15  55  -4.34        0.37           139.43 
20  55  -2.28        0.59           135.28 
25  55  -0.90        0.81           129.85 
30  55  0.05        1.01           123.13 
35  55  0.70        1.17           115.23 
40  55  1.17        1.31           106.57 
45  55  1.53        1.42           97.84 
50  55  1.75        1.50           90.04 
55  55  1.74        1.49           84.19 
60  55  1.36        1.37           81.22 
65  55  0.53        1.13           82.17 
70  55  -0.70        0.85           88.38 
75  55  -1.97        0.64           100.80 
80  55  -2.61        0.55           116.78 
85  55  -2.54        0.56           129.32 
90  55  -2.40        0.58           133.80 
95  55  -2.54        0.56           129.39 
100  55  -2.61        0.55           116.91 
105  55  -1.97        0.64           100.97 
110  55  -0.71        0.85           88.57 
115  55  0.52        1.13           82.38 
120  55  1.35        1.36           81.47 
125  55  1.73        1.49           84.47 
130  55  1.75        1.50           90.36 
135  55  1.54        1.43           98.19 
140  55  1.20        1.32           106.94 
145  55  0.73        1.18           115.62 
150  55  0.09        1.02           123.54 
155  55  -0.84        0.82           130.28 
160  55  -2.20        0.60           135.75 
165  55  -4.24        0.38           140.01 
170  55  -7.42        0.18           143.10 
175  55  -13.19        0.05           145.23 
180  55  -46.49        0.00           177.27 
0  60  -46.49        0.00           2.73 
5  60  -13.49        0.04           143.67 
10  60  -7.57        0.17           142.30 
15  60  -4.34        0.37           139.43 
20  60  -2.28        0.59           135.28 
25  60  -0.90        0.81           129.85 
30  60  0.05        1.01           123.13 
35  60  0.70        1.17           115.23 
40  60  1.17        1.31           106.57 
45  60  1.53        1.42           97.84 
50  60  1.75        1.50           90.04 
55  60  1.74        1.49           84.19 
60  60  1.36        1.37           81.22 
65  60  0.53        1.13           82.17 
70  60  -0.70        0.85           88.38 
75  60  -1.97        0.64           100.80 
80  60  -2.61        0.55           116.78 
85  60  -2.54        0.56           129.32 
90  60  -2.40        0.58           133.80 
95  60  -2.54        0.56           129.39 
100  60  -2.61        0.55           116.91 
105  60  -1.97        0.64           100.97 
110  60  -0.71        0.85           88.57 
115  60  0.52        1.13           82.38 
120  60  1.35        1.36           81.47 
125  60  1.73        1.49           84.47 
130  60  1.75        1.50           90.36 
135  60  1.54        1.43           98.19 
140  60  1.20        1.32           106.94 
145  60  0.73        1.18           115.62 
150  60  0.09        1.02           123.54 
155  60  -0.84        0.82           130.28 
160  60  -2.20        0.60           135.75 
165  60  -4.24        0.38           140.01 
170  60  -7.42        0.18           143.10 
175  60  -13.19        0.05           145.23 
180  60  -46.49        0.00           177.27 
0  65  -46.49        0.00           2.73 
5  65  -13.49        0.04           143.67 
10  65  -7.57        0.17           142.30 
15  65  -4.34        0.37           139.43 
20  65  -2.28        0.59           135.28 
25  65  -0.90        0.81           129.85 
30  65  0.05        1.01           123.13 
35  65  0.70        1.17           115.23 
40  65  1.17        1.31           106.57 
45  65  1.53        1.42           97.84 
50  65  1.75        1.50           90.04 
55  65  1.74        1.49           84.19 
60  65  1.36        1.37           81.22 
65  65  0.53        1.13           82.17 
70  65  -0.70        0.85           88.38 
75  65  -1.97        0.64           100.80 
80  65  -2.61        0.55           116.78 
85  65  -2.54        0.56           129.32 
90  65  -2.40        0.58           133.80 
95  65  -2.54        0.56           129.39 
100  65  -2.61        0.55           116.91 
105  65  -1.97        0.64           100.97 
110  65  -0.71        0.85           88.57 
115  65  0.52        1.13           82.38 
120  65  1.35        1.36           81.47 
125  65  1.73        1.49           84.47 
130  65  1.75        1.50           90.36 
135  65  1.54        1.43           98.19 
140  65  1.20        1.32           106.94 
145  65  0.73        1.18           115.62 
150  65  0.09        1.02           123.54 
155  65  -0.84        0.82           130.28 
160  65  -2.20        0.60           135.75 
165  65  -4.24        0.38           140.01 
170  65  -7.42        0.18           143.10 
175  65  -13.19        0.05           145.23 
180  65  -46.49        0.00           177.27 
0  70  -46.49        0.00           2.73 
5  70  -13.49        0.04           143.67 
10  70  -7.57        0.17           142.30 
15  70  -4.34        0.37           139.43 
20  70  -2.28        0.59           135.28 
25  70  -0.90        0.81           129.85 
30  70  0.05        1.01           123.13 
35  70  0.70        1.17           115.23 
40  70  1.17        1.31           106.57 
45  70  1.53        1.42           97.84 
50  70  1.75        1.50           90.04 
55  70  1.74        1.49           84.19 
60  70  1.36        1.37           81.22 
65  70  0.53        1.13           82.17 
70  70  -0.70        0.85           88.38 
75  70  -1.97        0.64           100.80 
80  70  -2.61        0.55           116.78 
85  70  -2.54        0.56           129.32 
90  70  -2.40        0.58           133.80 
95  70  -2.54        0.56           129.39 
100  70  -2.61        0.55           116.91 
105  70  -1.97        0.64           100.97 
110  70  -0.71        0.85           88.57 
115  70  0.52        1.13           82.38 
120  70  1.35        1.36           81.47 
125  70  1.73        1.49           84.47 
130  70  1.75        1.50           90.36 
135  70  1.54        1.43           98.19 
140  70  1.20        1.32           106.94 
145  70  0.73        1.18           115.62 
150  70  0.09        1.02           123.54 
155  70  -0.84        0.82           130.28 
160  70  -2.20        0.60           135.75 
165  70  -4.24        0.38           140.01 
170  70  -7.42        0.18           143.10 
175  70  -13.19        0.05           145.23 
180  70  -46.49        0.00           177.27 
0  75  -46.49        0.00           2.73 
5  75  -13.49        0.04           143.67 
10  75  -7.57        0.17           142.30 
15  75  -4.34        0.37           139.43 
20  75  -2.28        0.59           135.28 
25  75  -0.90        0.81           129.85 
30  75  0.05        1.01           123.13 
35  75  0.70        1.17           115.23 
40  75  1.17        1.31           106.57 
45  75  1.53        1.42           97.84 
50  75  1.75        1.50           90.04 
55  75  1.74        1.49           84.19 
60  75  1.36        1.37           81.22 
65  75  0.53        1.13           82.17 
70  75  -0.70        0.85           88.38 
75  75  -1.97        0.64           100.80 
80  75  -2.61        0.55           116.78 
85  75  -2.54        0.56           129.32 
90  75  -2.40        0.58           133.80 
95  75  -2.54        0.56           129.39 
100  75  -2.61        0.55           116.91 
105  75  -1.97        0.64           100.97 
110  75  -0.71        0.85           88.57 
115  75  0.52        1.13           82.38 
120  75  1.35        1.36           81.47 
125  75  1.73        1.49           84.47 
130  75  1.75        1.50           90.36 
135  75  1.54        1.43           98.19 
140  75  1.20        1.32           106.94 
145  75  0.73        1.18           115.62 
150  75  0.09        1.02           123.54 
155  75  -0.84        0.82           130.28 
160  75  -2.20        0.60           135.75 
165  75  -4.24        0.38           140.01 
170  75  -7.42        0.18           143.10 
175  75  -13.19        0.05           145.23 
180  75  -46.49        0.00           177.27 
0  80  -46.49        0.00           2.73 
5  80  -13.49        0.04           143.67 
10  80  -7.57        0.17           142.30 
15  80  -4.34        0.37           139.43 
20  80  -2.28        0.59           135.28 
25  80  -0.90        0.81           129.85 
30  80  0.05        1.01           123.13 
35  80  0.70        1.17           115.23 
40  80  1.17        1.31           106.57 
45  80  1.53        1.42           97.84 
50  80  1.75        1.50           90.04 
55  80  1.74        1.49           84.19 
60  80  1.36        1.37           81.22 
65  80  0.53        1.13           82.17 
70  80  -0.70        0.85           88.38 
75  80  -1.97        0.64           100.80 
80  80  -2.61        0.55           116.78 
85  80  -2.54        0.56           129.32 
90  80  -2.40        0.58           133.80 
95  80  -2.54        0.56           129.39 
100  80  -2.61        0.55           116.91 
105  80  -1.97        0.64           100.97 
110  80  -0.71        0.85           88.57 
115  80  0.52        1.13           82.38 
120  80  1.35        1.36           81.47 
125  80  1.73        1.49           84.47 
130  80  1.75        1.50           90.36 
135  80  1.54        1.43           98.19 
140  80  1.20        1.32           106.94 
145  80  0.73        1.18           115.62 
150  80  0.09        1.02           123.54 
155  80  -0.84        0.82           130.28 
160  80  -2.20        0.60           135.75 
165  80  -4.24        0.38           140.01 
170  80  -7.42        0.18           143.10 
175  80  -13.19        0.05           145.23 
180  80  -46.49        0.00           177.27 
0  85  -46.49        0.00           2.73 
5  85  -13.49        0.04           143.67 
10  85  -7.57        0.17           142.30 
15  85  -4.34        0.37           139.43 
20  85  -2.28        0.59           135.28 
25  85  -0.90        0.81           129.85 
30  85  0.05        1.01           123.13 
35  85  0.70        1.17           115.23 
40  85  1.17        1.31           106.57 
45  85  1.53        1.42           97.84 
50  85  1.75        1.50           90.04 
55  85  1.74        1.49           84.19 
60  85  1.36        1.37           81.22 
65  85  0.53        1.13           82.17 
70  85  -0.70        0.85           88.38 
75  85  -1.97        0.64           100.80 
80  85  -2.61        0.55           116.78 
85  85  -2.54        0.56           129.32 
90  85  -2.40        0.58           133.80 
95  85  -2.54        0.56           129.39 
100  85  -2.61        0.55           116.91 
105  85  -1.97        0.64           100.97 
110  85  -0.71        0.85           88.57 
115  85  0.52        1.13           82.38 
120  85  1.35        1.36           81.47 
125  85  1.73        1.49           84.47 
130  85  1.75        1.50           90.36 
135  85  1.54        1.43           98.19 
140  85  1.20        1.32           106.94 
145  85  0.73        1.18           115.62 
150  85  0.09        1.02           123.54 
155  85  -0.84        0.82           130.28 
160  85  -2.20        0.60           135.75 
165  85  -4.24        0.38           140.01 
170  85  -7.42        0.18           143.10 
175  85  -13.19        0.05           145.23 
180  85  -46.49        0.00           177.27 
0  90  -46.49        0.00           2.73 
5  90  -13.49        0.04           143.67 
10  90  -7.57        0.17           142.30 
15  90  -4.34        0.37           139.43 
20  90  -2.28        0.59           135.28 
25  90  -0.90        0.81           129.85 
30  90  0.05        1.01           123.13 
35  90  0.70        1.17           115.23 
40  90  1.17        1.31           106.57 
45  90  1.53        1.42           97.84 
50  90  1.75        1.50           90.04 
55  90  1.74        1.49           84.19 
60  90  1.36        1.37           81.22 
65  90  0.53        1.13           82.17 
70  90  -0.70        0.85           88.38 
75  90  -1.97        0.64           100.80 
80  90  -2.61        0.55           116.78 
85  90  -2.54        0.56           129.32 
90  90  -2.40        0.58           133.80 
95  90  -2.54        0.56           129.39 
100  90  -2.61        0.55           116.91 
105  90  -1.97        0.64           100.97 
110  90  -0.71        0.85           88.57 
115  90  0.52        1.13           82.38 
120  90  1.35        1.36           81.47 
125  90  1.73        1.49           84.47 
130  90  1.75        1.50           90.36 
135  90  1.54        1.43           98.19 
140  90  1.20        1.32           106.94 
145  90  0.73        1.18           115.62 
150  90  0.09        1.02           123.54 
155  90  -0.84        0.82           130.28 
160  90  -2.20        0.60           135.75 
165  90  -4.24        0.38           140.01 
170  90  -7.42        0.18           143.10 
175  90  -13.19        0.05           145.23 
180  90  -46.49        0.00           177.27 
0  95  -46.49        0.00           2.73 
5  95  -13.49        0.04           143.67 
10  95  -7.57        0.17           142.30 
15  95  -4.34        0.37           139.43 
20  95  -2.28        0.59           135.28 
25  95  -0.90        0.81           129.85 
30  95  0.05        1.01           123.13 
35  95  0.70        1.17           115.23 
40  95  1.17        1.31           106.57 
45  95  1.53        1.42           97.84 
50  95  1.75        1.50           90.04 
55  95  1.74        1.49           84.19 
60  95  1.36        1.37           81.22 
65  95  0.53        1.13           82.17 
70  95  -0.70        0.85           88.38 
75  95  -1.97        0.64           100.80 
80  95  -2.61        0.55           116.78 
85  95  -2.54        0.56           129.32 
90  95  -2.40        0.58           133.80 
95  95  -2.54        0.56           129.39 
100  95  -2.61        0.55           116.91 
105  95  -1.97        0.64           100.97 
110  95  -0.71        0.85           88.57 
115  95  0.52        1.13           82.38 
120  95  1.35        1.36           81.47 
125  95  1.73        1.49           84.47 
130  95  1.75        1.50           90.36 
135  95  1.54        1.43           98.19 
140  95  1.20        1.32           106.94 
145  95  0.73        1.18           115.62 
150  95  0.09        1.02           123.54 
155  95  -0.84        0.82           130.28 
160  95  -2.20        0.60           135.75 
165  95  -4.24        0.38           140.01 
170  95  -7.42        0.18           143.10 
175  95  -13.19        0.05           145.23 
180  95  -46.49        0.00           177.27 
0  100  -46.49        0.00           2.73 
5  100  -13.49        0.04           143.67 
10  100  -7.57        0.17           142.30 
15  100  -4.34        0.37           139.43 
20  100  -2.28        0.59           135.28 
25  100  -0.90        0.81           129.85 
30  100  0.05        1.01           123.13 
35  100  0.70        1.17           115.23 
40  100  1.17        1.31           106.57 
45  100  1.53        1.42           97.84 
50  100  1.75        1.50           90.04 
55  100  1.74        1.49           84.19 
60  100  1.36        1.37           81.22 
65  100  0.53        1.13           82.17 
70  100  -0.70        0.85           88.38 
75  100  -1.97        0.64           100.80 
80  100  -2.61        0.55           116.78 
85  100  -2.54        0.56           129.32 
90  100  -2.40        0.58           133.80 
95  100  -2.54        0.56           129.39 
100  100  -2.61        0.55           116.91 
105  100  -1.97        0.64           100.97 
110  100  -0.71        0.85           88.57 
115  100  0.52        1.13           82.38 
120  100  1.35        1.36           81.47 
125  100  1.73        1.49           84.47 
130  100  1.75        1.50           90.36 
135  100  1.54        1.43           98.19 
140  100  1.20        1.32           106.94 
145  100  0.73        1.18           115.62 
150  100  0.09        1.02           123.54 
155  100  -0.84        0.82           130.28 
160  100  -2.20        0.60           135.75 
165  100  -4.24        0.38           140.01 
170  100  -7.42        0.18           143.10 
175  100  -13.19        0.05           145.23 
180  100  -46.49        0.00           177.27 
0  105  -46.49        0.00           2.73 
5  105  -13.49        0.04           143.67 
10  105  -7.57        0.17           142.30 
15  105  -4.34        0.37           139.43 
20  105  -2.28        0.59           135.28 
25  105  -0.90        0.81           129.85 
30  105  0.05        1.01           123.13 
35  105  0.70        1.17           115.23 
40  105  1.17        1.31           106.57 
45  105  1.53        1.42           97.84 
50  105  1.75        1.50           90.04 
55  105  1.74        1.49           84.19 
60  105  1.36        1.37           81.22 
65  105  0.53        1.13           82.17 
