freq : 500.00 MHz
SWR : 3.52
 Theta     Phi     Gain(dB)     Gain     Phase(deg) 
120  40  0.34        1.08           132.23 
125  40  1.04        1.27           124.38 
130  40  1.51        1.42           118.40 
135  40  1.68        1.47           113.79 
140  40  1.54        1.43           110.17 
145  40  1.08        1.28           107.23 
150  40  0.27        1.06           104.83 
155  40  -0.91        0.81           102.87 
160  40  -2.55        0.56           101.25 
165  40  -4.85        0.33           -99.97 
170  40  -8.24        0.15           -99.07 
175  40  -14.18        0.04           -98.65 
180  40  -58.77        0.00           177.01 
0  45  -58.77        0.00           2.99 
5  45  -14.20        0.04           -97.99 
10  45  -8.25        0.15           -98.74 
15  45  -4.85        0.33           -99.75 
20  45  -2.56        0.55           101.09 
25  45  -0.91        0.81           102.74 
30  45  0.27        1.06           104.72 
35  45  1.07        1.28           107.13 
40  45  1.53        1.42           110.08 
45  45  1.67        1.47           113.71 
50  45  1.50        1.41           118.32 
55  45  1.03        1.27           124.32 
60  45  0.33        1.08           132.17 
65  45  -0.46        0.90           142.34 
70  45  -1.14        0.77           154.55 
75  45  -1.48        0.71           167.32 
80  45  -1.47        0.71           178.11 
85  45  -1.32        0.74           174.92 
90  45  -1.24        0.75           172.58 
95  45  -1.32        0.74           174.92 
100  45  -1.46        0.71           178.11 
105  45  -1.47        0.71           167.32 
110  45  -1.13        0.77           154.58 
115  45  -0.45        0.90           142.38 
120  45  0.34        1.08           132.23 
125  45  1.04        1.27           124.38 
130  45  1.51        1.42           118.40 
135  45  1.68        1.47           113.79 
140  45  1.54        1.43           110.17 
145  45  1.08        1.28           107.23 
150  45  0.27        1.06           104.83 
155  45  -0.91        0.81           102.87 
160  45  -2.55        0.56           101.25 
165  45  -4.85        0.33           -99.97 
170  45  -8.24        0.15           -99.07 
175  45  -14.18        0.04           -98.65 
180  45  -58.77        0.00           177.01 
0  50  -58.77        0.00           2.99 
5  50  -14.20        0.04           -97.99 
10  50  -8.25        0.15           -98.74 
15  50  -4.85        0.33           -99.75 
20  50  -2.56        0.55           101.09 
25  50  -0.91        0.81           102.74 
30  50  0.27        1.06           104.72 
35  50  1.07        1.28           107.13 
40  50  1.53        1.42           110.08 
45  50  1.67        1.47           113.71 
50  50  1.50        1.41           118.32 
55  50  1.03        1.27           124.32 
60  50  0.33        1.08           132.17 
65  50  -0.46        0.90           142.34 
70  50  -1.14        0.77           154.55 
75  50  -1.48        0.71           167.32 
80  50  -1.47        0.71           178.11 
85  50  -1.32        0.74           174.92 
90  50  -1.24        0.75           172.58 
95  50  -1.32        0.74           174.92 
100  50  -1.46        0.71           178.11 
105  50  -1.47        0.71           167.32 
110  50  -1.13        0.77           154.58 
115  50  -0.45        0.90           142.38 
120  50  0.34        1.08           132.23 
125  50  1.04        1.27           124.38 
130  50  1.51        1.42           118.40 
135  50  1.68        1.47           113.79 
140  50  1.54        1.43           110.17 
145  50  1.08        1.28           107.23 
150  50  0.27        1.06           104.83 
155  50  -0.91        0.81           102.87 
160  50  -2.55        0.56           101.25 
165  50  -4.85        0.33           -99.97 
170  50  -8.24        0.15           -99.07 
175  50  -14.18        0.04           -98.65 
180  50  -58.77        0.00           177.01 
0  55  -58.77        0.00           2.99 
5  55  -14.20        0.04           -97.99 
10  55  -8.25        0.15           -98.74 
15  55  -4.85        0.33           -99.75 
20  55  -2.56        0.55           101.09 
25  55  -0.91        0.81           102.74 
30  55  0.27        1.06           104.72 
35  55  1.07        1.28           107.13 
40  55  1.53        1.42           110.08 
45  55  1.67        1.47           113.71 
50  55  1.50        1.41           118.32 
55  55  1.03        1.27           124.32 
60  55  0.33        1.08           132.17 
65  55  -0.46        0.90           142.34 
70  55  -1.14        0.77           154.55 
75  55  -1.48        0.71           167.32 
80  55  -1.47        0.71           178.11 
85  55  -1.32        0.74           174.92 
90  55  -1.24        0.75           172.58 
95  55  -1.32        0.74           174.92 
100  55  -1.46        0.71           178.11 
105  55  -1.47        0.71           167.32 
110  55  -1.13        0.77           154.58 
115  55  -0.45        0.90           142.38 
120  55  0.34        1.08           132.23 
125  55  1.04        1.27           124.38 
130  55  1.51        1.42           118.40 
135  55  1.68        1.47           113.79 
140  55  1.54        1.43           110.17 
145  55  1.08        1.28           107.23 
150  55  0.27        1.06           104.83 
155  55  -0.91        0.81           102.87 
160  55  -2.55        0.56           101.25 
165  55  -4.85        0.33           -99.97 
170  55  -8.24        0.15           -99.07 
175  55  -14.18        0.04           -98.65 
180  55  -58.77        0.00           177.01 
0  60  -58.77        0.00           2.99 
5  60  -14.20        0.04           -97.99 
10  60  -8.25        0.15           -98.74 
15  60  -4.85        0.33           -99.75 
20  60  -2.56        0.55           101.09 
25  60  -0.91        0.81           102.74 
30  60  0.27        1.06           104.72 
35  60  1.07        1.28           107.13 
40  60  1.53        1.42           110.08 
45  60  1.67        1.47           113.71 
50  60  1.50        1.41           118.32 
55  60  1.03        1.27           124.32 
60  60  0.33        1.08           132.17 
65  60  -0.46        0.90           142.34 
70  60  -1.14        0.77           154.55 
75  60  -1.48        0.71           167.32 
80  60  -1.47        0.71           178.11 
85  60  -1.32        0.74           174.92 
90  60  -1.24        0.75           172.58 
95  60  -1.32        0.74           174.92 
100  60  -1.46        0.71           178.11 
105  60  -1.47        0.71           167.32 
110  60  -1.13        0.77           154.58 
115  60  -0.45        0.90           142.38 
120  60  0.34        1.08           132.23 
125  60  1.04        1.27           124.38 
130  60  1.51        1.42           118.40 
135  60  1.68        1.47           113.79 
140  60  1.54        1.43           110.17 
145  60  1.08        1.28           107.23 
150  60  0.27        1.06           104.83 
155  60  -0.91        0.81           102.87 
160  60  -2.55        0.56           101.25 
165  60  -4.85        0.33           -99.97 
170  60  -8.24        0.15           -99.07 
175  60  -14.18        0.04           -98.65 
180  60  -58.77        0.00           177.01 
0  65  -58.77        0.00           2.99 
5  65  -14.20        0.04           -97.99 
10  65  -8.25        0.15           -98.74 
15  65  -4.85        0.33           -99.75 
20  65  -2.56        0.55           101.09 
25  65  -0.91        0.81           102.74 
30  65  0.27        1.06           104.72 
35  65  1.07        1.28           107.13 
40  65  1.53        1.42           110.08 
45  65  1.67        1.47           113.71 
50  65  1.50        1.41           118.32 
55  65  1.03        1.27           124.32 
60  65  0.33        1.08           132.17 
65  65  -0.46        0.90           142.34 
70  65  -1.14        0.77           154.55 
75  65  -1.48        0.71           167.32 
80  65  -1.47        0.71           178.11 
85  65  -1.32        0.74           174.92 
90  65  -1.24        0.75           172.58 
95  65  -1.32        0.74           174.92 
100  65  -1.46        0.71           178.11 
105  65  -1.47        0.71           167.32 
110  65  -1.13        0.77           154.58 
115  65  -0.45        0.90           142.38 
120  65  0.34        1.08           132.23 
125  65  1.04        1.27           124.38 
130  65  1.51        1.42           118.40 
135  65  1.68        1.47           113.79 
140  65  1.54        1.43           110.17 
145  65  1.08        1.28           107.23 
150  65  0.27        1.06           104.83 
155  65  -0.91        0.81           102.87 
160  65  -2.55        0.56           101.25 
165  65  -4.85        0.33           -99.97 
170  65  -8.24        0.15           -99.07 
175  65  -14.18        0.04           -98.65 
180  65  -58.77        0.00           177.01 
0  70  -58.77        0.00           2.99 
5  70  -14.20        0.04           -97.99 
10  70  -8.25        0.15           -98.74 
15  70  -4.85        0.33           -99.75 
20  70  -2.56        0.55           101.09 
25  70  -0.91        0.81           102.74 
30  70  0.27        1.06           104.72 
35  70  1.07        1.28           107.13 
40  70  1.53        1.42           110.08 
45  70  1.67        1.47           113.71 
50  70  1.50        1.41           118.32 
55  70  1.03        1.27           124.32 
60  70  0.33        1.08           132.17 
65  70  -0.46        0.90           142.34 
70  70  -1.14        0.77           154.55 
75  70  -1.48        0.71           167.32 
80  70  -1.47        0.71           178.11 
85  70  -1.32        0.74           174.92 
90  70  -1.24        0.75           172.58 
95  70  -1.32        0.74           174.92 
100  70  -1.46        0.71           178.11 
105  70  -1.47        0.71           167.32 
110  70  -1.13        0.77           154.58 
115  70  -0.45        0.90           142.38 
120  70  0.34        1.08           132.23 
125  70  1.04        1.27           124.38 
130  70  1.51        1.42           118.40 
135  70  1.68        1.47           113.79 
140  70  1.54        1.43           110.17 
145  70  1.08        1.28           107.23 
150  70  0.27        1.06           104.83 
155  70  -0.91        0.81           102.87 
160  70  -2.55        0.56           101.25 
165  70  -4.85        0.33           -99.97 
170  70  -8.24        0.15           -99.07 
175  70  -14.18        0.04           -98.65 
180  70  -58.77        0.00           177.01 
0  75  -58.77        0.00           2.99 
5  75  -14.20        0.04           -97.99 
10  75  -8.25        0.15           -98.74 
15  75  -4.85        0.33           -99.75 
20  75  -2.56        0.55           101.09 
25  75  -0.91        0.81           102.74 
30  75  0.27        1.06           104.72 
35  75  1.07        1.28           107.13 
40  75  1.53        1.42           110.08 
45  75  1.67        1.47           113.71 
50  75  1.50        1.41           118.32 
55  75  1.03        1.27           124.32 
60  75  0.33        1.08           132.17 
65  75  -0.46        0.90           142.34 
70  75  -1.14        0.77           154.55 
75  75  -1.48        0.71           167.32 
80  75  -1.47        0.71           178.11 
85  75  -1.32        0.74           174.92 
90  75  -1.24        0.75           172.58 
95  75  -1.32        0.74           174.92 
100  75  -1.46        0.71           178.11 
105  75  -1.47        0.71           167.32 
110  75  -1.13        0.77           154.58 
115  75  -0.45        0.90           142.38 
120  75  0.34        1.08           132.23 
125  75  1.04        1.27           124.38 
130  75  1.51        1.42           118.40 
135  75  1.68        1.47           113.79 
140  75  1.54        1.43           110.17 
145  75  1.08        1.28           107.23 
150  75  0.27        1.06           104.83 
155  75  -0.91        0.81           102.87 
160  75  -2.55        0.56           101.25 
165  75  -4.85        0.33           -99.97 
170  75  -8.24        0.15           -99.07 
175  75  -14.18        0.04           -98.65 
180  75  -58.77        0.00           177.01 
0  80  -58.77        0.00           2.99 
5  80  -14.20        0.04           -97.99 
10  80  -8.25        0.15           -98.74 
15  80  -4.85        0.33           -99.75 
20  80  -2.56        0.55           101.09 
25  80  -0.91        0.81           102.74 
30  80  0.27        1.06           104.72 
35  80  1.07        1.28           107.13 
40  80  1.53        1.42           110.08 
45  80  1.67        1.47           113.71 
50  80  1.50        1.41           118.32 
55  80  1.03        1.27           124.32 
60  80  0.33        1.08           132.17 
65  80  -0.46        0.90           142.34 
70  80  -1.14        0.77           154.55 
75  80  -1.48        0.71           167.32 
80  80  -1.47        0.71           178.11 
85  80  -1.32        0.74           174.92 
90  80  -1.24        0.75           172.58 
95  80  -1.32        0.74           174.92 
100  80  -1.46        0.71           178.11 
105  80  -1.47        0.71           167.32 
110  80  -1.13        0.77           154.58 
115  80  -0.45        0.90           142.38 
120  80  0.34        1.08           132.23 
125  80  1.04        1.27           124.38 
130  80  1.51        1.42           118.40 
135  80  1.68        1.47           113.79 
140  80  1.54        1.43           110.17 
145  80  1.08        1.28           107.23 
150  80  0.27        1.06           104.83 
155  80  -0.91        0.81           102.87 
160  80  -2.55        0.56           101.25 
165  80  -4.85        0.33           -99.97 
170  80  -8.24        0.15           -99.07 
175  80  -14.18        0.04           -98.65 
180  80  -58.77        0.00           177.01 
0  85  -58.77        0.00           2.99 
5  85  -14.20        0.04           -97.99 
10  85  -8.25        0.15           -98.74 
15  85  -4.85        0.33           -99.75 
20  85  -2.56        0.55           101.09 
25  85  -0.91        0.81           102.74 
30  85  0.27        1.06           104.72 
35  85  1.07        1.28           107.13 
40  85  1.53        1.42           110.08 
45  85  1.67        1.47           113.71 
50  85  1.50        1.41           118.32 
55  85  1.03        1.27           124.32 
60  85  0.33        1.08           132.17 
65  85  -0.46        0.90           142.34 
70  85  -1.14        0.77           154.55 
75  85  -1.48        0.71           167.32 
80  85  -1.47        0.71           178.11 
85  85  -1.32        0.74           174.92 
90  85  -1.24        0.75           172.58 
95  85  -1.32        0.74           174.92 
100  85  -1.46        0.71           178.11 
105  85  -1.47        0.71           167.32 
110  85  -1.13        0.77           154.58 
115  85  -0.45        0.90           142.38 
120  85  0.34        1.08           132.23 
125  85  1.04        1.27           124.38 
130  85  1.51        1.42           118.40 
135  85  1.68        1.47           113.79 
140  85  1.54        1.43           110.17 
145  85  1.08        1.28           107.23 
150  85  0.27        1.06           104.83 
155  85  -0.91        0.81           102.87 
160  85  -2.55        0.56           101.25 
165  85  -4.85        0.33           -99.97 
170  85  -8.24        0.15           -99.07 
175  85  -14.18        0.04           -98.65 
180  85  -58.77        0.00           177.01 
0  90  -58.77        0.00           2.99 
5  90  -14.20        0.04           -97.99 
10  90  -8.25        0.15           -98.74 
15  90  -4.85        0.33           -99.75 
20  90  -2.56        0.55           101.09 
25  90  -0.91        0.81           102.74 
30  90  0.27        1.06           104.72 
35  90  1.07        1.28           107.13 
40  90  1.53        1.42           110.08 
45  90  1.67        1.47           113.71 
50  90  1.50        1.41           118.32 
55  90  1.03        1.27           124.32 
60  90  0.33        1.08           132.17 
65  90  -0.46        0.90           142.34 
70  90  -1.14        0.77           154.55 
75  90  -1.48        0.71           167.32 
80  90  -1.47        0.71           178.11 
85  90  -1.32        0.74           174.92 
90  90  -1.24        0.75           172.58 
95  90  -1.32        0.74           174.92 
100  90  -1.46        0.71           178.11 
105  90  -1.47        0.71           167.32 
110  90  -1.13        0.77           154.58 
115  90  -0.45        0.90           142.38 
120  90  0.34        1.08           132.23 
125  90  1.04        1.27           124.38 
130  90  1.51        1.42           118.40 
135  90  1.68        1.47           113.79 
140  90  1.54        1.43           110.17 
145  90  1.08        1.28           107.23 
150  90  0.27        1.06           104.83 
155  90  -0.91        0.81           102.87 
160  90  -2.55        0.56           101.25 
165  90  -4.85        0.33           -99.97 
170  90  -8.24        0.15           -99.07 
175  90  -14.18        0.04           -98.65 
180  90  -58.77        0.00           177.01 
0  95  -58.77        0.00           2.99 
5  95  -14.20        0.04           -97.99 
10  95  -8.25        0.15           -98.74 
15  95  -4.85        0.33           -99.75 
20  95  -2.56        0.55           101.09 
25  95  -0.91        0.81           102.74 
30  95  0.27        1.06           104.72 
35  95  1.07        1.28           107.13 
40  95  1.53        1.42           110.08 
45  95  1.67        1.47           113.71 
50  95  1.50        1.41           118.32 
55  95  1.03        1.27           124.32 
60  95  0.33        1.08           132.17 
65  95  -0.46        0.90           142.34 
70  95  -1.14        0.77           154.55 
75  95  -1.48        0.71           167.32 
80  95  -1.47        0.71           178.11 
85  95  -1.32        0.74           174.92 
90  95  -1.24        0.75           172.58 
95  95  -1.32        0.74           174.92 
100  95  -1.46        0.71           178.11 
105  95  -1.47        0.71           167.32 
110  95  -1.13        0.77           154.58 
115  95  -0.45        0.90           142.38 
120  95  0.34        1.08           132.23 
125  95  1.04        1.27           124.38 
130  95  1.51        1.42           118.40 
135  95  1.68        1.47           113.79 
140  95  1.54        1.43           110.17 
145  95  1.08        1.28           107.23 
150  95  0.27        1.06           104.83 
155  95  -0.91        0.81           102.87 
160  95  -2.55        0.56           101.25 
165  95  -4.85        0.33           -99.97 
170  95  -8.24        0.15           -99.07 
175  95  -14.18        0.04           -98.65 
180  95  -58.77        0.00           177.01 
0  100  -58.77        0.00           2.99 
5  100  -14.20        0.04           -97.99 
10  100  -8.25        0.15           -98.74 
15  100  -4.85        0.33           -99.75 
20  100  -2.56        0.55           101.09 
25  100  -0.91        0.81           102.74 
30  100  0.27        1.06           104.72 
35  100  1.07        1.28           107.13 
40  100  1.53        1.42           110.08 
45  100  1.67        1.47           113.71 
50  100  1.50        1.41           118.32 
55  100  1.03        1.27           124.32 
60  100  0.33        1.08           132.17 
65  100  -0.46        0.90           142.34 
70  100  -1.14        0.77           154.55 
75  100  -1.48        0.71           167.32 
80  100  -1.47        0.71           178.11 
85  100  -1.32        0.74           174.92 
90  100  -1.24        0.75           172.58 
95  100  -1.32        0.74           174.92 
100  100  -1.46        0.71           178.11 
105  100  -1.47        0.71           167.32 
110  100  -1.13        0.77           154.58 
115  100  -0.45        0.90           142.38 
120  100  0.34        1.08           132.23 
125  100  1.04        1.27           124.38 
130  100  1.51        1.42           118.40 
135  100  1.68        1.47           113.79 
140  100  1.54        1.43           110.17 
145  100  1.08        1.28           107.23 
150  100  0.27        1.06           104.83 
155  100  -0.91        0.81           102.87 
160  100  -2.55        0.56           101.25 
165  100  -4.85        0.33           -99.97 
170  100  -8.24        0.15           -99.07 
175  100  -14.18        0.04           -98.65 
180  100  -58.77        0.00           177.01 
0  105  -58.77        0.00           2.99 
5  105  -14.20        0.04           -97.99 
10  105  -8.25        0.15           -98.74 
15  105  -4.85        0.33           -99.75 
