freq : 500.00 MHz
SWR : 3.52
 Theta     Phi     Gain(dB)     Gain     Phase(deg) 
20  105  -2.56        0.55           101.09 
25  105  -0.91        0.81           102.74 
30  105  0.27        1.06           104.72 
35  105  1.07        1.28           107.13 
40  105  1.53        1.42           110.08 
45  105  1.67        1.47           113.71 
50  105  1.50        1.41           118.32 
55  105  1.03        1.27           124.32 
60  105  0.33        1.08           132.17 
65  105  -0.46        0.90           142.34 
70  105  -1.14        0.77           154.55 
75  105  -1.48        0.71           167.32 
80  105  -1.47        0.71           178.11 
85  105  -1.32        0.74           174.92 
90  105  -1.24        0.75           172.58 
95  105  -1.32        0.74           174.92 
100  105  -1.46        0.71           178.11 
105  105  -1.47        0.71           167.32 
110  105  -1.13        0.77           154.58 
115  105  -0.45        0.90           142.38 
120  105  0.34        1.08           132.23 
125  105  1.04        1.27           124.38 
130  105  1.51        1.42           118.40 
135  105  1.68        1.47           113.79 
140  105  1.54        1.43           110.17 
145  105  1.08        1.28           107.23 
150  105  0.27        1.06           104.83 
155  105  -0.91        0.81           102.87 
160  105  -2.55        0.56           101.25 
165  105  -4.85        0.33           -99.97 
170  105  -8.24        0.15           -99.07 
175  105  -14.18        0.04           -98.65 
180  105  -58.77        0.00           177.01 
0  110  -58.77        0.00           2.99 
5  110  -14.20        0.04           -97.99 
10  110  -8.25        0.15           -98.74 
15  110  -4.85        0.33           -99.75 
20  110  -2.56        0.55           101.09 
25  110  -0.91        0.81           102.74 
30  110  0.27        1.06           104.72 
35  110  1.07        1.28           107.13 
40  110  1.53        1.42           110.08 
45  110  1.67        1.47           113.71 
50  110  1.50        1.41           118.32 
55  110  1.03        1.27           124.32 
60  110  0.33        1.08           132.17 
65  110  -0.46        0.90           142.34 
70  110  -1.14        0.77           154.55 
75  110  -1.48        0.71           167.32 
80  110  -1.47        0.71           178.11 
85  110  -1.32        0.74           174.92 
90  110  -1.24        0.75           172.58 
95  110  -1.32        0.74           174.92 
100  110  -1.46        0.71           178.11 
105  110  -1.47        0.71           167.32 
110  110  -1.13        0.77           154.58 
115  110  -0.45        0.90           142.38 
120  110  0.34        1.08           132.23 
125  110  1.04        1.27           124.38 
130  110  1.51        1.42           118.40 
135  110  1.68        1.47           113.79 
140  110  1.54        1.43           110.17 
145  110  1.08        1.28           107.23 
150  110  0.27        1.06           104.83 
155  110  -0.91        0.81           102.87 
160  110  -2.55        0.56           101.25 
165  110  -4.85        0.33           -99.97 
170  110  -8.24        0.15           -99.07 
175  110  -14.18        0.04           -98.65 
180  110  -58.77        0.00           177.01 
0  115  -58.77        0.00           2.99 
5  115  -14.20        0.04           -97.99 
10  115  -8.25        0.15           -98.74 
15  115  -4.85        0.33           -99.75 
20  115  -2.56        0.55           101.09 
25  115  -0.91        0.81           102.74 
30  115  0.27        1.06           104.72 
35  115  1.07        1.28           107.13 
40  115  1.53        1.42           110.08 
45  115  1.67        1.47           113.71 
50  115  1.50        1.41           118.32 
55  115  1.03        1.27           124.32 
60  115  0.33        1.08           132.17 
65  115  -0.46        0.90           142.34 
70  115  -1.14        0.77           154.55 
75  115  -1.48        0.71           167.32 
80  115  -1.47        0.71           178.11 
85  115  -1.32        0.74           174.92 
90  115  -1.24        0.75           172.58 
95  115  -1.32        0.74           174.92 
100  115  -1.46        0.71           178.11 
105  115  -1.47        0.71           167.32 
110  115  -1.13        0.77           154.58 
115  115  -0.45        0.90           142.38 
120  115  0.34        1.08           132.23 
125  115  1.04        1.27           124.38 
130  115  1.51        1.42           118.40 
135  115  1.68        1.47           113.79 
140  115  1.54        1.43           110.17 
145  115  1.08        1.28           107.23 
150  115  0.27        1.06           104.83 
155  115  -0.91        0.81           102.87 
160  115  -2.55        0.56           101.25 
165  115  -4.85        0.33           -99.97 
170  115  -8.24        0.15           -99.07 
175  115  -14.18        0.04           -98.65 
180  115  -58.77        0.00           177.01 
0  120  -58.77        0.00           2.99 
5  120  -14.20        0.04           -97.99 
10  120  -8.25        0.15           -98.74 
15  120  -4.85        0.33           -99.75 
20  120  -2.56        0.55           101.09 
25  120  -0.91        0.81           102.74 
30  120  0.27        1.06           104.72 
35  120  1.07        1.28           107.13 
40  120  1.53        1.42           110.08 
45  120  1.67        1.47           113.71 
50  120  1.50        1.41           118.32 
55  120  1.03        1.27           124.32 
60  120  0.33        1.08           132.17 
65  120  -0.46        0.90           142.34 
70  120  -1.14        0.77           154.55 
75  120  -1.48        0.71           167.32 
80  120  -1.47        0.71           178.11 
85  120  -1.32        0.74           174.92 
90  120  -1.24        0.75           172.58 
95  120  -1.32        0.74           174.92 
100  120  -1.46        0.71           178.11 
105  120  -1.47        0.71           167.32 
110  120  -1.13        0.77           154.58 
115  120  -0.45        0.90           142.38 
120  120  0.34        1.08           132.23 
125  120  1.04        1.27           124.38 
130  120  1.51        1.42           118.40 
135  120  1.68        1.47           113.79 
140  120  1.54        1.43           110.17 
145  120  1.08        1.28           107.23 
150  120  0.27        1.06           104.83 
155  120  -0.91        0.81           102.87 
160  120  -2.55        0.56           101.25 
165  120  -4.85        0.33           -99.97 
170  120  -8.24        0.15           -99.07 
175  120  -14.18        0.04           -98.65 
180  120  -58.77        0.00           177.01 
0  125  -58.77        0.00           2.99 
5  125  -14.20        0.04           -97.99 
10  125  -8.25        0.15           -98.74 
15  125  -4.85        0.33           -99.75 
20  125  -2.56        0.55           101.09 
25  125  -0.91        0.81           102.74 
30  125  0.27        1.06           104.72 
35  125  1.07        1.28           107.13 
40  125  1.53        1.42           110.08 
45  125  1.67        1.47           113.71 
50  125  1.50        1.41           118.32 
55  125  1.03        1.27           124.32 
60  125  0.33        1.08           132.17 
65  125  -0.46        0.90           142.34 
70  125  -1.14        0.77           154.55 
75  125  -1.48        0.71           167.32 
80  125  -1.47        0.71           178.11 
85  125  -1.32        0.74           174.92 
90  125  -1.24        0.75           172.58 
95  125  -1.32        0.74           174.92 
100  125  -1.46        0.71           178.11 
105  125  -1.47        0.71           167.32 
110  125  -1.13        0.77           154.58 
115  125  -0.45        0.90           142.38 
120  125  0.34        1.08           132.23 
125  125  1.04        1.27           124.38 
130  125  1.51        1.42           118.40 
135  125  1.68        1.47           113.79 
140  125  1.54        1.43           110.17 
145  125  1.08        1.28           107.23 
150  125  0.27        1.06           104.83 
155  125  -0.91        0.81           102.87 
160  125  -2.55        0.56           101.25 
165  125  -4.85        0.33           -99.97 
170  125  -8.24        0.15           -99.07 
175  125  -14.18        0.04           -98.65 
180  125  -58.77        0.00           177.01 
0  130  -58.77        0.00           2.99 
5  130  -14.20        0.04           -97.99 
10  130  -8.25        0.15           -98.74 
15  130  -4.85        0.33           -99.75 
20  130  -2.56        0.55           101.09 
25  130  -0.91        0.81           102.74 
30  130  0.27        1.06           104.72 
35  130  1.07        1.28           107.13 
40  130  1.53        1.42           110.08 
45  130  1.67        1.47           113.71 
50  130  1.50        1.41           118.32 
55  130  1.03        1.27           124.32 
60  130  0.33        1.08           132.17 
65  130  -0.46        0.90           142.34 
70  130  -1.14        0.77           154.55 
75  130  -1.48        0.71           167.32 
80  130  -1.47        0.71           178.11 
85  130  -1.32        0.74           174.92 
90  130  -1.24        0.75           172.58 
95  130  -1.32        0.74           174.92 
100  130  -1.46        0.71           178.11 
105  130  -1.47        0.71           167.32 
110  130  -1.13        0.77           154.58 
115  130  -0.45        0.90           142.38 
120  130  0.34        1.08           132.23 
125  130  1.04        1.27           124.38 
130  130  1.51        1.42           118.40 
135  130  1.68        1.47           113.79 
140  130  1.54        1.43           110.17 
145  130  1.08        1.28           107.23 
150  130  0.27        1.06           104.83 
155  130  -0.91        0.81           102.87 
160  130  -2.55        0.56           101.25 
165  130  -4.85        0.33           -99.97 
170  130  -8.24        0.15           -99.07 
175  130  -14.18        0.04           -98.65 
180  130  -58.77        0.00           177.01 
0  135  -58.77        0.00           2.99 
5  135  -14.20        0.04           -97.99 
10  135  -8.25        0.15           -98.74 
15  135  -4.85        0.33           -99.75 
20  135  -2.56        0.55           101.09 
25  135  -0.91        0.81           102.74 
30  135  0.27        1.06           104.72 
35  135  1.07        1.28           107.13 
40  135  1.53        1.42           110.08 
45  135  1.67        1.47           113.71 
50  135  1.50        1.41           118.32 
55  135  1.03        1.27           124.32 
60  135  0.33        1.08           132.17 
65  135  -0.46        0.90           142.34 
70  135  -1.14        0.77           154.55 
75  135  -1.48        0.71           167.32 
80  135  -1.47        0.71           178.11 
85  135  -1.32        0.74           174.92 
90  135  -1.24        0.75           172.58 
95  135  -1.32        0.74           174.92 
100  135  -1.46        0.71           178.11 
105  135  -1.47        0.71           167.32 
110  135  -1.13        0.77           154.58 
115  135  -0.45        0.90           142.38 
120  135  0.34        1.08           132.23 
125  135  1.04        1.27           124.38 
130  135  1.51        1.42           118.40 
135  135  1.68        1.47           113.79 
140  135  1.54        1.43           110.17 
145  135  1.08        1.28           107.23 
150  135  0.27        1.06           104.83 
155  135  -0.91        0.81           102.87 
160  135  -2.55        0.56           101.25 
165  135  -4.85        0.33           -99.97 
170  135  -8.24        0.15           -99.07 
175  135  -14.18        0.04           -98.65 
180  135  -58.77        0.00           177.01 
0  140  -58.77        0.00           2.99 
5  140  -14.20        0.04           -97.99 
10  140  -8.25        0.15           -98.74 
15  140  -4.85        0.33           -99.75 
20  140  -2.56        0.55           101.09 
25  140  -0.91        0.81           102.74 
30  140  0.27        1.06           104.72 
35  140  1.07        1.28           107.13 
40  140  1.53        1.42           110.08 
45  140  1.67        1.47           113.71 
50  140  1.50        1.41           118.32 
55  140  1.03        1.27           124.32 
60  140  0.33        1.08           132.17 
65  140  -0.46        0.90           142.34 
70  140  -1.14        0.77           154.55 
75  140  -1.48        0.71           167.32 
80  140  -1.47        0.71           178.11 
85  140  -1.32        0.74           174.92 
90  140  -1.24        0.75           172.58 
95  140  -1.32        0.74           174.92 
100  140  -1.46        0.71           178.11 
105  140  -1.47        0.71           167.32 
110  140  -1.13        0.77           154.58 
115  140  -0.45        0.90           142.38 
120  140  0.34        1.08           132.23 
125  140  1.04        1.27           124.38 
130  140  1.51        1.42           118.40 
135  140  1.68        1.47           113.79 
140  140  1.54        1.43           110.17 
145  140  1.08        1.28           107.23 
150  140  0.27        1.06           104.83 
155  140  -0.91        0.81           102.87 
160  140  -2.55        0.56           101.25 
165  140  -4.85        0.33           -99.97 
170  140  -8.24        0.15           -99.07 
175  140  -14.18        0.04           -98.65 
180  140  -58.77        0.00           177.01 
0  145  -58.77        0.00           2.99 
5  145  -14.20        0.04           -97.99 
10  145  -8.25        0.15           -98.74 
15  145  -4.85        0.33           -99.75 
20  145  -2.56        0.55           101.09 
25  145  -0.91        0.81           102.74 
30  145  0.27        1.06           104.72 
35  145  1.07        1.28           107.13 
40  145  1.53        1.42           110.08 
45  145  1.67        1.47           113.71 
50  145  1.50        1.41           118.32 
55  145  1.03        1.27           124.32 
60  145  0.33        1.08           132.17 
65  145  -0.46        0.90           142.34 
70  145  -1.14        0.77           154.55 
75  145  -1.48        0.71           167.32 
80  145  -1.47        0.71           178.11 
85  145  -1.32        0.74           174.92 
90  145  -1.24        0.75           172.58 
95  145  -1.32        0.74           174.92 
100  145  -1.46        0.71           178.11 
105  145  -1.47        0.71           167.32 
110  145  -1.13        0.77           154.58 
115  145  -0.45        0.90           142.38 
120  145  0.34        1.08           132.23 
125  145  1.04        1.27           124.38 
130  145  1.51        1.42           118.40 
135  145  1.68        1.47           113.79 
140  145  1.54        1.43           110.17 
145  145  1.08        1.28           107.23 
150  145  0.27        1.06           104.83 
155  145  -0.91        0.81           102.87 
160  145  -2.55        0.56           101.25 
165  145  -4.85        0.33           -99.97 
170  145  -8.24        0.15           -99.07 
175  145  -14.18        0.04           -98.65 
180  145  -58.77        0.00           177.01 
0  150  -58.77        0.00           2.99 
5  150  -14.20        0.04           -97.99 
10  150  -8.25        0.15           -98.74 
15  150  -4.85        0.33           -99.75 
20  150  -2.56        0.55           101.09 
25  150  -0.91        0.81           102.74 
30  150  0.27        1.06           104.72 
35  150  1.07        1.28           107.13 
40  150  1.53        1.42           110.08 
45  150  1.67        1.47           113.71 
50  150  1.50        1.41           118.32 
55  150  1.03        1.27           124.32 
60  150  0.33        1.08           132.17 
65  150  -0.46        0.90           142.34 
70  150  -1.14        0.77           154.55 
75  150  -1.48        0.71           167.32 
80  150  -1.47        0.71           178.11 
85  150  -1.32        0.74           174.92 
90  150  -1.24        0.75           172.58 
95  150  -1.32        0.74           174.92 
100  150  -1.46        0.71           178.11 
105  150  -1.47        0.71           167.32 
110  150  -1.13        0.77           154.58 
115  150  -0.45        0.90           142.38 
120  150  0.34        1.08           132.23 
125  150  1.04        1.27           124.38 
130  150  1.51        1.42           118.40 
135  150  1.68        1.47           113.79 
140  150  1.54        1.43           110.17 
145  150  1.08        1.28           107.23 
150  150  0.27        1.06           104.83 
155  150  -0.91        0.81           102.87 
160  150  -2.55        0.56           101.25 
165  150  -4.85        0.33           -99.97 
170  150  -8.24        0.15           -99.07 
175  150  -14.18        0.04           -98.65 
180  150  -58.77        0.00           177.01 
0  155  -58.77        0.00           2.99 
5  155  -14.20        0.04           -97.99 
10  155  -8.25        0.15           -98.74 
15  155  -4.85        0.33           -99.75 
20  155  -2.56        0.55           101.09 
25  155  -0.91        0.81           102.74 
30  155  0.27        1.06           104.72 
35  155  1.07        1.28           107.13 
40  155  1.53        1.42           110.08 
45  155  1.67        1.47           113.71 
50  155  1.50        1.41           118.32 
55  155  1.03        1.27           124.32 
60  155  0.33        1.08           132.17 
65  155  -0.46        0.90           142.34 
70  155  -1.14        0.77           154.55 
75  155  -1.48        0.71           167.32 
80  155  -1.47        0.71           178.11 
85  155  -1.32        0.74           174.92 
90  155  -1.24        0.75           172.58 
95  155  -1.32        0.74           174.92 
100  155  -1.46        0.71           178.11 
105  155  -1.47        0.71           167.32 
110  155  -1.13        0.77           154.58 
115  155  -0.45        0.90           142.38 
120  155  0.34        1.08           132.23 
125  155  1.04        1.27           124.38 
130  155  1.51        1.42           118.40 
135  155  1.68        1.47           113.79 
140  155  1.54        1.43           110.17 
145  155  1.08        1.28           107.23 
150  155  0.27        1.06           104.83 
155  155  -0.91        0.81           102.87 
160  155  -2.55        0.56           101.25 
165  155  -4.85        0.33           -99.97 
170  155  -8.24        0.15           -99.07 
175  155  -14.18        0.04           -98.65 
180  155  -58.77        0.00           177.01 
0  160  -58.77        0.00           2.99 
5  160  -14.20        0.04           -97.99 
10  160  -8.25        0.15           -98.74 
15  160  -4.85        0.33           -99.75 
20  160  -2.56        0.55           101.09 
25  160  -0.91        0.81           102.74 
30  160  0.27        1.06           104.72 
35  160  1.07        1.28           107.13 
40  160  1.53        1.42           110.08 
45  160  1.67        1.47           113.71 
50  160  1.50        1.41           118.32 
55  160  1.03        1.27           124.32 
60  160  0.33        1.08           132.17 
65  160  -0.46        0.90           142.34 
70  160  -1.14        0.77           154.55 
75  160  -1.48        0.71           167.32 
80  160  -1.47        0.71           178.11 
85  160  -1.32        0.74           174.92 
90  160  -1.24        0.75           172.58 
95  160  -1.32        0.74           174.92 
100  160  -1.46        0.71           178.11 
105  160  -1.47        0.71           167.32 
110  160  -1.13        0.77           154.58 
115  160  -0.45        0.90           142.38 
120  160  0.34        1.08           132.23 
125  160  1.04        1.27           124.38 
130  160  1.51        1.42           118.40 
135  160  1.68        1.47           113.79 
140  160  1.54        1.43           110.17 
145  160  1.08        1.28           107.23 
150  160  0.27        1.06           104.83 
155  160  -0.91        0.81           102.87 
160  160  -2.55        0.56           101.25 
165  160  -4.85        0.33           -99.97 
170  160  -8.24        0.15           -99.07 
175  160  -14.18        0.04           -98.65 
180  160  -58.77        0.00           177.01 
0  165  -58.77        0.00           2.99 
5  165  -14.20        0.04           -97.99 
10  165  -8.25        0.15           -98.74 
15  165  -4.85        0.33           -99.75 
20  165  -2.56        0.55           101.09 
25  165  -0.91        0.81           102.74 
30  165  0.27        1.06           104.72 
35  165  1.07        1.28           107.13 
40  165  1.53        1.42           110.08 
45  165  1.67        1.47           113.71 
50  165  1.50        1.41           118.32 
55  165  1.03        1.27           124.32 
60  165  0.33        1.08           132.17 
65  165  -0.46        0.90           142.34 
70  165  -1.14        0.77           154.55 
75  165  -1.48        0.71           167.32 
80  165  -1.47        0.71           178.11 
85  165  -1.32        0.74           174.92 
90  165  -1.24        0.75           172.58 
95  165  -1.32        0.74           174.92 
100  165  -1.46        0.71           178.11 
105  165  -1.47        0.71           167.32 
110  165  -1.13        0.77           154.58 
115  165  -0.45        0.90           142.38 
120  165  0.34        1.08           132.23 
125  165  1.04        1.27           124.38 
130  165  1.51        1.42           118.40 
135  165  1.68        1.47           113.79 
140  165  1.54        1.43           110.17 
145  165  1.08        1.28           107.23 
150  165  0.27        1.06           104.83 
155  165  -0.91        0.81           102.87 
160  165  -2.55        0.56           101.25 
165  165  -4.85        0.33           -99.97 
170  165  -8.24        0.15           -99.07 
175  165  -14.18        0.04           -98.65 
180  165  -58.77        0.00           177.01 
0  170  -58.77        0.00           2.99 
5  170  -14.20        0.04           -97.99 
10  170  -8.25        0.15           -98.74 
15  170  -4.85        0.33           -99.75 
20  170  -2.56        0.55           101.09 
25  170  -0.91        0.81           102.74 
30  170  0.27        1.06           104.72 
35  170  1.07        1.28           107.13 
40  170  1.53        1.42           110.08 
45  170  1.67        1.47           113.71 
50  170  1.50        1.41           118.32 
55  170  1.03        1.27           124.32 
60  170  0.33        1.08           132.17 
65  170  -0.46        0.90           142.34 
70  170  -1.14        0.77           154.55 
75  170  -1.48        0.71           167.32 
80  170  -1.47        0.71           178.11 
85  170  -1.32        0.74           174.92 
90  170  -1.24        0.75           172.58 
95  170  -1.32        0.74           174.92 
100  170  -1.46        0.71           178.11 
105  170  -1.47        0.71           167.32 
110  170  -1.13        0.77           154.58 
115  170  -0.45        0.90           142.38 
120  170  0.34        1.08           132.23 
125  170  1.04        1.27           124.38 
130  170  1.51        1.42           118.40 
135  170  1.68        1.47           113.79 
140  170  1.54        1.43           110.17 
145  170  1.08        1.28           107.23 
150  170  0.27        1.06           104.83 
155  170  -0.91        0.81           102.87 
160  170  -2.55        0.56           101.25 
165  170  -4.85        0.33           -99.97 
170  170  -8.24        0.15           -99.07 
175  170  -14.18        0.04           -98.65 
180  170  -58.77        0.00           177.01 
0  175  -58.77        0.00           2.99 
5  175  -14.20        0.04           -97.99 
10  175  -8.25        0.15           -98.74 
15  175  -4.85        0.33           -99.75 
20  175  -2.56        0.55           101.09 
25  175  -0.91        0.81           102.74 
30  175  0.27        1.06           104.72 
35  175  1.07        1.28           107.13 
40  175  1.53        1.42           110.08 
45  175  1.67        1.47           113.71 
50  175  1.50        1.41           118.32 
55  175  1.03        1.27           124.32 
60  175  0.33        1.08           132.17 
65  175  -0.46        0.90           142.34 
70  175  -1.14        0.77           154.55 
75  175  -1.48        0.71           167.32 
80  175  -1.47        0.71           178.11 
85  175  -1.32        0.74           174.92 
90  175  -1.24        0.75           172.58 
95  175  -1.32        0.74           174.92 
100  175  -1.46        0.71           178.11 
105  175  -1.47        0.71           167.32 
110  175  -1.13        0.77           154.58 
115  175  -0.45        0.90           142.38 
120  175  0.34        1.08           132.23 
125  175  1.04        1.27           124.38 
130  175  1.51        1.42           118.40 
135  175  1.68        1.47           113.79 
140  175  1.54        1.43           110.17 
145  175  1.08        1.28           107.23 
150  175  0.27        1.06           104.83 
155  175  -0.91        0.81           102.87 
160  175  -2.55        0.56           101.25 
165  175  -4.85        0.33           -99.97 
170  175  -8.24        0.15           -99.07 
175  175  -14.18        0.04           -98.65 
180  175  -58.77        0.00           177.01 
0  180  -58.77        0.00           2.99 
5  180  -14.20        0.04           -97.99 
10  180  -8.25        0.15           -98.74 
15  180  -4.85        0.33           -99.75 
20  180  -2.56        0.55           101.09 
25  180  -0.91        0.81           102.74 
30  180  0.27        1.06           104.72 
35  180  1.07        1.28           107.13 
40  180  1.53        1.42           110.08 
45  180  1.67        1.47           113.71 
50  180  1.50        1.41           118.32 
55  180  1.03        1.27           124.32 
60  180  0.33        1.08           132.17 
65  180  -0.46        0.90           142.34 
70  180  -1.14        0.77           154.55 
75  180  -1.48        0.71           167.32 
80  180  -1.47        0.71           178.11 
85  180  -1.32        0.74           174.92 
90  180  -1.24        0.75           172.58 
95  180  -1.32        0.74           174.92 
100  180  -1.46        0.71           178.11 
105  180  -1.47        0.71           167.32 
110  180  -1.13        0.77           154.58 
115  180  -0.45        0.90           142.38 
120  180  0.34        1.08           132.23 
125  180  1.04        1.27           124.38 
130  180  1.51        1.42           118.40 
135  180  1.68        1.47           113.79 
140  180  1.54        1.43           110.17 
145  180  1.08        1.28           107.23 
150  180  0.27        1.06           104.83 
155  180  -0.91        0.81           102.87 
160  180  -2.55        0.56           101.25 
165  180  -4.85        0.33           -99.97 
170  180  -8.24        0.15           -99.07 
175  180  -14.18        0.04           -98.65 
180  180  -58.77        0.00           177.01 
0  185  -58.77        0.00           2.99 
5  185  -14.20        0.04           -97.99 
10  185  -8.25        0.15           -98.74 
15  185  -4.85        0.33           -99.75 
20  185  -2.56        0.55           101.09 
25  185  -0.91        0.81           102.74 
30  185  0.27        1.06           104.72 
35  185  1.07        1.28           107.13 
40  185  1.53        1.42           110.08 
45  185  1.67        1.47           113.71 
50  185  1.50        1.41           118.32 
55  185  1.03        1.27           124.32 
60  185  0.33        1.08           132.17 
65  185  -0.46        0.90           142.34 
70  185  -1.14        0.77           154.55 
75  185  -1.48        0.71           167.32 
80  185  -1.47        0.71           178.11 
85  185  -1.32        0.74           174.92 
90  185  -1.24        0.75           172.58 
95  185  -1.32        0.74           174.92 
100  185  -1.46        0.71           178.11 
105  185  -1.47        0.71           167.32 
110  185  -1.13        0.77           154.58 
115  185  -0.45        0.90           142.38 
120  185  0.34        1.08           132.23 
125  185  1.04        1.27           124.38 
130  185  1.51        1.42           118.40 
135  185  1.68        1.47           113.79 
140  185  1.54        1.43           110.17 
145  185  1.08        1.28           107.23 
150  185  0.27        1.06           104.83 
155  185  -0.91        0.81           102.87 
160  185  -2.55        0.56           101.25 
165  185  -4.85        0.33           -99.97 
170  185  -8.24        0.15           -99.07 
175  185  -14.18        0.04           -98.65 
180  185  -58.77        0.00           177.01 
0  190  -58.77        0.00           2.99 
5  190  -14.20        0.04           -97.99 
10  190  -8.25        0.15           -98.74 
15  190  -4.85        0.33           -99.75 
20  190  -2.56        0.55           101.09 
25  190  -0.91        0.81           102.74 
30  190  0.27        1.06           104.72 
35  190  1.07        1.28           107.13 
40  190  1.53        1.42           110.08 
45  190  1.67        1.47           113.71 
50  190  1.50        1.41           118.32 
55  190  1.03        1.27           124.32 
60  190  0.33        1.08           132.17 
65  190  -0.46        0.90           142.34 
70  190  -1.14        0.77           154.55 
75  190  -1.48        0.71           167.32 
80  190  -1.47        0.71           178.11 
85  190  -1.32        0.74           174.92 
90  190  -1.24        0.75           172.58 
95  190  -1.32        0.74           174.92 
100  190  -1.46        0.71           178.11 
105  190  -1.47        0.71           167.32 
110  190  -1.13        0.77           154.58 
115  190  -0.45        0.90           142.38 
120  190  0.34        1.08           132.23 
125  190  1.04        1.27           124.38 
130  190  1.51        1.42           118.40 
135  190  1.68        1.47           113.79 
140  190  1.54        1.43           110.17 
145  190  1.08        1.28           107.23 
150  190  0.27        1.06           104.83 
155  190  -0.91        0.81           102.87 
160  190  -2.55        0.56           101.25 
165  190  -4.85        0.33           -99.97 
170  190  -8.24        0.15           -99.07 
175  190  -14.18        0.04           -98.65 
180  190  -58.77        0.00           177.01 
0  195  -58.77        0.00           2.99 
5  195  -14.20        0.04           -97.99 
10  195  -8.25        0.15           -98.74 
15  195  -4.85        0.33           -99.75 
20  195  -2.56        0.55           101.09 
25  195  -0.91        0.81           102.74 
30  195  0.27        1.06           104.72 
35  195  1.07        1.28           107.13 
40  195  1.53        1.42           110.08 
45  195  1.67        1.47           113.71 
50  195  1.50        1.41           118.32 
55  195  1.03        1.27           124.32 
60  195  0.33        1.08           132.17 
65  195  -0.46        0.90           142.34 
70  195  -1.14        0.77           154.55 
75  195  -1.48        0.71           167.32 
80  195  -1.47        0.71           178.11 
85  195  -1.32        0.74           174.92 
90  195  -1.24        0.75           172.58 
95  195  -1.32        0.74           174.92 
100  195  -1.46        0.71           178.11 
105  195  -1.47        0.71           167.32 
110  195  -1.13        0.77           154.58 
115  195  -0.45        0.90           142.38 
120  195  0.34        1.08           132.23 
125  195  1.04        1.27           124.38 
130  195  1.51        1.42           118.40 
135  195  1.68        1.47           113.79 
140  195  1.54        1.43           110.17 
145  195  1.08        1.28           107.23 
150  195  0.27        1.06           104.83 
155  195  -0.91        0.81           102.87 
160  195  -2.55        0.56           101.25 
165  195  -4.85        0.33           -99.97 
170  195  -8.24        0.15           -99.07 
175  195  -14.18        0.04           -98.65 
180  195  -58.77        0.00           177.01 
0  200  -58.77        0.00           2.99 
5  200  -14.20        0.04           -97.99 
10  200  -8.25        0.15           -98.74 
15  200  -4.85        0.33           -99.75 
20  200  -2.56        0.55           101.09 
25  200  -0.91        0.81           102.74 
30  200  0.27        1.06           104.72 
35  200  1.07        1.28           107.13 
40  200  1.53        1.42           110.08 
45  200  1.67        1.47           113.71 
50  200  1.50        1.41           118.32 
55  200  1.03        1.27           124.32 
60  200  0.33        1.08           132.17 
65  200  -0.46        0.90           142.34 
70  200  -1.14        0.77           154.55 
75  200  -1.48        0.71           167.32 
80  200  -1.47        0.71           178.11 
85  200  -1.32        0.74           174.92 
90  200  -1.24        0.75           172.58 
95  200  -1.32        0.74           174.92 
100  200  -1.46        0.71           178.11 
105  200  -1.47        0.71           167.32 
110  200  -1.13        0.77           154.58 
115  200  -0.45        0.90           142.38 
120  200  0.34        1.08           132.23 
125  200  1.04        1.27           124.38 
130  200  1.51        1.42           118.40 
135  200  1.68        1.47           113.79 
140  200  1.54        1.43           110.17 
145  200  1.08        1.28           107.23 
150  200  0.27        1.06           104.83 
155  200  -0.91        0.81           102.87 
160  200  -2.55        0.56           101.25 
165  200  -4.85        0.33           -99.97 
170  200  -8.24        0.15           -99.07 
175  200  -14.18        0.04           -98.65 
180  200  -58.77        0.00           177.01 
0  205  -58.77        0.00           2.99 
5  205  -14.20        0.04           -97.99 
10  205  -8.25        0.15           -98.74 
15  205  -4.85        0.33           -99.75 
20  205  -2.56        0.55           101.09 
25  205  -0.91        0.81           102.74 
30  205  0.27        1.06           104.72 
35  205  1.07        1.28           107.13 
40  205  1.53        1.42           110.08 
45  205  1.67        1.47           113.71 
50  205  1.50        1.41           118.32 
55  205  1.03        1.27           124.32 
60  205  0.33        1.08           132.17 
65  205  -0.46        0.90           142.34 
70  205  -1.14        0.77           154.55 
75  205  -1.48        0.71           167.32 
80  205  -1.47        0.71           178.11 
85  205  -1.32        0.74           174.92 
90  205  -1.24        0.75           172.58 
95  205  -1.32        0.74           174.92 
100  205  -1.46        0.71           178.11 
105  205  -1.47        0.71           167.32 
110  205  -1.13        0.77           154.58 
115  205  -0.45        0.90           142.38 
120  205  0.34        1.08           132.23 
125  205  1.04        1.27           124.38 
130  205  1.51        1.42           118.40 
135  205  1.68        1.47           113.79 
140  205  1.54        1.43           110.17 
145  205  1.08        1.28           107.23 
150  205  0.27        1.06           104.83 
155  205  -0.91        0.81           102.87 
160  205  -2.55        0.56           101.25 
165  205  -4.85        0.33           -99.97 
170  205  -8.24        0.15           -99.07 
175  205  -14.18        0.04           -98.65 
180  205  -58.77        0.00           177.01 
0  210  -58.77        0.00           2.99 
5  210  -14.20        0.04           -97.99 
10  210  -8.25        0.15           -98.74 
15  210  -4.85        0.33           -99.75 
20  210  -2.56        0.55           101.09 
25  210  -0.91        0.81           102.74 
30  210  0.27        1.06           104.72 
35  210  1.07        1.28           107.13 
40  210  1.53        1.42           110.08 
45  210  1.67        1.47           113.71 
50  210  1.50        1.41           118.32 
