freq : 816.66 MHz
SWR : 6.24
 Theta     Phi     Gain(dB)     Gain     Phase(deg) 
160  5  0.46        1.11           125.44 
165  5  -2.54        0.56           127.23 
170  5  -5.88        0.26           129.42 
175  5  -11.39        0.07           131.30 
180  5  -45.06        0.00           175.35 
0  10  -45.06        0.00           4.65 
5  10  -11.60        0.07           129.36 
10  10  -5.98        0.25           128.40 
15  10  -2.61        0.55           126.54 
20  10  0.41        1.10           124.95 
25  10  1.54        1.43           122.83 
30  10  -0.55        0.88           114.35 
35  10  1.01        1.26           105.02 
40  10  1.92        1.56           99.11 
45  10  1.64        1.46           90.33 
50  10  1.12        1.29           80.12 
55  10  0.76        1.19           71.88 
60  10  0.09        1.02           65.91 
65  10  -0.89        0.81           64.92 
70  10  -2.01        0.63           72.12 
75  10  -2.62        0.55           87.68 
80  10  -2.17        0.61           104.70 
85  10  -1.32        0.74           115.55 
90  10  -0.94        0.81           119.02 
95  10  -1.32        0.74           115.63 
100  10  -2.18        0.61           104.87 
105  10  -2.63        0.55           87.94 
110  10  -2.03        0.63           72.41 
115  10  -0.92        0.81           65.23 
120  10  0.07        1.02           66.24 
125  10  0.74        1.19           72.24 
130  10  1.12        1.29           80.51 
135  10  1.65        1.46           90.72 
140  10  1.93        1.56           99.51 
145  10  1.03        1.27           105.48 
150  10  -0.51        0.89           114.89 
155  10  1.58        1.44           123.25 
160  10  0.46        1.11           125.44 
165  10  -2.54        0.56           127.23 
170  10  -5.88        0.26           129.42 
175  10  -11.39        0.07           131.30 
180  10  -45.06        0.00           175.35 
0  15  -45.06        0.00           4.65 
5  15  -11.60        0.07           129.36 
10  15  -5.98        0.25           128.40 
15  15  -2.61        0.55           126.54 
20  15  0.41        1.10           124.95 
25  15  1.54        1.43           122.83 
30  15  -0.55        0.88           114.35 
35  15  1.01        1.26           105.02 
40  15  1.92        1.56           99.11 
45  15  1.64        1.46           90.33 
50  15  1.12        1.29           80.12 
55  15  0.76        1.19           71.88 
60  15  0.09        1.02           65.91 
65  15  -0.89        0.81           64.92 
70  15  -2.01        0.63           72.12 
75  15  -2.62        0.55           87.68 
80  15  -2.17        0.61           104.70 
85  15  -1.32        0.74           115.55 
90  15  -0.94        0.81           119.02 
95  15  -1.32        0.74           115.63 
100  15  -2.18        0.61           104.87 
105  15  -2.63        0.55           87.94 
110  15  -2.03        0.63           72.41 
115  15  -0.92        0.81           65.23 
120  15  0.07        1.02           66.24 
125  15  0.74        1.19           72.24 
130  15  1.12        1.29           80.51 
135  15  1.65        1.46           90.72 
140  15  1.93        1.56           99.51 
145  15  1.03        1.27           105.48 
150  15  -0.51        0.89           114.89 
155  15  1.58        1.44           123.25 
160  15  0.46        1.11           125.44 
165  15  -2.54        0.56           127.23 
170  15  -5.88        0.26           129.42 
175  15  -11.39        0.07           131.30 
180  15  -45.06        0.00           175.35 
0  20  -45.06        0.00           4.65 
5  20  -11.60        0.07           129.36 
10  20  -5.98        0.25           128.40 
15  20  -2.61        0.55           126.54 
20  20  0.41        1.10           124.95 
25  20  1.54        1.43           122.83 
30  20  -0.55        0.88           114.35 
35  20  1.01        1.26           105.02 
40  20  1.92        1.56           99.11 
45  20  1.64        1.46           90.33 
50  20  1.12        1.29           80.12 
55  20  0.76        1.19           71.88 
60  20  0.09        1.02           65.91 
65  20  -0.89        0.81           64.92 
70  20  -2.01        0.63           72.12 
75  20  -2.62        0.55           87.68 
80  20  -2.17        0.61           104.70 
85  20  -1.32        0.74           115.55 
90  20  -0.94        0.81           119.02 
95  20  -1.32        0.74           115.63 
100  20  -2.18        0.61           104.87 
105  20  -2.63        0.55           87.94 
110  20  -2.03        0.63           72.41 
115  20  -0.92        0.81           65.23 
120  20  0.07        1.02           66.24 
125  20  0.74        1.19           72.24 
130  20  1.12        1.29           80.51 
135  20  1.65        1.46           90.72 
140  20  1.93        1.56           99.51 
145  20  1.03        1.27           105.48 
150  20  -0.51        0.89           114.89 
155  20  1.58        1.44           123.25 
160  20  0.46        1.11           125.44 
165  20  -2.54        0.56           127.23 
170  20  -5.88        0.26           129.42 
175  20  -11.39        0.07           131.30 
180  20  -45.06        0.00           175.35 
0  25  -45.06        0.00           4.65 
5  25  -11.60        0.07           129.36 
10  25  -5.98        0.25           128.40 
15  25  -2.61        0.55           126.54 
20  25  0.41        1.10           124.95 
25  25  1.54        1.43           122.83 
30  25  -0.55        0.88           114.35 
35  25  1.01        1.26           105.02 
40  25  1.92        1.56           99.11 
45  25  1.64        1.46           90.33 
50  25  1.12        1.29           80.12 
55  25  0.76        1.19           71.88 
60  25  0.09        1.02           65.91 
65  25  -0.89        0.81           64.92 
70  25  -2.01        0.63           72.12 
75  25  -2.62        0.55           87.68 
80  25  -2.17        0.61           104.70 
85  25  -1.32        0.74           115.55 
90  25  -0.94        0.81           119.02 
95  25  -1.32        0.74           115.63 
100  25  -2.18        0.61           104.87 
105  25  -2.63        0.55           87.94 
110  25  -2.03        0.63           72.41 
115  25  -0.92        0.81           65.23 
120  25  0.07        1.02           66.24 
125  25  0.74        1.19           72.24 
130  25  1.12        1.29           80.51 
135  25  1.65        1.46           90.72 
140  25  1.93        1.56           99.51 
145  25  1.03        1.27           105.48 
150  25  -0.51        0.89           114.89 
155  25  1.58        1.44           123.25 
160  25  0.46        1.11           125.44 
165  25  -2.54        0.56           127.23 
170  25  -5.88        0.26           129.42 
175  25  -11.39        0.07           131.30 
180  25  -45.06        0.00           175.35 
0  30  -45.06        0.00           4.65 
5  30  -11.60        0.07           129.36 
10  30  -5.98        0.25           128.40 
15  30  -2.61        0.55           126.54 
20  30  0.41        1.10           124.95 
25  30  1.54        1.43           122.83 
30  30  -0.55        0.88           114.35 
35  30  1.01        1.26           105.02 
40  30  1.92        1.56           99.11 
45  30  1.64        1.46           90.33 
50  30  1.12        1.29           80.12 
55  30  0.76        1.19           71.88 
60  30  0.09        1.02           65.91 
65  30  -0.89        0.81           64.92 
70  30  -2.01        0.63           72.12 
75  30  -2.62        0.55           87.68 
80  30  -2.17        0.61           104.70 
85  30  -1.32        0.74           115.55 
90  30  -0.94        0.81           119.02 
95  30  -1.32        0.74           115.63 
100  30  -2.18        0.61           104.87 
105  30  -2.63        0.55           87.94 
110  30  -2.03        0.63           72.41 
115  30  -0.92        0.81           65.23 
120  30  0.07        1.02           66.24 
125  30  0.74        1.19           72.24 
130  30  1.12        1.29           80.51 
135  30  1.65        1.46           90.72 
140  30  1.93        1.56           99.51 
145  30  1.03        1.27           105.48 
150  30  -0.51        0.89           114.89 
155  30  1.58        1.44           123.25 
160  30  0.46        1.11           125.44 
165  30  -2.54        0.56           127.23 
170  30  -5.88        0.26           129.42 
175  30  -11.39        0.07           131.30 
180  30  -45.06        0.00           175.35 
0  35  -45.06        0.00           4.65 
5  35  -11.60        0.07           129.36 
10  35  -5.98        0.25           128.40 
15  35  -2.61        0.55           126.54 
20  35  0.41        1.10           124.95 
25  35  1.54        1.43           122.83 
30  35  -0.55        0.88           114.35 
35  35  1.01        1.26           105.02 
40  35  1.92        1.56           99.11 
45  35  1.64        1.46           90.33 
50  35  1.12        1.29           80.12 
55  35  0.76        1.19           71.88 
60  35  0.09        1.02           65.91 
65  35  -0.89        0.81           64.92 
70  35  -2.01        0.63           72.12 
75  35  -2.62        0.55           87.68 
80  35  -2.17        0.61           104.70 
85  35  -1.32        0.74           115.55 
90  35  -0.94        0.81           119.02 
95  35  -1.32        0.74           115.63 
100  35  -2.18        0.61           104.87 
105  35  -2.63        0.55           87.94 
110  35  -2.03        0.63           72.41 
115  35  -0.92        0.81           65.23 
120  35  0.07        1.02           66.24 
125  35  0.74        1.19           72.24 
130  35  1.12        1.29           80.51 
135  35  1.65        1.46           90.72 
140  35  1.93        1.56           99.51 
145  35  1.03        1.27           105.48 
150  35  -0.51        0.89           114.89 
155  35  1.58        1.44           123.25 
160  35  0.46        1.11           125.44 
165  35  -2.54        0.56           127.23 
170  35  -5.88        0.26           129.42 
175  35  -11.39        0.07           131.30 
180  35  -45.06        0.00           175.35 
0  40  -45.06        0.00           4.65 
5  40  -11.60        0.07           129.36 
10  40  -5.98        0.25           128.40 
15  40  -2.61        0.55           126.54 
20  40  0.41        1.10           124.95 
25  40  1.54        1.43           122.83 
30  40  -0.55        0.88           114.35 
35  40  1.01        1.26           105.02 
40  40  1.92        1.56           99.11 
45  40  1.64        1.46           90.33 
50  40  1.12        1.29           80.12 
55  40  0.76        1.19           71.88 
60  40  0.09        1.02           65.91 
65  40  -0.89        0.81           64.92 
70  40  -2.01        0.63           72.12 
75  40  -2.62        0.55           87.68 
80  40  -2.17        0.61           104.70 
85  40  -1.32        0.74           115.55 
90  40  -0.94        0.81           119.02 
95  40  -1.32        0.74           115.63 
100  40  -2.18        0.61           104.87 
105  40  -2.63        0.55           87.94 
110  40  -2.03        0.63           72.41 
115  40  -0.92        0.81           65.23 
120  40  0.07        1.02           66.24 
125  40  0.74        1.19           72.24 
130  40  1.12        1.29           80.51 
135  40  1.65        1.46           90.72 
140  40  1.93        1.56           99.51 
145  40  1.03        1.27           105.48 
150  40  -0.51        0.89           114.89 
155  40  1.58        1.44           123.25 
160  40  0.46        1.11           125.44 
165  40  -2.54        0.56           127.23 
170  40  -5.88        0.26           129.42 
175  40  -11.39        0.07           131.30 
180  40  -45.06        0.00           175.35 
0  45  -45.06        0.00           4.65 
5  45  -11.60        0.07           129.36 
10  45  -5.98        0.25           128.40 
15  45  -2.61        0.55           126.54 
20  45  0.41        1.10           124.95 
25  45  1.54        1.43           122.83 
30  45  -0.55        0.88           114.35 
35  45  1.01        1.26           105.02 
40  45  1.92        1.56           99.11 
45  45  1.64        1.46           90.33 
50  45  1.12        1.29           80.12 
55  45  0.76        1.19           71.88 
60  45  0.09        1.02           65.91 
65  45  -0.89        0.81           64.92 
70  45  -2.01        0.63           72.12 
75  45  -2.62        0.55           87.68 
80  45  -2.17        0.61           104.70 
85  45  -1.32        0.74           115.55 
90  45  -0.94        0.81           119.02 
95  45  -1.32        0.74           115.63 
100  45  -2.18        0.61           104.87 
105  45  -2.63        0.55           87.94 
110  45  -2.03        0.63           72.41 
115  45  -0.92        0.81           65.23 
120  45  0.07        1.02           66.24 
125  45  0.74        1.19           72.24 
130  45  1.12        1.29           80.51 
135  45  1.65        1.46           90.72 
140  45  1.93        1.56           99.51 
145  45  1.03        1.27           105.48 
150  45  -0.51        0.89           114.89 
155  45  1.58        1.44           123.25 
160  45  0.46        1.11           125.44 
165  45  -2.54        0.56           127.23 
170  45  -5.88        0.26           129.42 
175  45  -11.39        0.07           131.30 
180  45  -45.06        0.00           175.35 
0  50  -45.06        0.00           4.65 
5  50  -11.60        0.07           129.36 
10  50  -5.98        0.25           128.40 
15  50  -2.61        0.55           126.54 
20  50  0.41        1.10           124.95 
25  50  1.54        1.43           122.83 
30  50  -0.55        0.88           114.35 
35  50  1.01        1.26           105.02 
40  50  1.92        1.56           99.11 
45  50  1.64        1.46           90.33 
50  50  1.12        1.29           80.12 
55  50  0.76        1.19           71.88 
60  50  0.09        1.02           65.91 
65  50  -0.89        0.81           64.92 
70  50  -2.01        0.63           72.12 
75  50  -2.62        0.55           87.68 
80  50  -2.17        0.61           104.70 
85  50  -1.32        0.74           115.55 
90  50  -0.94        0.81           119.02 
95  50  -1.32        0.74           115.63 
100  50  -2.18        0.61           104.87 
105  50  -2.63        0.55           87.94 
110  50  -2.03        0.63           72.41 
115  50  -0.92        0.81           65.23 
120  50  0.07        1.02           66.24 
125  50  0.74        1.19           72.24 
130  50  1.12        1.29           80.51 
135  50  1.65        1.46           90.72 
140  50  1.93        1.56           99.51 
145  50  1.03        1.27           105.48 
150  50  -0.51        0.89           114.89 
155  50  1.58        1.44           123.25 
160  50  0.46        1.11           125.44 
165  50  -2.54        0.56           127.23 
170  50  -5.88        0.26           129.42 
175  50  -11.39        0.07           131.30 
180  50  -45.06        0.00           175.35 
0  55  -45.06        0.00           4.65 
5  55  -11.60        0.07           129.36 
10  55  -5.98        0.25           128.40 
15  55  -2.61        0.55           126.54 
20  55  0.41        1.10           124.95 
25  55  1.54        1.43           122.83 
30  55  -0.55        0.88           114.35 
35  55  1.01        1.26           105.02 
40  55  1.92        1.56           99.11 
45  55  1.64        1.46           90.33 
50  55  1.12        1.29           80.12 
55  55  0.76        1.19           71.88 
60  55  0.09        1.02           65.91 
65  55  -0.89        0.81           64.92 
70  55  -2.01        0.63           72.12 
75  55  -2.62        0.55           87.68 
80  55  -2.17        0.61           104.70 
85  55  -1.32        0.74           115.55 
90  55  -0.94        0.81           119.02 
95  55  -1.32        0.74           115.63 
100  55  -2.18        0.61           104.87 
105  55  -2.63        0.55           87.94 
110  55  -2.03        0.63           72.41 
115  55  -0.92        0.81           65.23 
120  55  0.07        1.02           66.24 
125  55  0.74        1.19           72.24 
130  55  1.12        1.29           80.51 
135  55  1.65        1.46           90.72 
140  55  1.93        1.56           99.51 
145  55  1.03        1.27           105.48 
150  55  -0.51        0.89           114.89 
155  55  1.58        1.44           123.25 
160  55  0.46        1.11           125.44 
165  55  -2.54        0.56           127.23 
170  55  -5.88        0.26           129.42 
175  55  -11.39        0.07           131.30 
180  55  -45.06        0.00           175.35 
0  60  -45.06        0.00           4.65 
5  60  -11.60        0.07           129.36 
10  60  -5.98        0.25           128.40 
15  60  -2.61        0.55           126.54 
20  60  0.41        1.10           124.95 
25  60  1.54        1.43           122.83 
30  60  -0.55        0.88           114.35 
35  60  1.01        1.26           105.02 
40  60  1.92        1.56           99.11 
45  60  1.64        1.46           90.33 
50  60  1.12        1.29           80.12 
55  60  0.76        1.19           71.88 
60  60  0.09        1.02           65.91 
65  60  -0.89        0.81           64.92 
70  60  -2.01        0.63           72.12 
75  60  -2.62        0.55           87.68 
80  60  -2.17        0.61           104.70 
85  60  -1.32        0.74           115.55 
90  60  -0.94        0.81           119.02 
95  60  -1.32        0.74           115.63 
100  60  -2.18        0.61           104.87 
105  60  -2.63        0.55           87.94 
110  60  -2.03        0.63           72.41 
115  60  -0.92        0.81           65.23 
120  60  0.07        1.02           66.24 
125  60  0.74        1.19           72.24 
130  60  1.12        1.29           80.51 
135  60  1.65        1.46           90.72 
140  60  1.93        1.56           99.51 
145  60  1.03        1.27           105.48 
150  60  -0.51        0.89           114.89 
155  60  1.58        1.44           123.25 
160  60  0.46        1.11           125.44 
165  60  -2.54        0.56           127.23 
170  60  -5.88        0.26           129.42 
175  60  -11.39        0.07           131.30 
180  60  -45.06        0.00           175.35 
0  65  -45.06        0.00           4.65 
5  65  -11.60        0.07           129.36 
10  65  -5.98        0.25           128.40 
15  65  -2.61        0.55           126.54 
20  65  0.41        1.10           124.95 
25  65  1.54        1.43           122.83 
30  65  -0.55        0.88           114.35 
35  65  1.01        1.26           105.02 
40  65  1.92        1.56           99.11 
45  65  1.64        1.46           90.33 
50  65  1.12        1.29           80.12 
55  65  0.76        1.19           71.88 
60  65  0.09        1.02           65.91 
65  65  -0.89        0.81           64.92 
70  65  -2.01        0.63           72.12 
75  65  -2.62        0.55           87.68 
80  65  -2.17        0.61           104.70 
85  65  -1.32        0.74           115.55 
90  65  -0.94        0.81           119.02 
95  65  -1.32        0.74           115.63 
100  65  -2.18        0.61           104.87 
105  65  -2.63        0.55           87.94 
110  65  -2.03        0.63           72.41 
115  65  -0.92        0.81           65.23 
120  65  0.07        1.02           66.24 
125  65  0.74        1.19           72.24 
130  65  1.12        1.29           80.51 
135  65  1.65        1.46           90.72 
140  65  1.93        1.56           99.51 
145  65  1.03        1.27           105.48 
150  65  -0.51        0.89           114.89 
155  65  1.58        1.44           123.25 
160  65  0.46        1.11           125.44 
165  65  -2.54        0.56           127.23 
170  65  -5.88        0.26           129.42 
175  65  -11.39        0.07           131.30 
180  65  -45.06        0.00           175.35 
0  70  -45.06        0.00           4.65 
5  70  -11.60        0.07           129.36 
10  70  -5.98        0.25           128.40 
15  70  -2.61        0.55           126.54 
20  70  0.41        1.10           124.95 
25  70  1.54        1.43           122.83 
30  70  -0.55        0.88           114.35 
35  70  1.01        1.26           105.02 
40  70  1.92        1.56           99.11 
45  70  1.64        1.46           90.33 
50  70  1.12        1.29           80.12 
55  70  0.76        1.19           71.88 
60  70  0.09        1.02           65.91 
65  70  -0.89        0.81           64.92 
70  70  -2.01        0.63           72.12 
75  70  -2.62        0.55           87.68 
80  70  -2.17        0.61           104.70 
85  70  -1.32        0.74           115.55 
90  70  -0.94        0.81           119.02 
95  70  -1.32        0.74           115.63 
100  70  -2.18        0.61           104.87 
105  70  -2.63        0.55           87.94 
110  70  -2.03        0.63           72.41 
115  70  -0.92        0.81           65.23 
120  70  0.07        1.02           66.24 
125  70  0.74        1.19           72.24 
130  70  1.12        1.29           80.51 
135  70  1.65        1.46           90.72 
140  70  1.93        1.56           99.51 
145  70  1.03        1.27           105.48 
150  70  -0.51        0.89           114.89 
155  70  1.58        1.44           123.25 
160  70  0.46        1.11           125.44 
165  70  -2.54        0.56           127.23 
170  70  -5.88        0.26           129.42 
175  70  -11.39        0.07           131.30 
180  70  -45.06        0.00           175.35 
0  75  -45.06        0.00           4.65 
5  75  -11.60        0.07           129.36 
10  75  -5.98        0.25           128.40 
15  75  -2.61        0.55           126.54 
20  75  0.41        1.10           124.95 
25  75  1.54        1.43           122.83 
30  75  -0.55        0.88           114.35 
35  75  1.01        1.26           105.02 
40  75  1.92        1.56           99.11 
45  75  1.64        1.46           90.33 
50  75  1.12        1.29           80.12 
55  75  0.76        1.19           71.88 
60  75  0.09        1.02           65.91 
65  75  -0.89        0.81           64.92 
70  75  -2.01        0.63           72.12 
75  75  -2.62        0.55           87.68 
80  75  -2.17        0.61           104.70 
85  75  -1.32        0.74           115.55 
90  75  -0.94        0.81           119.02 
95  75  -1.32        0.74           115.63 
100  75  -2.18        0.61           104.87 
105  75  -2.63        0.55           87.94 
110  75  -2.03        0.63           72.41 
115  75  -0.92        0.81           65.23 
120  75  0.07        1.02           66.24 
125  75  0.74        1.19           72.24 
130  75  1.12        1.29           80.51 
135  75  1.65        1.46           90.72 
140  75  1.93        1.56           99.51 
145  75  1.03        1.27           105.48 
150  75  -0.51        0.89           114.89 
155  75  1.58        1.44           123.25 
160  75  0.46        1.11           125.44 
165  75  -2.54        0.56           127.23 
170  75  -5.88        0.26           129.42 
175  75  -11.39        0.07           131.30 
180  75  -45.06        0.00           175.35 
0  80  -45.06        0.00           4.65 
5  80  -11.60        0.07           129.36 
10  80  -5.98        0.25           128.40 
15  80  -2.61        0.55           126.54 
20  80  0.41        1.10           124.95 
25  80  1.54        1.43           122.83 
30  80  -0.55        0.88           114.35 
35  80  1.01        1.26           105.02 
40  80  1.92        1.56           99.11 
45  80  1.64        1.46           90.33 
50  80  1.12        1.29           80.12 
55  80  0.76        1.19           71.88 
60  80  0.09        1.02           65.91 
65  80  -0.89        0.81           64.92 
70  80  -2.01        0.63           72.12 
75  80  -2.62        0.55           87.68 
80  80  -2.17        0.61           104.70 
85  80  -1.32        0.74           115.55 
90  80  -0.94        0.81           119.02 
95  80  -1.32        0.74           115.63 
100  80  -2.18        0.61           104.87 
105  80  -2.63        0.55           87.94 
110  80  -2.03        0.63           72.41 
115  80  -0.92        0.81           65.23 
120  80  0.07        1.02           66.24 
125  80  0.74        1.19           72.24 
130  80  1.12        1.29           80.51 
135  80  1.65        1.46           90.72 
140  80  1.93        1.56           99.51 
145  80  1.03        1.27           105.48 
150  80  -0.51        0.89           114.89 
155  80  1.58        1.44           123.25 
160  80  0.46        1.11           125.44 
165  80  -2.54        0.56           127.23 
170  80  -5.88        0.26           129.42 
175  80  -11.39        0.07           131.30 
180  80  -45.06        0.00           175.35 
0  85  -45.06        0.00           4.65 
5  85  -11.60        0.07           129.36 
10  85  -5.98        0.25           128.40 
15  85  -2.61        0.55           126.54 
20  85  0.41        1.10           124.95 
25  85  1.54        1.43           122.83 
30  85  -0.55        0.88           114.35 
35  85  1.01        1.26           105.02 
40  85  1.92        1.56           99.11 
45  85  1.64        1.46           90.33 
50  85  1.12        1.29           80.12 
55  85  0.76        1.19           71.88 
60  85  0.09        1.02           65.91 
65  85  -0.89        0.81           64.92 
70  85  -2.01        0.63           72.12 
75  85  -2.62        0.55           87.68 
80  85  -2.17        0.61           104.70 
85  85  -1.32        0.74           115.55 
90  85  -0.94        0.81           119.02 
95  85  -1.32        0.74           115.63 
100  85  -2.18        0.61           104.87 
105  85  -2.63        0.55           87.94 
110  85  -2.03        0.63           72.41 
115  85  -0.92        0.81           65.23 
120  85  0.07        1.02           66.24 
125  85  0.74        1.19           72.24 
130  85  1.12        1.29           80.51 
135  85  1.65        1.46           90.72 
140  85  1.93        1.56           99.51 
145  85  1.03        1.27           105.48 
150  85  -0.51        0.89           114.89 
155  85  1.58        1.44           123.25 
160  85  0.46        1.11           125.44 
165  85  -2.54        0.56           127.23 
170  85  -5.88        0.26           129.42 
175  85  -11.39        0.07           131.30 
180  85  -45.06        0.00           175.35 
0  90  -45.06        0.00           4.65 
5  90  -11.60        0.07           129.36 
10  90  -5.98        0.25           128.40 
15  90  -2.61        0.55           126.54 
20  90  0.41        1.10           124.95 
25  90  1.54        1.43           122.83 
30  90  -0.55        0.88           114.35 
35  90  1.01        1.26           105.02 
40  90  1.92        1.56           99.11 
45  90  1.64        1.46           90.33 
50  90  1.12        1.29           80.12 
55  90  0.76        1.19           71.88 
60  90  0.09        1.02           65.91 
65  90  -0.89        0.81           64.92 
70  90  -2.01        0.63           72.12 
75  90  -2.62        0.55           87.68 
80  90  -2.17        0.61           104.70 
85  90  -1.32        0.74           115.55 
90  90  -0.94        0.81           119.02 
95  90  -1.32        0.74           115.63 
100  90  -2.18        0.61           104.87 
105  90  -2.63        0.55           87.94 
110  90  -2.03        0.63           72.41 
115  90  -0.92        0.81           65.23 
120  90  0.07        1.02           66.24 
125  90  0.74        1.19           72.24 
130  90  1.12        1.29           80.51 
135  90  1.65        1.46           90.72 
140  90  1.93        1.56           99.51 
145  90  1.03        1.27           105.48 
150  90  -0.51        0.89           114.89 
155  90  1.58        1.44           123.25 
160  90  0.46        1.11           125.44 
165  90  -2.54        0.56           127.23 
170  90  -5.88        0.26           129.42 
175  90  -11.39        0.07           131.30 
180  90  -45.06        0.00           175.35 
0  95  -45.06        0.00           4.65 
5  95  -11.60        0.07           129.36 
10  95  -5.98        0.25           128.40 
15  95  -2.61        0.55           126.54 
20  95  0.41        1.10           124.95 
25  95  1.54        1.43           122.83 
30  95  -0.55        0.88           114.35 
35  95  1.01        1.26           105.02 
40  95  1.92        1.56           99.11 
45  95  1.64        1.46           90.33 
50  95  1.12        1.29           80.12 
55  95  0.76        1.19           71.88 
60  95  0.09        1.02           65.91 
65  95  -0.89        0.81           64.92 
70  95  -2.01        0.63           72.12 
75  95  -2.62        0.55           87.68 
80  95  -2.17        0.61           104.70 
85  95  -1.32        0.74           115.55 
90  95  -0.94        0.81           119.02 
95  95  -1.32        0.74           115.63 
100  95  -2.18        0.61           104.87 
105  95  -2.63        0.55           87.94 
110  95  -2.03        0.63           72.41 
115  95  -0.92        0.81           65.23 
120  95  0.07        1.02           66.24 
125  95  0.74        1.19           72.24 
130  95  1.12        1.29           80.51 
135  95  1.65        1.46           90.72 
140  95  1.93        1.56           99.51 
145  95  1.03        1.27           105.48 
150  95  -0.51        0.89           114.89 
155  95  1.58        1.44           123.25 
160  95  0.46        1.11           125.44 
165  95  -2.54        0.56           127.23 
170  95  -5.88        0.26           129.42 
175  95  -11.39        0.07           131.30 
180  95  -45.06        0.00           175.35 
0  100  -45.06        0.00           4.65 
5  100  -11.60        0.07           129.36 
10  100  -5.98        0.25           128.40 
15  100  -2.61        0.55           126.54 
20  100  0.41        1.10           124.95 
25  100  1.54        1.43           122.83 
30  100  -0.55        0.88           114.35 
35  100  1.01        1.26           105.02 
40  100  1.92        1.56           99.11 
45  100  1.64        1.46           90.33 
50  100  1.12        1.29           80.12 
55  100  0.76        1.19           71.88 
60  100  0.09        1.02           65.91 
65  100  -0.89        0.81           64.92 
70  100  -2.01        0.63           72.12 
75  100  -2.62        0.55           87.68 
80  100  -2.17        0.61           104.70 
85  100  -1.32        0.74           115.55 
90  100  -0.94        0.81           119.02 
95  100  -1.32        0.74           115.63 
100  100  -2.18        0.61           104.87 
105  100  -2.63        0.55           87.94 
110  100  -2.03        0.63           72.41 
115  100  -0.92        0.81           65.23 
120  100  0.07        1.02           66.24 
125  100  0.74        1.19           72.24 
130  100  1.12        1.29           80.51 
135  100  1.65        1.46           90.72 
140  100  1.93        1.56           99.51 
145  100  1.03        1.27           105.48 
150  100  -0.51        0.89           114.89 
155  100  1.58        1.44           123.25 
160  100  0.46        1.11           125.44 
165  100  -2.54        0.56           127.23 
170  100  -5.88        0.26           129.42 
175  100  -11.39        0.07           131.30 
180  100  -45.06        0.00           175.35 
0  105  -45.06        0.00           4.65 
5  105  -11.60        0.07           129.36 
10  105  -5.98        0.25           128.40 
15  105  -2.61        0.55           126.54 
20  105  0.41        1.10           124.95 
25  105  1.54        1.43           122.83 
30  105  -0.55        0.88           114.35 
35  105  1.01        1.26           105.02 
40  105  1.92        1.56           99.11 
45  105  1.64        1.46           90.33 
50  105  1.12        1.29           80.12 
55  105  0.76        1.19           71.88 
60  105  0.09        1.02           65.91 
65  105  -0.89        0.81           64.92 
