freq : 816.66 MHz
SWR : 6.24
 Theta     Phi     Gain(dB)     Gain     Phase(deg) 
70  105  -2.01        0.63           72.12 
75  105  -2.62        0.55           87.68 
80  105  -2.17        0.61           104.70 
85  105  -1.32        0.74           115.55 
90  105  -0.94        0.81           119.02 
95  105  -1.32        0.74           115.63 
100  105  -2.18        0.61           104.87 
105  105  -2.63        0.55           87.94 
110  105  -2.03        0.63           72.41 
115  105  -0.92        0.81           65.23 
120  105  0.07        1.02           66.24 
125  105  0.74        1.19           72.24 
130  105  1.12        1.29           80.51 
135  105  1.65        1.46           90.72 
140  105  1.93        1.56           99.51 
145  105  1.03        1.27           105.48 
150  105  -0.51        0.89           114.89 
155  105  1.58        1.44           123.25 
160  105  0.46        1.11           125.44 
165  105  -2.54        0.56           127.23 
170  105  -5.88        0.26           129.42 
175  105  -11.39        0.07           131.30 
180  105  -45.06        0.00           175.35 
0  110  -45.06        0.00           4.65 
5  110  -11.60        0.07           129.36 
10  110  -5.98        0.25           128.40 
15  110  -2.61        0.55           126.54 
20  110  0.41        1.10           124.95 
25  110  1.54        1.43           122.83 
30  110  -0.55        0.88           114.35 
35  110  1.01        1.26           105.02 
40  110  1.92        1.56           99.11 
45  110  1.64        1.46           90.33 
50  110  1.12        1.29           80.12 
55  110  0.76        1.19           71.88 
60  110  0.09        1.02           65.91 
65  110  -0.89        0.81           64.92 
70  110  -2.01        0.63           72.12 
75  110  -2.62        0.55           87.68 
80  110  -2.17        0.61           104.70 
85  110  -1.32        0.74           115.55 
90  110  -0.94        0.81           119.02 
95  110  -1.32        0.74           115.63 
100  110  -2.18        0.61           104.87 
105  110  -2.63        0.55           87.94 
110  110  -2.03        0.63           72.41 
115  110  -0.92        0.81           65.23 
120  110  0.07        1.02           66.24 
125  110  0.74        1.19           72.24 
130  110  1.12        1.29           80.51 
135  110  1.65        1.46           90.72 
140  110  1.93        1.56           99.51 
145  110  1.03        1.27           105.48 
150  110  -0.51        0.89           114.89 
155  110  1.58        1.44           123.25 
160  110  0.46        1.11           125.44 
165  110  -2.54        0.56           127.23 
170  110  -5.88        0.26           129.42 
175  110  -11.39        0.07           131.30 
180  110  -45.06        0.00           175.35 
0  115  -45.06        0.00           4.65 
5  115  -11.60        0.07           129.36 
10  115  -5.98        0.25           128.40 
15  115  -2.61        0.55           126.54 
20  115  0.41        1.10           124.95 
25  115  1.54        1.43           122.83 
30  115  -0.55        0.88           114.35 
35  115  1.01        1.26           105.02 
40  115  1.92        1.56           99.11 
45  115  1.64        1.46           90.33 
50  115  1.12        1.29           80.12 
55  115  0.76        1.19           71.88 
60  115  0.09        1.02           65.91 
65  115  -0.89        0.81           64.92 
70  115  -2.01        0.63           72.12 
75  115  -2.62        0.55           87.68 
80  115  -2.17        0.61           104.70 
85  115  -1.32        0.74           115.55 
90  115  -0.94        0.81           119.02 
95  115  -1.32        0.74           115.63 
100  115  -2.18        0.61           104.87 
105  115  -2.63        0.55           87.94 
110  115  -2.03        0.63           72.41 
115  115  -0.92        0.81           65.23 
120  115  0.07        1.02           66.24 
125  115  0.74        1.19           72.24 
130  115  1.12        1.29           80.51 
135  115  1.65        1.46           90.72 
140  115  1.93        1.56           99.51 
145  115  1.03        1.27           105.48 
150  115  -0.51        0.89           114.89 
155  115  1.58        1.44           123.25 
160  115  0.46        1.11           125.44 
165  115  -2.54        0.56           127.23 
170  115  -5.88        0.26           129.42 
175  115  -11.39        0.07           131.30 
180  115  -45.06        0.00           175.35 
0  120  -45.06        0.00           4.65 
5  120  -11.60        0.07           129.36 
10  120  -5.98        0.25           128.40 
15  120  -2.61        0.55           126.54 
20  120  0.41        1.10           124.95 
25  120  1.54        1.43           122.83 
30  120  -0.55        0.88           114.35 
35  120  1.01        1.26           105.02 
40  120  1.92        1.56           99.11 
45  120  1.64        1.46           90.33 
50  120  1.12        1.29           80.12 
55  120  0.76        1.19           71.88 
60  120  0.09        1.02           65.91 
65  120  -0.89        0.81           64.92 
70  120  -2.01        0.63           72.12 
75  120  -2.62        0.55           87.68 
80  120  -2.17        0.61           104.70 
85  120  -1.32        0.74           115.55 
90  120  -0.94        0.81           119.02 
95  120  -1.32        0.74           115.63 
100  120  -2.18        0.61           104.87 
105  120  -2.63        0.55           87.94 
110  120  -2.03        0.63           72.41 
115  120  -0.92        0.81           65.23 
120  120  0.07        1.02           66.24 
125  120  0.74        1.19           72.24 
130  120  1.12        1.29           80.51 
135  120  1.65        1.46           90.72 
140  120  1.93        1.56           99.51 
145  120  1.03        1.27           105.48 
150  120  -0.51        0.89           114.89 
155  120  1.58        1.44           123.25 
160  120  0.46        1.11           125.44 
165  120  -2.54        0.56           127.23 
170  120  -5.88        0.26           129.42 
175  120  -11.39        0.07           131.30 
180  120  -45.06        0.00           175.35 
0  125  -45.06        0.00           4.65 
5  125  -11.60        0.07           129.36 
10  125  -5.98        0.25           128.40 
15  125  -2.61        0.55           126.54 
20  125  0.41        1.10           124.95 
25  125  1.54        1.43           122.83 
30  125  -0.55        0.88           114.35 
35  125  1.01        1.26           105.02 
40  125  1.92        1.56           99.11 
45  125  1.64        1.46           90.33 
50  125  1.12        1.29           80.12 
55  125  0.76        1.19           71.88 
60  125  0.09        1.02           65.91 
65  125  -0.89        0.81           64.92 
70  125  -2.01        0.63           72.12 
75  125  -2.62        0.55           87.68 
80  125  -2.17        0.61           104.70 
85  125  -1.32        0.74           115.55 
90  125  -0.94        0.81           119.02 
95  125  -1.32        0.74           115.63 
100  125  -2.18        0.61           104.87 
105  125  -2.63        0.55           87.94 
110  125  -2.03        0.63           72.41 
115  125  -0.92        0.81           65.23 
120  125  0.07        1.02           66.24 
125  125  0.74        1.19           72.24 
130  125  1.12        1.29           80.51 
135  125  1.65        1.46           90.72 
140  125  1.93        1.56           99.51 
145  125  1.03        1.27           105.48 
150  125  -0.51        0.89           114.89 
155  125  1.58        1.44           123.25 
160  125  0.46        1.11           125.44 
165  125  -2.54        0.56           127.23 
170  125  -5.88        0.26           129.42 
175  125  -11.39        0.07           131.30 
180  125  -45.06        0.00           175.35 
0  130  -45.06        0.00           4.65 
5  130  -11.60        0.07           129.36 
10  130  -5.98        0.25           128.40 
15  130  -2.61        0.55           126.54 
20  130  0.41        1.10           124.95 
25  130  1.54        1.43           122.83 
30  130  -0.55        0.88           114.35 
35  130  1.01        1.26           105.02 
40  130  1.92        1.56           99.11 
45  130  1.64        1.46           90.33 
50  130  1.12        1.29           80.12 
55  130  0.76        1.19           71.88 
60  130  0.09        1.02           65.91 
65  130  -0.89        0.81           64.92 
70  130  -2.01        0.63           72.12 
75  130  -2.62        0.55           87.68 
80  130  -2.17        0.61           104.70 
85  130  -1.32        0.74           115.55 
90  130  -0.94        0.81           119.02 
95  130  -1.32        0.74           115.63 
100  130  -2.18        0.61           104.87 
105  130  -2.63        0.55           87.94 
110  130  -2.03        0.63           72.41 
115  130  -0.92        0.81           65.23 
120  130  0.07        1.02           66.24 
125  130  0.74        1.19           72.24 
130  130  1.12        1.29           80.51 
135  130  1.65        1.46           90.72 
140  130  1.93        1.56           99.51 
145  130  1.03        1.27           105.48 
150  130  -0.51        0.89           114.89 
155  130  1.58        1.44           123.25 
160  130  0.46        1.11           125.44 
165  130  -2.54        0.56           127.23 
170  130  -5.88        0.26           129.42 
175  130  -11.39        0.07           131.30 
180  130  -45.06        0.00           175.35 
0  135  -45.06        0.00           4.65 
5  135  -11.60        0.07           129.36 
10  135  -5.98        0.25           128.40 
15  135  -2.61        0.55           126.54 
20  135  0.41        1.10           124.95 
25  135  1.54        1.43           122.83 
30  135  -0.55        0.88           114.35 
35  135  1.01        1.26           105.02 
40  135  1.92        1.56           99.11 
45  135  1.64        1.46           90.33 
50  135  1.12        1.29           80.12 
55  135  0.76        1.19           71.88 
60  135  0.09        1.02           65.91 
65  135  -0.89        0.81           64.92 
70  135  -2.01        0.63           72.12 
75  135  -2.62        0.55           87.68 
80  135  -2.17        0.61           104.70 
85  135  -1.32        0.74           115.55 
90  135  -0.94        0.81           119.02 
95  135  -1.32        0.74           115.63 
100  135  -2.18        0.61           104.87 
105  135  -2.63        0.55           87.94 
110  135  -2.03        0.63           72.41 
115  135  -0.92        0.81           65.23 
120  135  0.07        1.02           66.24 
125  135  0.74        1.19           72.24 
130  135  1.12        1.29           80.51 
135  135  1.65        1.46           90.72 
140  135  1.93        1.56           99.51 
145  135  1.03        1.27           105.48 
150  135  -0.51        0.89           114.89 
155  135  1.58        1.44           123.25 
160  135  0.46        1.11           125.44 
165  135  -2.54        0.56           127.23 
170  135  -5.88        0.26           129.42 
175  135  -11.39        0.07           131.30 
180  135  -45.06        0.00           175.35 
0  140  -45.06        0.00           4.65 
5  140  -11.60        0.07           129.36 
10  140  -5.98        0.25           128.40 
15  140  -2.61        0.55           126.54 
20  140  0.41        1.10           124.95 
25  140  1.54        1.43           122.83 
30  140  -0.55        0.88           114.35 
35  140  1.01        1.26           105.02 
40  140  1.92        1.56           99.11 
45  140  1.64        1.46           90.33 
50  140  1.12        1.29           80.12 
55  140  0.76        1.19           71.88 
60  140  0.09        1.02           65.91 
65  140  -0.89        0.81           64.92 
70  140  -2.01        0.63           72.12 
75  140  -2.62        0.55           87.68 
80  140  -2.17        0.61           104.70 
85  140  -1.32        0.74           115.55 
90  140  -0.94        0.81           119.02 
95  140  -1.32        0.74           115.63 
100  140  -2.18        0.61           104.87 
105  140  -2.63        0.55           87.94 
110  140  -2.03        0.63           72.41 
115  140  -0.92        0.81           65.23 
120  140  0.07        1.02           66.24 
125  140  0.74        1.19           72.24 
130  140  1.12        1.29           80.51 
135  140  1.65        1.46           90.72 
140  140  1.93        1.56           99.51 
145  140  1.03        1.27           105.48 
150  140  -0.51        0.89           114.89 
155  140  1.58        1.44           123.25 
160  140  0.46        1.11           125.44 
165  140  -2.54        0.56           127.23 
170  140  -5.88        0.26           129.42 
175  140  -11.39        0.07           131.30 
180  140  -45.06        0.00           175.35 
0  145  -45.06        0.00           4.65 
5  145  -11.60        0.07           129.36 
10  145  -5.98        0.25           128.40 
15  145  -2.61        0.55           126.54 
20  145  0.41        1.10           124.95 
25  145  1.54        1.43           122.83 
30  145  -0.55        0.88           114.35 
35  145  1.01        1.26           105.02 
40  145  1.92        1.56           99.11 
45  145  1.64        1.46           90.33 
50  145  1.12        1.29           80.12 
55  145  0.76        1.19           71.88 
60  145  0.09        1.02           65.91 
65  145  -0.89        0.81           64.92 
70  145  -2.01        0.63           72.12 
75  145  -2.62        0.55           87.68 
80  145  -2.17        0.61           104.70 
85  145  -1.32        0.74           115.55 
90  145  -0.94        0.81           119.02 
95  145  -1.32        0.74           115.63 
100  145  -2.18        0.61           104.87 
105  145  -2.63        0.55           87.94 
110  145  -2.03        0.63           72.41 
115  145  -0.92        0.81           65.23 
120  145  0.07        1.02           66.24 
125  145  0.74        1.19           72.24 
130  145  1.12        1.29           80.51 
135  145  1.65        1.46           90.72 
140  145  1.93        1.56           99.51 
145  145  1.03        1.27           105.48 
150  145  -0.51        0.89           114.89 
155  145  1.58        1.44           123.25 
160  145  0.46        1.11           125.44 
165  145  -2.54        0.56           127.23 
170  145  -5.88        0.26           129.42 
175  145  -11.39        0.07           131.30 
180  145  -45.06        0.00           175.35 
0  150  -45.06        0.00           4.65 
5  150  -11.60        0.07           129.36 
10  150  -5.98        0.25           128.40 
15  150  -2.61        0.55           126.54 
20  150  0.41        1.10           124.95 
25  150  1.54        1.43           122.83 
30  150  -0.55        0.88           114.35 
35  150  1.01        1.26           105.02 
40  150  1.92        1.56           99.11 
45  150  1.64        1.46           90.33 
50  150  1.12        1.29           80.12 
55  150  0.76        1.19           71.88 
60  150  0.09        1.02           65.91 
65  150  -0.89        0.81           64.92 
70  150  -2.01        0.63           72.12 
75  150  -2.62        0.55           87.68 
80  150  -2.17        0.61           104.70 
85  150  -1.32        0.74           115.55 
90  150  -0.94        0.81           119.02 
95  150  -1.32        0.74           115.63 
100  150  -2.18        0.61           104.87 
105  150  -2.63        0.55           87.94 
110  150  -2.03        0.63           72.41 
115  150  -0.92        0.81           65.23 
120  150  0.07        1.02           66.24 
125  150  0.74        1.19           72.24 
130  150  1.12        1.29           80.51 
135  150  1.65        1.46           90.72 
140  150  1.93        1.56           99.51 
145  150  1.03        1.27           105.48 
150  150  -0.51        0.89           114.89 
155  150  1.58        1.44           123.25 
160  150  0.46        1.11           125.44 
165  150  -2.54        0.56           127.23 
170  150  -5.88        0.26           129.42 
175  150  -11.39        0.07           131.30 
180  150  -45.06        0.00           175.35 
0  155  -45.06        0.00           4.65 
5  155  -11.60        0.07           129.36 
10  155  -5.98        0.25           128.40 
15  155  -2.61        0.55           126.54 
20  155  0.41        1.10           124.95 
25  155  1.54        1.43           122.83 
30  155  -0.55        0.88           114.35 
35  155  1.01        1.26           105.02 
40  155  1.92        1.56           99.11 
45  155  1.64        1.46           90.33 
50  155  1.12        1.29           80.12 
55  155  0.76        1.19           71.88 
60  155  0.09        1.02           65.91 
65  155  -0.89        0.81           64.92 
70  155  -2.01        0.63           72.12 
75  155  -2.62        0.55           87.68 
80  155  -2.17        0.61           104.70 
85  155  -1.32        0.74           115.55 
90  155  -0.94        0.81           119.02 
95  155  -1.32        0.74           115.63 
100  155  -2.18        0.61           104.87 
105  155  -2.63        0.55           87.94 
110  155  -2.03        0.63           72.41 
115  155  -0.92        0.81           65.23 
120  155  0.07        1.02           66.24 
125  155  0.74        1.19           72.24 
130  155  1.12        1.29           80.51 
135  155  1.65        1.46           90.72 
140  155  1.93        1.56           99.51 
145  155  1.03        1.27           105.48 
150  155  -0.51        0.89           114.89 
155  155  1.58        1.44           123.25 
160  155  0.46        1.11           125.44 
165  155  -2.54        0.56           127.23 
170  155  -5.88        0.26           129.42 
175  155  -11.39        0.07           131.30 
180  155  -45.06        0.00           175.35 
0  160  -45.06        0.00           4.65 
5  160  -11.60        0.07           129.36 
10  160  -5.98        0.25           128.40 
15  160  -2.61        0.55           126.54 
20  160  0.41        1.10           124.95 
25  160  1.54        1.43           122.83 
30  160  -0.55        0.88           114.35 
35  160  1.01        1.26           105.02 
40  160  1.92        1.56           99.11 
45  160  1.64        1.46           90.33 
50  160  1.12        1.29           80.12 
55  160  0.76        1.19           71.88 
60  160  0.09        1.02           65.91 
65  160  -0.89        0.81           64.92 
70  160  -2.01        0.63           72.12 
75  160  -2.62        0.55           87.68 
80  160  -2.17        0.61           104.70 
85  160  -1.32        0.74           115.55 
90  160  -0.94        0.81           119.02 
95  160  -1.32        0.74           115.63 
100  160  -2.18        0.61           104.87 
105  160  -2.63        0.55           87.94 
110  160  -2.03        0.63           72.41 
115  160  -0.92        0.81           65.23 
120  160  0.07        1.02           66.24 
125  160  0.74        1.19           72.24 
130  160  1.12        1.29           80.51 
135  160  1.65        1.46           90.72 
140  160  1.93        1.56           99.51 
145  160  1.03        1.27           105.48 
150  160  -0.51        0.89           114.89 
155  160  1.58        1.44           123.25 
160  160  0.46        1.11           125.44 
165  160  -2.54        0.56           127.23 
170  160  -5.88        0.26           129.42 
175  160  -11.39        0.07           131.30 
180  160  -45.06        0.00           175.35 
0  165  -45.06        0.00           4.65 
5  165  -11.60        0.07           129.36 
10  165  -5.98        0.25           128.40 
15  165  -2.61        0.55           126.54 
20  165  0.41        1.10           124.95 
25  165  1.54        1.43           122.83 
30  165  -0.55        0.88           114.35 
35  165  1.01        1.26           105.02 
40  165  1.92        1.56           99.11 
45  165  1.64        1.46           90.33 
50  165  1.12        1.29           80.12 
55  165  0.76        1.19           71.88 
60  165  0.09        1.02           65.91 
65  165  -0.89        0.81           64.92 
70  165  -2.01        0.63           72.12 
75  165  -2.62        0.55           87.68 
80  165  -2.17        0.61           104.70 
85  165  -1.32        0.74           115.55 
90  165  -0.94        0.81           119.02 
95  165  -1.32        0.74           115.63 
100  165  -2.18        0.61           104.87 
105  165  -2.63        0.55           87.94 
110  165  -2.03        0.63           72.41 
115  165  -0.92        0.81           65.23 
120  165  0.07        1.02           66.24 
125  165  0.74        1.19           72.24 
130  165  1.12        1.29           80.51 
135  165  1.65        1.46           90.72 
140  165  1.93        1.56           99.51 
145  165  1.03        1.27           105.48 
150  165  -0.51        0.89           114.89 
155  165  1.58        1.44           123.25 
160  165  0.46        1.11           125.44 
165  165  -2.54        0.56           127.23 
170  165  -5.88        0.26           129.42 
175  165  -11.39        0.07           131.30 
180  165  -45.06        0.00           175.35 
0  170  -45.06        0.00           4.65 
5  170  -11.60        0.07           129.36 
10  170  -5.98        0.25           128.40 
15  170  -2.61        0.55           126.54 
20  170  0.41        1.10           124.95 
25  170  1.54        1.43           122.83 
30  170  -0.55        0.88           114.35 
35  170  1.01        1.26           105.02 
40  170  1.92        1.56           99.11 
45  170  1.64        1.46           90.33 
50  170  1.12        1.29           80.12 
55  170  0.76        1.19           71.88 
60  170  0.09        1.02           65.91 
65  170  -0.89        0.81           64.92 
70  170  -2.01        0.63           72.12 
75  170  -2.62        0.55           87.68 
80  170  -2.17        0.61           104.70 
85  170  -1.32        0.74           115.55 
90  170  -0.94        0.81           119.02 
95  170  -1.32        0.74           115.63 
100  170  -2.18        0.61           104.87 
105  170  -2.63        0.55           87.94 
110  170  -2.03        0.63           72.41 
115  170  -0.92        0.81           65.23 
120  170  0.07        1.02           66.24 
125  170  0.74        1.19           72.24 
130  170  1.12        1.29           80.51 
135  170  1.65        1.46           90.72 
140  170  1.93        1.56           99.51 
145  170  1.03        1.27           105.48 
150  170  -0.51        0.89           114.89 
155  170  1.58        1.44           123.25 
160  170  0.46        1.11           125.44 
165  170  -2.54        0.56           127.23 
170  170  -5.88        0.26           129.42 
175  170  -11.39        0.07           131.30 
180  170  -45.06        0.00           175.35 
0  175  -45.06        0.00           4.65 
5  175  -11.60        0.07           129.36 
10  175  -5.98        0.25           128.40 
15  175  -2.61        0.55           126.54 
20  175  0.41        1.10           124.95 
25  175  1.54        1.43           122.83 
30  175  -0.55        0.88           114.35 
35  175  1.01        1.26           105.02 
40  175  1.92        1.56           99.11 
45  175  1.64        1.46           90.33 
50  175  1.12        1.29           80.12 
55  175  0.76        1.19           71.88 
60  175  0.09        1.02           65.91 
65  175  -0.89        0.81           64.92 
70  175  -2.01        0.63           72.12 
75  175  -2.62        0.55           87.68 
80  175  -2.17        0.61           104.70 
85  175  -1.32        0.74           115.55 
90  175  -0.94        0.81           119.02 
95  175  -1.32        0.74           115.63 
100  175  -2.18        0.61           104.87 
105  175  -2.63        0.55           87.94 
110  175  -2.03        0.63           72.41 
115  175  -0.92        0.81           65.23 
120  175  0.07        1.02           66.24 
125  175  0.74        1.19           72.24 
130  175  1.12        1.29           80.51 
135  175  1.65        1.46           90.72 
140  175  1.93        1.56           99.51 
145  175  1.03        1.27           105.48 
150  175  -0.51        0.89           114.89 
155  175  1.58        1.44           123.25 
160  175  0.46        1.11           125.44 
165  175  -2.54        0.56           127.23 
170  175  -5.88        0.26           129.42 
175  175  -11.39        0.07           131.30 
180  175  -45.06        0.00           175.35 
0  180  -45.06        0.00           4.65 
5  180  -11.60        0.07           129.36 
10  180  -5.98        0.25           128.40 
15  180  -2.61        0.55           126.54 
20  180  0.41        1.10           124.95 
25  180  1.54        1.43           122.83 
30  180  -0.55        0.88           114.35 
35  180  1.01        1.26           105.02 
40  180  1.92        1.56           99.11 
45  180  1.64        1.46           90.33 
50  180  1.12        1.29           80.12 
55  180  0.76        1.19           71.88 
60  180  0.09        1.02           65.91 
65  180  -0.89        0.81           64.92 
70  180  -2.01        0.63           72.12 
75  180  -2.62        0.55           87.68 
80  180  -2.17        0.61           104.70 
85  180  -1.32        0.74           115.55 
90  180  -0.94        0.81           119.02 
95  180  -1.32        0.74           115.63 
100  180  -2.18        0.61           104.87 
105  180  -2.63        0.55           87.94 
110  180  -2.03        0.63           72.41 
115  180  -0.92        0.81           65.23 
120  180  0.07        1.02           66.24 
125  180  0.74        1.19           72.24 
130  180  1.12        1.29           80.51 
135  180  1.65        1.46           90.72 
140  180  1.93        1.56           99.51 
145  180  1.03        1.27           105.48 
150  180  -0.51        0.89           114.89 
155  180  1.58        1.44           123.25 
160  180  0.46        1.11           125.44 
165  180  -2.54        0.56           127.23 
170  180  -5.88        0.26           129.42 
175  180  -11.39        0.07           131.30 
180  180  -45.06        0.00           175.35 
0  185  -45.06        0.00           4.65 
5  185  -11.60        0.07           129.36 
10  185  -5.98        0.25           128.40 
15  185  -2.61        0.55           126.54 
20  185  0.41        1.10           124.95 
25  185  1.54        1.43           122.83 
30  185  -0.55        0.88           114.35 
35  185  1.01        1.26           105.02 
40  185  1.92        1.56           99.11 
45  185  1.64        1.46           90.33 
50  185  1.12        1.29           80.12 
55  185  0.76        1.19           71.88 
60  185  0.09        1.02           65.91 
65  185  -0.89        0.81           64.92 
70  185  -2.01        0.63           72.12 
75  185  -2.62        0.55           87.68 
80  185  -2.17        0.61           104.70 
85  185  -1.32        0.74           115.55 
90  185  -0.94        0.81           119.02 
95  185  -1.32        0.74           115.63 
100  185  -2.18        0.61           104.87 
105  185  -2.63        0.55           87.94 
110  185  -2.03        0.63           72.41 
115  185  -0.92        0.81           65.23 
120  185  0.07        1.02           66.24 
125  185  0.74        1.19           72.24 
130  185  1.12        1.29           80.51 
135  185  1.65        1.46           90.72 
140  185  1.93        1.56           99.51 
145  185  1.03        1.27           105.48 
150  185  -0.51        0.89           114.89 
155  185  1.58        1.44           123.25 
160  185  0.46        1.11           125.44 
165  185  -2.54        0.56           127.23 
170  185  -5.88        0.26           129.42 
175  185  -11.39        0.07           131.30 
180  185  -45.06        0.00           175.35 
0  190  -45.06        0.00           4.65 
5  190  -11.60        0.07           129.36 
10  190  -5.98        0.25           128.40 
15  190  -2.61        0.55           126.54 
20  190  0.41        1.10           124.95 
25  190  1.54        1.43           122.83 
30  190  -0.55        0.88           114.35 
35  190  1.01        1.26           105.02 
40  190  1.92        1.56           99.11 
45  190  1.64        1.46           90.33 
50  190  1.12        1.29           80.12 
55  190  0.76        1.19           71.88 
60  190  0.09        1.02           65.91 
65  190  -0.89        0.81           64.92 
70  190  -2.01        0.63           72.12 
75  190  -2.62        0.55           87.68 
80  190  -2.17        0.61           104.70 
85  190  -1.32        0.74           115.55 
90  190  -0.94        0.81           119.02 
95  190  -1.32        0.74           115.63 
100  190  -2.18        0.61           104.87 
105  190  -2.63        0.55           87.94 
110  190  -2.03        0.63           72.41 
115  190  -0.92        0.81           65.23 
120  190  0.07        1.02           66.24 
125  190  0.74        1.19           72.24 
130  190  1.12        1.29           80.51 
135  190  1.65        1.46           90.72 
140  190  1.93        1.56           99.51 
145  190  1.03        1.27           105.48 
150  190  -0.51        0.89           114.89 
155  190  1.58        1.44           123.25 
160  190  0.46        1.11           125.44 
165  190  -2.54        0.56           127.23 
170  190  -5.88        0.26           129.42 
175  190  -11.39        0.07           131.30 
180  190  -45.06        0.00           175.35 
0  195  -45.06        0.00           4.65 
5  195  -11.60        0.07           129.36 
10  195  -5.98        0.25           128.40 
15  195  -2.61        0.55           126.54 
20  195  0.41        1.10           124.95 
25  195  1.54        1.43           122.83 
30  195  -0.55        0.88           114.35 
35  195  1.01        1.26           105.02 
40  195  1.92        1.56           99.11 
45  195  1.64        1.46           90.33 
50  195  1.12        1.29           80.12 
55  195  0.76        1.19           71.88 
60  195  0.09        1.02           65.91 
65  195  -0.89        0.81           64.92 
70  195  -2.01        0.63           72.12 
75  195  -2.62        0.55           87.68 
80  195  -2.17        0.61           104.70 
85  195  -1.32        0.74           115.55 
90  195  -0.94        0.81           119.02 
95  195  -1.32        0.74           115.63 
100  195  -2.18        0.61           104.87 
105  195  -2.63        0.55           87.94 
110  195  -2.03        0.63           72.41 
115  195  -0.92        0.81           65.23 
120  195  0.07        1.02           66.24 
125  195  0.74        1.19           72.24 
130  195  1.12        1.29           80.51 
135  195  1.65        1.46           90.72 
140  195  1.93        1.56           99.51 
145  195  1.03        1.27           105.48 
150  195  -0.51        0.89           114.89 
155  195  1.58        1.44           123.25 
160  195  0.46        1.11           125.44 
165  195  -2.54        0.56           127.23 
170  195  -5.88        0.26           129.42 
175  195  -11.39        0.07           131.30 
180  195  -45.06        0.00           175.35 
0  200  -45.06        0.00           4.65 
5  200  -11.60        0.07           129.36 
10  200  -5.98        0.25           128.40 
15  200  -2.61        0.55           126.54 
20  200  0.41        1.10           124.95 
25  200  1.54        1.43           122.83 
30  200  -0.55        0.88           114.35 
35  200  1.01        1.26           105.02 
40  200  1.92        1.56           99.11 
45  200  1.64        1.46           90.33 
50  200  1.12        1.29           80.12 
55  200  0.76        1.19           71.88 
60  200  0.09        1.02           65.91 
65  200  -0.89        0.81           64.92 
70  200  -2.01        0.63           72.12 
75  200  -2.62        0.55           87.68 
80  200  -2.17        0.61           104.70 
85  200  -1.32        0.74           115.55 
90  200  -0.94        0.81           119.02 
95  200  -1.32        0.74           115.63 
100  200  -2.18        0.61           104.87 
105  200  -2.63        0.55           87.94 
110  200  -2.03        0.63           72.41 
115  200  -0.92        0.81           65.23 
120  200  0.07        1.02           66.24 
125  200  0.74        1.19           72.24 
130  200  1.12        1.29           80.51 
135  200  1.65        1.46           90.72 
140  200  1.93        1.56           99.51 
145  200  1.03        1.27           105.48 
150  200  -0.51        0.89           114.89 
155  200  1.58        1.44           123.25 
160  200  0.46        1.11           125.44 
165  200  -2.54        0.56           127.23 
170  200  -5.88        0.26           129.42 
175  200  -11.39        0.07           131.30 
180  200  -45.06        0.00           175.35 
0  205  -45.06        0.00           4.65 
5  205  -11.60        0.07           129.36 
10  205  -5.98        0.25           128.40 
15  205  -2.61        0.55           126.54 
20  205  0.41        1.10           124.95 
25  205  1.54        1.43           122.83 
30  205  -0.55        0.88           114.35 
35  205  1.01        1.26           105.02 
40  205  1.92        1.56           99.11 
45  205  1.64        1.46           90.33 
50  205  1.12        1.29           80.12 
55  205  0.76        1.19           71.88 
60  205  0.09        1.02           65.91 
65  205  -0.89        0.81           64.92 
70  205  -2.01        0.63           72.12 
75  205  -2.62        0.55           87.68 
80  205  -2.17        0.61           104.70 
85  205  -1.32        0.74           115.55 
90  205  -0.94        0.81           119.02 
95  205  -1.32        0.74           115.63 
100  205  -2.18        0.61           104.87 
105  205  -2.63        0.55           87.94 
110  205  -2.03        0.63           72.41 
115  205  -0.92        0.81           65.23 
120  205  0.07        1.02           66.24 
125  205  0.74        1.19           72.24 
130  205  1.12        1.29           80.51 
135  205  1.65        1.46           90.72 
140  205  1.93        1.56           99.51 
145  205  1.03        1.27           105.48 
150  205  -0.51        0.89           114.89 
155  205  1.58        1.44           123.25 
160  205  0.46        1.11           125.44 
165  205  -2.54        0.56           127.23 
170  205  -5.88        0.26           129.42 
175  205  -11.39        0.07           131.30 
180  205  -45.06        0.00           175.35 
0  210  -45.06        0.00           4.65 
5  210  -11.60        0.07           129.36 
10  210  -5.98        0.25           128.40 
15  210  -2.61        0.55           126.54 
20  210  0.41        1.10           124.95 
25  210  1.54        1.43           122.83 
30  210  -0.55        0.88           114.35 
35  210  1.01        1.26           105.02 
40  210  1.92        1.56           99.11 
45  210  1.64        1.46           90.33 
50  210  1.12        1.29           80.12 
55  210  0.76        1.19           71.88 
60  210  0.09        1.02           65.91 
65  210  -0.89        0.81           64.92 
70  210  -2.01        0.63           72.12 
75  210  -2.62        0.55           87.68 
80  210  -2.17        0.61           104.70 
85  210  -1.32        0.74           115.55 
90  210  -0.94        0.81           119.02 
95  210  -1.32        0.74           115.63 
100  210  -2.18        0.61           104.87 
105  210  -2.63        0.55           87.94 
110  210  -2.03        0.63           72.41 
115  210  -0.92        0.81           65.23 
120  210  0.07        1.02           66.24 
125  210  0.74        1.19           72.24 
130  210  1.12        1.29           80.51 
135  210  1.65        1.46           90.72 
140  210  1.93        1.56           99.51 
145  210  1.03        1.27           105.48 
