freq : 866.66 MHz
SWR : 6.50
 Theta     Phi     Gain(dB)     Gain     Phase(deg) 
135  210  1.35        1.36           88.33 
140  210  3.05        2.02           83.01 
145  210  2.84        1.92           89.96 
150  210  2.49        1.77           92.60 
155  210  1.60        1.45           98.28 
160  210  0.20        1.05           101.50 
165  210  -1.90        0.65           102.61 
170  210  -5.17        0.30           105.29 
175  210  -11.03        0.08           107.92 
180  210  -44.80        0.00           175.51 
0  215  -44.80        0.00           4.49 
5  215  -11.11        0.08           105.62 
10  215  -5.20        0.30           104.13 
15  215  -1.92        0.64           101.83 
20  215  0.19        1.04           100.90 
25  215  1.59        1.44           97.79 
30  215  2.49        1.77           92.18 
35  215  2.84        1.92           89.58 
40  215  3.06        2.02           82.66 
45  215  1.34        1.36           87.94 
50  215  0.84        1.21           63.15 
55  215  -0.20        0.95           57.34 
60  215  -1.49        0.71           52.50 
65  215  -2.68        0.54           52.47 
70  215  -3.39        0.46           61.40 
75  215  -2.96        0.51           76.76 
80  215  -1.59        0.69           89.76 
85  215  -0.36        0.92           96.78 
90  215  0.11        1.03           98.89 
95  215  -0.36        0.92           96.86 
100  215  -1.60        0.69           89.94 
105  215  -2.98        0.50           77.04 
110  215  -3.42        0.45           61.74 
115  215  -2.72        0.53           52.82 
120  215  -1.53        0.70           52.85 
125  215  -0.23        0.95           57.70 
130  215  0.82        1.21           63.52 
135  215  1.35        1.36           88.33 
140  215  3.05        2.02           83.01 
145  215  2.84        1.92           89.96 
150  215  2.49        1.77           92.60 
155  215  1.60        1.45           98.28 
160  215  0.20        1.05           101.50 
165  215  -1.90        0.65           102.61 
170  215  -5.17        0.30           105.29 
175  215  -11.03        0.08           107.92 
180  215  -44.80        0.00           175.51 
0  220  -44.80        0.00           4.49 
5  220  -11.11        0.08           105.62 
10  220  -5.20        0.30           104.13 
15  220  -1.92        0.64           101.83 
20  220  0.19        1.04           100.90 
25  220  1.59        1.44           97.79 
30  220  2.49        1.77           92.18 
35  220  2.84        1.92           89.58 
40  220  3.06        2.02           82.66 
45  220  1.34        1.36           87.94 
50  220  0.84        1.21           63.15 
55  220  -0.20        0.95           57.34 
60  220  -1.49        0.71           52.50 
65  220  -2.68        0.54           52.47 
70  220  -3.39        0.46           61.40 
75  220  -2.96        0.51           76.76 
80  220  -1.59        0.69           89.76 
85  220  -0.36        0.92           96.78 
90  220  0.11        1.03           98.89 
95  220  -0.36        0.92           96.86 
100  220  -1.60        0.69           89.94 
105  220  -2.98        0.50           77.04 
110  220  -3.42        0.45           61.74 
115  220  -2.72        0.53           52.82 
120  220  -1.53        0.70           52.85 
125  220  -0.23        0.95           57.70 
130  220  0.82        1.21           63.52 
135  220  1.35        1.36           88.33 
140  220  3.05        2.02           83.01 
145  220  2.84        1.92           89.96 
150  220  2.49        1.77           92.60 
155  220  1.60        1.45           98.28 
160  220  0.20        1.05           101.50 
165  220  -1.90        0.65           102.61 
170  220  -5.17        0.30           105.29 
175  220  -11.03        0.08           107.92 
180  220  -44.80        0.00           175.51 
0  225  -44.80        0.00           4.49 
5  225  -11.11        0.08           105.62 
10  225  -5.20        0.30           104.13 
15  225  -1.92        0.64           101.83 
20  225  0.19        1.04           100.90 
25  225  1.59        1.44           97.79 
30  225  2.49        1.77           92.18 
35  225  2.84        1.92           89.58 
40  225  3.06        2.02           82.66 
45  225  1.34        1.36           87.94 
50  225  0.84        1.21           63.15 
55  225  -0.20        0.95           57.34 
60  225  -1.49        0.71           52.50 
65  225  -2.68        0.54           52.47 
70  225  -3.39        0.46           61.40 
75  225  -2.96        0.51           76.76 
80  225  -1.59        0.69           89.76 
85  225  -0.36        0.92           96.78 
90  225  0.11        1.03           98.89 
95  225  -0.36        0.92           96.86 
100  225  -1.60        0.69           89.94 
105  225  -2.98        0.50           77.04 
110  225  -3.42        0.45           61.74 
115  225  -2.72        0.53           52.82 
120  225  -1.53        0.70           52.85 
125  225  -0.23        0.95           57.70 
130  225  0.82        1.21           63.52 
135  225  1.35        1.36           88.33 
140  225  3.05        2.02           83.01 
145  225  2.84        1.92           89.96 
150  225  2.49        1.77           92.60 
155  225  1.60        1.45           98.28 
160  225  0.20        1.05           101.50 
165  225  -1.90        0.65           102.61 
170  225  -5.17        0.30           105.29 
175  225  -11.03        0.08           107.92 
180  225  -44.80        0.00           175.51 
0  230  -44.80        0.00           4.49 
5  230  -11.11        0.08           105.62 
10  230  -5.20        0.30           104.13 
15  230  -1.92        0.64           101.83 
20  230  0.19        1.04           100.90 
25  230  1.59        1.44           97.79 
30  230  2.49        1.77           92.18 
35  230  2.84        1.92           89.58 
40  230  3.06        2.02           82.66 
45  230  1.34        1.36           87.94 
50  230  0.84        1.21           63.15 
55  230  -0.20        0.95           57.34 
60  230  -1.49        0.71           52.50 
65  230  -2.68        0.54           52.47 
70  230  -3.39        0.46           61.40 
75  230  -2.96        0.51           76.76 
80  230  -1.59        0.69           89.76 
85  230  -0.36        0.92           96.78 
90  230  0.11        1.03           98.89 
95  230  -0.36        0.92           96.86 
100  230  -1.60        0.69           89.94 
105  230  -2.98        0.50           77.04 
110  230  -3.42        0.45           61.74 
115  230  -2.72        0.53           52.82 
120  230  -1.53        0.70           52.85 
125  230  -0.23        0.95           57.70 
130  230  0.82        1.21           63.52 
135  230  1.35        1.36           88.33 
140  230  3.05        2.02           83.01 
145  230  2.84        1.92           89.96 
150  230  2.49        1.77           92.60 
155  230  1.60        1.45           98.28 
160  230  0.20        1.05           101.50 
165  230  -1.90        0.65           102.61 
170  230  -5.17        0.30           105.29 
175  230  -11.03        0.08           107.92 
180  230  -44.80        0.00           175.51 
0  235  -44.80        0.00           4.49 
5  235  -11.11        0.08           105.62 
10  235  -5.20        0.30           104.13 
15  235  -1.92        0.64           101.83 
20  235  0.19        1.04           100.90 
25  235  1.59        1.44           97.79 
30  235  2.49        1.77           92.18 
35  235  2.84        1.92           89.58 
40  235  3.06        2.02           82.66 
45  235  1.34        1.36           87.94 
50  235  0.84        1.21           63.15 
55  235  -0.20        0.95           57.34 
60  235  -1.49        0.71           52.50 
65  235  -2.68        0.54           52.47 
70  235  -3.39        0.46           61.40 
75  235  -2.96        0.51           76.76 
80  235  -1.59        0.69           89.76 
85  235  -0.36        0.92           96.78 
90  235  0.11        1.03           98.89 
95  235  -0.36        0.92           96.86 
100  235  -1.60        0.69           89.94 
105  235  -2.98        0.50           77.04 
110  235  -3.42        0.45           61.74 
115  235  -2.72        0.53           52.82 
120  235  -1.53        0.70           52.85 
125  235  -0.23        0.95           57.70 
130  235  0.82        1.21           63.52 
135  235  1.35        1.36           88.33 
140  235  3.05        2.02           83.01 
145  235  2.84        1.92           89.96 
150  235  2.49        1.77           92.60 
155  235  1.60        1.45           98.28 
160  235  0.20        1.05           101.50 
165  235  -1.90        0.65           102.61 
170  235  -5.17        0.30           105.29 
175  235  -11.03        0.08           107.92 
180  235  -44.80        0.00           175.51 
0  240  -44.80        0.00           4.49 
5  240  -11.11        0.08           105.62 
10  240  -5.20        0.30           104.13 
15  240  -1.92        0.64           101.83 
20  240  0.19        1.04           100.90 
25  240  1.59        1.44           97.79 
30  240  2.49        1.77           92.18 
35  240  2.84        1.92           89.58 
40  240  3.06        2.02           82.66 
45  240  1.34        1.36           87.94 
50  240  0.84        1.21           63.15 
55  240  -0.20        0.95           57.34 
60  240  -1.49        0.71           52.50 
65  240  -2.68        0.54           52.47 
70  240  -3.39        0.46           61.40 
75  240  -2.96        0.51           76.76 
80  240  -1.59        0.69           89.76 
85  240  -0.36        0.92           96.78 
90  240  0.11        1.03           98.89 
95  240  -0.36        0.92           96.86 
100  240  -1.60        0.69           89.94 
105  240  -2.98        0.50           77.04 
110  240  -3.42        0.45           61.74 
115  240  -2.72        0.53           52.82 
120  240  -1.53        0.70           52.85 
125  240  -0.23        0.95           57.70 
130  240  0.82        1.21           63.52 
135  240  1.35        1.36           88.33 
140  240  3.05        2.02           83.01 
145  240  2.84        1.92           89.96 
150  240  2.49        1.77           92.60 
155  240  1.60        1.45           98.28 
160  240  0.20        1.05           101.50 
165  240  -1.90        0.65           102.61 
170  240  -5.17        0.30           105.29 
175  240  -11.03        0.08           107.92 
180  240  -44.80        0.00           175.51 
0  245  -44.80        0.00           4.49 
5  245  -11.11        0.08           105.62 
10  245  -5.20        0.30           104.13 
15  245  -1.92        0.64           101.83 
20  245  0.19        1.04           100.90 
25  245  1.59        1.44           97.79 
30  245  2.49        1.77           92.18 
35  245  2.84        1.92           89.58 
40  245  3.06        2.02           82.66 
45  245  1.34        1.36           87.94 
50  245  0.84        1.21           63.15 
55  245  -0.20        0.95           57.34 
60  245  -1.49        0.71           52.50 
65  245  -2.68        0.54           52.47 
70  245  -3.39        0.46           61.40 
75  245  -2.96        0.51           76.76 
80  245  -1.59        0.69           89.76 
85  245  -0.36        0.92           96.78 
90  245  0.11        1.03           98.89 
95  245  -0.36        0.92           96.86 
100  245  -1.60        0.69           89.94 
105  245  -2.98        0.50           77.04 
110  245  -3.42        0.45           61.74 
115  245  -2.72        0.53           52.82 
120  245  -1.53        0.70           52.85 
125  245  -0.23        0.95           57.70 
130  245  0.82        1.21           63.52 
135  245  1.35        1.36           88.33 
140  245  3.05        2.02           83.01 
145  245  2.84        1.92           89.96 
150  245  2.49        1.77           92.60 
155  245  1.60        1.45           98.28 
160  245  0.20        1.05           101.50 
165  245  -1.90        0.65           102.61 
170  245  -5.17        0.30           105.29 
175  245  -11.03        0.08           107.92 
180  245  -44.80        0.00           175.51 
0  250  -44.80        0.00           4.49 
5  250  -11.11        0.08           105.62 
10  250  -5.20        0.30           104.13 
15  250  -1.92        0.64           101.83 
20  250  0.19        1.04           100.90 
25  250  1.59        1.44           97.79 
30  250  2.49        1.77           92.18 
35  250  2.84        1.92           89.58 
40  250  3.06        2.02           82.66 
45  250  1.34        1.36           87.94 
50  250  0.84        1.21           63.15 
55  250  -0.20        0.95           57.34 
60  250  -1.49        0.71           52.50 
65  250  -2.68        0.54           52.47 
70  250  -3.39        0.46           61.40 
75  250  -2.96        0.51           76.76 
80  250  -1.59        0.69           89.76 
85  250  -0.36        0.92           96.78 
90  250  0.11        1.03           98.89 
95  250  -0.36        0.92           96.86 
100  250  -1.60        0.69           89.94 
105  250  -2.98        0.50           77.04 
110  250  -3.42        0.45           61.74 
115  250  -2.72        0.53           52.82 
120  250  -1.53        0.70           52.85 
125  250  -0.23        0.95           57.70 
130  250  0.82        1.21           63.52 
135  250  1.35        1.36           88.33 
140  250  3.05        2.02           83.01 
145  250  2.84        1.92           89.96 
150  250  2.49        1.77           92.60 
155  250  1.60        1.45           98.28 
160  250  0.20        1.05           101.50 
165  250  -1.90        0.65           102.61 
170  250  -5.17        0.30           105.29 
175  250  -11.03        0.08           107.92 
180  250  -44.80        0.00           175.51 
0  255  -44.80        0.00           4.49 
5  255  -11.11        0.08           105.62 
10  255  -5.20        0.30           104.13 
15  255  -1.92        0.64           101.83 
20  255  0.19        1.04           100.90 
25  255  1.59        1.44           97.79 
30  255  2.49        1.77           92.18 
35  255  2.84        1.92           89.58 
40  255  3.06        2.02           82.66 
45  255  1.34        1.36           87.94 
50  255  0.84        1.21           63.15 
55  255  -0.20        0.95           57.34 
60  255  -1.49        0.71           52.50 
65  255  -2.68        0.54           52.47 
70  255  -3.39        0.46           61.40 
75  255  -2.96        0.51           76.76 
80  255  -1.59        0.69           89.76 
85  255  -0.36        0.92           96.78 
90  255  0.11        1.03           98.89 
95  255  -0.36        0.92           96.86 
100  255  -1.60        0.69           89.94 
105  255  -2.98        0.50           77.04 
110  255  -3.42        0.45           61.74 
115  255  -2.72        0.53           52.82 
120  255  -1.53        0.70           52.85 
125  255  -0.23        0.95           57.70 
130  255  0.82        1.21           63.52 
135  255  1.35        1.36           88.33 
140  255  3.05        2.02           83.01 
145  255  2.84        1.92           89.96 
150  255  2.49        1.77           92.60 
155  255  1.60        1.45           98.28 
160  255  0.20        1.05           101.50 
165  255  -1.90        0.65           102.61 
170  255  -5.17        0.30           105.29 
175  255  -11.03        0.08           107.92 
180  255  -44.80        0.00           175.51 
0  260  -44.80        0.00           4.49 
5  260  -11.11        0.08           105.62 
10  260  -5.20        0.30           104.13 
15  260  -1.92        0.64           101.83 
20  260  0.19        1.04           100.90 
25  260  1.59        1.44           97.79 
30  260  2.49        1.77           92.18 
35  260  2.84        1.92           89.58 
40  260  3.06        2.02           82.66 
45  260  1.34        1.36           87.94 
50  260  0.84        1.21           63.15 
55  260  -0.20        0.95           57.34 
60  260  -1.49        0.71           52.50 
65  260  -2.68        0.54           52.47 
70  260  -3.39        0.46           61.40 
75  260  -2.96        0.51           76.76 
80  260  -1.59        0.69           89.76 
85  260  -0.36        0.92           96.78 
90  260  0.11        1.03           98.89 
95  260  -0.36        0.92           96.86 
100  260  -1.60        0.69           89.94 
105  260  -2.98        0.50           77.04 
110  260  -3.42        0.45           61.74 
115  260  -2.72        0.53           52.82 
120  260  -1.53        0.70           52.85 
125  260  -0.23        0.95           57.70 
130  260  0.82        1.21           63.52 
135  260  1.35        1.36           88.33 
140  260  3.05        2.02           83.01 
145  260  2.84        1.92           89.96 
150  260  2.49        1.77           92.60 
155  260  1.60        1.45           98.28 
160  260  0.20        1.05           101.50 
165  260  -1.90        0.65           102.61 
170  260  -5.17        0.30           105.29 
175  260  -11.03        0.08           107.92 
180  260  -44.80        0.00           175.51 
0  265  -44.80        0.00           4.49 
5  265  -11.11        0.08           105.62 
10  265  -5.20        0.30           104.13 
15  265  -1.92        0.64           101.83 
20  265  0.19        1.04           100.90 
25  265  1.59        1.44           97.79 
30  265  2.49        1.77           92.18 
35  265  2.84        1.92           89.58 
40  265  3.06        2.02           82.66 
45  265  1.34        1.36           87.94 
50  265  0.84        1.21           63.15 
55  265  -0.20        0.95           57.34 
60  265  -1.49        0.71           52.50 
65  265  -2.68        0.54           52.47 
70  265  -3.39        0.46           61.40 
75  265  -2.96        0.51           76.76 
80  265  -1.59        0.69           89.76 
85  265  -0.36        0.92           96.78 
90  265  0.11        1.03           98.89 
95  265  -0.36        0.92           96.86 
100  265  -1.60        0.69           89.94 
105  265  -2.98        0.50           77.04 
110  265  -3.42        0.45           61.74 
115  265  -2.72        0.53           52.82 
120  265  -1.53        0.70           52.85 
125  265  -0.23        0.95           57.70 
130  265  0.82        1.21           63.52 
135  265  1.35        1.36           88.33 
140  265  3.05        2.02           83.01 
145  265  2.84        1.92           89.96 
150  265  2.49        1.77           92.60 
155  265  1.60        1.45           98.28 
160  265  0.20        1.05           101.50 
165  265  -1.90        0.65           102.61 
170  265  -5.17        0.30           105.29 
175  265  -11.03        0.08           107.92 
180  265  -44.80        0.00           175.51 
0  270  -44.80        0.00           4.49 
5  270  -11.11        0.08           105.62 
10  270  -5.20        0.30           104.13 
15  270  -1.92        0.64           101.83 
20  270  0.19        1.04           100.90 
25  270  1.59        1.44           97.79 
30  270  2.49        1.77           92.18 
35  270  2.84        1.92           89.58 
40  270  3.06        2.02           82.66 
45  270  1.34        1.36           87.94 
50  270  0.84        1.21           63.15 
55  270  -0.20        0.95           57.34 
60  270  -1.49        0.71           52.50 
65  270  -2.68        0.54           52.47 
70  270  -3.39        0.46           61.40 
75  270  -2.96        0.51           76.76 
80  270  -1.59        0.69           89.76 
85  270  -0.36        0.92           96.78 
90  270  0.11        1.03           98.89 
95  270  -0.36        0.92           96.86 
100  270  -1.60        0.69           89.94 
105  270  -2.98        0.50           77.04 
110  270  -3.42        0.45           61.74 
115  270  -2.72        0.53           52.82 
120  270  -1.53        0.70           52.85 
125  270  -0.23        0.95           57.70 
130  270  0.82        1.21           63.52 
135  270  1.35        1.36           88.33 
140  270  3.05        2.02           83.01 
145  270  2.84        1.92           89.96 
150  270  2.49        1.77           92.60 
155  270  1.60        1.45           98.28 
160  270  0.20        1.05           101.50 
165  270  -1.90        0.65           102.61 
170  270  -5.17        0.30           105.29 
175  270  -11.03        0.08           107.92 
180  270  -44.80        0.00           175.51 
0  275  -44.80        0.00           4.49 
5  275  -11.11        0.08           105.62 
10  275  -5.20        0.30           104.13 
15  275  -1.92        0.64           101.83 
20  275  0.19        1.04           100.90 
25  275  1.59        1.44           97.79 
30  275  2.49        1.77           92.18 
35  275  2.84        1.92           89.58 
40  275  3.06        2.02           82.66 
45  275  1.34        1.36           87.94 
50  275  0.84        1.21           63.15 
55  275  -0.20        0.95           57.34 
60  275  -1.49        0.71           52.50 
65  275  -2.68        0.54           52.47 
70  275  -3.39        0.46           61.40 
75  275  -2.96        0.51           76.76 
80  275  -1.59        0.69           89.76 
85  275  -0.36        0.92           96.78 
90  275  0.11        1.03           98.89 
95  275  -0.36        0.92           96.86 
100  275  -1.60        0.69           89.94 
105  275  -2.98        0.50           77.04 
110  275  -3.42        0.45           61.74 
115  275  -2.72        0.53           52.82 
120  275  -1.53        0.70           52.85 
125  275  -0.23        0.95           57.70 
130  275  0.82        1.21           63.52 
135  275  1.35        1.36           88.33 
140  275  3.05        2.02           83.01 
145  275  2.84        1.92           89.96 
150  275  2.49        1.77           92.60 
155  275  1.60        1.45           98.28 
160  275  0.20        1.05           101.50 
165  275  -1.90        0.65           102.61 
170  275  -5.17        0.30           105.29 
175  275  -11.03        0.08           107.92 
180  275  -44.80        0.00           175.51 
0  280  -44.80        0.00           4.49 
5  280  -11.11        0.08           105.62 
10  280  -5.20        0.30           104.13 
15  280  -1.92        0.64           101.83 
20  280  0.19        1.04           100.90 
25  280  1.59        1.44           97.79 
30  280  2.49        1.77           92.18 
35  280  2.84        1.92           89.58 
40  280  3.06        2.02           82.66 
45  280  1.34        1.36           87.94 
50  280  0.84        1.21           63.15 
55  280  -0.20        0.95           57.34 
60  280  -1.49        0.71           52.50 
65  280  -2.68        0.54           52.47 
70  280  -3.39        0.46           61.40 
75  280  -2.96        0.51           76.76 
80  280  -1.59        0.69           89.76 
85  280  -0.36        0.92           96.78 
90  280  0.11        1.03           98.89 
95  280  -0.36        0.92           96.86 
100  280  -1.60        0.69           89.94 
105  280  -2.98        0.50           77.04 
110  280  -3.42        0.45           61.74 
115  280  -2.72        0.53           52.82 
120  280  -1.53        0.70           52.85 
125  280  -0.23        0.95           57.70 
130  280  0.82        1.21           63.52 
135  280  1.35        1.36           88.33 
140  280  3.05        2.02           83.01 
145  280  2.84        1.92           89.96 
150  280  2.49        1.77           92.60 
155  280  1.60        1.45           98.28 
160  280  0.20        1.05           101.50 
165  280  -1.90        0.65           102.61 
170  280  -5.17        0.30           105.29 
175  280  -11.03        0.08           107.92 
180  280  -44.80        0.00           175.51 
0  285  -44.80        0.00           4.49 
5  285  -11.11        0.08           105.62 
10  285  -5.20        0.30           104.13 
15  285  -1.92        0.64           101.83 
20  285  0.19        1.04           100.90 
25  285  1.59        1.44           97.79 
30  285  2.49        1.77           92.18 
35  285  2.84        1.92           89.58 
40  285  3.06        2.02           82.66 
45  285  1.34        1.36           87.94 
50  285  0.84        1.21           63.15 
55  285  -0.20        0.95           57.34 
60  285  -1.49        0.71           52.50 
65  285  -2.68        0.54           52.47 
70  285  -3.39        0.46           61.40 
75  285  -2.96        0.51           76.76 
80  285  -1.59        0.69           89.76 
85  285  -0.36        0.92           96.78 
90  285  0.11        1.03           98.89 
95  285  -0.36        0.92           96.86 
100  285  -1.60        0.69           89.94 
105  285  -2.98        0.50           77.04 
110  285  -3.42        0.45           61.74 
115  285  -2.72        0.53           52.82 
120  285  -1.53        0.70           52.85 
125  285  -0.23        0.95           57.70 
130  285  0.82        1.21           63.52 
135  285  1.35        1.36           88.33 
140  285  3.05        2.02           83.01 
145  285  2.84        1.92           89.96 
150  285  2.49        1.77           92.60 
155  285  1.60        1.45           98.28 
160  285  0.20        1.05           101.50 
165  285  -1.90        0.65           102.61 
170  285  -5.17        0.30           105.29 
175  285  -11.03        0.08           107.92 
180  285  -44.80        0.00           175.51 
0  290  -44.80        0.00           4.49 
5  290  -11.11        0.08           105.62 
10  290  -5.20        0.30           104.13 
15  290  -1.92        0.64           101.83 
20  290  0.19        1.04           100.90 
25  290  1.59        1.44           97.79 
30  290  2.49        1.77           92.18 
35  290  2.84        1.92           89.58 
40  290  3.06        2.02           82.66 
45  290  1.34        1.36           87.94 
50  290  0.84        1.21           63.15 
55  290  -0.20        0.95           57.34 
60  290  -1.49        0.71           52.50 
65  290  -2.68        0.54           52.47 
70  290  -3.39        0.46           61.40 
75  290  -2.96        0.51           76.76 
80  290  -1.59        0.69           89.76 
85  290  -0.36        0.92           96.78 
90  290  0.11        1.03           98.89 
95  290  -0.36        0.92           96.86 
100  290  -1.60        0.69           89.94 
105  290  -2.98        0.50           77.04 
110  290  -3.42        0.45           61.74 
115  290  -2.72        0.53           52.82 
120  290  -1.53        0.70           52.85 
125  290  -0.23        0.95           57.70 
130  290  0.82        1.21           63.52 
135  290  1.35        1.36           88.33 
140  290  3.05        2.02           83.01 
145  290  2.84        1.92           89.96 
150  290  2.49        1.77           92.60 
155  290  1.60        1.45           98.28 
160  290  0.20        1.05           101.50 
165  290  -1.90        0.65           102.61 
170  290  -5.17        0.30           105.29 
175  290  -11.03        0.08           107.92 
180  290  -44.80        0.00           175.51 
0  295  -44.80        0.00           4.49 
5  295  -11.11        0.08           105.62 
10  295  -5.20        0.30           104.13 
15  295  -1.92        0.64           101.83 
20  295  0.19        1.04           100.90 
25  295  1.59        1.44           97.79 
30  295  2.49        1.77           92.18 
35  295  2.84        1.92           89.58 
40  295  3.06        2.02           82.66 
45  295  1.34        1.36           87.94 
50  295  0.84        1.21           63.15 
55  295  -0.20        0.95           57.34 
60  295  -1.49        0.71           52.50 
65  295  -2.68        0.54           52.47 
70  295  -3.39        0.46           61.40 
75  295  -2.96        0.51           76.76 
80  295  -1.59        0.69           89.76 
85  295  -0.36        0.92           96.78 
90  295  0.11        1.03           98.89 
95  295  -0.36        0.92           96.86 
100  295  -1.60        0.69           89.94 
105  295  -2.98        0.50           77.04 
110  295  -3.42        0.45           61.74 
115  295  -2.72        0.53           52.82 
120  295  -1.53        0.70           52.85 
125  295  -0.23        0.95           57.70 
130  295  0.82        1.21           63.52 
135  295  1.35        1.36           88.33 
140  295  3.05        2.02           83.01 
145  295  2.84        1.92           89.96 
150  295  2.49        1.77           92.60 
155  295  1.60        1.45           98.28 
160  295  0.20        1.05           101.50 
165  295  -1.90        0.65           102.61 
170  295  -5.17        0.30           105.29 
175  295  -11.03        0.08           107.92 
180  295  -44.80        0.00           175.51 
0  300  -44.80        0.00           4.49 
5  300  -11.11        0.08           105.62 
10  300  -5.20        0.30           104.13 
15  300  -1.92        0.64           101.83 
20  300  0.19        1.04           100.90 
25  300  1.59        1.44           97.79 
30  300  2.49        1.77           92.18 
35  300  2.84        1.92           89.58 
40  300  3.06        2.02           82.66 
45  300  1.34        1.36           87.94 
50  300  0.84        1.21           63.15 
55  300  -0.20        0.95           57.34 
60  300  -1.49        0.71           52.50 
65  300  -2.68        0.54           52.47 
70  300  -3.39        0.46           61.40 
75  300  -2.96        0.51           76.76 
80  300  -1.59        0.69           89.76 
85  300  -0.36        0.92           96.78 
90  300  0.11        1.03           98.89 
95  300  -0.36        0.92           96.86 
100  300  -1.60        0.69           89.94 
105  300  -2.98        0.50           77.04 
110  300  -3.42        0.45           61.74 
115  300  -2.72        0.53           52.82 
120  300  -1.53        0.70           52.85 
125  300  -0.23        0.95           57.70 
130  300  0.82        1.21           63.52 
135  300  1.35        1.36           88.33 
140  300  3.05        2.02           83.01 
145  300  2.84        1.92           89.96 
150  300  2.49        1.77           92.60 
155  300  1.60        1.45           98.28 
160  300  0.20        1.05           101.50 
165  300  -1.90        0.65           102.61 
170  300  -5.17        0.30           105.29 
175  300  -11.03        0.08           107.92 
180  300  -44.80        0.00           175.51 
0  305  -44.80        0.00           4.49 
5  305  -11.11        0.08           105.62 
10  305  -5.20        0.30           104.13 
15  305  -1.92        0.64           101.83 
20  305  0.19        1.04           100.90 
25  305  1.59        1.44           97.79 
30  305  2.49        1.77           92.18 
35  305  2.84        1.92           89.58 
40  305  3.06        2.02           82.66 
45  305  1.34        1.36           87.94 
50  305  0.84        1.21           63.15 
55  305  -0.20        0.95           57.34 
60  305  -1.49        0.71           52.50 
65  305  -2.68        0.54           52.47 
70  305  -3.39        0.46           61.40 
75  305  -2.96        0.51           76.76 
80  305  -1.59        0.69           89.76 
85  305  -0.36        0.92           96.78 
90  305  0.11        1.03           98.89 
95  305  -0.36        0.92           96.86 
100  305  -1.60        0.69           89.94 
105  305  -2.98        0.50           77.04 
110  305  -3.42        0.45           61.74 
115  305  -2.72        0.53           52.82 
120  305  -1.53        0.70           52.85 
125  305  -0.23        0.95           57.70 
130  305  0.82        1.21           63.52 
135  305  1.35        1.36           88.33 
140  305  3.05        2.02           83.01 
145  305  2.84        1.92           89.96 
150  305  2.49        1.77           92.60 
155  305  1.60        1.45           98.28 
160  305  0.20        1.05           101.50 
165  305  -1.90        0.65           102.61 
170  305  -5.17        0.30           105.29 
175  305  -11.03        0.08           107.92 
180  305  -44.80        0.00           175.51 
0  310  -44.80        0.00           4.49 
5  310  -11.11        0.08           105.62 
10  310  -5.20        0.30           104.13 
15  310  -1.92        0.64           101.83 
20  310  0.19        1.04           100.90 
25  310  1.59        1.44           97.79 
30  310  2.49        1.77           92.18 
35  310  2.84        1.92           89.58 
40  310  3.06        2.02           82.66 
45  310  1.34        1.36           87.94 
50  310  0.84        1.21           63.15 
55  310  -0.20        0.95           57.34 
60  310  -1.49        0.71           52.50 
65  310  -2.68        0.54           52.47 
70  310  -3.39        0.46           61.40 
75  310  -2.96        0.51           76.76 
80  310  -1.59        0.69           89.76 
85  310  -0.36        0.92           96.78 
90  310  0.11        1.03           98.89 
95  310  -0.36        0.92           96.86 
100  310  -1.60        0.69           89.94 
105  310  -2.98        0.50           77.04 
110  310  -3.42        0.45           61.74 
115  310  -2.72        0.53           52.82 
120  310  -1.53        0.70           52.85 
125  310  -0.23        0.95           57.70 
130  310  0.82        1.21           63.52 
135  310  1.35        1.36           88.33 
140  310  3.05        2.02           83.01 
145  310  2.84        1.92           89.96 
150  310  2.49        1.77           92.60 
155  310  1.60        1.45           98.28 
160  310  0.20        1.05           101.50 
165  310  -1.90        0.65           102.61 
170  310  -5.17        0.30           105.29 
175  310  -11.03        0.08           107.92 
180  310  -44.80        0.00           175.51 
0  315  -44.80        0.00           4.49 
5  315  -11.11        0.08           105.62 
10  315  -5.20        0.30           104.13 
15  315  -1.92        0.64           101.83 
20  315  0.19        1.04           100.90 
25  315  1.59        1.44           97.79 
30  315  2.49        1.77           92.18 
35  315  2.84        1.92           89.58 
40  315  3.06        2.02           82.66 
45  315  1.34        1.36           87.94 
50  315  0.84        1.21           63.15 
55  315  -0.20        0.95           57.34 
60  315  -1.49        0.71           52.50 
65  315  -2.68        0.54           52.47 
70  315  -3.39        0.46           61.40 
75  315  -2.96        0.51           76.76 
80  315  -1.59        0.69           89.76 
85  315  -0.36        0.92           96.78 
90  315  0.11        1.03           98.89 
95  315  -0.36        0.92           96.86 
100  315  -1.60        0.69           89.94 
105  315  -2.98        0.50           77.04 
110  315  -3.42        0.45           61.74 
115  315  -2.72        0.53           52.82 
120  315  -1.53        0.70           52.85 
125  315  -0.23        0.95           57.70 
130  315  0.82        1.21           63.52 
135  315  1.35        1.36           88.33 
140  315  3.05        2.02           83.01 
145  315  2.84        1.92           89.96 
150  315  2.49        1.77           92.60 
155  315  1.60        1.45           98.28 
160  315  0.20        1.05           101.50 
165  315  -1.90        0.65           102.61 
170  315  -5.17        0.30           105.29 
175  315  -11.03        0.08           107.92 
180  315  -44.80        0.00           175.51 
0  320  -44.80        0.00           4.49 
5  320  -11.11        0.08           105.62 
10  320  -5.20        0.30           104.13 
15  320  -1.92        0.64           101.83 
20  320  0.19        1.04           100.90 
