freq : 766.66 MHz
SWR : 6.00
 Theta     Phi     Gain(dB)     Gain     Phase(deg) 
70  105  -0.86        0.82           84.12 
75  105  -1.98        0.63           96.90 
80  105  -2.43        0.57           112.90 
85  105  -2.21        0.60           125.02 
90  105  -2.03        0.63           129.27 
95  105  -2.21        0.60           125.09 
100  105  -2.43        0.57           113.05 
105  105  -1.99        0.63           97.10 
110  105  -0.87        0.82           84.35 
115  105  0.30        1.07           78.06 
120  105  1.11        1.29           77.48 
125  105  1.50        1.41           81.15 
130  105  1.59        1.44           87.84 
135  105  1.48        1.41           96.35 
140  105  1.27        1.34           105.48 
145  105  0.94        1.24           114.16 
150  105  0.41        1.10           121.83 
155  105  -0.45        0.90           128.25 
160  105  -1.76        0.67           133.45 
165  105  -3.77        0.42           137.52 
170  105  -6.94        0.20           140.50 
175  105  -12.70        0.05           142.57 
180  105  -45.93        0.00           176.44 
0  110  -45.93        0.00           3.56 
5  110  -12.99        0.05           140.89 
10  110  -7.08        0.20           139.62 
15  110  -3.86        0.41           136.90 
20  110  -1.83        0.66           132.94 
25  110  -0.50        0.89           127.81 
30  110  0.37        1.09           121.41 
35  110  0.91        1.23           113.76 
40  110  1.25        1.33           105.09 
45  110  1.47        1.40           95.98 
50  110  1.58        1.44           87.49 
55  110  1.51        1.42           80.85 
60  110  1.12        1.29           77.21 
65  110  0.31        1.07           77.82 
70  110  -0.86        0.82           84.12 
75  110  -1.98        0.63           96.90 
80  110  -2.43        0.57           112.90 
85  110  -2.21        0.60           125.02 
90  110  -2.03        0.63           129.27 
95  110  -2.21        0.60           125.09 
100  110  -2.43        0.57           113.05 
105  110  -1.99        0.63           97.10 
110  110  -0.87        0.82           84.35 
115  110  0.30        1.07           78.06 
120  110  1.11        1.29           77.48 
125  110  1.50        1.41           81.15 
130  110  1.59        1.44           87.84 
135  110  1.48        1.41           96.35 
140  110  1.27        1.34           105.48 
145  110  0.94        1.24           114.16 
150  110  0.41        1.10           121.83 
155  110  -0.45        0.90           128.25 
160  110  -1.76        0.67           133.45 
165  110  -3.77        0.42           137.52 
170  110  -6.94        0.20           140.50 
175  110  -12.70        0.05           142.57 
180  110  -45.93        0.00           176.44 
0  115  -45.93        0.00           3.56 
5  115  -12.99        0.05           140.89 
10  115  -7.08        0.20           139.62 
15  115  -3.86        0.41           136.90 
20  115  -1.83        0.66           132.94 
25  115  -0.50        0.89           127.81 
30  115  0.37        1.09           121.41 
35  115  0.91        1.23           113.76 
40  115  1.25        1.33           105.09 
45  115  1.47        1.40           95.98 
50  115  1.58        1.44           87.49 
55  115  1.51        1.42           80.85 
60  115  1.12        1.29           77.21 
65  115  0.31        1.07           77.82 
70  115  -0.86        0.82           84.12 
75  115  -1.98        0.63           96.90 
80  115  -2.43        0.57           112.90 
85  115  -2.21        0.60           125.02 
90  115  -2.03        0.63           129.27 
95  115  -2.21        0.60           125.09 
100  115  -2.43        0.57           113.05 
105  115  -1.99        0.63           97.10 
110  115  -0.87        0.82           84.35 
115  115  0.30        1.07           78.06 
120  115  1.11        1.29           77.48 
125  115  1.50        1.41           81.15 
130  115  1.59        1.44           87.84 
135  115  1.48        1.41           96.35 
140  115  1.27        1.34           105.48 
145  115  0.94        1.24           114.16 
150  115  0.41        1.10           121.83 
155  115  -0.45        0.90           128.25 
160  115  -1.76        0.67           133.45 
165  115  -3.77        0.42           137.52 
170  115  -6.94        0.20           140.50 
175  115  -12.70        0.05           142.57 
180  115  -45.93        0.00           176.44 
0  120  -45.93        0.00           3.56 
5  120  -12.99        0.05           140.89 
10  120  -7.08        0.20           139.62 
15  120  -3.86        0.41           136.90 
20  120  -1.83        0.66           132.94 
25  120  -0.50        0.89           127.81 
30  120  0.37        1.09           121.41 
35  120  0.91        1.23           113.76 
40  120  1.25        1.33           105.09 
45  120  1.47        1.40           95.98 
50  120  1.58        1.44           87.49 
55  120  1.51        1.42           80.85 
60  120  1.12        1.29           77.21 
65  120  0.31        1.07           77.82 
70  120  -0.86        0.82           84.12 
75  120  -1.98        0.63           96.90 
80  120  -2.43        0.57           112.90 
85  120  -2.21        0.60           125.02 
90  120  -2.03        0.63           129.27 
95  120  -2.21        0.60           125.09 
100  120  -2.43        0.57           113.05 
105  120  -1.99        0.63           97.10 
110  120  -0.87        0.82           84.35 
115  120  0.30        1.07           78.06 
120  120  1.11        1.29           77.48 
125  120  1.50        1.41           81.15 
130  120  1.59        1.44           87.84 
135  120  1.48        1.41           96.35 
140  120  1.27        1.34           105.48 
145  120  0.94        1.24           114.16 
150  120  0.41        1.10           121.83 
155  120  -0.45        0.90           128.25 
160  120  -1.76        0.67           133.45 
165  120  -3.77        0.42           137.52 
170  120  -6.94        0.20           140.50 
175  120  -12.70        0.05           142.57 
180  120  -45.93        0.00           176.44 
0  125  -45.93        0.00           3.56 
5  125  -12.99        0.05           140.89 
10  125  -7.08        0.20           139.62 
15  125  -3.86        0.41           136.90 
20  125  -1.83        0.66           132.94 
25  125  -0.50        0.89           127.81 
30  125  0.37        1.09           121.41 
35  125  0.91        1.23           113.76 
40  125  1.25        1.33           105.09 
45  125  1.47        1.40           95.98 
50  125  1.58        1.44           87.49 
55  125  1.51        1.42           80.85 
60  125  1.12        1.29           77.21 
65  125  0.31        1.07           77.82 
70  125  -0.86        0.82           84.12 
75  125  -1.98        0.63           96.90 
80  125  -2.43        0.57           112.90 
85  125  -2.21        0.60           125.02 
90  125  -2.03        0.63           129.27 
95  125  -2.21        0.60           125.09 
100  125  -2.43        0.57           113.05 
105  125  -1.99        0.63           97.10 
110  125  -0.87        0.82           84.35 
115  125  0.30        1.07           78.06 
120  125  1.11        1.29           77.48 
125  125  1.50        1.41           81.15 
130  125  1.59        1.44           87.84 
135  125  1.48        1.41           96.35 
140  125  1.27        1.34           105.48 
145  125  0.94        1.24           114.16 
150  125  0.41        1.10           121.83 
155  125  -0.45        0.90           128.25 
160  125  -1.76        0.67           133.45 
165  125  -3.77        0.42           137.52 
170  125  -6.94        0.20           140.50 
175  125  -12.70        0.05           142.57 
180  125  -45.93        0.00           176.44 
0  130  -45.93        0.00           3.56 
5  130  -12.99        0.05           140.89 
10  130  -7.08        0.20           139.62 
15  130  -3.86        0.41           136.90 
20  130  -1.83        0.66           132.94 
25  130  -0.50        0.89           127.81 
30  130  0.37        1.09           121.41 
35  130  0.91        1.23           113.76 
40  130  1.25        1.33           105.09 
45  130  1.47        1.40           95.98 
50  130  1.58        1.44           87.49 
55  130  1.51        1.42           80.85 
60  130  1.12        1.29           77.21 
65  130  0.31        1.07           77.82 
70  130  -0.86        0.82           84.12 
75  130  -1.98        0.63           96.90 
80  130  -2.43        0.57           112.90 
85  130  -2.21        0.60           125.02 
90  130  -2.03        0.63           129.27 
95  130  -2.21        0.60           125.09 
100  130  -2.43        0.57           113.05 
105  130  -1.99        0.63           97.10 
110  130  -0.87        0.82           84.35 
115  130  0.30        1.07           78.06 
120  130  1.11        1.29           77.48 
125  130  1.50        1.41           81.15 
130  130  1.59        1.44           87.84 
135  130  1.48        1.41           96.35 
140  130  1.27        1.34           105.48 
145  130  0.94        1.24           114.16 
150  130  0.41        1.10           121.83 
155  130  -0.45        0.90           128.25 
160  130  -1.76        0.67           133.45 
165  130  -3.77        0.42           137.52 
170  130  -6.94        0.20           140.50 
175  130  -12.70        0.05           142.57 
180  130  -45.93        0.00           176.44 
0  135  -45.93        0.00           3.56 
5  135  -12.99        0.05           140.89 
10  135  -7.08        0.20           139.62 
15  135  -3.86        0.41           136.90 
20  135  -1.83        0.66           132.94 
25  135  -0.50        0.89           127.81 
30  135  0.37        1.09           121.41 
35  135  0.91        1.23           113.76 
40  135  1.25        1.33           105.09 
45  135  1.47        1.40           95.98 
50  135  1.58        1.44           87.49 
55  135  1.51        1.42           80.85 
60  135  1.12        1.29           77.21 
65  135  0.31        1.07           77.82 
70  135  -0.86        0.82           84.12 
75  135  -1.98        0.63           96.90 
80  135  -2.43        0.57           112.90 
85  135  -2.21        0.60           125.02 
90  135  -2.03        0.63           129.27 
95  135  -2.21        0.60           125.09 
100  135  -2.43        0.57           113.05 
105  135  -1.99        0.63           97.10 
110  135  -0.87        0.82           84.35 
115  135  0.30        1.07           78.06 
120  135  1.11        1.29           77.48 
125  135  1.50        1.41           81.15 
130  135  1.59        1.44           87.84 
135  135  1.48        1.41           96.35 
140  135  1.27        1.34           105.48 
145  135  0.94        1.24           114.16 
150  135  0.41        1.10           121.83 
155  135  -0.45        0.90           128.25 
160  135  -1.76        0.67           133.45 
165  135  -3.77        0.42           137.52 
170  135  -6.94        0.20           140.50 
175  135  -12.70        0.05           142.57 
180  135  -45.93        0.00           176.44 
0  140  -45.93        0.00           3.56 
5  140  -12.99        0.05           140.89 
10  140  -7.08        0.20           139.62 
15  140  -3.86        0.41           136.90 
20  140  -1.83        0.66           132.94 
25  140  -0.50        0.89           127.81 
30  140  0.37        1.09           121.41 
35  140  0.91        1.23           113.76 
40  140  1.25        1.33           105.09 
45  140  1.47        1.40           95.98 
50  140  1.58        1.44           87.49 
55  140  1.51        1.42           80.85 
60  140  1.12        1.29           77.21 
65  140  0.31        1.07           77.82 
70  140  -0.86        0.82           84.12 
75  140  -1.98        0.63           96.90 
80  140  -2.43        0.57           112.90 
85  140  -2.21        0.60           125.02 
90  140  -2.03        0.63           129.27 
95  140  -2.21        0.60           125.09 
100  140  -2.43        0.57           113.05 
105  140  -1.99        0.63           97.10 
110  140  -0.87        0.82           84.35 
115  140  0.30        1.07           78.06 
120  140  1.11        1.29           77.48 
125  140  1.50        1.41           81.15 
130  140  1.59        1.44           87.84 
135  140  1.48        1.41           96.35 
140  140  1.27        1.34           105.48 
145  140  0.94        1.24           114.16 
150  140  0.41        1.10           121.83 
155  140  -0.45        0.90           128.25 
160  140  -1.76        0.67           133.45 
165  140  -3.77        0.42           137.52 
170  140  -6.94        0.20           140.50 
175  140  -12.70        0.05           142.57 
180  140  -45.93        0.00           176.44 
0  145  -45.93        0.00           3.56 
5  145  -12.99        0.05           140.89 
10  145  -7.08        0.20           139.62 
15  145  -3.86        0.41           136.90 
20  145  -1.83        0.66           132.94 
25  145  -0.50        0.89           127.81 
30  145  0.37        1.09           121.41 
35  145  0.91        1.23           113.76 
40  145  1.25        1.33           105.09 
45  145  1.47        1.40           95.98 
50  145  1.58        1.44           87.49 
55  145  1.51        1.42           80.85 
60  145  1.12        1.29           77.21 
65  145  0.31        1.07           77.82 
70  145  -0.86        0.82           84.12 
75  145  -1.98        0.63           96.90 
80  145  -2.43        0.57           112.90 
85  145  -2.21        0.60           125.02 
90  145  -2.03        0.63           129.27 
95  145  -2.21        0.60           125.09 
100  145  -2.43        0.57           113.05 
105  145  -1.99        0.63           97.10 
110  145  -0.87        0.82           84.35 
115  145  0.30        1.07           78.06 
120  145  1.11        1.29           77.48 
125  145  1.50        1.41           81.15 
130  145  1.59        1.44           87.84 
135  145  1.48        1.41           96.35 
140  145  1.27        1.34           105.48 
145  145  0.94        1.24           114.16 
150  145  0.41        1.10           121.83 
155  145  -0.45        0.90           128.25 
160  145  -1.76        0.67           133.45 
165  145  -3.77        0.42           137.52 
170  145  -6.94        0.20           140.50 
175  145  -12.70        0.05           142.57 
180  145  -45.93        0.00           176.44 
0  150  -45.93        0.00           3.56 
5  150  -12.99        0.05           140.89 
10  150  -7.08        0.20           139.62 
15  150  -3.86        0.41           136.90 
20  150  -1.83        0.66           132.94 
25  150  -0.50        0.89           127.81 
30  150  0.37        1.09           121.41 
35  150  0.91        1.23           113.76 
40  150  1.25        1.33           105.09 
45  150  1.47        1.40           95.98 
50  150  1.58        1.44           87.49 
55  150  1.51        1.42           80.85 
60  150  1.12        1.29           77.21 
65  150  0.31        1.07           77.82 
70  150  -0.86        0.82           84.12 
75  150  -1.98        0.63           96.90 
80  150  -2.43        0.57           112.90 
85  150  -2.21        0.60           125.02 
90  150  -2.03        0.63           129.27 
95  150  -2.21        0.60           125.09 
100  150  -2.43        0.57           113.05 
105  150  -1.99        0.63           97.10 
110  150  -0.87        0.82           84.35 
115  150  0.30        1.07           78.06 
120  150  1.11        1.29           77.48 
125  150  1.50        1.41           81.15 
130  150  1.59        1.44           87.84 
135  150  1.48        1.41           96.35 
140  150  1.27        1.34           105.48 
145  150  0.94        1.24           114.16 
150  150  0.41        1.10           121.83 
155  150  -0.45        0.90           128.25 
160  150  -1.76        0.67           133.45 
165  150  -3.77        0.42           137.52 
170  150  -6.94        0.20           140.50 
175  150  -12.70        0.05           142.57 
180  150  -45.93        0.00           176.44 
0  155  -45.93        0.00           3.56 
5  155  -12.99        0.05           140.89 
10  155  -7.08        0.20           139.62 
15  155  -3.86        0.41           136.90 
20  155  -1.83        0.66           132.94 
25  155  -0.50        0.89           127.81 
30  155  0.37        1.09           121.41 
35  155  0.91        1.23           113.76 
40  155  1.25        1.33           105.09 
45  155  1.47        1.40           95.98 
50  155  1.58        1.44           87.49 
55  155  1.51        1.42           80.85 
60  155  1.12        1.29           77.21 
65  155  0.31        1.07           77.82 
70  155  -0.86        0.82           84.12 
75  155  -1.98        0.63           96.90 
80  155  -2.43        0.57           112.90 
85  155  -2.21        0.60           125.02 
90  155  -2.03        0.63           129.27 
95  155  -2.21        0.60           125.09 
100  155  -2.43        0.57           113.05 
105  155  -1.99        0.63           97.10 
110  155  -0.87        0.82           84.35 
115  155  0.30        1.07           78.06 
120  155  1.11        1.29           77.48 
125  155  1.50        1.41           81.15 
130  155  1.59        1.44           87.84 
135  155  1.48        1.41           96.35 
140  155  1.27        1.34           105.48 
145  155  0.94        1.24           114.16 
150  155  0.41        1.10           121.83 
155  155  -0.45        0.90           128.25 
160  155  -1.76        0.67           133.45 
165  155  -3.77        0.42           137.52 
170  155  -6.94        0.20           140.50 
175  155  -12.70        0.05           142.57 
180  155  -45.93        0.00           176.44 
0  160  -45.93        0.00           3.56 
5  160  -12.99        0.05           140.89 
10  160  -7.08        0.20           139.62 
15  160  -3.86        0.41           136.90 
20  160  -1.83        0.66           132.94 
25  160  -0.50        0.89           127.81 
30  160  0.37        1.09           121.41 
35  160  0.91        1.23           113.76 
40  160  1.25        1.33           105.09 
45  160  1.47        1.40           95.98 
50  160  1.58        1.44           87.49 
55  160  1.51        1.42           80.85 
60  160  1.12        1.29           77.21 
65  160  0.31        1.07           77.82 
70  160  -0.86        0.82           84.12 
75  160  -1.98        0.63           96.90 
80  160  -2.43        0.57           112.90 
85  160  -2.21        0.60           125.02 
90  160  -2.03        0.63           129.27 
95  160  -2.21        0.60           125.09 
100  160  -2.43        0.57           113.05 
105  160  -1.99        0.63           97.10 
110  160  -0.87        0.82           84.35 
115  160  0.30        1.07           78.06 
120  160  1.11        1.29           77.48 
125  160  1.50        1.41           81.15 
130  160  1.59        1.44           87.84 
135  160  1.48        1.41           96.35 
140  160  1.27        1.34           105.48 
145  160  0.94        1.24           114.16 
150  160  0.41        1.10           121.83 
155  160  -0.45        0.90           128.25 
160  160  -1.76        0.67           133.45 
165  160  -3.77        0.42           137.52 
170  160  -6.94        0.20           140.50 
175  160  -12.70        0.05           142.57 
180  160  -45.93        0.00           176.44 
0  165  -45.93        0.00           3.56 
5  165  -12.99        0.05           140.89 
10  165  -7.08        0.20           139.62 
15  165  -3.86        0.41           136.90 
20  165  -1.83        0.66           132.94 
25  165  -0.50        0.89           127.81 
30  165  0.37        1.09           121.41 
35  165  0.91        1.23           113.76 
40  165  1.25        1.33           105.09 
45  165  1.47        1.40           95.98 
50  165  1.58        1.44           87.49 
55  165  1.51        1.42           80.85 
60  165  1.12        1.29           77.21 
65  165  0.31        1.07           77.82 
70  165  -0.86        0.82           84.12 
75  165  -1.98        0.63           96.90 
80  165  -2.43        0.57           112.90 
85  165  -2.21        0.60           125.02 
90  165  -2.03        0.63           129.27 
95  165  -2.21        0.60           125.09 
100  165  -2.43        0.57           113.05 
105  165  -1.99        0.63           97.10 
110  165  -0.87        0.82           84.35 
115  165  0.30        1.07           78.06 
120  165  1.11        1.29           77.48 
125  165  1.50        1.41           81.15 
130  165  1.59        1.44           87.84 
135  165  1.48        1.41           96.35 
140  165  1.27        1.34           105.48 
145  165  0.94        1.24           114.16 
150  165  0.41        1.10           121.83 
155  165  -0.45        0.90           128.25 
160  165  -1.76        0.67           133.45 
165  165  -3.77        0.42           137.52 
170  165  -6.94        0.20           140.50 
175  165  -12.70        0.05           142.57 
180  165  -45.93        0.00           176.44 
0  170  -45.93        0.00           3.56 
5  170  -12.99        0.05           140.89 
10  170  -7.08        0.20           139.62 
15  170  -3.86        0.41           136.90 
20  170  -1.83        0.66           132.94 
25  170  -0.50        0.89           127.81 
30  170  0.37        1.09           121.41 
35  170  0.91        1.23           113.76 
40  170  1.25        1.33           105.09 
45  170  1.47        1.40           95.98 
50  170  1.58        1.44           87.49 
55  170  1.51        1.42           80.85 
60  170  1.12        1.29           77.21 
65  170  0.31        1.07           77.82 
70  170  -0.86        0.82           84.12 
75  170  -1.98        0.63           96.90 
80  170  -2.43        0.57           112.90 
85  170  -2.21        0.60           125.02 
90  170  -2.03        0.63           129.27 
95  170  -2.21        0.60           125.09 
100  170  -2.43        0.57           113.05 
105  170  -1.99        0.63           97.10 
110  170  -0.87        0.82           84.35 
115  170  0.30        1.07           78.06 
120  170  1.11        1.29           77.48 
125  170  1.50        1.41           81.15 
130  170  1.59        1.44           87.84 
135  170  1.48        1.41           96.35 
140  170  1.27        1.34           105.48 
145  170  0.94        1.24           114.16 
150  170  0.41        1.10           121.83 
155  170  -0.45        0.90           128.25 
160  170  -1.76        0.67           133.45 
165  170  -3.77        0.42           137.52 
170  170  -6.94        0.20           140.50 
175  170  -12.70        0.05           142.57 
180  170  -45.93        0.00           176.44 
0  175  -45.93        0.00           3.56 
5  175  -12.99        0.05           140.89 
10  175  -7.08        0.20           139.62 
15  175  -3.86        0.41           136.90 
20  175  -1.83        0.66           132.94 
25  175  -0.50        0.89           127.81 
30  175  0.37        1.09           121.41 
35  175  0.91        1.23           113.76 
40  175  1.25        1.33           105.09 
45  175  1.47        1.40           95.98 
50  175  1.58        1.44           87.49 
55  175  1.51        1.42           80.85 
60  175  1.12        1.29           77.21 
65  175  0.31        1.07           77.82 
70  175  -0.86        0.82           84.12 
75  175  -1.98        0.63           96.90 
80  175  -2.43        0.57           112.90 
85  175  -2.21        0.60           125.02 
90  175  -2.03        0.63           129.27 
95  175  -2.21        0.60           125.09 
100  175  -2.43        0.57           113.05 
105  175  -1.99        0.63           97.10 
110  175  -0.87        0.82           84.35 
115  175  0.30        1.07           78.06 
120  175  1.11        1.29           77.48 
125  175  1.50        1.41           81.15 
130  175  1.59        1.44           87.84 
135  175  1.48        1.41           96.35 
140  175  1.27        1.34           105.48 
145  175  0.94        1.24           114.16 
150  175  0.41        1.10           121.83 
155  175  -0.45        0.90           128.25 
160  175  -1.76        0.67           133.45 
165  175  -3.77        0.42           137.52 
170  175  -6.94        0.20           140.50 
175  175  -12.70        0.05           142.57 
180  175  -45.93        0.00           176.44 
0  180  -45.93        0.00           3.56 
5  180  -12.99        0.05           140.89 
10  180  -7.08        0.20           139.62 
15  180  -3.86        0.41           136.90 
20  180  -1.83        0.66           132.94 
25  180  -0.50        0.89           127.81 
30  180  0.37        1.09           121.41 
35  180  0.91        1.23           113.76 
40  180  1.25        1.33           105.09 
45  180  1.47        1.40           95.98 
50  180  1.58        1.44           87.49 
55  180  1.51        1.42           80.85 
60  180  1.12        1.29           77.21 
65  180  0.31        1.07           77.82 
70  180  -0.86        0.82           84.12 
75  180  -1.98        0.63           96.90 
80  180  -2.43        0.57           112.90 
85  180  -2.21        0.60           125.02 
90  180  -2.03        0.63           129.27 
95  180  -2.21        0.60           125.09 
100  180  -2.43        0.57           113.05 
105  180  -1.99        0.63           97.10 
110  180  -0.87        0.82           84.35 
115  180  0.30        1.07           78.06 
120  180  1.11        1.29           77.48 
125  180  1.50        1.41           81.15 
130  180  1.59        1.44           87.84 
135  180  1.48        1.41           96.35 
140  180  1.27        1.34           105.48 
145  180  0.94        1.24           114.16 
150  180  0.41        1.10           121.83 
155  180  -0.45        0.90           128.25 
160  180  -1.76        0.67           133.45 
165  180  -3.77        0.42           137.52 
170  180  -6.94        0.20           140.50 
175  180  -12.70        0.05           142.57 
180  180  -45.93        0.00           176.44 
0  185  -45.93        0.00           3.56 
5  185  -12.99        0.05           140.89 
10  185  -7.08        0.20           139.62 
15  185  -3.86        0.41           136.90 
20  185  -1.83        0.66           132.94 
25  185  -0.50        0.89           127.81 
30  185  0.37        1.09           121.41 
35  185  0.91        1.23           113.76 
40  185  1.25        1.33           105.09 
45  185  1.47        1.40           95.98 
50  185  1.58        1.44           87.49 
55  185  1.51        1.42           80.85 
60  185  1.12        1.29           77.21 
65  185  0.31        1.07           77.82 
70  185  -0.86        0.82           84.12 
75  185  -1.98        0.63           96.90 
80  185  -2.43        0.57           112.90 
85  185  -2.21        0.60           125.02 
90  185  -2.03        0.63           129.27 
95  185  -2.21        0.60           125.09 
100  185  -2.43        0.57           113.05 
105  185  -1.99        0.63           97.10 
110  185  -0.87        0.82           84.35 
115  185  0.30        1.07           78.06 
120  185  1.11        1.29           77.48 
125  185  1.50        1.41           81.15 
130  185  1.59        1.44           87.84 
135  185  1.48        1.41           96.35 
140  185  1.27        1.34           105.48 
145  185  0.94        1.24           114.16 
150  185  0.41        1.10           121.83 
155  185  -0.45        0.90           128.25 
160  185  -1.76        0.67           133.45 
165  185  -3.77        0.42           137.52 
170  185  -6.94        0.20           140.50 
175  185  -12.70        0.05           142.57 
180  185  -45.93        0.00           176.44 
0  190  -45.93        0.00           3.56 
5  190  -12.99        0.05           140.89 
10  190  -7.08        0.20           139.62 
15  190  -3.86        0.41           136.90 
20  190  -1.83        0.66           132.94 
25  190  -0.50        0.89           127.81 
30  190  0.37        1.09           121.41 
35  190  0.91        1.23           113.76 
40  190  1.25        1.33           105.09 
45  190  1.47        1.40           95.98 
50  190  1.58        1.44           87.49 
55  190  1.51        1.42           80.85 
60  190  1.12        1.29           77.21 
65  190  0.31        1.07           77.82 
70  190  -0.86        0.82           84.12 
75  190  -1.98        0.63           96.90 
80  190  -2.43        0.57           112.90 
85  190  -2.21        0.60           125.02 
90  190  -2.03        0.63           129.27 
95  190  -2.21        0.60           125.09 
100  190  -2.43        0.57           113.05 
105  190  -1.99        0.63           97.10 
110  190  -0.87        0.82           84.35 
115  190  0.30        1.07           78.06 
120  190  1.11        1.29           77.48 
125  190  1.50        1.41           81.15 
130  190  1.59        1.44           87.84 
135  190  1.48        1.41           96.35 
140  190  1.27        1.34           105.48 
145  190  0.94        1.24           114.16 
150  190  0.41        1.10           121.83 
155  190  -0.45        0.90           128.25 
160  190  -1.76        0.67           133.45 
165  190  -3.77        0.42           137.52 
170  190  -6.94        0.20           140.50 
175  190  -12.70        0.05           142.57 
180  190  -45.93        0.00           176.44 
0  195  -45.93        0.00           3.56 
5  195  -12.99        0.05           140.89 
10  195  -7.08        0.20           139.62 
15  195  -3.86        0.41           136.90 
20  195  -1.83        0.66           132.94 
25  195  -0.50        0.89           127.81 
30  195  0.37        1.09           121.41 
35  195  0.91        1.23           113.76 
40  195  1.25        1.33           105.09 
45  195  1.47        1.40           95.98 
50  195  1.58        1.44           87.49 
55  195  1.51        1.42           80.85 
60  195  1.12        1.29           77.21 
65  195  0.31        1.07           77.82 
70  195  -0.86        0.82           84.12 
75  195  -1.98        0.63           96.90 
80  195  -2.43        0.57           112.90 
85  195  -2.21        0.60           125.02 
90  195  -2.03        0.63           129.27 
95  195  -2.21        0.60           125.09 
100  195  -2.43        0.57           113.05 
105  195  -1.99        0.63           97.10 
110  195  -0.87        0.82           84.35 
115  195  0.30        1.07           78.06 
120  195  1.11        1.29           77.48 
125  195  1.50        1.41           81.15 
130  195  1.59        1.44           87.84 
135  195  1.48        1.41           96.35 
140  195  1.27        1.34           105.48 
145  195  0.94        1.24           114.16 
150  195  0.41        1.10           121.83 
155  195  -0.45        0.90           128.25 
160  195  -1.76        0.67           133.45 
165  195  -3.77        0.42           137.52 
170  195  -6.94        0.20           140.50 
175  195  -12.70        0.05           142.57 
180  195  -45.93        0.00           176.44 
0  200  -45.93        0.00           3.56 
5  200  -12.99        0.05           140.89 
10  200  -7.08        0.20           139.62 
15  200  -3.86        0.41           136.90 
20  200  -1.83        0.66           132.94 
25  200  -0.50        0.89           127.81 
30  200  0.37        1.09           121.41 
35  200  0.91        1.23           113.76 
40  200  1.25        1.33           105.09 
45  200  1.47        1.40           95.98 
50  200  1.58        1.44           87.49 
55  200  1.51        1.42           80.85 
60  200  1.12        1.29           77.21 
65  200  0.31        1.07           77.82 
70  200  -0.86        0.82           84.12 
75  200  -1.98        0.63           96.90 
80  200  -2.43        0.57           112.90 
85  200  -2.21        0.60           125.02 
90  200  -2.03        0.63           129.27 
95  200  -2.21        0.60           125.09 
100  200  -2.43        0.57           113.05 
105  200  -1.99        0.63           97.10 
110  200  -0.87        0.82           84.35 
115  200  0.30        1.07           78.06 
120  200  1.11        1.29           77.48 
125  200  1.50        1.41           81.15 
130  200  1.59        1.44           87.84 
135  200  1.48        1.41           96.35 
140  200  1.27        1.34           105.48 
145  200  0.94        1.24           114.16 
150  200  0.41        1.10           121.83 
155  200  -0.45        0.90           128.25 
160  200  -1.76        0.67           133.45 
165  200  -3.77        0.42           137.52 
170  200  -6.94        0.20           140.50 
175  200  -12.70        0.05           142.57 
180  200  -45.93        0.00           176.44 
0  205  -45.93        0.00           3.56 
5  205  -12.99        0.05           140.89 
10  205  -7.08        0.20           139.62 
15  205  -3.86        0.41           136.90 
20  205  -1.83        0.66           132.94 
25  205  -0.50        0.89           127.81 
30  205  0.37        1.09           121.41 
35  205  0.91        1.23           113.76 
40  205  1.25        1.33           105.09 
45  205  1.47        1.40           95.98 
50  205  1.58        1.44           87.49 
55  205  1.51        1.42           80.85 
60  205  1.12        1.29           77.21 
65  205  0.31        1.07           77.82 
70  205  -0.86        0.82           84.12 
75  205  -1.98        0.63           96.90 
80  205  -2.43        0.57           112.90 
85  205  -2.21        0.60           125.02 
90  205  -2.03        0.63           129.27 
95  205  -2.21        0.60           125.09 
100  205  -2.43        0.57           113.05 
105  205  -1.99        0.63           97.10 
110  205  -0.87        0.82           84.35 
115  205  0.30        1.07           78.06 
120  205  1.11        1.29           77.48 
125  205  1.50        1.41           81.15 
130  205  1.59        1.44           87.84 
135  205  1.48        1.41           96.35 
140  205  1.27        1.34           105.48 
145  205  0.94        1.24           114.16 
150  205  0.41        1.10           121.83 
155  205  -0.45        0.90           128.25 
160  205  -1.76        0.67           133.45 
165  205  -3.77        0.42           137.52 
170  205  -6.94        0.20           140.50 
175  205  -12.70        0.05           142.57 
180  205  -45.93        0.00           176.44 
0  210  -45.93        0.00           3.56 
5  210  -12.99        0.05           140.89 
10  210  -7.08        0.20           139.62 
15  210  -3.86        0.41           136.90 
20  210  -1.83        0.66           132.94 
25  210  -0.50        0.89           127.81 
30  210  0.37        1.09           121.41 
35  210  0.91        1.23           113.76 
40  210  1.25        1.33           105.09 
45  210  1.47        1.40           95.98 
50  210  1.58        1.44           87.49 
55  210  1.51        1.42           80.85 
60  210  1.12        1.29           77.21 
65  210  0.31        1.07           77.82 
70  210  -0.86        0.82           84.12 
75  210  -1.98        0.63           96.90 
80  210  -2.43        0.57           112.90 
85  210  -2.21        0.60           125.02 
90  210  -2.03        0.63           129.27 
95  210  -2.21        0.60           125.09 
100  210  -2.43        0.57           113.05 
105  210  -1.99        0.63           97.10 
110  210  -0.87        0.82           84.35 
115  210  0.30        1.07           78.06 
120  210  1.11        1.29           77.48 
125  210  1.50        1.41           81.15 
130  210  1.59        1.44           87.84 
135  210  1.48        1.41           96.35 
140  210  1.27        1.34           105.48 
145  210  0.94        1.24           114.16 
150  210  0.41        1.10           121.83 
